System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:34:55:969, 219730011264046,    0.138,   13.000, 2300,  10.914,   1.507,   0.419,   8.139,   1.124,   0.312, 49,  0,   0.707,   0.098,   0.027,   1.525,   0.211,   0.058,  35.000,  600,   1.968
16:34:56:080, 219730255983168,    0.249,   18.000, 2100,  10.655,   2.688,   0.747,   7.867,   1.996,   0.554, 49,  0,   0.586,   0.163,   0.045,   1.642,   0.392,   0.109,  35.000,  500,   2.338
16:34:56:189, 219730495727662,    0.357,   10.000, 2200,  10.647,   3.844,   1.068,   7.754,   2.838,   0.788, 48,  0,   0.641,   0.232,   0.064,   1.630,   0.569,   0.158,  35.000,  600,   1.771
16:34:56:303, 219730747365012,    0.471,   12.000, 2200,  10.353,   5.024,   1.395,   7.504,   3.693,   1.026, 49,  0,   0.636,   0.305,   0.085,   1.613,   0.753,   0.209,  35.000,  700,   1.781
16:34:56:409, 219730983106394,    0.578,   10.000, 2400,  10.583,   6.154,   1.709,   7.711,   4.516,   1.254, 48,  0,   0.628,   0.372,   0.103,   1.627,   0.927,   0.257,  35.000,  600,   2.166
16:34:56:522, 219731231319994,    0.691,   12.000, 2300,   9.965,   7.274,   2.021,   7.258,   5.332,   1.481, 48,  0,   0.683,   0.448,   0.125,   1.490,   1.094,   0.304,  35.000,  500,   1.766
16:34:56:629, 219731469134546,    0.798,   12.000, 2100,  10.432,   8.397,   2.333,   7.706,   6.162,   1.712, 48,  0,   0.780,   0.532,   0.148,   1.412,   1.246,   0.346,  35.000,  550,   2.368
16:34:56:735, 219731701851290,    0.904,   13.000, 2300,   9.918,   9.443,   2.623,   7.226,   6.924,   1.923, 48,  0,   0.709,   0.607,   0.169,   1.464,   1.401,   0.389,  35.000,  500,   1.628
16:34:56:846, 219731946636810,    1.015,   11.000, 2300,  10.307,  10.585,   2.940,   7.540,   7.760,   2.155, 48,  0,   0.737,   0.689,   0.191,   1.468,   1.563,   0.434,  35.000,  700,   2.331
16:34:56:955, 219732187057600,    1.123,   11.000, 2600,  10.179,  11.694,   3.248,   7.331,   8.558,   2.377, 49,  0,   0.623,   0.757,   0.210,   1.614,   1.739,   0.483,  35.000,  550,   1.639
16:34:57:068, 219732438488206,    1.237,   15.000, 2700,  10.611,  12.902,   3.584,   7.802,   9.446,   2.624, 50,  0,   0.653,   0.831,   0.231,   1.564,   1.917,   0.533,  35.000,  600,   2.462
16:34:57:177, 219732678050244,    1.346,   13.000, 2000,  10.792,  14.073,   3.909,   8.014,  10.316,   2.865, 50,  0,   0.722,   0.909,   0.253,   1.579,   2.089,   0.580,  35.000,  550,   2.008
16:34:57:287, 219732919946620,    1.455,   12.000, 2100,  10.964,  15.274,   4.243,   8.034,  11.196,   3.110, 49,  0,   0.738,   0.990,   0.275,   1.600,   2.264,   0.629,  35.000,  600,   2.160
16:34:57:391, 219733150116610,    1.560,    4.000, 2600,   8.470,  16.157,   4.488,   4.699,  11.686,   3.246, 50,  0,   0.483,   1.041,   0.289,   2.626,   2.538,   0.705,  35.000,  700,   1.292
16:34:57:501, 219733392048234,    1.669,    7.000, 2800,   9.850,  17.236,   4.788,   6.400,  12.387,   3.441, 51,  0,   0.565,   1.102,   0.306,   2.182,   2.777,   0.771,  35.000,  900,   2.157
16:34:57:610, 219733634831790,    1.779,    3.000, 2800,   8.186,  18.137,   5.038,   3.945,  12.821,   3.561, 47,  0,   0.430,   1.150,   0.319,   3.053,   3.112,   0.865,  35.000,  800,   0.494
16:34:57:721, 219733878495418,    1.890,    4.000, 2800,   8.979,  19.127,   5.313,   5.419,  13.419,   3.727, 48,  0,   0.445,   1.199,   0.333,   2.413,   3.379,   0.939,  35.000,  600,   4.727
16:34:57:835, 219734130092832,    2.003,    8.000, 2300,   9.802,  20.244,   5.623,   6.790,  14.192,   3.942, 48,  0,   0.523,   1.259,   0.350,   1.792,   3.583,   0.995,  35.000,  800,   7.620
16:34:57:940, 219734361462072,    2.108,    7.000, 2900,   9.734,  21.264,   5.907,   6.623,  14.886,   4.135, 49,  0,   0.506,   1.312,   0.364,   1.887,   3.781,   1.050,  35.000,  850,   8.808
16:34:58:071, 219734653478308,    2.241,   15.000, 2700,  10.143,  22.606,   6.279,   7.023,  15.815,   4.393, 50,  0,   0.572,   1.387,   0.385,   1.935,   4.036,   1.121,  35.000,  500,   3.570
16:34:58:158, 219734844855332,    2.327,    9.000, 2400,  11.149,  23.572,   6.548,   8.076,  16.515,   4.588, 49,  0,   0.551,   1.435,   0.399,   1.808,   4.193,   1.165,  35.000,  700,   1.949
16:34:58:266, 219735082865110,    2.435,   11.000, 2500,  11.331,  24.794,   6.887,   8.330,  17.413,   4.837, 49,  0,   0.623,   1.502,   0.417,   1.745,   4.381,   1.217,  35.000,  700,   2.124
16:34:58:378, 219735331211483,    2.547,    3.000, 2100,   8.104,  25.705,   7.140,   4.116,  17.876,   4.966, 47,  0,   0.441,   1.552,   0.431,   2.862,   4.703,   1.306,  35.000, 1050,   1.284
16:34:58:490, 219735575837122,    2.658,    6.000, 3200,   9.558,  26.764,   7.434,   5.628,  18.500,   5.139, 47,  0,   0.602,   1.618,   0.450,   2.679,   5.000,   1.389,  35.000, 1000,   1.470
16:34:58:596, 219735812272310,    2.765,    6.000, 2100,   9.784,  27.812,   7.725,   6.435,  19.189,   5.330, 48,  0,   0.499,   1.672,   0.464,   2.165,   5.232,   1.453,  35.000,  800,   7.863
16:34:58:706, 219736053024460,    2.874,    9.000, 2500,   9.922,  28.893,   8.026,   6.978,  19.949,   5.542, 48,  0,   0.559,   1.733,   0.481,   1.731,   5.421,   1.506,  35.000,  600,   9.285
16:34:58:813, 219736291725567,    2.982,    6.000, 2500,   9.521,  29.923,   8.312,   6.467,  20.649,   5.736, 49,  0,   0.491,   1.786,   0.496,   1.872,   5.623,   1.562,  35.000,  500,   9.173
16:34:58:922, 219736531561360,    3.091,    9.000, 2300,   9.967,  31.005,   8.613,   6.987,  21.408,   5.947, 48,  0,   0.580,   1.849,   0.514,   1.727,   5.811,   1.614,  35.000,  600,   9.953
16:34:59:033, 219736775619051,    3.202,   10.000, 2000,   9.641,  32.071,   8.909,   6.651,  22.143,   6.151, 48,  0,   0.523,   1.907,   0.530,   1.835,   6.013,   1.670,  35.000,  700,   9.236
16:34:59:143, 219737020164025,    3.312,   17.000, 2100,  10.983,  33.288,   9.247,   8.275,  23.059,   6.405, 49,  0,   0.762,   1.991,   0.553,   1.410,   6.169,   1.714,  35.000,  550,  11.168
16:34:59:250, 219737255631284,    3.419,    9.000, 2400,  11.343,  34.497,   9.583,   8.267,  23.941,   6.650, 48,  0,   0.573,   2.052,   0.570,   1.821,   6.364,   1.768,  35.000,  700,   3.739
16:34:59:360, 219737497374370,    3.529,    6.000, 2400,   9.310,  35.516,   9.866,   5.779,  24.574,   6.826, 47,  0,   0.517,   2.109,   0.586,   2.363,   6.622,   1.840,  35.000,  700,   1.566
16:34:59:471, 219737742450496,    3.640,    1.000, 2400,   7.171,  36.312,  10.087,   2.905,  24.896,   6.916, 47,  0,   0.391,   2.152,   0.598,   3.114,   6.968,   1.936,  35.000,  850,   1.331
16:34:59:582, 219737987731546,    3.751,    3.000, 2100,   7.908,  37.191,  10.331,   3.909,  25.330,   7.036, 47,  0,   0.431,   2.200,   0.611,   2.827,   7.282,   2.023,  35.000, 1050,   0.733
