System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:31:35:954, 222058841199007,    0.121,    3.000, 2900,   8.384,   1.012,   0.281,   4.539,   0.548,   0.152, 40,  0,   0.467,   0.056,   0.016,   2.653,   0.320,   0.089,  35.000,  850,   1.640
19:31:36:065, 222059085133137,    0.231,   15.000, 2100,   9.839,   2.099,   0.583,   7.059,   1.328,   0.369, 42,  0,   0.449,   0.106,   0.029,   1.614,   0.499,   0.139,  35.000,  700,   1.715
19:31:36:174, 222059326941449,    0.341,   10.000, 3200,   9.336,   3.122,   0.867,   6.240,   2.011,   0.559, 40,  0,   0.504,   0.161,   0.045,   1.986,   0.716,   0.199,  35.000, 1000,   1.501
19:31:36:282, 222059565543407,    0.449,   17.000, 2200,  10.269,   4.231,   1.175,   7.386,   2.809,   0.780, 43,  0,   0.572,   0.223,   0.062,   1.705,   0.900,   0.250,  35.000,  500,   1.789
19:31:36:393, 222059809389932,    0.559,   22.000, 2400,  11.076,   5.455,   1.515,   8.494,   3.747,   1.041, 42,  0,   0.736,   0.304,   0.084,   1.299,   1.044,   0.290,  35.000,  600,   1.935
19:31:36:501, 222060048508223,    0.668,    9.000, 2400,  10.800,   6.624,   1.840,   7.990,   4.613,   1.281, 42,  0,   0.598,   0.369,   0.102,   1.665,   1.224,   0.340,  35.000,  750,   1.688
19:31:36:614, 222060297474253,    0.780,   17.000, 2300,   9.978,   7.749,   2.153,   7.208,   5.426,   1.507, 43,  0,   0.532,   0.429,   0.119,   1.580,   1.402,   0.390,  35.000,  700,   2.923
19:31:36:725, 222060543130427,    0.892,   15.000, 2900,   9.291,   8.783,   2.440,   6.663,   6.167,   1.713, 41,  0,   0.539,   0.489,   0.136,   1.466,   1.565,   0.435,  35.000,  700,   2.957
19:31:36:828, 222060771057363,    0.995,    5.000, 2300,   9.367,   9.750,   2.708,   6.046,   6.791,   1.886, 42,  0,   0.576,   0.548,   0.152,   2.162,   1.789,   0.497,  35.000,  750,   1.846
19:31:36:938, 222061013736198,    1.105,   24.000, 2000,  10.934,  10.952,   3.042,   8.313,   7.705,   2.140, 42,  0,   0.728,   0.628,   0.175,   1.364,   1.939,   0.538,  35.000,  450,   2.337
19:31:37:048, 222061256719684,    1.215,   20.000, 2600,  10.808,  12.141,   3.373,   8.320,   8.620,   2.394, 44,  0,   0.847,   0.722,   0.200,   1.214,   2.072,   0.576,  35.000,  500,   3.154
19:31:37:158, 222061498185405,    1.324,   15.000, 2100,  11.013,  13.345,   3.707,   8.236,   9.521,   2.645, 42,  0,   0.974,   0.828,   0.230,   1.513,   2.238,   0.622,  35.000,  500,   1.585
19:31:37:271, 222061749154609,    1.438,   15.000, 2100,  11.721,  14.678,   4.077,   8.946,  10.538,   2.927, 44,  0,   0.616,   0.898,   0.250,   1.563,   2.415,   0.671,  35.000,  550,   2.798
19:31:37:377, 222061982588104,    1.543,   33.000, 2100,  11.793,  15.924,   4.423,   9.340,  11.525,   3.201, 44,  0,   0.819,   0.985,   0.274,   1.155,   2.537,   0.705,  35.000,  450,   1.382
19:31:37:487, 222062224828794,    1.653,   24.000, 2000,  11.724,  17.211,   4.781,   9.253,  12.540,   3.483, 42,  0,   0.832,   1.076,   0.299,   1.167,   2.665,   0.740,  35.000,  550,   1.815
19:31:37:596, 222062467592209,    1.763,   13.000, 2300,  11.099,  18.431,   5.120,   8.288,  13.451,   3.737, 47,  0,   0.551,   1.137,   0.316,   1.625,   2.844,   0.790,  35.000,  550,   0.268
19:31:37:710, 222062717741145,    1.876,   13.000, 2300,  11.823,  19.770,   5.492,   8.724,  14.440,   4.011, 42,  0,   0.471,   1.190,   0.331,   1.955,   3.066,   0.852,  35.000,  550,   0.276
19:31:37:821, 222062962163744,    1.987,   18.000, 2600,   9.809,  20.856,   5.793,   7.383,  15.257,   4.238, 42,  0,   0.442,   1.239,   0.344,   1.352,   3.215,   0.893,  35.000,  700,   0.183
19:31:37:928, 222063198137429,    2.094,    5.000, 2900,   7.792,  21.689,   6.025,   4.127,  15.698,   4.361, 41,  0,   0.429,   1.285,   0.357,   2.494,   3.482,   0.967,  35.000, 1000,   1.192
19:31:38:032, 222063428564236,    2.198,    4.000, 2100,   8.563,  22.583,   6.273,   4.873,  16.207,   4.502, 40,  0,   0.510,   1.338,   0.372,   2.486,   3.741,   1.039,  35.000,  950,   1.578
19:31:38:144, 222063676612451,    2.311,    2.000, 2400,   7.347,  23.408,   6.502,   3.436,  16.593,   4.609, 40,  0,   0.419,   1.385,   0.385,   2.800,   4.056,   1.127,  35.000,  850,   1.124
19:31:38:257, 222063925796288,    2.424,   25.000, 2100,  10.766,  24.623,   6.840,   8.114,  17.508,   4.863, 42,  0,   0.711,   1.465,   0.407,   1.422,   4.216,   1.171,  35.000,  550,   2.234
19:31:38:361, 222064154431053,    2.527,   24.000, 2200,  11.134,  25.776,   7.160,   8.573,  18.396,   5.110, 42,  0,   0.829,   1.551,   0.431,   1.231,   4.344,   1.207,  35.000,  700,   7.863
