System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:51:55:328, 224751225894345,    0.125,   10.000, 2800,  13.393,   1.677,   0.466,  12.085,   1.513,   0.420, 50,  0,   0.580,   0.073,   0.020,   0.104,   0.013,   0.004,  35.000,    0,   1.693
19:51:55:438, 224751467204837,    0.235,    6.000, 3800,   9.426,   2.707,   0.752,   8.245,   2.415,   0.671, 48,  0,   0.555,   0.133,   0.037,   0.103,   0.024,   0.007,  35.000,    0,   1.590
19:51:55:568, 224751755322707,    0.365,   16.000, 2700,   6.978,   3.618,   1.005,   5.879,   3.182,   0.884, 53,  0,   0.536,   0.203,   0.056,   0.077,   0.034,   0.010,  35.000,    0,   0.634
19:51:55:657, 224751950622583,    0.453,    3.000, 3600,   6.023,   4.151,   1.153,   4.785,   3.605,   1.001, 47,  0,   0.553,   0.252,   0.070,   0.136,   0.046,   0.013,  35.000,    0,   2.182
19:51:55:767, 224752193706826,    0.564,    2.000, 2700,   5.368,   4.742,   1.317,   4.302,   4.079,   1.133, 47,  0,   0.465,   0.303,   0.084,   0.072,   0.054,   0.015,  35.000,    0,   0.636
19:51:55:875, 224752434486624,    0.673,    2.000, 2400,   4.544,   5.237,   1.455,   3.618,   4.473,   1.243, 47,  0,   0.473,   0.355,   0.099,   0.100,   0.065,   0.018,  35.000,  800,   0.887
19:51:55:986, 224752677576629,    0.783,    4.000, 3100,   6.257,   5.926,   1.646,   5.104,   5.035,   1.399, 51,  0,   0.546,   0.415,   0.115,   0.142,   0.081,   0.022,  35.000,    0,   1.628
19:51:56:094, 224752917389027,    0.891,    2.000, 4000,   4.425,   6.407,   1.780,   3.398,   5.404,   1.501, 47,  0,   0.500,   0.469,   0.130,   0.153,   0.097,   0.027,  35.000,    0,   1.524
19:51:56:205, 224753160180609,    1.001,    4.000, 3900,   6.112,   7.079,   1.966,   5.022,   5.956,   1.655, 46,  0,   0.525,   0.527,   0.146,   0.155,   0.114,   0.032,  35.000,    0,   1.953
19:51:56:316, 224753405027761,    1.112,    2.000, 3700,   4.153,   7.539,   2.094,   3.195,   6.311,   1.753, 46,  0,   0.483,   0.580,   0.161,   0.139,   0.130,   0.036,  35.000,    0,   1.714
19:51:56:425, 224753647917124,    1.222,    4.000, 2600,   6.179,   8.219,   2.283,   5.127,   6.875,   1.910, 46,  0,   0.527,   0.638,   0.177,   0.141,   0.145,   0.040,  35.000,    0,   1.594
19:51:56:533, 224753885051295,    1.330,    2.000, 3700,   5.184,   8.776,   2.438,   4.098,   7.315,   2.032, 47,  0,   0.505,   0.693,   0.192,   0.155,   0.162,   0.045,  35.000,    0,   2.084
19:51:56:642, 224754126223245,    1.439,    6.000, 2800,   7.448,   9.589,   2.664,   6.356,   8.009,   2.225, 47,  0,   0.546,   0.752,   0.209,   0.144,   0.178,   0.049,  35.000,  750,   2.718
19:51:56:751, 224754366347493,    1.548,    3.000, 3100,   6.784,  10.327,   2.869,   5.584,   8.616,   2.393, 47,  0,   0.536,   0.810,   0.225,   0.138,   0.193,   0.053,  35.000,    0,   1.903
19:51:56:861, 224754610150035,    1.658,   16.000, 2300,  11.301,  11.575,   3.215,   9.905,   9.710,   2.697, 49,  0,   0.866,   0.906,   0.252,   0.128,   0.207,   0.057,  35.000,    0,   2.639
19:51:56:974, 224754860960592,    1.772,   14.000, 2600,  11.540,  12.886,   3.579,  10.066,  10.853,   3.015, 49,  0,   0.857,   1.003,   0.279,   0.124,   0.221,   0.061,  35.000,    0,   2.409
19:51:57:082, 224755097738469,    1.879,   14.000, 2500,  11.812,  14.152,   3.931,  10.391,  11.968,   3.324, 49,  0,   0.850,   1.095,   0.304,   0.130,   0.235,   0.065,  35.000,    0,   3.258
19:51:57:191, 224755339155019,    1.988,    3.000, 2500,   6.051,  14.814,   4.115,   4.833,  12.496,   3.471, 46,  0,   0.519,   1.151,   0.320,   0.121,   0.248,   0.069,  35.000,    0,   1.908
19:51:57:298, 224755573261479,    2.094,    3.000, 3800,   5.773,  15.426,   4.285,   4.691,  12.993,   3.609, 47,  0,   0.535,   1.208,   0.336,   0.143,   0.263,   0.073,  35.000,    0,   2.147
19:51:57:407, 224755815264765,    2.204,    1.000, 4000,   3.665,  15.828,   4.397,   2.801,  13.300,   3.695, 46,  0,   0.449,   1.257,   0.349,   0.105,   0.274,   0.076,  35.000,    0,   1.133
19:51:57:516, 224756058196533,    2.314,   11.000, 2600,  10.145,  16.944,   4.707,   8.899,  14.279,   3.967, 49,  0,   0.656,   1.329,   0.369,   0.139,   0.290,   0.080,  35.000,    0,   2.653
19:51:57:626, 224756299340451,    2.423,   12.000, 3600,  11.845,  18.237,   5.066,  10.559,  15.433,   4.287, 51,  0,   0.597,   1.395,   0.387,   0.094,   0.300,   0.083,  35.000,    0,   3.088
19:51:57:737, 224756543176489,    2.533,   29.000, 2300,  13.243,  19.700,   5.472,  11.752,  16.730,   4.647, 50,  0,   0.957,   1.500,   0.417,   0.119,   0.313,   0.087,  35.000,    0,   3.297
19:51:57:845, 224756784631103,    2.643,   19.000, 2600,  12.685,  21.087,   5.858,  11.048,  17.939,   4.983, 49,  0,   0.875,   1.596,   0.443,   0.369,   0.354,   0.098,  35.000,    0,  10.459
19:51:57:954, 224757023571564,    2.751,   11.000, 2500,  12.744,  22.466,   6.241,  11.218,  19.153,   5.320, 51,  0,   0.816,   1.684,   0.468,   0.277,   0.383,   0.107,  35.000,    0,   8.033
19:51:58:067, 224757272760725,    2.864,    9.000, 3500,  11.500,  23.764,   6.601,  10.074,  20.289,   5.636, 48,  0,   0.667,   1.760,   0.489,   0.134,   0.399,   0.111,  35.000,    0,   2.452
19:51:58:173, 224757505384799,    2.969,    3.000, 3000,   5.505,  24.344,   6.762,   4.442,  20.758,   5.766, 48,  0,   0.513,   1.814,   0.504,   0.123,   0.412,   0.114,  35.000,    0,   1.650
19:51:58:282, 224757748648273,    3.079,    6.000, 3100,   7.821,  25.206,   7.002,   6.702,  21.496,   5.971, 51,  0,   0.632,   1.883,   0.523,   0.116,   0.424,   0.118,  35.000,    0,   1.490
19:51:58:394, 224757993861329,    3.190,    2.000, 2100,   3.585,  25.604,   7.112,   2.763,  21.803,   6.056, 47,  0,   0.474,   1.936,   0.538,   0.125,   0.438,   0.122,  35.000,    0,   1.159
19:51:58:501, 224758231457185,    3.298,    8.000, 2600,   7.838,  26.447,   7.346,   6.636,  22.517,   6.255, 49,  0,   0.598,   2.000,   0.556,   0.107,   0.450,   0.125,  35.000,    0,   1.550
19:51:58:611, 224758473625847,    3.408,   15.000, 3700,  11.538,  27.713,   7.698,  10.063,  23.620,   6.561, 56,  0,   0.714,   2.079,   0.577,   0.335,   0.487,   0.135,  35.000,    0,   8.784
19:51:58:723, 224758721621595,    3.520,    8.000, 3100,  11.233,  28.974,   8.048,   9.331,  24.669,   6.852, 48,  0,   0.649,   2.152,   0.598,   0.625,   0.557,   0.155,  35.000,    0,  18.519
19:51:58:829, 224758953917447,    3.625,    2.000, 3700,   4.954,  29.496,   8.193,   3.908,  25.080,   6.967, 47,  0,   0.519,   2.206,   0.613,   0.173,   0.575,   0.160,  35.000,    0,   2.609
19:51:58:942, 224759204113225,    3.739,    3.000, 2800,   5.960,  30.171,   8.381,   4.890,  25.634,   7.120, 47,  0,   0.509,   2.264,   0.629,   0.140,   0.591,   0.164,  35.000,    0,   1.377
19:51:59:052, 224759448125753,    3.849,    1.000, 4000,   4.549,  30.674,   8.520,   3.502,  26.021,   7.228, 47,  0,   0.489,   2.318,   0.644,   0.112,   0.603,   0.168,  35.000,    0,   1.393
19:51:59:157, 224759679120115,    3.954,    4.000, 3100,   6.295,  31.332,   8.703,   5.264,  26.572,   7.381, 47,  0,   0.523,   2.373,   0.659,   0.139,   0.618,   0.172,  35.000,    0,   1.862
19:51:59:272, 224759933271291,    4.069,    2.000, 2500,   4.892,  31.895,   8.860,   3.752,  27.003,   7.501, 47,  0,   0.479,   2.428,   0.674,   0.121,   0.632,   0.175,  35.000,    0,   1.428
19:51:59:377, 224760164320509,    4.173,    3.000, 2600,   5.763,  32.498,   9.027,   4.688,  27.494,   7.637, 47,  0,   0.514,   2.482,   0.689,   0.159,   0.648,   0.180,  35.000,    0,   1.979
19:51:59:485, 224760404217572,    4.282,   17.000, 2400,  10.243,  33.611,   9.336,   8.798,  28.450,   7.903, 48,  0,   0.728,   2.561,   0.711,   0.292,   0.680,   0.189,  35.000,    0,  10.113
19:51:59:597, 224760649459831,    4.393,   19.000, 2600,  12.107,  34.956,   9.710,  10.496,  29.616,   8.227, 49,  0,   0.973,   2.669,   0.741,   0.266,   0.709,   0.197,  35.000,    0,   7.914
19:51:59:708, 224760895228013,    4.504,   17.000, 2200,  13.421,  36.450,  10.125,  12.009,  30.952,   8.598, 51,  0,   0.903,   2.769,   0.769,   0.078,   0.718,   0.200,  35.000,    0,   1.331
19:51:59:818, 224761139094217,    4.615,   15.000, 2800,  11.580,  37.729,  10.480,  10.063,  32.064,   8.907, 48,  0,   0.917,   2.870,   0.797,   0.091,   0.728,   0.202,  35.000,    0,   1.179
19:51:59:923, 224761369829545,    4.719,    2.000, 3700,   3.928,  38.139,  10.594,   3.101,  32.388,   8.997, 47,  0,   0.463,   2.919,   0.811,   0.080,   0.737,   0.205,  35.000,    0,   0.892
19:52:00:035, 224761618295964,    4.832,    6.000, 2400,   8.321,  39.076,  10.854,   7.168,  33.194,   9.221, 47,  0,   0.625,   2.989,   0.830,   0.129,   0.751,   0.209,  35.000,    0,   1.533
19:52:00:143, 224761855604232,    4.939,    2.000, 2000,   4.344,  39.542,  10.984,   3.465,  33.567,   9.324, 48,  0,   0.470,   3.040,   0.844,   0.108,   0.763,   0.212,  35.000,    0,   1.037
19:52:00:257, 224762107947269,    5.054,    9.000, 3800,   8.892,  40.559,  11.266,   7.587,  34.434,   9.565, 47,  0,   0.636,   3.112,   0.865,   0.126,   0.777,   0.216,  35.000,    0,   1.795
19:52:00:360, 224762336170651,    5.157,    3.000, 2500,   4.533,  41.027,  11.396,   3.634,  34.810,   9.669, 48,  0,   0.491,   3.163,   0.879,   0.110,   0.789,   0.219,  35.000,    0,   1.080
19:52:00:471, 224762579920927,    5.267,    3.000, 2200,   5.345,  41.617,  11.560,   4.334,  35.288,   9.802, 49,  0,   0.503,   3.218,   0.894,   0.159,   0.806,   0.224,  35.000,    0,   2.077
19:52:00:587, 224762837598275,    5.384,   19.000, 3500,  12.976,  43.132,  11.981,  11.518,  36.632,  10.176, 51,  0,   0.658,   3.295,   0.915,   0.163,   0.825,   0.229,  35.000,    0,   2.579
19:52:00:692, 224763068472663,    5.489,    6.000, 2300,  10.442,  44.223,  12.284,   9.133,  37.587,  10.441, 48,  0,   0.556,   3.353,   0.932,   0.179,   0.844,   0.234,  35.000,  650,   2.685
19:52:00:803, 224763313431037,    5.600,    7.000, 2200,   9.251,  45.250,  12.569,   6.890,  38.351,  10.653, 49,  0,   0.553,   3.415,   0.949,   1.139,   0.970,   0.269,  35.000,    0,   6.012
19:52:00:911, 224763552380617,    5.708,    5.000, 3400,   9.358,  46.263,  12.851,   6.976,  39.106,  10.863, 49,  0,   0.482,   3.467,   0.963,   1.220,   1.102,   0.306,  35.000,  650,   6.873
19:52:01:016, 224763784333071,    5.813,    9.000, 2400,  10.014,  47.314,  13.143,   7.185,  39.861,  11.073, 49,  0,   0.548,   3.525,   0.979,   1.624,   1.273,   0.354,  35.000,  850,   8.575
19:52:01:128, 224764031931279,    5.925,    7.000, 2900,   9.646,  48.396,  13.443,   6.536,  40.594,  11.276, 49,  0,   0.526,   3.583,   0.995,   1.930,   1.489,   0.414,  35.000,  850,  10.172
19:52:01:238, 224764274694745,    6.035,   12.000, 2300,  10.354,  49.534,  13.760,   7.448,  41.413,  11.504, 49,  0,   0.656,   3.656,   1.015,   1.636,   1.669,   0.464,  35.000,  700,   8.947
19:52:01:349, 224764519143647,    6.146,    5.000, 2800,   9.405,  50.576,  14.049,   6.350,  42.116,  11.699, 49,  0,   0.491,   3.710,   1.031,   1.840,   1.873,   0.520,  35.000,  850,   8.602
19:52:01:454, 224764750123337,    6.250,    5.000, 2800,   9.521,  51.572,  14.325,   5.744,  42.717,  11.866, 47,  0,   0.534,   3.766,   1.046,   2.602,   2.145,   0.596,  35.000,  900,   1.761
19:52:01:571, 224765009986265,    6.368,    9.000, 3700,   7.163,  52.415,  14.560,   2.709,  43.036,  11.954, 49,  0,   0.344,   3.806,   1.057,   3.345,   2.539,   0.705,  35.000,  950,   0.560
19:52:01:673, 224765234650653,    6.470,    3.000, 2600,   8.292,  53.258,  14.794,   4.239,  43.467,  12.074, 47,  0,   0.432,   3.850,   1.070,   2.805,   2.824,   0.784,  35.000,  950,   0.702
19:52:01:782, 224765474840675,    6.579,    3.000, 2400,   8.718,  54.207,  15.057,   5.035,  44.015,  12.226, 48,  0,   0.431,   3.897,   1.083,   2.501,   3.096,   0.860,  35.000,  800,   0.305
19:52:01:891, 224765715962257,    6.688,    6.000, 2200,   9.616,  55.257,  15.349,   6.369,  44.710,  12.420, 47,  0,   0.590,   3.962,   1.100,   2.038,   3.319,   0.922,  35.000,  500,   1.724
19:52:02:003, 224765962618238,    6.799,    5.000, 2600,   9.531,  56.322,  15.645,   5.938,  45.374,  12.604, 47,  0,   0.539,   4.022,   1.117,   2.347,   3.581,   0.995,  35.000,  800,   1.826
19:52:02:110, 224766199587714,    6.907,    7.000, 2100,   9.799,  57.373,  15.937,   6.716,  46.094,  12.804, 48,  0,   0.634,   4.090,   1.136,   1.880,   3.782,   1.051,  35.000,  550,   3.099
19:52:02:224, 224766451251239,    7.021,   11.000, 2000,  10.589,  58.580,  16.272,   7.711,  46.973,  13.048, 49,  0,   0.661,   4.165,   1.157,   1.635,   3.969,   1.102,  35.000,  500,   1.987
19:52:02:331, 224766686713573,    7.127,   10.000, 2000,  11.240,  59.779,  16.605,   8.215,  47.849,  13.291, 49,  0,   0.620,   4.231,   1.175,   1.764,   4.157,   1.155,  35.000,  700,   2.413
19:52:02:441, 224766930867605,    7.238,    5.000, 2400,   8.368,  60.704,  16.862,   4.657,  48.364,  13.435, 47,  0,   0.474,   4.284,   1.190,   2.563,   4.440,   1.233,  35.000,  650,   1.551
19:52:02:576, 224767227621027,    7.372,    9.000, 2700,   9.210,  61.942,  17.206,   5.902,  49.157,  13.655, 51,  0,   0.515,   4.353,   1.209,   2.076,   4.719,   1.311,  35.000,  700,   4.870
19:52:02:657, 224767408735011,    7.454,    9.000, 2200,  10.603,  62.812,  17.448,   6.851,  49.719,  13.811, 51,  0,   0.613,   4.403,   1.223,   2.526,   4.927,   1.369,  35.000,  600,   4.337
19:52:02:767, 224767651523298,    7.564,    3.000, 2800,   8.381,  63.733,  17.704,   4.534,  50.218,  13.949, 47,  0,   0.499,   4.458,   1.238,   2.650,   5.218,   1.449,  35.000,  850,   5.434
19:52:02:876, 224767892681755,    7.674,    6.000, 2100,   9.250,  64.744,  17.984,   5.472,  50.816,  14.115, 48,  0,   0.568,   4.520,   1.256,   2.590,   5.501,   1.528,  35.000,  700,   1.688
19:52:02:987, 224768135526743,    7.784,    3.000, 2600,   8.799,  65.711,  18.253,   4.819,  51.346,  14.263, 47,  0,   0.531,   4.579,   1.272,   2.757,   5.804,   1.612,  35.000,  950,   2.735
19:52:03:098, 224768380430729,    7.894,    8.000, 2400,  10.241,  66.847,  18.569,   6.825,  52.103,  14.473, 48,  0,   0.607,   4.646,   1.291,   2.204,   6.049,   1.680,  35.000,  700,   2.576
19:52:03:208, 224768625353347,    8.005,   11.000, 2400,  11.068,  68.075,  18.910,   8.067,  52.997,  14.722, 49,  0,   0.625,   4.715,   1.310,   1.748,   6.242,   1.734,  35.000,  500,   2.434
19:52:03:318, 224768866464795,    8.115,    9.000, 2400,   9.922,  69.159,  19.211,   6.666,  53.725,  14.924, 47,  0,   0.623,   4.783,   1.329,   2.047,   6.466,   1.796,  35.000,  700,   2.140
19:52:03:423, 224769097118897,    8.219,    2.000, 2900,   7.848,  69.978,  19.438,   3.860,  54.129,  15.036, 47,  0,   0.425,   4.828,   1.341,   2.840,   6.763,   1.879,  35.000, 1000,   1.500
19:52:03:536, 224769347953508,    8.333,    3.000, 2200,   8.305,  70.922,  19.701,   4.422,  54.631,  15.175, 47,  0,   0.456,   4.879,   1.355,   2.673,   7.066,   1.963,  35.000,  850,   0.884
19:52:03:643, 224769583311795,    8.439,    2.000, 3200,   8.282,  71.805,  19.946,   4.181,  55.077,  15.299, 47,  0,   0.356,   4.917,   1.366,   2.974,   7.383,   2.051,  35.000,  950,   0.620
19:52:03:751, 224769822590627,    8.548,    3.000, 2100,   7.910,  72.662,  20.184,   3.889,  55.498,  15.416, 47,  0,   0.395,   4.960,   1.378,   2.826,   7.690,   2.136,  35.000, 1050,   0.546
19:52:03:860, 224770063599191,    8.657,    2.000, 1900,   7.045,  73.431,  20.397,   2.481,  55.769,  15.491, 47,  0,   0.390,   5.003,   1.390,   3.428,   8.064,   2.240,  35.000,  950,   0.539
19:52:03:974, 224770315355565,    8.771,    6.000, 2100,   9.171,  74.476,  20.688,   5.477,  56.393,  15.665, 48,  0,   0.509,   5.061,   1.406,   2.486,   8.347,   2.319,  35.000,  650,   4.795
19:52:04:080, 224770548715742,    8.876,   10.000, 2000,   9.474,  75.478,  20.966,   6.335,  57.063,  15.851, 48,  0,   0.518,   5.115,   1.421,   1.899,   8.548,   2.374,  35.000,  450,   9.885
