System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:41:44:251, 223401963585919,    0.118,    7.000, 2100,  10.225,   1.208,   0.336,   6.863,   0.811,   0.225, 45,  0,   0.488,   0.058,   0.016,   2.203,   0.260,   0.072,  35.000,  500,   1.942
19:41:44:361, 223402206219387,    0.228,   19.000, 2000,  11.893,   2.515,   0.699,   9.178,   1.820,   0.505, 45,  0,   0.909,   0.158,   0.044,   1.389,   0.413,   0.115,  35.000,  550,   2.743
19:41:44:474, 223402456760905,    0.342,    8.000, 2800,  10.934,   3.756,   1.043,   7.772,   2.701,   0.750, 45,  0,   0.552,   0.220,   0.061,   1.891,   0.628,   0.174,  35.000,  850,   2.240
19:41:44:579, 223402688014494,    0.446,   10.000, 2000,   9.641,   4.766,   1.324,   6.181,   3.349,   0.930, 45,  0,   0.560,   0.279,   0.077,   2.322,   0.871,   0.242,  35.000,  700,   3.071
19:41:44:693, 223402940240365,    0.561,    2.000, 2900,   7.512,   5.624,   1.562,   3.272,   3.723,   1.034, 44,  0,   0.419,   0.327,   0.091,   2.993,   1.213,   0.337,  35.000,  700,   1.625
19:41:44:802, 223403180462405,    0.669,    2.000, 2900,   7.877,   6.481,   1.800,   4.053,   4.164,   1.157, 45,  0,   0.463,   0.377,   0.105,   2.714,   1.508,   0.419,  35.000,  950,   1.865
19:41:44:907, 223403412697715,    0.774,    4.000, 2500,   8.180,   7.341,   2.039,   4.306,   4.616,   1.282, 45,  0,   0.468,   0.426,   0.118,   2.610,   1.782,   0.495,  35.000,  950,   1.746
19:41:45:016, 223403654147129,    0.884,    4.000, 2600,   8.572,   8.278,   2.300,   4.958,   5.159,   1.433, 44,  0,   0.515,   0.483,   0.134,   2.445,   2.050,   0.569,  35.000,  800,   3.012
19:41:45:126, 223403897027891,    0.994,    5.000, 2900,   8.710,   9.237,   2.566,   5.015,   5.710,   1.586, 47,  0,   0.493,   0.537,   0.149,   2.517,   2.327,   0.646,  35.000,  950,   1.906
19:41:45:235, 223404136197487,    1.102,    6.000, 2500,   9.593,  10.276,   2.854,   6.078,   6.369,   1.769, 45,  0,   0.533,   0.595,   0.165,   2.326,   2.579,   0.716,  35.000,  700,   2.719
19:41:45:348, 223404385094317,    1.215,   13.000, 2200,  11.211,  11.539,   3.205,   8.233,   7.297,   2.027, 46,  0,   0.681,   0.671,   0.186,   1.660,   2.766,   0.768,  35.000,  700,   2.121
19:41:45:455, 223404620912771,    1.322,    5.000, 2900,   9.130,  12.514,   3.476,   5.514,   7.886,   2.190, 45,  0,   0.531,   0.728,   0.202,   2.381,   3.020,   0.839,  35.000,  700,   2.198
19:41:45:566, 223404867393433,    1.433,   18.000, 2900,   8.864,  13.504,   3.751,   5.115,   8.457,   2.349, 48,  0,   0.535,   0.788,   0.219,   2.632,   3.314,   0.920,  35.000,  700,   1.216
19:41:45:673, 223405102481403,    1.540,    1.000, 1800,   7.412,  14.293,   3.970,   2.981,   8.774,   2.437, 44,  0,   0.390,   0.829,   0.230,   3.187,   3.653,   1.015,  35.000, 1050,   0.635
19:41:45:786, 223405353492991,    1.653,    4.000, 2800,   8.415,  15.250,   4.236,   4.412,   9.276,   2.577, 44,  0,   0.488,   0.885,   0.246,   2.797,   3.971,   1.103,  35.000,  950,   0.237
