System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:51:30:740,2.34994E+14,0.111,5,2100,7.766,0.859,0.239,6.66,0.737,0.205,45,0,0.581,0.064,0.018,0.092,0.01,0.003,35,0,0.365,,0.737
23:51:30:845,2.34994E+14,0.215,1,1800,1.634,1.03,0.286,0.896,0.83,0.231,45,0,0.362,0.102,0.028,0.027,0.013,0.004,35,0,0.136,,0.093
23:51:30:955,2.34995E+14,0.325,3,4000,4.946,1.574,0.437,3.926,1.262,0.351,45,0,0.473,0.154,0.043,0.066,0.02,0.006,35,0,0.378,,0.432
23:51:31:083,2.34995E+14,0.454,16,2800,4.605,2.166,0.602,3.769,1.747,0.485,54,0,0.426,0.209,0.058,0.027,0.024,0.007,35,0,0.088,,0.485
23:51:31:176,2.34995E+14,0.546,0,2100,2.897,2.434,0.676,1.938,1.926,0.535,45,0,0.42,0.248,0.069,0.071,0.03,0.008,35,0,2.543,,0.179
23:51:31:283,2.34995E+14,0.654,3,3100,3.215,2.781,0.772,2.472,2.193,0.609,46,0,0.36,0.286,0.08,0.011,0.031,0.009,35,0,0,,0.267
23:51:31:394,2.34996E+14,0.765,2,2100,3.883,3.21,0.892,2.961,2.52,0.7,45,0,0.406,0.331,0.092,0.055,0.037,0.01,35,0,0.237,,0.327
23:51:31:501,2.34996E+14,0.872,5,2700,4.76,3.719,1.033,3.878,2.935,0.815,47,0,0.542,0.389,0.108,0.037,0.041,0.011,35,0,0.059,,0.415
23:51:31:611,2.34996E+14,0.981,0,2100,2.57,4.001,1.111,1.74,3.126,0.868,45,0,0.376,0.431,0.12,0.026,0.044,0.012,35,0,1.097,,0.191
23:51:31:726,2.34996E+14,1.097,9,3400,6.898,4.798,1.333,6.019,3.821,1.061,49,0,0.536,0.492,0.137,0.043,0.049,0.014,35,0,0.357,,0.695
23:51:31:829,2.34997E+14,1.199,7,2600,7.988,5.619,1.561,6.748,4.515,1.254,47,0,0.52,0.546,0.152,0.08,0.057,0.016,35,0,0.536,,0.694
23:51:31:940,2.34997E+14,1.31,15,3000,11.629,6.908,1.919,10.477,5.676,1.577,47,0,0.678,0.621,0.173,0.02,0.06,0.017,35,0,0.176,,1.161
23:51:32:048,2.34997E+14,1.419,27,2200,13.63,8.387,2.33,12.181,6.997,1.944,50,0,1.025,0.732,0.203,0.094,0.07,0.019,35,0,3.122,,1.321
