System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:01:47:925,2.36357E+14,0.115,4,2100,8.361,0.959,0.266,7.381,0.846,0.235,42,0,0.424,0.049,0.013,0.035,0.004,0.001,35,0,0.552,,0.846
00:01:48:031,2.36357E+14,0.221,5,4000,7.663,1.775,0.493,6.609,1.55,0.431,42,0,0.591,0.112,0.031,0.061,0.01,0.003,35,0,0.269,,0.704
00:01:48:146,2.36357E+14,0.335,2,2100,4.155,2.249,0.625,3.174,1.912,0.531,42,0,0.43,0.161,0.045,0.058,0.017,0.005,35,0,0.643,,0.362
00:01:48:252,2.36358E+14,0.442,5,3600,8.36,3.141,0.873,7.138,2.674,0.743,43,0,0.53,0.217,0.06,0.06,0.023,0.007,35,0,0.477,,0.762
00:01:48:360,2.36358E+14,0.55,2,3100,7.808,3.985,1.107,6.631,3.391,0.942,44,0,0.442,0.265,0.074,0.018,0.025,0.007,35,0,0.241,,0.717
00:01:48:469,2.36358E+14,0.659,8,3100,11.682,5.258,1.461,10.361,4.52,1.256,48,0,0.622,0.333,0.092,0.081,0.034,0.009,35,0,0.58,,1.129
00:01:48:581,2.36358E+14,0.77,17,2500,9.638,6.331,1.759,8.47,5.463,1.518,45,0,0.492,0.387,0.108,0.027,0.037,0.01,35,0,0.19,,0.943
00:01:48:692,2.36359E+14,0.882,15,2500,12.338,7.709,2.141,11.062,6.698,1.861,48,0,0.6,0.454,0.126,0.04,0.042,0.012,35,0,0.51,,1.235
00:01:48:798,2.36359E+14,0.988,20,2100,11.036,8.874,2.465,9.929,7.747,2.152,45,0,0.506,0.508,0.141,0.006,0.042,0.012,35,0,0,,1.049
00:01:48:908,2.36359E+14,1.098,16,3800,9.367,9.909,2.753,8.107,8.642,2.401,43,0,0.515,0.565,0.157,0.03,0.046,0.013,35,0,0.199,,0.895
00:01:49:017,2.36359E+14,1.206,6,3800,8.338,10.81,3.003,7.242,9.425,2.618,43,0,0.504,0.619,0.172,0.063,0.052,0.015,35,0,0.327,,0.783
00:01:49:126,2.3636E+14,1.315,22,2200,10.911,12.002,3.334,9.622,10.476,2.91,44,0,0.489,0.673,0.187,0.082,0.061,0.017,35,0,1.385,,1.051
00:01:49:236,2.3636E+14,1.426,19,2500,10.874,13.206,3.668,9.776,11.558,3.211,44,0,0.537,0.732,0.203,0.003,0.062,0.017,35,0,0,,1.082
00:01:49:350,2.3636E+14,1.54,28,2300,13.675,14.759,4.1,12.163,12.939,3.594,46,0,1.004,0.846,0.235,0.137,0.077,0.021,35,0,2.528,,1.381
00:01:49:453,2.3636E+14,1.643,16,2300,11.596,15.96,4.433,9.959,13.971,3.881,44,0,0.801,0.929,0.258,0.328,0.111,0.031,35,0,8.569,,1.032
00:01:49:567,2.36361E+14,1.757,17,2300,10.708,17.18,4.772,9.392,15.042,4.178,46,0,0.536,0.99,0.275,0.219,0.136,0.038,35,0,6.337,,1.071
