System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
12:32:50:459,8.29844E+12,0.106,3,2100,3.129,0.333,0.092,2.179,0.232,0.064,42,0,0.418,0.044,0.012,0.056,0.006,0.002,35,0,0.211
12:32:50:568,8.29868E+12,0.216,0,1400,1.259,0.47,0.131,0.562,0.293,0.081,41,0,0.367,0.084,0.023,0.046,0.011,0.003,35,0,0.227
12:32:50:678,8.29892E+12,0.325,3,2100,3.61,0.865,0.24,2.647,0.583,0.162,42,0,0.439,0.133,0.037,0.069,0.019,0.005,35,0,0.403
12:32:50:787,8.29917E+12,0.434,1,1800,1.836,1.066,0.296,1.02,0.694,0.193,41,0,0.385,0.175,0.048,0.027,0.021,0.006,35,0,0.103
12:32:50:896,8.29941E+12,0.544,5,3900,7.647,1.905,0.529,6.496,1.407,0.391,42,0,0.599,0.24,0.067,0.057,0.028,0.008,35,0,0.262
12:32:51:005,8.29965E+12,0.653,4,2400,8.925,2.876,0.799,7.794,2.255,0.626,47,0,0.458,0.29,0.081,0.061,0.034,0.01,35,0,0.751
12:32:51:115,8.29989E+12,0.762,10,2300,13.755,4.38,1.217,12.546,3.626,1.007,48,0,0.647,0.361,0.1,0.028,0.037,0.01,35,0,0.383
12:32:51:224,8.30013E+12,0.871,7,2100,13.591,5.866,1.63,12.366,4.979,1.383,50,0,0.411,0.406,0.113,0.007,0.038,0.011,35,0,0
12:32:51:334,8.30037E+12,0.982,11,2500,12.518,7.245,2.012,11.216,6.214,1.726,44,0,0.616,0.474,0.132,0.162,0.056,0.016,35,0,1.73
12:32:51:443,8.30061E+12,1.09,1,2400,3.215,7.595,2.11,2.199,6.453,1.793,44,0,0.428,0.52,0.145,0.081,0.065,0.018,35,0,0.195
12:32:51:552,8.30086E+12,1.2,5,3100,6.343,8.289,2.303,5.241,7.028,1.952,43,0,0.553,0.581,0.161,0.07,0.073,0.02,35,0,0.777
12:32:51:661,8.3011E+12,1.309,1,2100,3.376,8.657,2.405,2.542,7.304,2.029,43,0,0.395,0.624,0.173,0.037,0.077,0.021,35,0,0.225
