System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:30:51:096,2.17722E+13,0.121,1,3900,11.301,1.367,0.38,6.425,0.777,0.216,43,0,0.439,0.053,0.015,3.521,0.426,0.118,65,1050,0.374
16:30:51:202,2.17724E+13,0.227,6,3600,17.066,3.18,0.883,12.385,2.093,0.581,52,0,0.5,0.106,0.029,3.498,0.798,0.222,65,1050,0.164
16:30:51:315,2.17727E+13,0.34,2,3900,9.341,4.237,1.177,4.731,2.628,0.73,43,0,0.355,0.146,0.041,3.475,1.19,0.331,65,1050,0.119
16:30:51:424,2.17729E+13,0.449,1,4000,10.09,5.338,1.483,5.496,3.228,0.897,43,0,0.392,0.189,0.053,3.512,1.574,0.437,65,1050,0.072
16:30:51:532,2.17732E+13,0.557,0,4000,7.767,6.174,1.715,3.254,3.578,0.994,42,0,0.345,0.226,0.063,3.51,1.952,0.542,65,1050,0.085
16:30:51:640,2.17734E+13,0.666,24,3900,13.242,7.615,2.115,8.86,4.542,1.262,53,0,0.514,0.282,0.078,3.51,2.334,0.648,65,1050,0.017
16:30:51:754,2.17737E+13,0.779,1,4000,10.025,8.747,2.43,5.103,5.119,1.422,42,0,0.423,0.33,0.092,3.5,2.729,0.758,65,1050,0.417
16:30:51:861,2.17739E+13,0.886,1,4000,9.831,9.801,2.723,5.248,5.681,1.578,42,0,0.382,0.371,0.103,3.507,3.105,0.862,65,1050,0.019
16:30:51:969,2.17741E+13,0.994,0,4000,7.346,10.593,2.942,2.737,5.976,1.66,42,0,0.349,0.409,0.113,3.511,3.483,0.968,65,1050,0.086
16:30:52:077,2.17744E+13,1.102,1,4000,9.225,11.594,3.22,4.606,6.476,1.799,42,0,0.364,0.448,0.124,3.505,3.864,1.073,65,1050,0.06
16:30:52:187,2.17746E+13,1.212,0,4000,7.425,12.405,3.446,2.853,6.788,1.886,42,0,0.345,0.486,0.135,3.512,4.247,1.18,65,1050,0.059
16:30:52:301,2.17749E+13,1.326,1,4000,9.107,13.45,3.736,4.496,7.304,2.029,42,0,0.373,0.529,0.147,3.504,4.649,1.291,65,1050,0.055
16:30:52:407,2.17751E+13,1.432,0,4000,7.563,14.248,3.958,3.002,7.621,2.117,42,0,0.34,0.564,0.157,3.511,5.02,1.395,65,1050,0.062
16:30:52:518,2.17754E+13,1.543,1,4000,9.196,15.274,4.243,4.576,8.131,2.259,42,0,0.382,0.607,0.169,3.504,5.411,1.503,65,1050,0.048
16:30:52:636,2.17756E+13,1.661,8,4000,8.794,16.311,4.531,4.236,8.631,2.397,51,0,0.34,0.647,0.18,3.517,5.826,1.618,65,1050,0.276
16:30:52:733,2.17758E+13,1.758,2,4000,10.697,17.344,4.818,6.194,9.229,2.564,42,0,0.446,0.69,0.192,3.492,6.163,1.712,65,1050,0.377
16:30:52:845,2.17761E+13,1.871,2,4000,11.871,18.681,5.189,7.18,10.038,2.788,43,0,0.46,0.742,0.206,3.504,6.558,1.822,65,1050,0.297
16:30:52:954,2.17763E+13,1.979,3,3900,14.991,20.308,5.641,10.254,11.15,3.097,42,0,0.524,0.799,0.222,3.493,6.937,1.927,65,1050,0.074
16:30:53:061,2.17765E+13,2.086,3,4000,13.487,21.755,6.043,8.904,12.105,3.363,44,0,0.485,0.851,0.236,3.51,7.313,2.031,65,1050,0.051
16:30:53:173,2.17768E+13,2.198,5,3900,17.204,23.67,6.575,12.471,13.494,3.748,43,0,0.606,0.918,0.255,3.512,7.704,2.14,65,1050,0.23
16:30:53:281,2.1777E+13,2.306,3,4000,11.846,24.959,6.933,7.215,14.279,3.966,43,0,0.505,0.973,0.27,3.497,8.085,2.246,65,1050,0.104
16:30:53:390,2.17773E+13,2.415,0,3900,9.578,25.999,7.222,4.993,14.821,4.117,42,0,0.384,1.015,0.282,3.499,8.465,2.351,65,1050,0.123
16:30:53:503,2.17775E+13,2.528,1,4000,8.964,27.016,7.504,4.376,15.317,4.255,42,0,0.376,1.057,0.294,3.494,8.861,2.461,65,1050,0.048
16:30:53:612,2.17778E+13,2.637,0,4000,8.892,27.978,7.772,4.277,15.78,4.383,42,0,0.368,1.097,0.305,3.502,9.24,2.567,65,1050,0.107
16:30:53:718,2.1778E+13,2.743,5,3500,12.22,29.272,8.131,7.835,16.61,4.614,47,0,0.45,1.145,0.318,3.403,9.6,2.667,65,900,0.558
