System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:42:09:542,1.74817E+13,0.104,1,2400,2.197,0.228,0.063,1.316,0.137,0.038,44,0,0.383,0.04,0.011,0.033,0.003,0.001,35,0,0.213
13:42:09:651,1.74819E+13,0.214,4,2600,5.249,0.804,0.223,4.31,0.609,0.169,45,0,0.533,0.098,0.027,0.106,0.015,0.004,35,0,0.589
13:42:09:760,1.74822E+13,0.323,1,1600,3.155,1.148,0.319,2.256,0.855,0.238,44,0,0.409,0.143,0.04,0.049,0.02,0.006,35,0,0.777
13:42:09:870,1.74824E+13,0.432,3,4100,3.546,1.537,0.427,2.723,1.154,0.321,45,0,0.445,0.192,0.053,0.097,0.031,0.009,35,0,0.286
13:42:09:979,1.74827E+13,0.541,0,1800,1.249,1.673,0.465,0.724,1.233,0.343,44,0,0.355,0.23,0.064,0.005,0.032,0.009,35,0,0
13:42:10:088,1.74829E+13,0.651,3,2400,2.863,1.986,0.552,2.138,1.467,0.408,44,0,0.417,0.276,0.077,0.061,0.038,0.011,35,0,0.089
13:42:10:198,1.74831E+13,0.76,0,1400,1.052,2.101,0.584,0.559,1.528,0.425,43,0,0.343,0.313,0.087,0.008,0.039,0.011,35,0,0
13:42:10:307,1.74834E+13,0.869,2,2100,2.663,2.393,0.665,2.057,1.754,0.487,44,0,0.385,0.356,0.099,0.057,0.045,0.013,35,0,0.085
13:42:10:417,1.74836E+13,0.979,5,2100,6.781,3.134,0.871,5.724,2.379,0.661,45,0,0.503,0.411,0.114,0.138,0.061,0.017,35,0,2.718
13:42:10:526,1.74839E+13,1.088,3,2900,4.984,3.681,1.023,3.907,2.808,0.78,44,0,0.477,0.463,0.129,0.085,0.07,0.019,35,0,0.362
13:42:10:635,1.74841E+13,1.198,0,2700,2.997,4.009,1.114,2.266,3.056,0.849,45,0,0.38,0.504,0.14,0.028,0.073,0.02,35,0,1.192
13:42:10:744,1.74843E+13,1.307,8,2100,8.877,4.974,1.382,7.969,3.922,1.089,50,0,0.502,0.559,0.155,0.044,0.078,0.022,35,0,0.507
13:42:10:854,1.74846E+13,1.416,10,2400,14.893,6.602,1.834,13.576,5.406,1.502,52,0,0.48,0.611,0.17,0.021,0.08,0.022,35,0,2.884
13:42:10:963,1.74848E+13,1.525,11,2300,13.741,8.105,2.251,12.521,6.776,1.882,51,0,0.623,0.68,0.189,0.027,0.083,0.023,35,0,0.144
13:42:11:073,1.74851E+13,1.635,3,2100,7.324,8.908,2.474,6.32,7.469,2.075,45,0,0.466,0.731,0.203,0.03,0.086,0.024,35,0,0.174
