System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:52:59:504,8.80771E+12,0.11,0,4100,2.644,0.29,0.081,1.84,0.202,0.056,40,0,0.361,0.04,0.011,0.033,0.004,0.001,65,0,0.036
14:52:59:609,8.80795E+12,0.215,0,4100,2.593,0.563,0.156,1.83,0.394,0.11,40,0,0.378,0.079,0.022,0.034,0.007,0.002,65,0,0.077
14:52:59:722,8.80819E+12,0.327,1,4100,3.65,0.972,0.27,2.836,0.712,0.198,40,0,0.399,0.124,0.034,0.03,0.011,0.003,65,0,0.05
14:52:59:832,8.80844E+12,0.437,1,4100,4.455,1.463,0.406,3.632,1.112,0.309,40,0,0.402,0.168,0.047,0.027,0.014,0.004,65,0,0.064
14:52:59:937,8.80867E+12,0.543,3,4000,5.035,1.995,0.554,4.242,1.561,0.434,41,0,0.41,0.212,0.059,0.065,0.02,0.006,65,0,0.546
14:53:00:050,8.80892E+12,0.655,3,4000,5.939,2.662,0.74,5.031,2.126,0.591,41,0,0.513,0.269,0.075,0.108,0.033,0.009,65,0,0.83
14:53:00:157,8.80915E+12,0.762,1,4100,4.006,3.09,0.858,3.138,2.461,0.684,41,0,0.418,0.314,0.087,0.065,0.04,0.011,65,0,0.212
14:53:00:265,8.80939E+12,0.87,1,4100,3.689,3.489,0.969,2.895,2.774,0.771,40,0,0.41,0.358,0.1,0.096,0.05,0.014,65,0,0.277
14:53:00:379,8.80965E+12,0.984,0,4100,3.101,3.843,1.068,2.247,3.031,0.842,40,0,0.378,0.401,0.111,0.033,0.054,0.015,65,0,0.119
14:53:00:483,8.80987E+12,1.088,0,4100,2.999,4.154,1.154,2.382,3.278,0.911,40,0,0.366,0.439,0.122,0.037,0.057,0.016,65,0,0.084
14:53:00:595,8.81012E+12,1.201,3,3900,8.632,5.128,1.425,7.642,4.14,1.15,41,0,0.436,0.489,0.136,0.054,0.064,0.018,65,0,0.219
14:53:00:702,8.81036E+12,1.307,0,4100,2.002,5.341,1.484,1.419,4.291,1.192,41,0,0.334,0.524,0.146,0.009,0.065,0.018,65,0,0
14:53:00:814,8.81061E+12,1.419,7,3900,13.796,6.881,1.911,12.914,5.733,1.592,49,0,0.506,0.581,0.161,0.049,0.07,0.019,65,0,0.234
14:53:00:926,8.81085E+12,1.532,2,4000,9.586,7.962,2.212,8.45,6.685,1.857,41,0,0.467,0.633,0.176,0.08,0.079,0.022,65,0,0.653
14:53:01:036,8.8111E+12,1.641,14,3300,17.72,9.904,2.751,16.531,8.497,2.36,50,0,0.639,0.703,0.195,0.203,0.101,0.028,65,0,2.099
14:53:01:141,8.81133E+12,1.746,23,3900,34.168,13.491,3.747,32.499,11.909,3.308,55,0,1.162,0.825,0.229,0.338,0.137,0.038,65,0,6.935
14:53:01:249,8.81157E+12,1.855,18,3900,32.551,17.023,4.729,31.298,15.305,4.251,60,0,1.157,0.951,0.264,0.13,0.151,0.042,65,0,1.363
14:53:01:358,8.81181E+12,1.963,63,3900,42.352,21.623,6.006,40.582,19.713,5.476,59,0,1.151,1.076,0.299,0.274,0.181,0.05,65,0,3.042
14:53:01:473,8.81206E+12,2.079,15,3900,24.429,24.445,6.79,23.196,22.392,6.22,52,0,0.732,1.16,0.322,0.179,0.201,0.056,65,0,1.807
14:53:01:579,8.8123E+12,2.185,17,3900,29.462,27.562,7.656,27.711,25.323,7.034,56,0,0.813,1.246,0.346,0.377,0.241,0.067,65,0,7.781
14:53:01:687,8.81253E+12,2.292,27,3300,35.486,31.38,8.717,33.162,28.892,8.026,61,0,1.086,1.363,0.379,0.963,0.345,0.096,65,0,11.692
14:53:01:798,8.81278E+12,2.403,26,3900,37.372,35.534,9.871,33.233,32.586,9.052,58,0,1.3,1.508,0.419,2.752,0.651,0.181,65,1050,26.626
14:53:01:911,8.81303E+12,2.516,23,3900,37.754,39.786,11.052,32.781,36.278,10.077,66,0,1.398,1.665,0.463,3.684,1.065,0.296,65,1050,34.677
14:53:02:014,8.81326E+12,2.62,15,3900,29.405,42.842,11.901,23.492,38.719,10.755,62,0,1.135,1.783,0.495,4.643,1.548,0.43,65,1050,23.676
14:53:02:128,8.81351E+12,2.733,16,3900,29.674,46.209,12.836,24.687,41.52,11.533,60,0,0.797,1.874,0.52,3.568,1.953,0.542,65,1050,0.454
