System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:47:25:015,1.81783E+13,0.097,7,3000,9.86,0.956,0.266,8.683,0.842,0.234,44,0,0.551,0.053,0.015,0.081,0.008,0.002,35,0,0.791
13:47:25:124,1.81785E+13,0.206,1,1800,2.025,1.177,0.327,1.36,0.99,0.275,43,0,0.407,0.098,0.027,0.028,0.011,0.003,35,0,0.13
13:47:25:234,1.81787E+13,0.315,2,2000,3.436,1.553,0.431,2.473,1.261,0.35,43,0,0.441,0.146,0.041,0.059,0.017,0.005,35,0,0.366
13:47:25:343,1.8179E+13,0.425,1,2100,2.367,1.812,0.503,1.543,1.429,0.397,42,0,0.39,0.189,0.052,0.031,0.021,0.006,35,0,0.169
13:47:25:452,1.81792E+13,0.534,2,2700,3.873,2.236,0.621,2.958,1.753,0.487,43,0,0.441,0.237,0.066,0.061,0.027,0.008,35,0,0.351
13:47:25:562,1.81795E+13,0.643,2,2500,2.192,2.475,0.688,1.458,1.913,0.531,43,0,0.429,0.284,0.079,0.015,0.029,0.008,35,0,0.056
13:47:25:671,1.81797E+13,0.753,4,2500,6.632,3.2,0.889,5.591,2.523,0.701,43,0,0.558,0.345,0.096,0.041,0.033,0.009,35,0,0.798
13:47:25:780,1.81799E+13,0.862,6,2100,12.07,4.519,1.255,11.008,3.727,1.035,48,0,0.446,0.394,0.109,0.01,0.035,0.01,35,0,0.009
13:47:25:890,1.81802E+13,0.971,9,2100,13.569,6.002,1.667,12.24,5.065,1.407,49,0,0.568,0.456,0.127,0.057,0.041,0.011,35,0,1.018
13:47:25:999,1.81804E+13,1.081,2,2200,4.233,6.467,1.796,3.37,5.434,1.51,44,0,0.401,0.5,0.139,0.023,0.043,0.012,35,0,0.295
13:47:26:108,1.81807E+13,1.19,6,2300,8.167,7.357,2.044,7.018,6.2,1.722,49,0,0.544,0.559,0.155,0.114,0.056,0.015,35,0,2.242
13:47:26:218,1.81809E+13,1.3,3,2700,4.711,7.876,2.188,3.836,6.622,1.839,43,0,0.471,0.611,0.17,0.099,0.067,0.018,35,600,1.094
13:47:26:327,1.81811E+13,1.409,1,2400,3.867,8.297,2.305,2.864,6.934,1.926,43,0,0.429,0.658,0.183,0.085,0.076,0.021,35,0,0.347
13:47:26:437,1.81814E+13,1.518,2,2300,3.092,8.635,2.399,2.291,7.185,1.996,42,0,0.408,0.702,0.195,0.009,0.077,0.021,35,0,0
