System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:34:34:454,6.99568E+12,0.106,5,2100,7.818,0.829,0.23,6.777,0.719,0.2,44,0,0.564,0.06,0.017,0.072,0.008,0.002,35,0,0.277,,0.719
14:34:34:563,6.99592E+12,0.215,0,1200,1.034,0.942,0.262,0.395,0.762,0.212,44,0,0.338,0.097,0.027,0.024,0.01,0.003,35,0,0.117,,0.043
14:34:34:673,6.99616E+12,0.325,8,2500,6.966,1.704,0.473,5.986,1.417,0.394,49,0,0.466,0.148,0.041,0.052,0.016,0.004,35,0,0.643,,0.655
14:34:34:782,6.99641E+12,0.434,7,3700,14.191,3.257,0.905,13.124,2.853,0.792,49,0,0.388,0.19,0.053,0.018,0.018,0.005,35,0,3.114,,1.436
14:34:34:892,6.99665E+12,0.544,4,2100,6.858,4.01,1.114,6.008,3.512,0.976,44,0,0.373,0.231,0.064,0.041,0.022,0.006,35,0,0.057,,0.659
14:34:35:001,6.99689E+12,0.653,0,1100,0.675,4.083,1.134,0.225,3.537,0.982,44,0,0.306,0.264,0.073,0.011,0.024,0.007,35,0,0,,0.025
14:34:35:110,6.99713E+12,0.763,2,4100,2.577,4.367,1.213,2.032,3.76,1.045,44,0,0.352,0.303,0.084,0.045,0.029,0.008,35,0,0.142,,0.223
14:34:35:220,6.99737E+12,0.871,0,1200,0.94,4.469,1.241,0.47,3.811,1.059,43,0,0.322,0.338,0.094,0.012,0.03,0.008,35,0,0.175,,0.051
14:34:35:329,6.99761E+12,0.981,4,3400,3.823,4.888,1.358,3.242,4.166,1.157,43,0,0.394,0.381,0.106,0.034,0.034,0.009,35,0,0.141,,0.355
14:34:35:438,6.99785E+12,1.09,1,2000,2.425,5.152,1.431,1.704,4.352,1.209,43,0,0.375,0.422,0.117,0.031,0.037,0.01,35,0,0.241,,0.186
14:34:35:548,6.9981E+12,1.2,3,4000,3.339,5.519,1.533,2.687,4.647,1.291,43,0,0.385,0.464,0.129,0.058,0.043,0.012,35,0,0.252,,0.295
14:34:35:657,6.99834E+12,1.309,2,2000,2.902,5.835,1.621,2.02,4.867,1.352,43,0,0.369,0.505,0.14,0.041,0.048,0.013,35,0,0.33,,0.22
14:34:35:767,6.99858E+12,1.418,2,2400,2.652,6.126,1.702,2.061,5.093,1.415,44,0,0.364,0.544,0.151,0.062,0.055,0.015,35,0,0.257,,0.226
14:34:35:876,6.99882E+12,1.527,0,1100,0.751,6.208,1.724,0.317,5.128,1.424,42,0,0.315,0.579,0.161,0.013,0.056,0.016,35,0,0,,0.035
14:34:35:985,6.99906E+12,1.637,5,2700,5.593,6.821,1.895,4.799,5.654,1.571,44,0,0.519,0.636,0.177,0.033,0.06,0.017,35,0,0.128,,0.526
14:34:36:094,6.9993E+12,1.746,0,1400,1.092,6.94,1.928,0.55,5.714,1.587,43,0,0.33,0.672,0.187,0.018,0.062,0.017,35,0,0.092,,0.06
14:34:36:204,6.99954E+12,1.856,4,2100,2.931,7.261,2.017,2.258,5.961,1.656,43,0,0.367,0.712,0.198,0.061,0.069,0.019,35,0,0.139,,0.247
14:34:36:313,6.99978E+12,1.965,6,2200,10.602,8.416,2.338,9.539,7,1.945,49,0,0.38,0.753,0.209,0.014,0.07,0.019,35,0,0,,1.039
14:34:36:422,7.00003E+12,2.076,15,2500,12.509,9.807,2.724,11.261,8.253,2.292,46,0,0.68,0.829,0.23,0.036,0.074,0.021,35,0,0.221,,1.253
14:34:36:532,7.00027E+12,2.184,6,2100,12.105,11.11,3.086,10.905,9.426,2.618,45,0,0.498,0.883,0.245,0.02,0.076,0.021,35,0,0.147,,1.173
14:34:36:641,7.00051E+12,2.293,6,3500,4.88,11.646,3.235,3.972,9.863,2.74,44,0,0.447,0.932,0.259,0.086,0.086,0.024,35,0,0.604,,0.437
14:34:36:751,7.00075E+12,2.402,0,2100,3.108,11.985,3.329,2.203,10.103,2.806,44,0,0.379,0.973,0.27,0.051,0.091,0.025,35,0,0.176,,0.24
14:34:36:860,7.00099E+12,2.512,3,2100,4.577,12.486,3.468,3.712,10.509,2.919,44,0,0.442,1.022,0.284,0.081,0.1,0.028,35,700,0.41,,0.406
14:34:36:969,7.00123E+12,2.621,0,1600,1.893,12.692,3.526,1.232,10.644,2.957,44,0,0.354,1.06,0.294,0.02,0.102,0.028,35,0,0.17,,0.135
14:34:37:078,7.00147E+12,2.73,2,2200,3.389,13.063,3.628,2.707,10.939,3.039,44,0,0.386,1.102,0.306,0.046,0.107,0.03,35,0,0.196,,0.295
14:34:37:188,7.00172E+12,2.84,6,2400,7.521,13.887,3.858,6.329,11.633,3.231,44,0,0.515,1.159,0.322,0.112,0.12,0.033,35,0,1.304,,0.694
14:34:37:297,7.00196E+12,2.949,13,2100,11.934,15.189,4.219,10.656,12.796,3.554,49,0,0.77,1.243,0.345,0.095,0.13,0.036,35,0,1.345,,1.163
14:34:37:406,7.0022E+12,3.059,7,2500,13.369,16.663,4.628,12.078,14.127,3.924,49,0,0.441,1.291,0.359,0.037,0.134,0.037,35,0,0.942,,1.331
14:34:37:516,7.00244E+12,3.168,4,2600,6.055,17.322,4.812,5.167,14.69,4.081,45,0,0.413,1.336,0.371,0.042,0.139,0.039,35,0,0.096,,0.563
14:34:37:625,7.00268E+12,3.277,6,2400,2.595,17.605,4.89,1.83,14.889,4.136,44,0,0.356,1.375,0.382,0.02,0.141,0.039,35,0,0.211,,0.199
14:34:37:735,7.00293E+12,3.388,2,2500,3.828,18.028,5.008,3.019,15.223,4.229,43,0,0.423,1.422,0.395,0.06,0.147,0.041,35,0,0.284,,0.334
14:34:37:844,7.00317E+12,3.496,1,2400,2.558,18.305,5.085,1.694,15.406,4.279,44,0,0.373,1.462,0.406,0.029,0.15,0.042,35,0,0.135,,0.183
14:34:37:953,7.00341E+12,3.605,2,2400,3.315,18.668,5.185,2.605,15.691,4.359,44,0,0.386,1.505,0.418,0.032,0.154,0.043,35,0,0.196,,0.285
14:34:38:063,7.00365E+12,3.714,0,1400,1.836,18.868,5.241,1.124,15.814,4.393,44,0,0.34,1.542,0.428,0.028,0.157,0.044,35,0,0.041,,0.123
14:34:38:185,7.00392E+12,3.837,5,2200,5.074,19.488,5.413,4.088,16.313,4.531,44,0,0.446,1.596,0.443,0.079,0.167,0.046,35,0,0.628,,0.499
14:34:38:284,7.00414E+12,3.936,0,2000,1.767,19.663,5.462,1.053,16.418,4.56,43,0,0.351,1.631,0.453,0.019,0.169,0.047,35,0,0,,0.105
14:34:38:404,7.0044E+12,4.056,2,2100,3.354,20.065,5.574,2.61,16.731,4.647,44,0,0.405,1.68,0.467,0.05,0.175,0.048,35,0,0.15,,0.313
14:34:38:511,7.00464E+12,4.163,1,2000,2.293,20.311,5.642,1.548,16.896,4.693,43,0,0.364,1.719,0.477,0.02,0.177,0.049,35,0,0,,0.165
14:34:38:623,7.00489E+12,4.275,5,2500,6.593,21.05,5.847,5.628,17.528,4.869,46,0,0.52,1.777,0.494,0.061,0.184,0.051,35,0,0.36,,0.632
14:34:38:732,7.00513E+12,4.384,0,1200,1.003,21.16,5.878,0.538,17.586,4.885,43,0,0.321,1.812,0.503,0.029,0.187,0.052,35,0,0.192,,0.058
14:34:38:842,7.00537E+12,4.494,3,2100,2.741,21.459,5.961,2.145,17.821,4.95,43,0,0.378,1.853,0.515,0.047,0.192,0.053,35,0,0.298,,0.235
14:34:38:951,7.00561E+12,4.604,6,3100,12.846,22.873,6.354,11.713,19.11,5.308,48,0,0.364,1.893,0.526,0.014,0.193,0.054,35,0,0,,1.289
14:34:39:059,7.00585E+12,4.711,11,2200,13.759,24.354,6.765,12.601,20.466,5.685,48,0,0.558,1.953,0.543,0.046,0.198,0.055,35,0,0.325,,1.356
14:34:39:159,7.00607E+12,4.811,4,2000,9.72,25.324,7.034,8.681,21.332,5.926,45,0,0.379,1.991,0.553,0.019,0.2,0.056,35,0,0.223,,0.866
14:34:39:280,7.00633E+12,4.931,2,2100,2.623,25.639,7.122,2.019,21.575,5.993,44,0,0.378,2.037,0.566,0.04,0.205,0.057,35,0,0.126,,0.243
14:34:39:379,7.00656E+12,5.031,0,1400,0.966,25.735,7.149,0.489,21.624,6.007,44,0,0.33,2.07,0.575,0.012,0.206,0.057,35,0,0,,0.049
