System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:04:51:465,3.05883E+12,0.101,3,2500,7.235,0.733,0.204,6.131,0.621,0.173,49,0,0.453,0.046,0.013,0.057,0.006,0.002,35,0,0.474,,0.621
14:04:51:574,3.05907E+12,0.21,3,2300,4.504,1.224,0.34,3.561,1.01,0.28,50,0,0.427,0.092,0.026,0.041,0.01,0.003,35,0,0.093,,0.389
14:04:51:683,3.05931E+12,0.32,1,2300,3.965,1.66,0.461,3.031,1.343,0.373,48,0,0.429,0.14,0.039,0.065,0.017,0.005,35,900,0.429,,0.333
14:04:51:793,3.05955E+12,0.429,1,2400,4.03,2.1,0.583,3.165,1.688,0.469,48,0,0.388,0.182,0.051,0.03,0.021,0.006,35,0,0.051,,0.345
14:04:51:902,3.0598E+12,0.539,1,2700,3.951,2.532,0.703,3.032,2.02,0.561,47,0,0.397,0.225,0.063,0.041,0.025,0.007,35,0,0.209,,0.332
14:04:52:011,3.06004E+12,0.649,1,2600,3.897,2.959,0.822,3.096,2.36,0.655,47,0,0.394,0.269,0.075,0.051,0.031,0.009,35,800,0.269,,0.34
14:04:52:120,3.06028E+12,0.757,3,2600,4.868,3.488,0.969,3.824,2.775,0.771,48,0,0.432,0.315,0.088,0.051,0.036,0.01,35,0,0.291,,0.415
14:04:52:230,3.06052E+12,0.866,11,2100,13.481,4.962,1.378,12.334,4.124,1.145,51,0,0.553,0.376,0.104,0.03,0.039,0.011,35,0,0.159,,1.349
14:04:52:339,3.06076E+12,0.976,18,2100,13.485,6.437,1.788,12.074,5.444,1.512,53,0,0.68,0.45,0.125,0.089,0.049,0.014,35,0,2.048,,1.32
14:04:52:448,3.061E+12,1.085,8,2600,11.763,7.726,2.146,10.477,6.593,1.831,52,0,0.609,0.517,0.144,0.074,0.057,0.016,35,850,0.716,,1.149
