System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:45:00:728,8.3785E+12,0.103,2,4100,3.861,0.398,0.111,2.915,0.3,0.083,45,0,0.411,0.042,0.012,0.048,0.005,0.001,35,0,0.165,,0.3
14:45:00:837,8.37874E+12,0.212,0,1800,1.536,0.565,0.157,0.818,0.389,0.108,44,0,0.366,0.082,0.023,0.043,0.01,0.003,35,0,0.2,,0.089
14:45:00:946,8.37898E+12,0.322,3,3300,3.2,0.916,0.254,2.461,0.659,0.183,44,0,0.423,0.129,0.036,0.045,0.015,0.004,35,0,0.147,,0.27
14:45:01:056,8.37922E+12,0.431,1,2500,3.111,1.256,0.349,2.309,0.911,0.253,44,0,0.411,0.173,0.048,0.047,0.02,0.005,35,0,0.252,,0.252
14:45:01:165,8.37946E+12,0.54,5,2400,5.989,1.911,0.531,5.044,1.463,0.406,45,0,0.442,0.222,0.062,0.064,0.027,0.007,35,0,0.493,,0.552
14:45:01:274,8.3797E+12,0.649,9,2300,11.966,3.215,0.893,11.049,2.667,0.741,53,0,0.406,0.266,0.074,0.026,0.029,0.008,35,0,1.996,,1.204
14:45:01:383,8.37994E+12,0.759,18,2500,16.069,4.976,1.382,14.733,4.282,1.189,49,0,0.644,0.337,0.094,0.02,0.032,0.009,35,750,0.065,,1.615
14:45:01:493,8.38018E+12,0.868,9,2600,11.723,6.256,1.738,10.526,5.431,1.509,50,0,0.451,0.386,0.107,0.018,0.034,0.009,35,0,2.421,,1.149
14:45:01:602,8.38043E+12,0.978,5,2800,7.25,7.05,1.958,6.183,6.109,1.697,46,0,0.464,0.437,0.121,0.024,0.036,0.01,35,0,0.051,,0.678
14:45:01:711,8.38067E+12,1.087,0,1400,2.097,7.279,2.022,1.298,6.25,1.736,44,0,0.354,0.475,0.132,0.036,0.04,0.011,35,0,0.088,,0.141
14:45:01:821,8.38091E+12,1.196,5,2100,4.93,7.821,2.172,3.929,6.682,1.856,46,0,0.424,0.522,0.145,0.038,0.044,0.012,35,0,0.169,,0.432
14:45:01:930,8.38115E+12,1.306,2,2600,3.744,8.229,2.286,2.667,6.973,1.937,44,0,0.386,0.564,0.157,0.031,0.048,0.013,35,0,0.165,,0.291
14:45:02:040,8.38139E+12,1.415,5,2200,6.17,8.906,2.474,5.189,7.542,2.095,45,0,0.416,0.61,0.169,0.026,0.05,0.014,35,0,0.112,,0.569
14:45:02:149,8.38163E+12,1.524,7,2500,7.305,9.7,2.694,6.297,8.226,2.285,55,0,0.414,0.655,0.182,0.045,0.055,0.015,35,0,0.593,,0.684
14:45:02:258,8.38188E+12,1.633,12,2700,13.577,11.186,3.107,12.328,9.576,2.66,50,0,0.458,0.705,0.196,0.017,0.057,0.016,35,550,0.238,,1.35
14:45:02:367,8.38212E+12,1.743,9,2500,13.459,12.66,3.517,12.32,10.925,3.035,50,0,0.453,0.754,0.21,0.024,0.06,0.017,35,0,0.345,,1.349
14:45:02:477,8.38236E+12,1.852,10,2200,12.797,14.057,3.905,11.509,12.182,3.384,50,0,0.511,0.81,0.225,0.026,0.063,0.017,35,600,0.234,,1.257
14:45:02:586,8.3826E+12,1.962,3,2100,7.142,14.839,4.122,6.003,12.839,3.566,45,0,0.391,0.853,0.237,0.02,0.065,0.018,35,0,0.047,,0.657
14:45:02:696,8.38284E+12,2.071,2,2400,3.119,15.181,4.217,2.448,13.107,3.641,45,0,0.382,0.895,0.249,0.021,0.067,0.019,35,800,0.004,,0.268
14:45:02:805,8.38308E+12,2.18,0,1800,1.919,15.39,4.275,1.192,13.237,3.677,44,0,0.342,0.932,0.259,0.024,0.07,0.019,35,0,0.146,,0.13
14:45:02:914,8.38332E+12,2.29,4,2400,4.62,15.897,4.416,3.84,13.658,3.794,45,0,0.462,0.983,0.273,0.043,0.075,0.021,35,0,0.125,,0.421
14:45:03:024,8.38357E+12,2.399,0,1600,1.971,16.112,4.475,1.258,13.795,3.832,44,0,0.35,1.021,0.284,0.017,0.076,0.021,35,0,0.12,,0.137
14:45:03:133,8.38381E+12,2.508,11,2300,4.75,16.631,4.62,4.092,14.242,3.956,50,0,0.448,1.07,0.297,0.044,0.081,0.023,35,0,0.43,,0.447
14:45:03:242,8.38405E+12,2.618,2,2500,4.115,17.081,4.745,3.036,14.574,4.048,44,0,0.444,1.119,0.311,0.044,0.086,0.024,35,0,0.28,,0.332
14:45:03:352,8.38429E+12,2.727,9,2500,13.165,18.523,5.145,12.051,15.894,4.415,50,0,0.482,1.171,0.325,0.026,0.089,0.025,35,0,0.165,,1.32
14:45:03:461,8.38453E+12,2.837,4,2600,9.008,19.509,5.419,7.975,16.768,4.658,45,0,0.415,1.217,0.338,0.025,0.092,0.025,35,0,0.566,,0.874
14:45:03:571,8.38477E+12,2.946,2,3700,2.35,19.767,5.491,1.884,16.974,4.715,44,0,0.348,1.255,0.349,0.022,0.094,0.026,35,0,0.041,,0.206
14:45:03:680,8.38501E+12,3.055,0,1600,1.218,19.899,5.528,0.581,17.037,4.733,45,0,0.345,1.292,0.359,0.019,0.096,0.027,35,0,0.069,,0.063
