System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:17:50:273,3.41899E+13,0.102,3,1800,5.401,0.55,0.153,4.466,0.455,0.126,47,0,0.489,0.05,0.014,0.065,0.007,0.002,35,0,0.626,,0.455
23:17:50:382,3.41902E+13,0.211,3,3500,3.771,0.963,0.267,2.995,0.783,0.217,60,0,0.434,0.097,0.027,0.04,0.011,0.003,35,0,0.118,,0.328
23:17:50:492,3.41904E+13,0.321,5,3100,9.562,2.009,0.558,8.513,1.714,0.476,48,0,0.436,0.145,0.04,0.035,0.015,0.004,35,0,0.373,,0.931
23:17:50:601,3.41906E+13,0.43,3,4000,3.521,2.394,0.665,2.601,1.998,0.555,47,0,0.41,0.19,0.053,0.071,0.023,0.006,35,0,0.338,,0.284
23:17:50:710,3.41909E+13,0.539,0,1400,1.469,2.554,0.709,0.868,2.093,0.581,47,0,0.359,0.229,0.064,0.049,0.028,0.008,35,0,0.763,,0.095
23:17:50:820,3.41911E+13,0.648,8,2800,12.11,3.876,1.077,10.913,3.284,0.912,52,0,0.447,0.278,0.077,0.049,0.033,0.009,35,0,0.109,,1.191
23:17:50:929,3.41914E+13,0.758,6,2300,13.331,5.335,1.482,12.15,4.614,1.282,54,0,0.425,0.324,0.09,0.054,0.039,0.011,35,0,0.176,,1.33
23:17:51:039,3.41916E+13,0.867,6,3000,10.55,6.492,1.803,9.348,5.639,1.566,48,0,0.456,0.374,0.104,0.052,0.045,0.012,35,0,0.293,,1.025
23:17:51:148,3.41919E+13,0.977,0,1600,1.79,6.687,1.858,1.088,5.758,1.599,47,0,0.36,0.414,0.115,0.026,0.048,0.013,35,0,0.242,,0.119
23:17:51:257,3.41921E+13,1.086,2,2700,1.846,6.889,1.914,1.278,5.898,1.638,47,0,0.386,0.456,0.127,0.05,0.053,0.015,35,0,0.073,,0.14
23:17:51:367,3.41923E+13,1.195,0,1800,1.966,7.104,1.973,1.296,6.039,1.678,47,0,0.347,0.494,0.137,0.011,0.054,0.015,35,0,0,,0.141
23:17:51:476,3.41926E+13,1.305,4,1800,3.158,7.45,2.069,2.296,6.29,1.747,46,0,0.401,0.538,0.149,0.047,0.059,0.016,35,0,0.08,,0.251
23:17:51:585,3.41928E+13,1.414,4,2200,3.088,7.788,2.163,2.255,6.538,1.816,46,0,0.38,0.579,0.161,0.062,0.066,0.018,35,0,0.394,,0.248
23:17:51:695,3.41931E+13,1.523,3,2100,5.166,8.351,2.32,4.205,6.996,1.943,47,0,0.483,0.632,0.176,0.048,0.071,0.02,35,0,0.384,,0.458
23:17:51:804,3.41933E+13,1.633,7,2100,10.671,9.517,2.644,9.574,8.042,2.234,52,0,0.479,0.684,0.19,0.07,0.079,0.022,35,0,0.286,,1.046
23:17:51:913,3.41935E+13,1.742,9,2800,13.335,10.978,3.05,11.974,9.354,2.598,53,0,0.613,0.751,0.209,0.089,0.089,0.025,35,0,0.521,,1.312
23:17:52:023,3.41938E+13,1.852,9,2600,12.56,12.354,3.432,11.308,10.592,2.942,49,0,0.621,0.819,0.228,0.077,0.097,0.027,35,0,0.562,,1.238
23:17:52:132,3.4194E+13,1.961,1,3500,4.26,12.82,3.561,3.207,10.943,3.04,49,0,0.442,0.868,0.241,0.082,0.106,0.029,35,0,0.332,,0.351
