System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:08:26:188,3.29444E+13,0.109,2,2200,3.795,0.415,0.115,2.796,0.306,0.085,43,0,0.433,0.047,0.013,0.079,0.009,0.002,35,0,0.61,,0.306
23:08:26:298,3.29447E+13,0.219,1,2400,3.519,0.799,0.222,2.604,0.59,0.164,42,0,0.398,0.091,0.025,0.032,0.012,0.003,35,0,0.116,,0.284
23:08:26:407,3.29449E+13,0.328,1,3000,3.795,1.215,0.338,2.97,0.915,0.254,43,0,0.421,0.137,0.038,0.07,0.02,0.006,35,0,0.344,,0.325
23:08:26:516,3.29451E+13,0.437,1,2900,2.131,1.448,0.402,1.296,1.057,0.294,42,0,0.387,0.179,0.05,0.025,0.023,0.006,35,0,0.065,,0.142
23:08:26:626,3.29454E+13,0.547,1,2700,3.635,1.845,0.512,2.711,1.353,0.376,43,0,0.401,0.223,0.062,0.047,0.028,0.008,35,0,0.404,,0.296
23:08:26:735,3.29456E+13,0.656,3,2700,4.636,2.352,0.653,3.877,1.777,0.494,49,0,0.446,0.272,0.075,0.022,0.03,0.008,35,0,0.012,,0.424
23:08:26:844,3.29459E+13,0.765,1,2300,4.082,2.799,0.777,3.194,2.127,0.591,42,0,0.415,0.317,0.088,0.037,0.034,0.009,35,0,0.344,,0.35
23:08:26:954,3.29461E+13,0.875,3,2600,4.864,3.331,0.925,4.124,2.578,0.716,42,0,0.433,0.365,0.101,0.021,0.036,0.01,35,0,0.012,,0.451
23:08:27:063,3.29464E+13,0.984,1,2600,4.375,3.808,1.058,3.432,2.953,0.82,43,0,0.41,0.409,0.114,0.054,0.042,0.012,35,0,0.961,,0.375
23:08:27:173,3.29466E+13,1.093,2,2400,4.514,4.302,1.195,3.758,3.364,0.934,43,0,0.408,0.454,0.126,0.018,0.044,0.012,35,0,0.016,,0.411
23:08:27:282,3.29468E+13,1.203,1,2900,4.219,4.765,1.324,3.151,3.709,1.03,42,0,0.423,0.5,0.139,0.096,0.055,0.015,35,0,0.26,,0.345
23:08:27:391,3.29471E+13,1.312,3,2200,4.719,5.279,1.467,3.816,4.125,1.146,42,0,0.459,0.55,0.153,0.065,0.062,0.017,35,0,0.233,,0.416
23:08:27:500,3.29473E+13,1.421,9,2300,12.388,6.633,1.842,11.254,5.354,1.487,47,0,0.51,0.606,0.168,0.056,0.068,0.019,35,0,0.438,,1.229
23:08:27:610,3.29476E+13,1.531,16,2100,13.858,8.148,2.263,12.617,6.734,1.871,47,0,0.691,0.682,0.189,0.055,0.074,0.021,35,500,0.868,,1.38
23:08:27:719,3.29478E+13,1.64,7,2600,12.078,9.475,2.632,10.801,7.922,2.2,44,0,0.535,0.74,0.206,0.088,0.084,0.023,35,0,1.327,,1.188
23:08:27:829,3.2948E+13,1.749,2,2400,4.166,9.929,2.758,3.135,8.263,2.295,44,0,0.426,0.787,0.219,0.089,0.093,0.026,35,0,0.324,,0.341
23:08:27:938,3.29483E+13,1.859,1,2400,2.607,10.214,2.837,1.778,8.457,2.349,43,0,0.382,0.829,0.23,0.051,0.099,0.027,35,0,0.096,,0.194
23:08:28:047,3.29485E+13,1.968,6,2100,10.509,11.364,3.157,9.429,9.489,2.636,44,0,0.426,0.875,0.243,0.07,0.107,0.03,35,0,0.714,,1.032
23:08:28:156,3.29488E+13,2.077,1,1400,1.56,11.534,3.204,0.965,9.594,2.665,43,0,0.336,0.912,0.253,0.008,0.108,0.03,35,0,0,,0.105
23:08:28:266,3.2949E+13,2.187,5,2100,4.302,12.006,3.335,3.601,9.989,2.775,43,0,0.423,0.958,0.266,0.061,0.114,0.032,35,0,0.128,,0.395
23:08:28:375,3.29492E+13,2.296,0,2000,1.668,12.188,3.386,0.756,10.071,2.798,42,0,0.364,0.998,0.277,0.042,0.119,0.033,35,0,0.165,,0.082
23:08:28:484,3.29495E+13,2.405,7,2800,10.651,13.352,3.709,9.638,11.125,3.09,47,0,0.474,1.05,0.292,0.032,0.122,0.034,35,0,0.184,,1.054
23:08:28:594,3.29497E+13,2.515,6,2100,12.467,14.719,4.089,11.349,12.369,3.436,44,0,0.357,1.089,0.302,0.008,0.123,0.034,35,0,0,,1.244
23:08:28:703,3.295E+13,2.624,0,1800,2.043,14.942,4.15,1.448,12.527,3.48,43,0,0.359,1.128,0.313,0.043,0.128,0.036,35,0,0.089,,0.158
23:08:28:813,3.29502E+13,2.733,2,3100,1.014,15.053,4.181,0.445,12.576,3.493,42,0,0.34,1.165,0.324,0.021,0.13,0.036,35,0,0.086,,0.049
23:08:28:922,3.29505E+13,2.843,2,2700,3.755,15.464,4.295,3.009,12.905,3.585,45,0,0.429,1.212,0.337,0.038,0.134,0.037,35,0,0.138,,0.329
23:08:29:031,3.29507E+13,2.952,4,2100,1.752,15.655,4.349,1.17,13.033,3.62,43,0,0.354,1.251,0.347,0.072,0.142,0.04,35,0,0.469,,0.128
23:08:29:141,3.29509E+13,3.061,1,3100,1.881,15.861,4.406,1.14,13.158,3.655,42,0,0.391,1.294,0.359,0.073,0.15,0.042,35,0,0.36,,0.125
23:08:29:250,3.29512E+13,3.171,1,4100,3.701,16.266,4.518,2.813,13.466,3.741,43,0,0.427,1.34,0.372,0.095,0.161,0.045,35,0,0.301,,0.308
23:08:29:359,3.29514E+13,3.28,0,1800,2.15,16.5,4.583,1.381,13.616,3.782,42,0,0.387,1.383,0.384,0.072,0.168,0.047,35,0,0.202,,0.15
23:08:29:469,3.29517E+13,3.39,2,2400,2.254,16.747,4.652,1.477,13.778,3.827,42,0,0.397,1.426,0.396,0.052,0.174,0.048,35,0,0.181,,0.162
23:08:29:578,3.29519E+13,3.499,0,1800,1.626,16.925,4.701,0.929,13.88,3.855,42,0,0.372,1.467,0.407,0.05,0.18,0.05,35,0,0.222,,0.102
23:08:29:688,3.29521E+13,3.609,4,2800,5.337,17.512,4.864,4.486,14.373,3.992,43,0,0.481,1.52,0.422,0.057,0.186,0.052,35,0,0.239,,0.493
23:08:29:797,3.29524E+13,3.719,1,4000,2.872,17.828,4.952,2.174,14.612,4.059,42,0,0.42,1.566,0.435,0.102,0.197,0.055,35,0,0.683,,0.239
23:08:29:906,3.29526E+13,3.827,3,2300,4.124,18.274,5.076,3.331,14.972,4.159,42,0,0.446,1.614,0.448,0.091,0.207,0.057,35,0,1.016,,0.36
23:08:30:015,3.29529E+13,3.936,12,2800,5.531,18.878,5.244,4.548,15.469,4.297,46,0,0.48,1.667,0.463,0.062,0.214,0.059,35,0,0.553,,0.497
23:08:30:125,3.29531E+13,4.045,8,2500,13.445,20.346,5.652,12.266,16.809,4.669,47,0,0.502,1.721,0.478,0.041,0.218,0.061,35,0,0.484,,1.34
23:08:30:234,3.29534E+13,4.155,7,2200,13.668,21.84,6.067,12.362,18.16,5.044,49,0,0.355,1.76,0.489,0.005,0.219,0.061,35,0,0,,1.351
23:08:30:344,3.29536E+13,4.264,4,1800,6.521,22.556,6.265,5.652,18.78,5.217,43,0,0.417,1.806,0.502,0.038,0.223,0.062,35,0,0.181,,0.62
23:08:30:453,3.29538E+13,4.374,1,2500,1.034,22.668,6.297,0.458,18.83,5.231,42,0,0.345,1.844,0.512,0.025,0.226,0.063,35,0,0.055,,0.05
23:08:30:562,3.29541E+13,4.483,0,1600,1.739,22.859,6.35,1.187,18.96,5.267,42,0,0.344,1.881,0.523,0.04,0.23,0.064,35,0,0.198,,0.13
23:08:30:672,3.29543E+13,4.593,1,3100,1.213,22.992,6.387,0.833,19.051,5.292,42,0,0.322,1.917,0.532,0.009,0.231,0.064,35,0,0,,0.091
23:08:30:781,3.29546E+13,4.702,0,1400,1.964,23.206,6.446,1.358,19.199,5.333,42,0,0.368,1.957,0.544,0.039,0.235,0.065,35,0,0.116,,0.148
23:08:30:890,3.29548E+13,4.811,3,3100,2.567,23.487,6.524,2.143,19.433,5.398,50,0,0.397,2,0.556,0.024,0.238,0.066,35,0,0.05,,0.234
23:08:30:999,3.29551E+13,4.928,13,4000,4.411,24.001,6.667,3.515,19.843,5.512,47,0,0.428,2.05,0.569,0.051,0.244,0.068,35,0,0.297,,0.41
23:08:31:109,3.29553E+13,5.03,9,2100,13.854,25.415,7.06,12.641,21.134,5.87,47,0,0.496,2.101,0.584,0.038,0.248,0.069,35,550,0.386,,1.291
23:08:31:218,3.29555E+13,5.139,7,2100,13.257,26.864,7.462,12.08,22.454,6.237,48,0,0.504,2.156,0.599,0.053,0.254,0.07,35,0,0.726,,1.32
23:08:31:328,3.29558E+13,5.249,3,2500,5.482,27.466,7.629,4.468,22.945,6.374,43,0,0.472,2.208,0.613,0.095,0.264,0.073,35,0,0.515,,0.491
23:08:31:437,3.2956E+13,5.358,1,2100,2.85,27.778,7.716,2.132,23.178,6.438,42,0,0.407,2.252,0.626,0.093,0.274,0.076,35,0,0.584,,0.233
23:08:31:547,3.29563E+13,5.467,2,3100,3.161,28.123,7.812,2.213,23.42,6.505,43,0,0.445,2.301,0.639,0.085,0.283,0.079,35,0,0.315,,0.242
23:08:31:656,3.29565E+13,5.577,12,2800,5.415,28.715,7.976,4.489,23.91,6.642,43,0,0.463,2.351,0.653,0.08,0.292,0.081,35,0,0.42,,0.49
23:08:31:765,3.29567E+13,5.686,3,2800,4.446,29.202,8.112,3.498,24.293,6.748,43,0,0.442,2.4,0.667,0.088,0.302,0.084,35,0,0.492,,0.383
23:08:31:875,3.2957E+13,5.795,1,2800,3.484,29.583,8.217,2.585,24.576,6.827,42,0,0.412,2.445,0.679,0.108,0.314,0.087,35,0,0.471,,0.283
23:08:31:984,3.29572E+13,5.905,2,2100,4.529,30.078,8.355,3.52,24.961,6.934,42,0,0.452,2.494,0.693,0.082,0.323,0.09,35,0,0.516,,0.385
