System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:32:42:411,3.61598E+13,0.109,1,2000,2.581,0.281,0.078,1.745,0.19,0.053,45,0,0.378,0.041,0.011,0.045,0.005,0.001,35,0,0.38,,0.19
23:32:42:520,3.616E+13,0.218,3,2400,4.736,0.8,0.222,3.836,0.61,0.17,45,0,0.471,0.093,0.026,0.057,0.011,0.003,35,0,0.217,,0.42
23:32:42:630,3.61602E+13,0.327,18,2100,9.949,1.885,0.524,8.792,1.569,0.436,49,0,0.448,0.142,0.039,0.02,0.013,0.004,35,0,0.318,,0.959
23:32:42:739,3.61605E+13,0.437,20,2500,12.027,3.201,0.889,10.822,2.754,0.765,50,0,0.646,0.212,0.059,0.047,0.019,0.005,35,0,0.287,,1.185
23:32:42:848,3.61607E+13,0.546,24,2100,12.258,4.539,1.261,11.029,3.957,1.099,50,0,0.519,0.269,0.075,0.027,0.021,0.006,35,0,0.454,,1.203
23:32:42:958,3.6161E+13,0.655,17,2400,9.861,5.618,1.561,8.552,4.893,1.359,50,0,0.458,0.319,0.089,0.06,0.028,0.008,35,0,0.999,,0.936
23:32:43:067,3.61612E+13,0.765,3,2000,3.924,6.047,1.68,2.912,5.211,1.448,46,0,0.354,0.358,0.099,0.013,0.029,0.008,35,0,0,,0.318
23:32:43:176,3.61615E+13,0.874,6,2400,4.376,6.525,1.813,3.479,5.592,1.553,50,0,0.377,0.399,0.111,0.054,0.035,0.01,35,0,0.17,,0.381
23:32:43:286,3.61617E+13,0.984,16,2300,10.339,7.66,2.128,9.27,6.609,1.836,49,0,0.329,0.435,0.121,0.016,0.037,0.01,35,0,0.015,,1.017
23:32:43:395,3.61619E+13,1.093,5,2000,4.189,8.117,2.255,3.195,6.957,1.933,45,0,0.33,0.471,0.131,0.039,0.041,0.011,35,0,0.406,,0.348
23:32:43:505,3.61622E+13,1.203,2,2500,1.842,8.319,2.311,1.343,7.104,1.973,45,0,0.343,0.509,0.141,0.036,0.045,0.013,35,0,0.077,,0.147
23:32:43:614,3.61624E+13,1.312,12,2100,9.942,9.404,2.612,8.921,8.078,2.244,48,0,0.452,0.558,0.155,0.017,0.047,0.013,35,0,0.215,,0.974
23:32:43:723,3.61627E+13,1.421,22,2100,11.438,10.653,2.959,10.225,9.195,2.554,47,0,0.58,0.621,0.173,0.048,0.052,0.015,35,0,0.371,,1.117
23:32:43:832,3.61629E+13,1.533,8,3900,5.254,11.244,3.123,4.494,9.7,2.694,49,0,0.395,0.666,0.185,0.013,0.054,0.015,35,850,0.131,,0.505
23:32:43:942,3.61631E+13,1.64,3,3700,5.094,11.787,3.274,4.163,10.144,2.818,46,0,0.488,0.718,0.199,0.087,0.063,0.018,35,0,0.806,,0.444
23:32:44:051,3.61634E+13,1.749,10,2200,6.396,12.484,3.468,5.339,10.726,2.979,50,0,0.399,0.761,0.211,0.08,0.072,0.02,35,0,0.231,,0.582
23:32:44:160,3.61636E+13,1.858,18,2500,10.46,13.628,3.785,9.183,11.73,3.258,51,0,0.466,0.812,0.226,0.055,0.078,0.022,35,0,0.453,,1.004
23:32:44:270,3.61639E+13,1.968,1,2000,2.03,13.85,3.847,1.09,11.849,3.291,45,0,0.382,0.854,0.237,0.07,0.086,0.024,35,0,0.144,,0.119
23:32:44:379,3.61641E+13,2.077,2,2100,2.687,14.144,3.929,1.68,12.033,3.342,45,0,0.433,0.901,0.25,0.068,0.093,0.026,35,0,0.281,,0.184
23:32:44:489,3.61644E+13,2.187,2,2300,1.604,14.319,3.978,0.845,12.125,3.368,45,0,0.4,0.945,0.263,0.054,0.099,0.027,35,0,0.124,,0.092
23:32:44:598,3.61646E+13,2.296,16,2300,10.201,15.432,4.287,9.061,13.114,3.643,48,0,0.388,0.987,0.274,0.05,0.104,0.029,35,0,0.569,,0.989
23:32:44:707,3.61648E+13,2.406,10,3900,8.884,16.41,4.558,7.739,13.965,3.879,47,0,0.421,1.034,0.287,0.08,0.113,0.031,35,0,0.365,,0.851
23:32:44:832,3.61651E+13,2.534,8,3700,3.112,16.809,4.669,2.247,14.254,3.959,47,0,0.406,1.086,0.302,0.089,0.124,0.035,35,950,0.526,,0.289
23:32:44:926,3.61653E+13,2.624,11,2300,8.498,17.576,4.882,7.33,14.916,4.143,48,0,0.622,1.142,0.317,0.083,0.132,0.037,35,0,1.68,,0.662
23:32:45:035,3.61656E+13,2.733,2,2300,4.421,18.058,5.016,3.509,15.297,4.249,46,0,0.48,1.194,0.332,0.145,0.148,0.041,35,0,1.333,,0.381
23:32:45:145,3.61658E+13,2.843,11,2300,7.758,18.907,5.252,6.796,16.042,4.456,50,0,0.465,1.245,0.346,0.095,0.158,0.044,35,0,1.466,,0.745
23:32:45:254,3.6166E+13,2.952,20,2300,11.465,20.159,5.6,10.154,17.15,4.764,48,0,0.487,1.298,0.361,0.06,0.165,0.046,35,0,0.472,,1.108
23:32:45:363,3.61663E+13,3.062,11,2400,13.855,21.684,6.023,12.571,18.534,5.148,50,0,0.672,1.372,0.381,0.065,0.172,0.048,35,0,0.555,,1.384
23:32:45:473,3.61665E+13,3.171,5,2300,11.957,22.988,6.385,10.878,19.72,5.478,47,0,0.382,1.414,0.393,0.023,0.174,0.048,35,0,0.015,,1.186
23:32:45:582,3.61668E+13,3.28,1,2300,3.419,23.362,6.489,2.595,20.004,5.557,46,0,0.423,1.46,0.406,0.07,0.182,0.051,35,0,0.396,,0.284
23:32:45:691,3.6167E+13,3.389,1,2400,1.41,23.516,6.532,0.867,20.099,5.583,45,0,0.324,1.495,0.415,0.01,0.183,0.051,35,0,0,,0.095
23:32:45:801,3.61673E+13,3.499,12,2000,10.938,24.713,6.865,9.786,21.17,5.88,48,0,0.471,1.547,0.43,0.032,0.187,0.052,35,450,0.09,,1.071
23:32:45:910,3.61675E+13,3.608,9,2100,9.562,25.758,7.155,8.378,22.086,6.135,46,0,0.55,1.607,0.446,0.037,0.191,0.053,35,0,1.363,,0.916
23:32:46:019,3.61677E+13,3.717,2,2000,2.064,25.984,7.218,1.408,22.24,6.178,45,0,0.373,1.648,0.458,0.079,0.199,0.055,35,0,0.254,,0.154
23:32:46:129,3.6168E+13,3.827,2,3100,3.573,26.375,7.326,2.654,22.53,6.258,45,0,0.416,1.694,0.47,0.067,0.207,0.057,35,0,0.241,,0.29
23:32:46:238,3.61682E+13,3.936,5,2600,11.326,27.61,7.669,10.133,23.635,6.565,50,0,0.462,1.744,0.484,0.059,0.213,0.059,35,0,0.332,,1.105
23:32:46:347,3.61685E+13,4.045,8,2300,13.706,29.109,8.086,12.543,25.007,6.946,52,0,0.488,1.797,0.499,0.049,0.218,0.061,35,0,0.292,,1.372
23:32:46:457,3.61687E+13,4.155,6,2600,12.217,30.445,8.457,10.996,26.209,7.28,47,0,0.519,1.854,0.515,0.066,0.226,0.063,35,0,0.384,,1.202
23:32:46:566,3.61689E+13,4.264,2,2200,3.039,30.778,8.55,2.168,26.447,7.346,46,0,0.412,1.899,0.528,0.047,0.231,0.064,35,0,0.082,,0.238
23:32:46:676,3.61692E+13,4.373,0,1600,1.973,30.993,8.609,1.174,26.575,7.382,45,0,0.373,1.94,0.539,0.038,0.235,0.065,35,0,0.402,,0.128
23:32:46:785,3.61694E+13,4.483,3,2900,5.293,31.573,8.77,4.355,27.052,7.514,46,0,0.474,1.992,0.553,0.052,0.241,0.067,35,0,0.208,,0.477
23:32:46:894,3.61697E+13,4.593,2,2900,5.269,32.152,8.931,4.213,27.515,7.643,45,0,0.437,2.04,0.567,0.142,0.256,0.071,35,0,1.124,,0.463
23:32:47:004,3.61699E+13,4.702,2,3400,5.229,32.723,9.09,4.154,27.969,7.769,46,0,0.47,2.091,0.581,0.085,0.266,0.074,35,0,0.421,,0.454
23:32:47:113,3.61701E+13,4.811,3,3100,6.163,33.397,9.277,5.079,28.524,7.923,47,0,0.506,2.147,0.596,0.062,0.272,0.076,35,0,0.337,,0.555
23:32:47:222,3.61704E+13,4.92,2,2100,4.099,33.843,9.401,3.105,28.862,8.017,45,0,0.454,2.196,0.61,0.103,0.284,0.079,35,0,0.349,,0.338
23:32:47:332,3.61706E+13,5.03,1,2700,3.193,34.193,9.498,2.298,29.114,8.087,45,0,0.416,2.242,0.623,0.087,0.293,0.081,35,0,0.351,,0.252
23:32:47:441,3.61709E+13,5.139,2,2800,4.331,34.667,9.63,3.37,29.483,8.19,45,0,0.447,2.29,0.636,0.079,0.302,0.084,35,0,0.369,,0.369
23:32:47:550,3.61711E+13,5.248,2,2700,4.708,35.18,9.772,3.806,29.897,8.305,45,0,0.44,2.338,0.65,0.11,0.314,0.087,35,0,0.597,,0.414
23:32:47:660,3.61714E+13,5.358,2,4000,4.258,35.647,9.902,3.416,30.272,8.409,45,0,0.487,2.392,0.664,0.111,0.326,0.091,35,0,1.497,,0.375
23:32:47:769,3.61716E+13,5.467,1,2400,2.362,35.906,9.974,1.604,30.448,8.458,46,0,0.389,2.434,0.676,0.063,0.333,0.092,35,0,0.212,,0.176
23:32:47:878,3.61718E+13,5.576,5,2500,8.616,36.844,10.234,7.478,31.262,8.684,51,0,0.474,2.486,0.691,0.144,0.349,0.097,35,0,1.038,,0.814
23:32:47:988,3.61721E+13,5.686,6,2200,13.704,38.342,10.651,12.596,32.639,9.066,52,0,0.395,2.529,0.703,0.007,0.349,0.097,35,0,0,,1.377
23:32:48:097,3.61723E+13,5.795,8,2500,13.672,39.84,11.067,12.375,33.994,9.443,51,0,0.506,2.585,0.718,0.037,0.353,0.098,35,0,0.26,,1.355
