System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:27:14:353,3.54354E+13,0.103,16,2100,10.054,1.033,0.287,8.744,0.898,0.249,47,0,0.524,0.054,0.015,0.053,0.005,0.002,35,0,0.211,,0.898
23:27:14:462,3.54357E+13,0.212,5,2300,6.914,1.786,0.496,5.953,1.547,0.43,50,0,0.429,0.101,0.028,0.027,0.008,0.002,35,0,0.127,,0.649
23:27:14:572,3.54359E+13,0.321,8,2800,13.534,3.268,0.908,12.361,2.9,0.806,52,0,0.488,0.154,0.043,0.046,0.013,0.004,35,0,0.356,,1.353
23:27:14:681,3.54361E+13,0.431,9,2500,13.894,4.79,1.331,12.602,4.281,1.189,50,0,0.517,0.211,0.058,0.029,0.017,0.005,35,0,0.16,,1.381
23:27:14:790,3.54364E+13,0.54,10,2100,7.808,5.642,1.567,6.819,5.024,1.396,51,0,0.428,0.257,0.071,0.058,0.023,0.006,35,0,0.673,,0.743
23:27:14:900,3.54366E+13,0.649,17,2100,9.915,6.727,1.869,8.801,5.988,1.663,49,0,0.341,0.295,0.082,0.026,0.026,0.007,35,0,0.161,,0.964
23:27:15:009,3.54369E+13,0.759,4,1400,3.26,7.084,1.968,2.556,6.267,1.741,46,0,0.324,0.33,0.092,0.016,0.027,0.008,35,0,1.012,,0.279
23:27:15:119,3.54371E+13,0.868,2,4000,2.13,7.317,2.033,1.484,6.43,1.786,46,0,0.364,0.37,0.103,0.052,0.033,0.009,35,0,0.098,,0.163
23:27:15:228,3.54373E+13,0.977,0,1100,0.871,7.412,2.059,0.427,6.477,1.799,46,0,0.311,0.404,0.112,0.01,0.034,0.009,35,0,0,,0.047
23:27:15:337,3.54376E+13,1.087,6,4000,4.285,7.882,2.19,3.562,6.867,1.908,46,0,0.493,0.458,0.127,0.053,0.04,0.011,35,0,0.146,,0.39
23:27:15:446,3.54378E+13,1.196,17,2100,10.456,9.02,2.506,9.269,7.876,2.188,50,0,0.432,0.505,0.14,0.035,0.044,0.012,35,0,0.451,,1.009
23:27:15:556,3.54381E+13,1.305,18,2500,12.378,10.374,2.882,11.197,9.101,2.528,52,0,0.555,0.566,0.157,0.029,0.047,0.013,35,0,0.136,,1.225
