System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:49:33:780,3.83929E+13,0.098,1,1800,2.585,0.253,0.07,1.835,0.179,0.05,46,0,0.39,0.038,0.011,0.127,0.012,0.003,35,0,0.988,,0.179
23:49:33:890,3.83931E+13,0.207,2,2400,2.023,0.475,0.132,1.14,0.304,0.085,46,0,0.405,0.083,0.023,0.058,0.019,0.005,35,0,0.169,,0.125
23:49:33:999,3.83934E+13,0.317,1,2100,3.119,0.815,0.226,2.235,0.548,0.152,46,0,0.408,0.127,0.035,0.056,0.025,0.007,35,0,0.512,,0.244
23:49:34:109,3.83936E+13,0.426,4,4000,6.13,1.488,0.413,5.227,1.122,0.312,47,0,0.513,0.183,0.051,0.048,0.03,0.008,35,0,0.145,,0.574
23:49:34:218,3.83938E+13,0.535,0,1600,2.089,1.715,0.476,1.352,1.269,0.353,45,0,0.357,0.222,0.062,0.04,0.035,0.01,35,0,0.35,,0.147
23:49:34:327,3.83941E+13,0.645,2,3000,1.437,1.873,0.52,0.898,1.368,0.38,45,0,0.352,0.261,0.072,0.052,0.04,0.011,35,0,0.131,,0.099
23:49:34:437,3.83943E+13,0.754,5,2300,9.217,2.878,0.799,8.195,2.261,0.628,49,0,0.381,0.302,0.084,0.01,0.041,0.011,35,0,0,,0.893
23:49:34:546,3.83946E+13,0.863,8,2600,13.485,4.352,1.209,12.195,3.594,0.998,50,0,0.502,0.357,0.099,0.054,0.047,0.013,35,0,0.16,,1.333
23:49:34:655,3.83948E+13,0.973,7,2100,13.832,5.865,1.629,12.718,4.986,1.385,50,0,0.409,0.402,0.112,0.04,0.052,0.014,35,0,0.241,,1.392
23:49:34:765,3.8395E+13,1.082,2,2100,5.143,6.428,1.786,4.095,5.434,1.509,46,0,0.457,0.452,0.126,0.149,0.068,0.019,35,0,1.358,,0.448
23:49:34:874,3.83953E+13,1.191,1,3100,1.613,6.605,1.835,0.794,5.521,1.534,45,0,0.385,0.494,0.137,0.038,0.072,0.02,35,0,0.108,,0.087
23:49:34:984,3.83955E+13,1.301,1,2100,2.819,6.913,1.92,2.105,5.751,1.598,45,0,0.401,0.538,0.149,0.069,0.08,0.022,35,0,0.166,,0.23
23:49:35:093,3.83958E+13,1.41,7,2100,6.004,7.57,2.103,5.1,6.309,1.753,45,0,0.48,0.591,0.164,0.067,0.087,0.024,35,0,0.809,,0.558
23:49:35:202,3.8396E+13,1.52,1,2100,2.979,7.896,2.193,2.257,6.556,1.821,46,0,0.419,0.636,0.177,0.125,0.101,0.028,35,0,0.736,,0.247
23:49:35:312,3.83963E+13,1.629,2,2200,2.134,8.129,2.258,1.186,6.686,1.857,45,0,0.391,0.679,0.189,0.061,0.107,0.03,35,0,0.159,,0.13
23:49:35:421,3.83965E+13,1.738,6,2100,7.63,8.961,2.489,6.661,7.412,2.059,53,0,0.395,0.722,0.201,0.053,0.113,0.031,35,0,0.184,,0.726
23:49:35:530,3.83967E+13,1.847,11,2300,14.428,10.538,2.927,13.234,8.859,2.461,50,0,0.561,0.783,0.218,0.044,0.118,0.033,35,0,0.148,,1.447
