System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
22:23:09:475, 40596204963727,    0.111,    1.000, 4000,   4.617,   0.512,   0.142,   3.794,   0.421,   0.117, 39,  0,   0.389,   0.043,   0.012,   0.062,   0.007,   0.002,  65.000,    0,   0.328
22:23:09:584, 40596446470221,    0.220,    0.000, 4100,   1.631,   0.691,   0.192,   1.030,   0.534,   0.148, 40,  0,   0.332,   0.079,   0.022,   0.026,   0.010,   0.003,  65.000,    0,   0.075
22:23:09:693, 40596688008557,    0.330,    0.000, 3900,   1.788,   0.886,   0.246,   1.245,   0.670,   0.186, 39,  0,   0.333,   0.116,   0.032,   0.025,   0.012,   0.003,  65.000,    0,   0.045
22:23:09:803, 40596929418037,    0.439,    0.000, 4100,   1.934,   1.098,   0.305,   1.291,   0.811,   0.225, 39,  0,   0.337,   0.153,   0.042,   0.030,   0.016,   0.004,  65.000,    0,   0.083
22:23:09:912, 40597171030066,    0.549,    0.000, 3900,   2.204,   1.339,   0.372,   1.531,   0.979,   0.272, 40,  0,   0.346,   0.191,   0.053,   0.020,   0.018,   0.005,  65.000,    0,   0.051
22:23:10:021, 40597412259108,    0.658,    1.000, 4000,   3.270,   1.696,   0.471,   2.657,   1.269,   0.352, 39,  0,   0.378,   0.232,   0.064,   0.018,   0.020,   0.006,  65.000,    0,   0.050
22:23:10:131, 40597653762472,    0.767,    0.000, 4100,   1.310,   1.840,   0.511,   0.986,   1.377,   0.382, 39,  0,   0.318,   0.267,   0.074,   0.008,   0.021,   0.006,  65.000,    0,   0.000
22:23:10:240, 40597894719579,    0.876,    0.000, 4100,   2.224,   2.082,   0.578,   1.790,   1.572,   0.437, 39,  0,   0.337,   0.304,   0.084,   0.012,   0.022,   0.006,  65.000,    0,   0.000
22:23:10:349, 40598135953983,    0.986,    0.000, 3900,   2.502,   2.356,   0.654,   2.050,   1.796,   0.499, 39,  0,   0.339,   0.341,   0.095,   0.012,   0.023,   0.006,  65.000,    0,   0.000
22:23:10:459, 40598378221033,    1.095,    2.000, 4000,   5.097,   2.915,   0.810,   4.279,   2.266,   0.629, 40,  0,   0.415,   0.386,   0.107,   0.088,   0.033,   0.009,  65.000,    0,   0.326
22:23:10:568, 40598619479431,    1.205,    1.000, 4100,   3.098,   3.253,   0.904,   2.511,   2.540,   0.706, 40,  0,   0.376,   0.427,   0.119,   0.053,   0.039,   0.011,  65.000, 1050,   0.290
22:23:10:677, 40598861165927,    1.314,    1.000, 4000,   4.302,   3.724,   1.035,   3.406,   2.913,   0.809, 40,  0,   0.431,   0.474,   0.132,   0.161,   0.056,   0.016,  65.000,    0,   0.566
22:23:10:787, 40599102603670,    1.423,    0.000, 4000,   3.055,   4.058,   1.127,   2.356,   3.170,   0.881, 40,  0,   0.400,   0.518,   0.144,   0.071,   0.064,   0.018,  65.000,    0,   0.525
22:23:10:896, 40599345815602,    1.533,    0.000, 3900,   2.968,   4.385,   1.218,   2.481,   3.444,   0.957, 39,  0,   0.363,   0.558,   0.155,   0.008,   0.065,   0.018,  65.000,    0,   0.000
22:23:11:005, 40599585350359,    1.642,    0.000, 4000,   3.241,   4.737,   1.316,   2.723,   3.739,   1.039, 40,  0,   0.345,   0.595,   0.165,   0.010,   0.066,   0.018,  65.000,    0,   0.000
22:23:11:115, 40599826852614,    1.751,    0.000, 4000,   2.475,   5.007,   1.391,   1.985,   3.956,   1.099, 39,  0,   0.340,   0.633,   0.176,   0.008,   0.067,   0.019,  65.000,    0,   0.000
22:23:11:224, 40600067577680,    1.860,    6.000, 4000,  12.586,   6.380,   1.772,  11.726,   5.235,   1.454, 47,  0,   0.495,   0.687,   0.191,   0.048,   0.072,   0.020,  65.000,    0,   0.256
22:23:11:334, 40600309513833,    1.970,    9.000, 3900,  17.651,   8.314,   2.309,  16.451,   7.037,   1.955, 45,  0,   0.564,   0.749,   0.208,   0.065,   0.079,   0.022,  65.000,    0,   0.273
22:23:11:443, 40600550239960,    2.079,    6.000, 3900,   7.502,   9.132,   2.537,   6.830,   7.782,   2.162, 47,  0,   0.434,   0.796,   0.221,   0.036,   0.083,   0.023,  65.000,    0,   0.272
22:23:11:545, 40600776961673,    2.182,   28.000, 3800,  33.716,  12.594,   3.498,  31.998,  11.068,   3.074, 53,  0,   1.049,   0.904,   0.251,   0.319,   0.116,   0.032,  65.000,    0,   5.765
22:23:11:655, 40601020232693,    2.292,   23.000, 3900,  34.697,  16.416,   4.560,  33.247,  14.731,   4.092, 58,  0,   1.277,   1.044,   0.290,   0.152,   0.133,   0.037,  65.000,    0,   4.005
22:23:11:764, 40601260397185,    2.401,   28.000, 3700,  39.592,  20.723,   5.756,  38.009,  18.865,   5.240, 56,  0,   1.282,   1.184,   0.329,   0.139,   0.148,   0.041,  65.000,    0,   1.210
22:23:11:876, 40601506617084,    2.512,   16.000, 3900,  26.947,  23.728,   6.591,  25.756,  21.737,   6.038, 55,  0,   0.723,   1.264,   0.351,   0.160,   0.166,   0.046,  65.000,    0,   1.581
22:23:11:987, 40601752999186,    2.624,   25.000, 3800,  31.904,  27.288,   7.580,  30.514,  25.142,   6.984, 55,  0,   0.680,   1.340,   0.372,   0.091,   0.176,   0.049,  65.000,    0,   0.565
22:23:12:097, 40601995207174,    2.733,   15.000, 3900,  24.875,  30.016,   8.338,  23.372,  27.706,   7.696, 51,  0,   0.779,   1.426,   0.396,   0.187,   0.196,   0.055,  65.000,    0,   1.874
22:23:12:202, 40602226132341,    2.838,   16.000, 3900,  29.405,  33.092,   9.192,  27.855,  30.619,   8.505, 56,  0,   0.816,   1.511,   0.420,   0.399,   0.238,   0.066,  65.000,    0,   7.028
22:23:12:325, 40602498806668,    2.961,   24.000, 3900,  32.325,  37.084,  10.301,  30.007,  34.325,   9.535, 51,  0,   0.997,   1.634,   0.454,   0.947,   0.355,   0.099,  65.000,    0,  12.756
22:23:12:421, 40602711363418,    3.058,   30.000, 3600,  33.109,  40.271,  11.186,  30.200,  37.232,  10.342, 58,  0,   1.078,   1.738,   0.483,   1.817,   0.530,   0.147,  65.000,  950,  18.726
22:23:12:530, 40602950695412,    3.166,   26.000, 3900,  35.818,  44.153,  12.265,  30.832,  40.574,  11.270, 56,  0,   1.439,   1.894,   0.526,   3.549,   0.915,   0.254,  65.000,    0,  39.023
