System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
03:47:32:207,2.61E+12,0.107,1,4000,14.711,1.572,0.437,3.303,0.353,0.098,41,0,0.4,0.043,0.012,0.055,0.006,0.002,65,0,0.073
03:47:32:316,2.61E+12,0.216,1,4000,13.86,3.083,0.856,2.728,0.65,0.181,41,0,0.403,0.087,0.024,0.025,0.009,0.002,65,0,0.136
03:47:32:426,2.61E+12,0.325,0,4100,13.56,4.568,1.269,2.246,0.896,0.249,41,0,0.386,0.129,0.036,0.03,0.012,0.003,65,0,0.06
03:47:32:535,2.61E+12,0.435,4,3900,16.626,6.389,1.775,5.398,1.487,0.413,43,0,0.425,0.176,0.049,0.046,0.017,0.005,65,0,0.343
03:47:32:644,2.61E+12,0.544,2,3900,15.28,8.059,2.239,5.151,2.05,0.57,41,0,0.454,0.225,0.063,0.123,0.031,0.008,65,0,0.597
03:47:32:760,2.61E+12,0.659,1,4000,5.123,8.649,2.402,4.321,2.548,0.708,42,0,0.413,0.273,0.076,0.028,0.034,0.009,65,0,0.066
03:47:32:869,2.61E+12,0.769,1,4000,3.874,9.072,2.52,3.098,2.886,0.802,41,0,0.387,0.315,0.088,0.042,0.038,0.011,65,0,0.103
03:47:32:978,2.62E+12,0.878,0,3900,3.445,9.449,2.625,2.726,3.184,0.885,42,0,0.372,0.356,0.099,0.045,0.043,0.012,65,0,0.125
03:47:33:088,2.62E+12,0.987,0,3900,2.394,9.711,2.697,1.891,3.391,0.942,41,0,0.319,0.391,0.108,0.007,0.044,0.012,65,0,0
03:47:33:197,2.62E+12,1.097,0,4000,2.58,9.993,2.776,2.034,3.614,1.004,41,0,0.332,0.427,0.119,0.011,0.045,0.013,65,0,0
03:47:33:306,2.62E+12,1.206,0,4000,2.914,10.311,2.864,2.204,3.855,1.071,41,0,0.339,0.464,0.129,0.037,0.049,0.014,65,0,0.039
03:47:33:406,2.62E+12,1.306,2,4000,8.377,11.149,3.097,7.486,4.603,1.279,43,0,0.463,0.51,0.142,0.095,0.059,0.016,65,0,0.216
03:47:33:518,2.62E+12,1.417,9,3900,10.013,12.265,3.407,8.783,5.582,1.551,44,0,0.531,0.569,0.158,0.082,0.068,0.019,65,0,0.481
03:47:33:627,2.62E+12,1.527,0,4000,3.264,12.623,3.506,2.698,5.878,1.633,41,0,0.367,0.61,0.169,0.028,0.071,0.02,65,0,14.464
03:47:33:737,2.62E+12,1.636,0,4000,2.582,12.905,3.585,2.027,6.1,1.694,42,0,0.328,0.646,0.179,0.034,0.075,0.021,65,0,0.041
03:47:33:846,2.62E+12,1.748,0,3900,3.006,13.24,3.678,2.553,6.383,1.773,43,0,0.343,0.684,0.19,0.009,0.076,0.021,65,0,0
03:47:33:956,2.62E+12,1.856,12,3900,22.092,15.633,4.342,20.643,8.62,2.394,45,0,0.661,0.755,0.21,0.127,0.089,0.025,65,0,0.541
03:47:34:064,2.62E+12,1.964,10,4000,16.526,17.42,4.839,15.3,10.275,2.854,56,0,0.705,0.832,0.231,0.271,0.119,0.033,65,0,3
03:47:34:171,2.62E+12,2.072,27,3900,36.536,21.353,5.931,35.313,14.076,3.91,57,0,1.104,0.95,0.264,0.095,0.129,0.036,65,0,2.217
03:47:34:280,2.62E+12,2.179,44,3800,48.731,26.59,7.386,47.303,19.159,5.322,68,0,1.491,1.111,0.309,0.039,0.133,0.037,65,0,0.294
03:47:34:390,2.62E+12,2.29,21,3900,31.548,30.079,8.355,30.131,22.491,6.248,59,0,0.955,1.216,0.338,0.131,0.148,0.041,65,0,2.204
03:47:34:518,2.62E+12,2.418,17,3700,32.03,34.189,9.497,30.312,26.381,7.328,57,0,1.058,1.352,0.376,0.29,0.185,0.051,65,0,2.487
03:47:34:608,2.62E+12,2.507,27,3900,27.381,36.633,10.176,25.327,28.642,7.956,58,0,0.931,1.435,0.399,0.896,0.265,0.074,65,0,13.932
03:47:34:717,2.62E+12,2.617,31,3600,40.016,41.035,11.399,36.944,32.705,9.085,55,0,1.352,1.584,0.44,1.671,0.449,0.125,65,0,16.922
03:47:34:827,2.62E+12,2.727,31,3600,41.68,45.618,12.672,36.692,36.741,10.206,62,0,1.617,1.762,0.489,3.564,0.841,0.233,65,1050,36.924
03:47:34:937,2.62E+12,2.837,20,3900,35.896,49.547,13.763,29.326,39.95,11.097,61,0,1.312,1.905,0.529,5.159,1.405,0.39,65,1050,31.776
03:47:35:047,2.62E+12,2.947,14,3800,28.343,52.672,14.631,22.679,42.45,11.792,57,0,0.937,2.009,0.558,4.218,1.87,0.519,65,900,4.833
03:47:35:155,2.62E+12,3.055,13,3900,28.267,55.723,15.479,23.01,44.934,12.482,57,0,0.66,2.08,0.578,4.079,2.31,0.642,65,1050,1.275
03:47:35:270,2.62E+12,3.169,18,3900,30.73,59.238,16.455,25.56,47.858,13.294,57,0,0.78,2.169,0.602,4.037,2.772,0.77,65,1050,2.16
03:47:35:376,2.62E+12,3.275,14,3900,27.626,62.167,17.269,22.251,50.217,13.949,50,0,0.716,2.245,0.624,4.083,3.205,0.89,65,1050,0.401
03:47:35:484,2.62E+12,3.384,8,3900,19.384,64.274,17.854,14.124,51.752,14.376,49,0,0.641,2.314,0.643,4.035,3.644,1.012,65,1050,1.927
03:47:35:597,2.62E+12,3.496,4,4000,13.281,65.764,18.268,8.111,52.662,14.628,45,0,0.49,2.369,0.658,4.052,4.098,1.138,65,1050,0.588
03:47:35:704,2.62E+12,3.604,4,4000,14.842,67.358,18.711,9.707,53.705,14.918,46,0,0.544,2.428,0.674,4.014,4.529,1.258,65,1050,0.401
03:47:35:816,2.62E+12,3.716,2,4000,9.55,68.428,19.008,4.64,54.225,15.062,48,0,0.388,2.471,0.686,4.015,4.979,1.383,65,1050,0.142
03:47:35:925,2.62E+12,3.824,4,3900,15.89,70.152,19.487,10.538,55.368,15.38,44,0,0.447,2.52,0.7,3.983,5.411,1.503,65,1050,0.158
03:47:36:030,2.62E+12,3.93,2,3800,10.514,71.262,19.795,5.554,55.954,15.543,50,0,0.397,2.562,0.712,4.001,5.834,1.621,65,1050,0.251
03:47:36:143,2.62E+12,4.043,1,3900,11.039,72.506,20.141,5.82,56.61,15.725,44,0,0.448,2.612,0.726,3.98,6.282,1.745,65,1050,0.089
03:47:36:250,2.62E+12,4.15,4,4000,11.722,73.771,20.492,6.618,57.324,15.923,49,0,0.41,2.656,0.738,4.019,6.716,1.866,65,1050,0.181
