System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:29:16:522, 13614578553775,    0.100,    2.000, 4000,   4.533,   0.451,   0.125,   3.593,   0.358,   0.099, 42,  0,   0.352,   0.035,   0.010,   0.031,   0.003,   0.001,  65.000,    0,   0.099
15:29:16:632, 13614820053703,    0.209,    0.000, 4100,   3.349,   0.818,   0.227,   2.720,   0.655,   0.182, 42,  0,   0.347,   0.073,   0.020,   0.051,   0.009,   0.002,  65.000,    0,   0.330
15:29:16:741, 13615061420343,    0.318,    0.000, 4100,   1.331,   0.963,   0.268,   0.756,   0.738,   0.205, 41,  0,   0.317,   0.108,   0.030,   0.020,   0.011,   0.003,  65.000,    0,   0.104
15:29:16:851, 13615302675636,    0.428,    1.000, 4000,   4.599,   1.466,   0.407,   3.795,   1.153,   0.320, 41,  0,   0.430,   0.155,   0.043,   0.093,   0.021,   0.006,  65.000,    0,   0.295
15:29:16:960, 13615544771027,    0.537,    0.000, 4100,   2.683,   1.760,   0.489,   2.021,   1.374,   0.382, 41,  0,   0.376,   0.196,   0.054,   0.030,   0.024,   0.007,  65.000,    0,   0.104
15:29:17:069, 13615786029683,    0.646,    0.000, 4000,   2.518,   2.035,   0.565,   1.818,   1.573,   0.437, 41,  0,   0.370,   0.236,   0.066,   0.017,   0.026,   0.007,  65.000,    0,   0.050
15:29:17:179, 13616027307651,    0.756,    1.000, 4100,   3.775,   2.448,   0.680,   3.022,   1.903,   0.529, 41,  0,   0.409,   0.281,   0.078,   0.153,   0.043,   0.012,  65.000,    0,   0.405
15:29:17:288, 13616268641883,    0.865,    1.000, 4000,   4.900,   2.983,   0.829,   3.927,   2.332,   0.648, 41,  0,   0.457,   0.331,   0.092,   0.199,   0.065,   0.018,  65.000,    0,   0.525
15:29:17:397, 13616510202213,    0.974,    0.000, 4100,   2.285,   3.233,   0.898,   1.758,   2.525,   0.701, 41,  0,   0.350,   0.369,   0.103,   0.008,   0.065,   0.018,  65.000,    0,   0.000
15:29:17:506, 13616751172155,    1.084,    0.000, 4100,   2.372,   3.492,   0.970,   1.970,   2.740,   0.761, 41,  0,   0.341,   0.407,   0.113,   0.011,   0.067,   0.019,  65.000,    0,   0.000
15:29:17:616, 13616992954822,    1.193,    1.000, 3900,   2.972,   3.817,   1.060,   2.384,   3.001,   0.834, 41,  0,   0.346,   0.444,   0.123,   0.042,   0.071,   0.020,  65.000,    0,   0.225
15:29:17:725, 13617233901191,    1.302,    7.000, 4000,  14.402,   5.389,   1.497,  13.343,   4.457,   1.238, 49,  0,   0.450,   0.493,   0.137,   0.088,   0.081,   0.022,  65.000,    0,   0.387
15:29:17:834, 13617475570145,    1.412,   17.000, 3700,  23.896,   8.004,   2.223,  22.561,   6.926,   1.924, 54,  0,   0.786,   0.580,   0.161,   0.343,   0.118,   0.033,  65.000,    0,   3.182
15:29:17:936, 13617701070165,    1.514,   22.000, 3900,  33.101,  11.385,   3.163,  31.616,  10.155,   2.821, 51,  0,   1.180,   0.700,   0.194,   0.176,   0.136,   0.038,  65.000,    0,   3.893
15:29:18:045, 13617940794251,    1.622,   40.000, 3700,  46.412,  16.424,   4.562,  44.530,  14.990,   4.164, 61,  0,   1.418,   0.854,   0.237,   0.285,   0.167,   0.046,  65.000,    0,   2.982
15:29:18:155, 13618182935491,    1.732,   30.000, 3900,  35.766,  20.346,   5.652,  34.331,  18.755,   5.210, 53,  0,   1.162,   0.981,   0.273,   0.203,   0.190,   0.053,  65.000,    0,   1.577
15:29:18:266, 13618427078097,    1.843,   14.000, 3900,  25.913,  23.212,   6.448,  24.276,  21.439,   5.955, 57,  0,   0.787,   1.068,   0.297,   0.445,   0.239,   0.066,  65.000,    0,   4.905
15:29:18:375, 13618669383987,    1.952,   33.000, 3800,  31.142,  26.629,   7.397,  28.961,  24.617,   6.838, 61,  0,   1.007,   1.179,   0.327,   0.884,   0.336,   0.093,  65.000,    0,  15.027
15:29:18:484, 13618910875763,    2.062,   26.000, 3900,  36.153,  30.583,   8.495,  32.723,  28.196,   7.832, 52,  0,   1.253,   1.316,   0.366,   2.048,   0.560,   0.155,  65.000, 1050,  18.349
15:29:18:595, 13619155604189,    2.173,   25.000, 3900,  36.622,  34.642,   9.623,  31.944,  31.737,   8.816, 61,  0,   1.377,   1.469,   0.408,   3.295,   0.925,   0.257,  65.000, 1100,  33.620
15:29:18:705, 13619397497483,    2.282,   22.000, 3900,  35.534,  38.535,  10.704,  29.753,  34.996,   9.721, 63,  0,   1.262,   1.607,   0.446,   4.392,   1.406,   0.391,  65.000, 1050,  34.943
15:29:18:812, 13619632974373,    2.389,   15.000, 3900,  29.703,  41.703,  11.584,  25.031,  37.666,  10.463, 61,  0,   0.705,   1.682,   0.467,   3.468,   1.776,   0.493,  65.000, 1050,   0.000
15:29:18:926, 13619886219685,    2.503,   13.000, 3900,  26.265,  44.715,  12.421,  21.379,  40.118,  11.144, 54,  0,   0.718,   1.764,   0.490,   3.579,   2.186,   0.607,  65.000, 1050,   0.472
15:29:19:030, 13620117171151,    2.608,   18.000, 3900,  30.002,  47.853,  13.293,  25.359,  42.770,  11.881, 55,  0,   0.743,   1.842,   0.512,   3.550,   2.558,   0.710,  65.000, 1050,   0.314
15:29:19:140, 13620357110281,    2.717,    9.000, 3900,  21.842,  50.227,  13.952,  16.938,  44.611,  12.392, 48,  0,   0.645,   1.912,   0.531,   3.573,   2.946,   0.818,  65.000, 1050,   0.476
15:29:19:253, 13620607165791,    2.830,    4.000, 3900,  13.437,  51.749,  14.375,   8.744,  45.601,  12.667, 46,  0,   0.505,   1.969,   0.547,   3.567,   3.350,   0.931,  65.000, 1050,   1.430
15:29:19:360, 13620843162143,    2.937,    2.000, 4000,  10.761,  52.899,  14.694,   6.098,  46.253,  12.848, 45,  0,   0.465,   2.019,   0.561,   3.521,   3.726,   1.035,  65.000, 1050,   0.299
15:29:19:472, 13621091794397,    3.049,    3.000, 3900,  13.734,  54.445,  15.124,   9.050,  47.272,  13.131, 45,  0,   0.530,   2.079,   0.577,   3.519,   4.123,   1.145,  65.000, 1050,   0.254
15:29:19:581, 13621332313234,    3.158,    2.000, 4000,   8.977,  55.423,  15.395,   4.304,  47.741,  13.261, 44,  0,   0.381,   2.120,   0.589,   3.557,   4.510,   1.253,  65.000, 1050,   1.305
15:29:19:687, 13621566623435,    3.264,    6.000, 3900,  17.106,  57.239,  15.900,  12.469,  49.064,  13.629, 45,  0,   0.473,   2.170,   0.603,   3.502,   4.882,   1.356,  65.000, 1050,   0.055
15:29:19:800, 13621816129369,    3.377,    1.000, 4000,   8.258,  58.172,  16.159,   3.720,  49.484,  13.746, 45,  0,   0.358,   2.211,   0.614,   3.512,   5.279,   1.466,  65.000, 1050,   0.220
15:29:19:907, 13622051401971,    3.484,    4.000, 4000,  12.692,  59.524,  16.534,   7.972,  50.334,  13.982, 44,  0,   0.577,   2.272,   0.631,   3.506,   5.652,   1.570,  65.000, 1050,   0.050
15:29:20:016, 13622292019763,    3.593,    1.000, 4000,   8.376,  60.437,  16.788,   3.779,  50.746,  14.096, 44,  0,   0.362,   2.312,   0.642,   3.517,   6.035,   1.677,  65.000, 1050,   0.051
15:29:20:128, 13622539893869,    3.705,    0.000, 4000,   8.796,  61.424,  17.062,   4.150,  51.212,  14.225, 44,  0,   0.365,   2.353,   0.654,   3.513,   6.430,   1.786,  65.000, 1050,   0.051
15:29:20:237, 13622780820971,    3.814,    1.000, 4000,   9.576,  62.469,  17.353,   4.944,  51.751,  14.375, 44,  0,   0.378,   2.394,   0.665,   3.524,   6.814,   1.893,  65.000, 1050,   0.140
