System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:45:02:263,2.72674E+13,0.104,2,2400,3.102,0.322,0.089,2.21,0.229,0.064,44,0,0.4,0.042,0.012,0.042,0.004,0.001,35,0,0.113
16:45:02:372,2.72676E+13,0.213,3,2400,5.527,0.924,0.257,4.724,0.744,0.207,49,0,0.423,0.088,0.024,0.053,0.01,0.003,35,0,0.281
16:45:02:481,2.72679E+13,0.322,16,2900,14.278,2.487,0.691,12.944,2.161,0.6,51,0,0.657,0.159,0.044,0.041,0.015,0.004,35,0,0.585
16:45:02:591,2.72681E+13,0.432,7,2500,13.51,3.965,1.101,12.323,3.509,0.975,51,0,0.462,0.21,0.058,0.046,0.02,0.005,35,0,0.351
16:45:02:700,2.72684E+13,0.541,5,2500,7.205,4.755,1.321,6.25,4.194,1.165,45,0,0.482,0.263,0.073,0.013,0.021,0.006,35,0,0.026
16:45:02:809,2.72686E+13,0.65,0,1600,1.429,4.911,1.364,0.815,4.283,1.19,45,0,0.367,0.303,0.084,0.026,0.024,0.007,35,0,1.367
16:45:02:919,2.72689E+13,0.76,2,2800,3.532,5.296,1.471,2.765,4.585,1.274,45,0,0.409,0.348,0.097,0.046,0.029,0.008,35,0,0.111
16:45:03:028,2.72691E+13,0.869,1,2400,3.612,5.692,1.581,2.784,4.89,1.358,46,0,0.399,0.391,0.109,0.024,0.031,0.009,35,0,0.017
16:45:03:138,2.72693E+13,0.979,2,2600,5.182,6.259,1.739,4.225,5.352,1.487,45,0,0.46,0.442,0.123,0.079,0.04,0.011,35,0,0.3
16:45:03:247,2.72696E+13,1.088,1,2500,3.804,6.675,1.854,2.787,5.657,1.571,45,0,0.411,0.487,0.135,0.045,0.045,0.013,35,0,0.304
16:45:03:356,2.72698E+13,1.197,4,2100,4.764,7.196,1.999,3.914,6.085,1.69,44,0,0.482,0.539,0.15,0.054,0.051,0.014,35,0,0.137
16:45:03:466,2.72701E+13,1.307,3,2600,8.879,8.169,2.269,7.514,6.908,1.919,45,0,0.552,0.6,0.167,0.204,0.073,0.02,35,0,3.013
16:45:03:575,2.72703E+13,1.416,3,2900,5.179,8.733,2.426,4.181,7.364,2.045,45,0,0.474,0.651,0.181,0.067,0.081,0.022,35,0,0.625
16:45:03:684,2.72705E+13,1.525,0,2400,3.521,9.119,2.533,2.66,7.655,2.126,45,0,0.412,0.697,0.193,0.036,0.085,0.023,35,0,0.624
16:45:03:794,2.72708E+13,1.635,2,2400,3.194,9.468,2.63,2.523,7.931,2.203,45,0,0.397,0.74,0.206,0.023,0.087,0.024,35,0,0.057
16:45:03:903,2.7271E+13,1.744,1,1800,3.091,9.805,2.724,2.228,8.174,2.271,45,0,0.398,0.783,0.218,0.031,0.091,0.025,35,0,0.278
16:45:04:012,2.72713E+13,1.854,5,3000,5.353,10.395,2.887,4.495,8.669,2.408,44,0,0.523,0.841,0.234,0.041,0.095,0.026,35,0,0.128
16:45:04:121,2.72715E+13,1.962,6,2200,12.324,11.731,3.258,11.122,9.875,2.743,51,0,0.411,0.885,0.246,0.01,0.096,0.027,35,0,0
16:45:04:231,2.72718E+13,2.072,10,2300,13.622,13.221,3.672,12.42,11.233,3.12,50,0,0.596,0.951,0.264,0.035,0.1,0.028,35,0,0.142
16:45:04:340,2.7272E+13,2.182,6,3400,12.038,14.544,4.04,10.886,12.43,3.453,46,0,0.41,0.996,0.277,0.01,0.101,0.028,35,0,0
16:45:04:450,2.72722E+13,2.291,3,2400,5.905,15.189,4.219,4.9,12.965,3.601,45,0,0.458,1.046,0.29,0.095,0.111,0.031,35,0,0.455
16:45:04:559,2.72725E+13,2.4,3,2300,3.587,15.579,4.328,2.641,13.253,3.681,47,0,0.414,1.091,0.303,0.073,0.119,0.033,35,0,0.996
16:45:04:668,2.72727E+13,2.509,3,2300,4.948,16.122,4.478,4.007,13.692,3.803,46,0,0.459,1.141,0.317,0.08,0.128,0.036,35,0,0.174
16:45:04:778,2.7273E+13,2.619,1,2100,3.961,16.554,4.598,3.012,14.021,3.895,45,0,0.415,1.186,0.33,0.05,0.134,0.037,35,0,0.228
16:45:04:887,2.72732E+13,2.728,2,2100,4.446,17.042,4.734,3.509,14.405,4.002,45,0,0.44,1.235,0.343,0.068,0.141,0.039,35,0,0.213
