System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:58:13:117, 37292241406971,    0.101,    0.000, 4100,   1.641,   0.165,   0.046,   0.970,   0.098,   0.027, 39,  0,   0.369,   0.037,   0.010,   0.031,   0.003,   0.001,  65.000,    0,   0.349
21:58:13:226, 37292483242018,    0.210,    0.000, 4100,   2.583,   0.448,   0.124,   1.939,   0.310,   0.086, 39,  0,   0.385,   0.079,   0.022,   0.029,   0.006,   0.002,  65.000,    0,   0.068
21:58:13:336, 37292724702596,    0.319,    0.000, 4100,   1.740,   0.638,   0.177,   1.177,   0.439,   0.122, 39,  0,   0.351,   0.118,   0.033,   0.020,   0.008,   0.002,  65.000,    0,   0.052
21:58:13:445, 37292965171108,    0.428,   10.000, 3900,  17.291,   2.521,   0.700,  16.637,   2.251,   0.625, 59,  0,   0.309,   0.151,   0.042,   0.007,   0.009,   0.003,  65.000,    0,   0.000
21:58:13:554, 37293207382995,    0.538,   12.000, 4000,  23.572,   5.107,   1.419,  22.251,   4.691,   1.303, 47,  0,   0.346,   0.189,   0.053,   0.027,   0.012,   0.003,  65.000,    0,   0.188
21:58:13:664, 37293449263703,    0.648,    0.000, 4100,   1.450,   5.266,   1.463,   0.847,   4.784,   1.329, 40,  0,   0.315,   0.224,   0.062,   0.007,   0.013,   0.004,  65.000,    0,   0.000
21:58:13:773, 37293690347384,    0.757,    0.000, 3900,   0.672,   5.339,   1.483,   0.387,   4.827,   1.341, 39,  0,   0.308,   0.257,   0.072,   0.010,   0.014,   0.004,  65.000,    0,   0.000
21:58:13:882, 37293932032015,    0.866,    0.000, 4000,   0.588,   5.404,   1.501,   0.335,   4.863,   1.351, 39,  0,   0.303,   0.291,   0.081,   0.009,   0.015,   0.004,  65.000,    0,   0.000
21:58:13:992, 37294173317311,    0.976,    1.000, 4100,   2.408,   5.667,   1.574,   1.955,   5.077,   1.410, 38,  0,   0.323,   0.326,   0.091,   0.016,   0.017,   0.005,  65.000,    0,   0.000
21:58:14:101, 37294414274613,    1.085,    1.000, 4100,   3.088,   6.004,   1.668,   2.577,   5.358,   1.488, 43,  0,   0.353,   0.364,   0.101,   0.017,   0.018,   0.005,  65.000,    0,   0.041
