System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
20:59:29:252,2.95115E+13,0.105,0,4000,3.45,0.361,0.1,2.675,0.28,0.078,39,0,0.391,0.041,0.011,0.044,0.005,0.001,65,0,0.214
20:59:29:362,2.95118E+13,0.214,1,4000,4.1,0.809,0.225,3.289,0.64,0.178,40,0,0.423,0.087,0.024,0.097,0.015,0.004,65,0,0.443
20:59:29:472,2.9512E+13,0.324,2,4000,4.614,1.315,0.365,3.8,1.056,0.293,40,0,0.437,0.135,0.038,0.112,0.027,0.008,65,0,0.388
20:59:29:581,2.95123E+13,0.433,1,4000,4.085,1.761,0.489,3.278,1.414,0.393,39,0,0.409,0.18,0.05,0.116,0.04,0.011,65,0,0.506
20:59:29:690,2.95125E+13,0.542,2,4000,5.512,2.365,0.657,4.579,1.916,0.532,40,0,0.48,0.232,0.065,0.14,0.055,0.015,65,0,0.283
20:59:29:799,2.95127E+13,0.651,2,4000,4.337,2.838,0.788,3.522,2.3,0.639,40,0,0.387,0.275,0.076,0.078,0.064,0.018,65,0,0.411
20:59:29:909,2.9513E+13,0.761,0,4000,3.187,3.187,0.885,2.563,2.581,0.717,40,0,0.398,0.318,0.088,0.02,0.066,0.018,65,0,1.094
20:59:30:018,2.95132E+13,0.87,3,3900,6.304,3.875,1.076,5.85,3.219,0.894,46,0,0.377,0.359,0.1,0.034,0.07,0.019,65,0,0.169
20:59:30:128,2.95135E+13,0.98,4,3900,10.297,5.004,1.39,9.14,4.221,1.173,40,0,0.421,0.405,0.113,0.065,0.077,0.021,65,0,0.309
20:59:30:237,2.95137E+13,1.089,21,3700,27.724,8.025,2.229,26.129,7.069,1.964,53,0,0.918,0.506,0.14,0.45,0.126,0.035,65,0,5.318
