System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:03:23:002, 18133213312543,    0.102,    3.000, 4000,  11.133,   1.134,   0.315,   9.849,   1.003,   0.279, 44,  0,   0.540,   0.055,   0.015,   0.049,   0.005,   0.001,  65.000,    0,   0.242
16:03:23:111, 18133453787407,    0.211,    3.000, 4000,   9.837,   2.205,   0.613,   8.634,   1.944,   0.540, 42,  0,   0.514,   0.111,   0.031,   0.069,   0.013,   0.003,  65.000,    0,   0.528
16:03:23:218, 18133690345367,    0.318,    3.000, 4000,  10.653,   3.347,   0.930,   9.518,   2.963,   0.823, 43,  0,   0.529,   0.168,   0.047,   0.028,   0.016,   0.004,  65.000,    0,   0.132
16:03:23:328, 18133932909865,    0.428,    1.000, 3900,   4.616,   3.854,   1.071,   3.729,   3.373,   0.937, 41,  0,   0.451,   0.217,   0.060,   0.074,   0.024,   0.007,  65.000,    0,   0.526
16:03:23:436, 18134171803235,    0.536,    2.000, 4000,   6.924,   4.603,   1.279,   5.999,   4.022,   1.117, 44,  0,   0.465,   0.268,   0.074,   0.043,   0.028,   0.008,  65.000,    0,   0.226
16:03:23:550, 18134423346355,    0.650,    0.000, 4100,   2.868,   4.930,   1.369,   2.045,   4.255,   1.182, 41,  0,   0.399,   0.313,   0.087,   0.050,   0.034,   0.009,  65.000,    0,   0.487
16:03:23:656, 18134656487078,    0.755,    3.000, 4000,   8.030,   5.778,   1.605,   7.080,   5.003,   1.390, 42,  0,   0.538,   0.370,   0.103,   0.042,   0.038,   0.011,  65.000,    0,   0.081
16:03:23:768, 18134904423877,    0.868,    0.000, 4000,   2.783,   6.090,   1.692,   2.108,   5.240,   1.455, 41,  0,   0.360,   0.410,   0.114,   0.010,   0.040,   0.011,  65.000,    0,  25.996
16:03:23:877, 18135144325409,    0.976,    1.000, 4000,   4.460,   6.575,   1.826,   3.672,   5.638,   1.566, 41,  0,   0.395,   0.453,   0.126,   0.037,   0.044,   0.012,  65.000,    0,   0.070
16:03:23:987, 18135387194397,    1.086,    1.000, 4000,   3.745,   6.987,   1.941,   3.112,   5.981,   1.661, 41,  0,   0.378,   0.495,   0.137,   0.007,   0.044,   0.012,  65.000,    0,   0.000
16:03:24:097, 18135630542197,    1.197,    2.000, 4000,   6.019,   7.650,   2.125,   5.222,   6.556,   1.821, 41,  0,   0.432,   0.542,   0.151,   0.085,   0.054,   0.015,  65.000,    0,   0.480
16:03:24:207, 18135873185605,    1.307,    0.000, 4100,   1.758,   7.843,   2.179,   1.214,   6.690,   1.858, 41,  0,   0.324,   0.578,   0.161,   0.008,   0.055,   0.015,  65.000,    0,   0.000
16:03:24:311, 18136103346917,    1.411,    1.000, 4000,   4.822,   8.346,   2.318,   4.007,   7.108,   1.974, 41,  0,   0.401,   0.620,   0.172,   0.044,   0.059,   0.016,  65.000,    0,   0.107
16:03:24:421, 18136344880941,    1.520,    0.000, 4000,   2.353,   8.603,   2.390,   1.902,   7.316,   2.032, 42,  0,   0.334,   0.656,   0.182,   0.006,   0.060,   0.017,  65.000,    0,   0.000
16:03:24:533, 18136593764921,    1.633,    1.000, 4000,   3.983,   9.052,   2.514,   3.036,   7.658,   2.127, 41,  0,   0.395,   0.701,   0.195,   0.057,   0.066,   0.018,  65.000,    0,   0.089
16:03:24:639, 18136827768359,    1.739,    1.000, 4000,   4.164,   9.493,   2.637,   3.593,   8.039,   2.233, 43,  0,   0.376,   0.741,   0.206,   0.007,   0.067,   0.019,  65.000,    0,   0.000
16:03:24:749, 18137068955925,    1.848,    0.000, 4000,   3.769,   9.905,   2.751,   2.927,   8.358,   2.322, 42,  0,   0.410,   0.786,   0.218,   0.029,   0.070,   0.019,  65.000,    0,   0.453
16:03:24:858, 18137310335349,    1.957,    1.000, 4000,   5.052,  10.457,   2.905,   4.363,   8.835,   2.454, 42,  0,   0.407,   0.830,   0.231,   0.013,   0.072,   0.020,  65.000,    0,   0.035
16:03:24:972, 18137562519299,    2.072,    1.000, 4000,   3.382,  10.844,   3.012,   2.694,   9.143,   2.540, 41,  0,   0.389,   0.875,   0.243,   0.022,   0.074,   0.021,  65.000,    0,   0.463
16:03:25:081, 18137802468773,    2.180,    9.000, 3900,   9.857,  11.915,   3.310,   8.900,  10.110,   2.808, 44,  0,   0.594,   0.939,   0.261,   0.069,   0.082,   0.023,  65.000,    0,   0.416
16:03:25:187, 18138037882507,    2.287,    0.000, 4000,   2.770,  12.210,   3.392,   2.027,  10.326,   2.868, 41,  0,   0.385,   0.980,   0.272,   0.025,   0.084,   0.023,  65.000,    0,   0.682
16:03:25:298, 18138283019981,    2.398,    1.000, 4000,   4.610,  12.722,   3.534,   3.881,  10.757,   2.988, 42,  0,   0.412,   1.026,   0.285,   0.045,   0.089,   0.025,  65.000,    0,   0.095
16:03:25:408, 18138524348161,    2.507,    0.000, 4000,   2.391,  12.983,   3.606,   1.723,  10.945,   3.040, 41,  0,   0.349,   1.064,   0.296,   0.006,   0.090,   0.025,  65.000,    0,   0.000
16:03:25:514, 18138759207507,    2.614,    2.000, 4000,   5.684,  13.588,   3.774,   4.866,  11.463,   3.184, 41,  0,   0.429,   1.110,   0.308,   0.056,   0.096,   0.027,  65.000,    0,   0.072
16:03:25:628, 18139010517668,    2.727,    1.000, 4000,   4.278,  14.075,   3.910,   3.366,  11.846,   3.291, 42,  0,   0.432,   1.159,   0.322,   0.056,   0.102,   0.028,  65.000,    0,   0.300
16:03:25:735, 18139247858301,    2.835,    2.000, 4000,   6.549,  14.779,   4.105,   5.524,  12.440,   3.456, 41,  0,   0.489,   1.211,   0.336,   0.085,   0.111,   0.031,  65.000,    0,   0.460
16:03:25:846, 18139492480195,    2.946,    1.000, 4000,   3.846,  15.205,   4.224,   3.210,  12.796,   3.554, 43,  0,   0.392,   1.255,   0.349,   0.007,   0.112,   0.031,  65.000,    0,   0.000
16:03:25:957, 18139738055483,    3.057,    1.000, 4000,   4.750,  15.733,   4.370,   3.941,  13.234,   3.676, 43,  0,   0.417,   1.301,   0.361,   0.033,   0.116,   0.032,  65.000,    0,   0.086
16:03:26:062, 18139968927363,    3.161,    7.000, 4000,   7.183,  16.484,   4.579,   6.338,  13.897,   3.860, 44,  0,   0.451,   1.348,   0.375,   0.077,   0.124,   0.034,  65.000,    0,   0.353
16:03:26:172, 18140211427457,    3.271,    0.000, 4000,   3.034,  16.817,   4.672,   2.186,  14.137,   3.927, 42,  0,   0.394,   1.392,   0.387,   0.038,   0.128,   0.036,  65.000,    0,   0.802
16:03:26:284, 18140458873059,    3.383,    1.000, 4100,   4.317,  17.301,   4.806,   3.654,  14.546,   4.041, 42,  0,   0.371,   1.433,   0.398,   0.019,   0.130,   0.036,  65.000,    0,   0.010
16:03:26:391, 18140694820121,    3.490,   10.000, 3900,  17.172,  19.136,   5.316,  15.836,  16.238,   4.511, 47,  0,   0.618,   1.499,   0.416,   0.368,   0.169,   0.047,  65.000,    0,   3.875
16:03:26:499, 18140935561926,    3.599,   13.000, 3900,  19.264,  21.237,   5.899,  17.852,  18.185,   5.051, 47,  0,   0.780,   1.584,   0.440,   0.284,   0.200,   0.056,  65.000,    0,   3.626
16:03:26:610, 18141178312605,    3.709,   22.000, 3900,  32.897,  24.853,   6.904,  30.668,  21.557,   5.988, 56,  0,   1.050,   1.700,   0.472,   0.770,   0.285,   0.079,  65.000,    0,   9.139
