System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
18:06:17:305,1.09702E+14,0.111,9,2500,12.964,1.434,0.398,11.653,1.289,0.358,52,0,0.529,0.059,0.016,0.054,0.006,0.002,35,0,0.914,,1.289
18:06:17:415,1.09703E+14,0.22,12,2400,14.12,2.978,0.827,12.88,2.698,0.749,53,0,0.563,0.12,0.033,0.038,0.01,0.003,35,0,0.508,,1.409
18:06:17:524,1.09703E+14,0.329,9,3000,13.558,4.461,1.239,12.23,4.036,1.121,50,0,0.556,0.181,0.05,0.028,0.013,0.004,35,0,0.11,,1.338
18:06:17:633,1.09703E+14,0.439,10,3000,14.044,5.997,1.666,12.821,5.437,1.51,53,0,0.596,0.246,0.068,0.043,0.018,0.005,35,0,0.45,,1.401
18:06:17:743,1.09703E+14,0.548,9,2700,13.977,7.526,2.09,12.848,6.843,1.901,52,0,0.514,0.302,0.084,0.024,0.021,0.006,35,0,0.249,,1.406
18:06:17:852,1.09704E+14,0.658,10,3000,14.124,9.074,2.521,12.754,8.241,2.289,52,0,0.62,0.37,0.103,0.056,0.027,0.007,35,0,0.459,,1.398
18:06:17:961,1.09704E+14,0.768,10,2600,13.87,10.598,2.944,12.589,9.624,2.673,51,0,0.639,0.441,0.122,0.035,0.031,0.008,35,0,0.596,,1.383
18:06:18:071,1.09704E+14,0.876,8,2100,13.705,12.083,3.356,12.498,10.978,3.049,52,0,0.509,0.496,0.138,0.061,0.037,0.01,35,0,0.938,,1.354
18:06:18:180,1.09704E+14,0.985,7,2100,14.253,13.642,3.789,13.016,12.402,3.445,52,0,0.398,0.539,0.15,0.009,0.038,0.011,35,0,0,,1.424
18:06:18:289,1.09704E+14,1.095,12,2300,12.95,15.058,4.183,11.677,13.679,3.8,50,0,0.605,0.605,0.168,0.089,0.048,0.013,35,0,1.141,,1.277
18:06:18:399,1.09705E+14,1.204,8,2300,13.246,16.506,4.585,12.033,14.994,4.165,52,0,0.496,0.66,0.183,0.071,0.056,0.015,35,0,0.522,,1.315
18:06:18:508,1.09705E+14,1.313,14,2100,12.489,17.871,4.964,11.101,16.208,4.502,50,0,0.7,0.736,0.204,0.058,0.062,0.017,35,0,2.871,,1.214
18:06:18:617,1.09705E+14,1.423,14,2500,13.396,19.337,5.371,12.123,17.534,4.871,49,0,0.626,0.805,0.224,0.05,0.067,0.019,35,0,0.447,,1.326
18:06:18:727,1.09705E+14,1.532,17,2400,11.69,20.618,5.727,9.699,18.597,5.166,49,0,0.883,0.901,0.25,0.622,0.136,0.038,35,700,12.069,,1.063
18:06:18:836,1.09706E+14,1.642,11,2600,13.154,22.057,6.127,11.458,19.85,5.514,50,0,0.748,0.983,0.273,0.446,0.184,0.051,35,0,8.905,,1.253
18:06:18:946,1.09706E+14,1.751,10,2500,13.39,23.518,6.533,11.902,21.149,5.875,51,0,0.689,1.058,0.294,0.257,0.212,0.059,35,0,6.082,,1.299
18:06:19:055,1.09706E+14,1.86,10,2500,13.302,24.974,6.937,12.093,22.473,6.242,51,0,0.611,1.125,0.313,0.074,0.22,0.061,35,0,0.855,,1.324
18:06:19:164,1.09706E+14,1.969,11,2300,13.862,26.488,7.358,12.403,23.827,6.619,51,0,0.664,1.198,0.333,0.094,0.231,0.064,35,0,1.137,,1.354
