System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
18:12:07:747,1.10476E+14,0.102,5,4000,7.589,0.778,0.216,6.635,0.68,0.189,49,0,0.454,0.047,0.013,0.097,0.01,0.003,35,0,0.802,,0.68
18:12:07:856,1.10476E+14,0.211,0,2000,1.865,0.981,0.272,1.189,0.81,0.225,46,0,0.37,0.087,0.024,0.045,0.015,0.004,35,0,0.193,,0.13
18:12:07:965,1.10477E+14,0.321,2,2100,3.447,1.358,0.377,2.591,1.093,0.304,47,0,0.43,0.134,0.037,0.062,0.022,0.006,35,0,0.335,,0.283
18:12:08:075,1.10477E+14,0.431,1,3100,2.626,1.646,0.457,1.792,1.29,0.358,47,0,0.402,0.178,0.049,0.025,0.024,0.007,35,0,0.122,,0.197
18:12:08:184,1.10477E+14,0.54,3,4000,7.092,2.42,0.672,5.563,1.897,0.527,48,0,0.444,0.226,0.063,0.518,0.081,0.022,35,0,1.053,,0.607
18:12:08:293,1.10477E+14,0.651,9,4000,3.46,2.804,0.779,2.548,2.179,0.605,50,0,0.418,0.273,0.076,0.073,0.089,0.025,35,0,0.447,,0.282
18:12:08:403,1.10478E+14,0.758,5,2800,8.215,3.69,1.025,7.047,2.939,0.816,47,0,0.602,0.338,0.094,0.078,0.098,0.027,35,0,0.613,,0.76
18:12:08:512,1.10478E+14,0.868,2,2100,4.563,4.189,1.164,3.15,3.284,0.912,46,0,0.391,0.38,0.106,0.536,0.156,0.043,35,0,1.258,,0.345
18:12:08:621,1.10478E+14,0.977,2,2100,3.748,4.599,1.277,2.85,3.595,0.999,46,0,0.413,0.425,0.118,0.089,0.166,0.046,35,0,0.236,,0.311
18:12:08:730,1.10478E+14,1.086,0,1600,1.261,4.736,1.316,0.56,3.656,1.016,47,0,0.356,0.464,0.129,0.035,0.17,0.047,35,0,0.086,,0.061
18:12:08:840,1.10478E+14,1.196,4,2400,4.855,5.268,1.463,4.001,4.095,1.138,47,0,0.467,0.515,0.143,0.071,0.177,0.049,35,0,0.355,,0.439
18:12:08:949,1.10479E+14,1.305,4,2100,4.605,5.771,1.603,3.423,4.469,1.241,47,0,0.471,0.567,0.157,0.179,0.197,0.055,35,0,1.807,,0.374
18:12:09:058,1.10479E+14,1.414,8,2600,10.579,6.927,1.924,9.454,5.502,1.528,56,0,0.545,0.626,0.174,0.112,0.209,0.058,35,0,0.85,,1.033
