System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:19:09:845,2.30709E+14,0.103,1,1800,2.59,0.266,0.074,1.698,0.174,0.048,45,0,0.38,0.039,0.011,0.028,0.003,0.001,35,0,0.215,,0.174
23:19:09:954,2.30709E+14,0.212,7,3900,8.99,1.248,0.347,7.813,1.028,0.286,45,0,0.662,0.111,0.031,0.102,0.014,0.004,35,0,0.772,,0.854
23:19:10:081,2.30709E+14,0.339,10,3900,5.119,1.9,0.528,4.176,1.56,0.433,53,0,0.458,0.17,0.047,0.038,0.019,0.005,35,0,0.316,,0.532
23:19:10:176,2.30709E+14,0.434,5,2100,6.857,2.549,0.708,5.676,2.097,0.582,45,0,0.591,0.226,0.063,0.103,0.029,0.008,35,0,1.265,,0.537
23:19:10:283,2.3071E+14,0.541,2,2700,4.213,3.003,0.834,3.251,2.447,0.68,45,0,0.412,0.27,0.075,0.019,0.031,0.009,35,0,0.047,,0.35
23:19:10:392,2.3071E+14,0.649,1,2100,3.558,3.386,0.941,2.608,2.728,0.758,45,0,0.415,0.315,0.087,0.048,0.036,0.01,35,0,0.727,,0.281
23:19:10:501,2.3071E+14,0.759,3,2700,3.766,3.798,1.055,2.989,3.055,0.849,45,0,0.41,0.359,0.1,0.031,0.039,0.011,35,700,0.205,,0.327
23:19:10:612,2.3071E+14,0.87,1,2100,3.22,4.156,1.154,2.317,3.313,0.92,45,0,0.415,0.406,0.113,0.055,0.045,0.013,35,0,0.847,,0.258
23:19:10:726,2.30711E+14,0.983,8,2800,10.266,5.32,1.478,9.295,4.366,1.213,49,0,0.465,0.458,0.127,0.018,0.047,0.013,35,0,0.063,,1.053
23:19:10:829,2.30711E+14,1.087,7,2800,13.572,6.724,1.868,12.306,5.639,1.567,50,0,0.42,0.502,0.139,0.023,0.05,0.014,35,0,0.474,,1.273
23:19:10:941,2.30711E+14,1.198,8,3400,11.844,8.047,2.235,10.64,6.828,1.897,46,0,0.486,0.556,0.154,0.033,0.053,0.015,35,0,0.079,,1.189
23:19:11:049,2.30711E+14,1.307,1,2100,2.869,8.357,2.321,2.134,7.059,1.961,45,0,0.393,0.599,0.166,0.02,0.056,0.015,35,0,0.271,,0.231
23:19:11:161,2.30712E+14,1.419,6,3400,6.451,9.082,2.523,5.489,7.676,2.132,45,0,0.5,0.655,0.182,0.073,0.064,0.018,35,0,0.49,,0.617
23:19:11:267,2.30712E+14,1.524,0,1400,1.265,9.216,2.56,0.73,7.753,2.153,45,0,0.334,0.69,0.192,0.006,0.064,0.018,35,0,0,,0.077
23:19:11:379,2.30712E+14,1.636,3,2100,5.291,9.808,2.725,4.369,8.242,2.289,45,0,0.481,0.744,0.207,0.05,0.07,0.019,35,0,0.138,,0.489
23:19:11:487,2.30712E+14,1.745,2,2100,3.787,10.219,2.839,2.927,8.559,2.378,45,0,0.359,0.783,0.217,0.008,0.071,0.02,35,0,0,,0.317
23:19:11:599,2.30713E+14,1.856,2,3100,4.287,10.697,2.972,3.46,8.946,2.485,45,0,0.425,0.83,0.231,0.057,0.077,0.021,35,0,0.19,,0.387
23:19:11:708,2.30713E+14,1.965,6,2700,8.988,11.677,3.244,7.892,9.806,2.724,49,0,0.453,0.879,0.244,0.039,0.082,0.023,35,0,0.253,,0.86
23:19:11:816,2.30713E+14,2.074,8,2800,13.634,13.156,3.654,12.475,11.159,3.1,49,0,0.513,0.935,0.26,0.037,0.086,0.024,35,0,0.205,,1.353
23:19:11:926,2.30713E+14,2.184,5,3400,10.814,14.344,3.985,9.689,12.224,3.395,47,0,0.409,0.98,0.272,0.006,0.086,0.024,35,0,0,,1.065
23:19:12:036,2.30714E+14,2.294,3,2000,3.821,14.766,4.102,2.889,12.542,3.484,45,0,0.432,1.028,0.285,0.046,0.091,0.025,35,0,0.105,,0.318
23:19:12:144,2.30714E+14,2.402,5,3700,3.823,15.178,4.216,2.975,12.863,3.573,45,0,0.407,1.071,0.298,0.044,0.096,0.027,35,0,0.419,,0.321
23:19:12:254,2.30714E+14,2.512,1,2000,3.072,15.516,4.31,2.279,13.114,3.643,45,0,0.395,1.115,0.31,0.054,0.102,0.028,35,0,0.384,,0.251
23:19:12:362,2.30714E+14,2.619,2,3500,2.334,15.767,4.38,1.755,13.303,3.695,45,0,0.357,1.153,0.32,0.015,0.104,0.029,35,0,0.022,,0.189
23:19:12:472,2.30715E+14,2.73,1,2100,3.154,16.115,4.476,2.273,13.553,3.765,45,0,0.394,1.197,0.332,0.041,0.108,0.03,35,0,0.385,,0.25
23:19:12:583,2.30715E+14,2.841,4,3100,5.927,16.775,4.66,5.088,14.12,3.922,46,0,0.524,1.255,0.349,0.021,0.11,0.031,35,0,0.012,,0.567
23:19:12:694,2.30715E+14,2.952,0,2100,2.626,17.067,4.741,1.815,14.322,3.978,45,0,0.385,1.298,0.361,0.03,0.114,0.032,35,0,0.688,,0.202
23:19:12:801,2.30715E+14,3.059,2,3000,3.629,17.454,4.848,2.902,14.631,4.064,45,0,0.422,1.343,0.373,0.044,0.118,0.033,35,0,0.077,,0.309
23:19:12:909,2.30715E+14,3.167,1,1800,1.584,17.625,4.896,0.98,14.737,4.094,45,0,0.365,1.382,0.384,0.011,0.12,0.033,35,0,0,,0.106
23:19:13:017,2.30716E+14,3.275,3,2100,3.495,18.003,5.001,2.709,15.03,4.175,45,0,0.421,1.428,0.397,0.035,0.123,0.034,35,0,0.074,,0.293
23:19:13:130,2.30716E+14,3.388,2,4000,3.198,18.365,5.101,2.291,15.289,4.247,45,0,0.41,1.474,0.41,0.039,0.128,0.036,35,0,0.566,,0.259
23:19:13:236,2.30716E+14,3.494,3,2600,7.712,19.18,5.328,6.574,15.984,4.44,45,0,0.463,1.523,0.423,0.051,0.133,0.037,35,0,0.474,,0.695
23:19:13:348,2.30716E+14,3.606,4,2300,9.558,20.253,5.626,8.403,16.927,4.702,48,0,0.461,1.575,0.437,0.011,0.134,0.037,35,0,0,,0.943
23:19:13:460,2.30717E+14,3.717,10,2500,12.219,21.616,6.004,10.91,18.144,5.04,50,0,0.631,1.645,0.457,0.038,0.139,0.039,35,0,0.215,,1.217
23:19:13:569,2.30717E+14,3.827,7,2500,12.287,22.96,6.378,11.136,19.363,5.379,49,0,0.492,1.699,0.472,0.013,0.14,0.039,35,0,0,,1.219
23:19:13:676,2.30717E+14,3.933,3,2000,5.529,23.548,6.541,4.453,19.837,5.51,46,0,0.453,1.747,0.485,0.049,0.145,0.04,35,0,0.13,,0.474
23:19:13:783,2.30717E+14,4.041,1,2700,1.301,23.689,6.58,0.765,19.919,5.533,45,0,0.346,1.785,0.496,0.01,0.146,0.041,35,0,0,,0.082
23:19:13:892,2.30718E+14,4.149,4,2000,6.386,24.379,6.772,5.447,20.508,5.697,45,0,0.516,1.841,0.511,0.049,0.152,0.042,35,0,0.132,,0.589
23:19:14:001,2.30718E+14,4.258,1,4000,1.457,24.538,6.816,0.938,20.61,5.725,45,0,0.346,1.878,0.522,0.009,0.153,0.042,35,0,0,,0.102
23:19:14:110,2.30718E+14,4.368,2,2100,5.244,25.114,6.976,4.309,21.084,5.857,45,0,0.407,1.923,0.534,0.066,0.16,0.044,35,0,0.251,,0.474
23:19:14:220,2.30718E+14,4.478,1,4000,1.825,25.314,7.032,1.278,21.224,5.896,45,0,0.354,1.962,0.545,0.006,0.16,0.045,35,0,0,,0.14
23:19:14:333,2.30719E+14,4.591,2,2900,4.389,25.81,7.169,3.584,21.629,6.008,48,0,0.389,2.006,0.557,0.048,0.166,0.046,35,0,0.21,,0.405
23:19:14:445,2.30719E+14,4.703,7,2200,13.542,27.326,7.591,12.379,23.015,6.393,51,0,0.418,2.052,0.57,0.013,0.167,0.046,35,0,0.016,,1.386
23:19:14:548,2.30719E+14,4.806,8,3000,13.33,28.701,7.973,12.143,24.267,6.741,51,0,0.471,2.101,0.584,0.034,0.171,0.047,35,0,0.398,,1.252
23:19:14:662,2.30719E+14,4.919,2,4000,3.668,29.118,8.088,2.883,24.595,6.832,46,0,0.383,2.144,0.596,0.024,0.174,0.048,35,0,0.072,,0.328
23:19:14:770,2.3072E+14,5.028,0,1400,1.65,29.297,8.138,0.851,24.688,6.858,45,0,0.358,2.183,0.606,0.032,0.177,0.049,35,0,0.261,,0.093
23:19:14:881,2.3072E+14,5.138,2,4000,2.979,29.626,8.229,2.323,24.944,6.929,45,0,0.37,2.224,0.618,0.032,0.181,0.05,35,0,0.1,,0.256
23:19:14:985,2.3072E+14,5.243,1,2000,1.942,29.828,8.286,1.257,25.075,6.965,45,0,0.364,2.262,0.628,0.02,0.183,0.051,35,0,0.277,,0.131
23:19:15:096,2.3072E+14,5.353,6,3100,6.479,30.547,8.485,5.577,25.693,7.137,45,0,0.539,2.322,0.645,0.067,0.19,0.053,35,0,0.378,,0.618
