System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:12:17:506,2.29798E+14,0.111,2,3700,4.316,0.478,0.133,3.362,0.372,0.103,48,0,0.42,0.047,0.013,0.05,0.005,0.002,35,0,0.322,,0.372
23:12:17:610,2.29799E+14,0.216,1,2000,1.938,0.681,0.189,1.163,0.494,0.137,49,0,0.381,0.087,0.024,0.034,0.009,0.003,35,0,0.152,,0.122
23:12:17:719,2.29799E+14,0.324,5,3600,7.072,1.448,0.402,5.985,1.143,0.318,49,0,0.588,0.15,0.042,0.05,0.014,0.004,35,0,0.182,,0.649
23:12:17:829,2.29799E+14,0.433,2,2100,3.754,1.858,0.516,2.713,1.439,0.4,50,0,0.482,0.203,0.056,0.072,0.022,0.006,35,0,0.371,,0.296
23:12:17:939,2.29799E+14,0.544,11,2800,13.472,3.351,0.931,12.192,2.791,0.775,54,0,0.678,0.278,0.077,0.06,0.029,0.008,35,0,0.656,,1.352
23:12:18:052,2.29799E+14,0.657,7,2500,13.875,4.914,1.365,12.624,4.213,1.17,55,0,0.455,0.329,0.091,0.031,0.032,0.009,35,0,0.252,,1.422
23:12:18:158,2.298E+14,0.763,8,3500,9.413,5.912,1.642,8.183,5.08,1.411,49,0,0.602,0.393,0.109,0.062,0.039,0.011,35,0,1.106,,0.867
23:12:18:269,2.298E+14,0.874,2,2900,7.19,6.71,1.864,5.98,5.744,1.596,50,0,0.471,0.445,0.124,0.041,0.043,0.012,35,0,0.357,,0.664
23:12:18:378,2.298E+14,0.983,4,3100,8.841,7.675,2.132,7.511,6.564,1.823,50,0,0.523,0.503,0.14,0.065,0.051,0.014,35,0,0.381,,0.82
23:12:18:486,2.298E+14,1.092,2,2400,7.969,8.541,2.372,6.76,7.298,2.027,51,0,0.46,0.553,0.154,0.052,0.056,0.016,35,950,0.2,,0.734
23:12:18:594,2.29801E+14,1.199,3,3700,8.623,9.471,2.631,7.334,8.089,2.247,50,0,0.517,0.608,0.169,0.06,0.063,0.017,35,0,0.465,,0.791
23:12:18:705,2.29801E+14,1.31,1,4000,2.995,9.801,2.722,2.025,8.313,2.309,49,0,0.399,0.652,0.181,0.048,0.068,0.019,35,0,0.167,,0.224
23:12:18:816,2.29801E+14,1.421,1,2100,3.277,10.166,2.824,2.475,8.588,2.386,49,0,0.39,0.696,0.193,0.061,0.075,0.021,35,0,0.259,,0.275
23:12:18:929,2.29801E+14,1.534,12,2300,13.073,11.64,3.233,11.887,9.928,2.758,53,0,0.625,0.766,0.213,0.046,0.08,0.022,35,0,0.442,,1.34
23:12:19:033,2.29802E+14,1.637,4,3000,6.838,12.347,3.43,5.644,10.512,2.92,49,0,0.556,0.824,0.229,0.076,0.088,0.024,35,0,0.965,,0.584
23:12:19:145,2.29802E+14,1.749,5,4000,6.899,13.121,3.645,5.784,11.161,3.1,49,0,0.472,0.877,0.244,0.115,0.101,0.028,35,0,0.709,,0.649
23:12:19:254,2.29802E+14,1.858,1,1800,3.135,13.463,3.74,2.291,11.411,3.17,49,0,0.399,0.92,0.256,0.046,0.106,0.029,35,0,0.536,,0.25
23:12:19:366,2.29802E+14,1.97,2,4000,3.199,13.821,3.839,2.463,11.686,3.246,49,0,0.38,0.963,0.267,0.036,0.11,0.03,35,0,0.117,,0.275
23:12:19:469,2.29803E+14,2.074,5,2600,3.82,14.217,3.949,3.082,12.006,3.335,52,0,0.428,1.007,0.28,0.029,0.113,0.031,35,0,0.209,,0.32
23:12:19:582,2.29803E+14,2.187,4,3500,7.465,15.059,4.183,6.246,12.71,3.531,49,0,0.495,1.063,0.295,0.086,0.122,0.034,35,0,0.798,,0.704
23:12:19:690,2.29803E+14,2.295,5,2600,5.808,15.685,4.357,4.865,13.235,3.676,50,0,0.419,1.108,0.308,0.036,0.126,0.035,35,0,0.226,,0.525
23:12:19:800,2.29803E+14,2.404,14,2300,11.613,16.96,4.711,10.347,14.371,3.992,51,0,0.613,1.175,0.326,0.028,0.129,0.036,35,0,0.329,,1.136
23:12:19:907,2.29804E+14,2.511,70,2300,13.644,18.418,5.116,12.085,15.663,4.351,51,0,0.875,1.269,0.352,0.251,0.156,0.043,35,0,7.404,,1.292
23:12:20:019,2.29804E+14,2.624,7,2800,8.12,19.334,5.371,6.693,16.418,4.56,49,0,0.637,1.341,0.372,0.328,0.193,0.054,35,550,8.389,,0.755
23:12:20:127,2.29804E+14,2.731,5,2500,6.773,20.06,5.572,5.353,16.991,4.72,50,0,0.569,1.402,0.389,0.376,0.233,0.065,35,0,5.698,,0.573
23:12:20:236,2.29804E+14,2.841,2,2600,5.351,20.646,5.735,4.261,17.458,4.849,49,0,0.469,1.453,0.404,0.118,0.246,0.068,35,0,1.459,,0.467
23:12:20:349,2.29805E+14,2.954,3,3500,5.55,21.272,5.909,4.462,17.961,4.989,54,0,0.477,1.507,0.419,0.059,0.253,0.07,35,0,0.107,,0.503
23:12:20:459,2.29805E+14,3.063,11,2500,13.586,22.763,6.323,12.337,19.315,5.365,53,0,0.679,1.581,0.439,0.077,0.261,0.073,35,0,0.631,,1.354
23:12:20:563,2.29805E+14,3.167,8,2300,13.265,24.143,6.706,12.055,20.569,5.714,55,0,0.504,1.634,0.454,0.034,0.265,0.074,35,0,0.143,,1.254
23:12:20:672,2.29805E+14,3.277,6,3500,10.344,25.278,7.022,9.08,21.565,5.99,50,0,0.489,1.687,0.469,0.064,0.272,0.076,35,0,0.248,,0.996
23:12:20:782,2.29806E+14,3.387,13,2500,9.189,26.29,7.303,7.885,22.433,6.232,52,0,0.623,1.756,0.488,0.115,0.285,0.079,35,0,4.152,,0.868
23:12:20:893,2.29806E+14,3.498,3,3700,5.311,26.878,7.466,4.11,22.889,6.358,49,0,0.536,1.815,0.504,0.217,0.309,0.086,35,0,3.707,,0.456
