System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
10:42:07:035,2.42293E+14,0.106,2,3700,3.667,0.388,0.108,2.583,0.273,0.076,46,0,0.424,0.045,0.012,0.043,0.005,0.001,35,0,0.208,,0.273
10:42:07:145,2.42293E+14,0.215,3,3400,6.531,1.104,0.307,5.415,0.867,0.241,46,0,0.553,0.106,0.029,0.089,0.014,0.004,35,0,0.46,,0.594
10:42:07:253,2.42293E+14,0.323,4,3000,5.955,1.747,0.485,4.629,1.367,0.38,49,0,0.486,0.158,0.044,0.256,0.042,0.012,35,800,0.831,,0.5
10:42:07:368,2.42293E+14,0.439,6,3900,5,2.326,0.646,3.927,1.822,0.506,52,0,0.427,0.207,0.058,0.228,0.068,0.019,35,0,0.763,,0.455
10:42:07:469,2.42294E+14,0.541,7,2500,10.955,3.437,0.955,9.659,2.801,0.778,50,0,0.558,0.264,0.073,0.048,0.073,0.02,35,0,0.442,,0.979
10:42:07:581,2.42294E+14,0.652,8,2800,12.968,4.886,1.357,11.681,4.106,1.141,50,0,0.519,0.322,0.089,0.189,0.094,0.026,35,0,0.841,,1.305
10:42:07:690,2.42294E+14,0.761,12,2300,14.323,6.437,1.788,12.954,5.509,1.53,51,0,0.719,0.4,0.111,0.03,0.098,0.027,35,0,0.242,,1.403
10:42:07:802,2.42294E+14,0.873,2,2500,3.929,6.876,1.91,2.716,5.813,1.615,46,0,0.415,0.446,0.124,0.238,0.124,0.035,35,0,0.58,,0.304
10:42:07:918,2.42295E+14,0.99,4,2200,4.235,7.372,2.048,3.449,6.216,1.727,47,0,0.427,0.496,0.138,0.038,0.129,0.036,35,0,0.221,,0.403
10:42:08:021,2.42295E+14,1.092,2,2100,4.557,7.837,2.177,3.425,6.566,1.824,46,0,0.462,0.543,0.151,0.149,0.144,0.04,35,0,1.918,,0.35
