System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
12:25:58:475,1.4685E+14,0.107,7,2100,13.45,1.441,0.4,12.213,1.308,0.363,54,0,0.483,0.052,0.014,0.051,0.005,0.002,35,0,0.463,,1.308
12:25:58:584,1.4685E+14,0.217,7,2200,10.829,2.626,0.729,9.556,2.354,0.654,53,0,0.527,0.109,0.03,0.057,0.012,0.003,35,0,0.888,,1.046
12:25:58:694,1.4685E+14,0.327,2,2500,4.887,3.164,0.879,3.904,2.784,0.773,49,0,0.479,0.162,0.045,0.117,0.025,0.007,35,0,0.997,,0.43
12:25:58:803,1.46851E+14,0.436,3,3100,6.118,3.83,1.064,4.954,3.323,0.923,49,0,0.488,0.215,0.06,0.101,0.036,0.01,35,0,0.519,,0.539
12:25:58:912,1.46851E+14,0.545,1,2700,3.729,4.238,1.177,2.746,3.623,1.007,49,0,0.413,0.26,0.072,0.065,0.043,0.012,35,0,0.162,,0.3
12:25:59:022,1.46851E+14,0.655,6,2600,7.69,5.084,1.412,6.615,4.352,1.209,49,0,0.524,0.318,0.088,0.054,0.049,0.014,35,0,0.368,,0.729
12:25:59:131,1.46851E+14,0.764,1,2800,3.495,5.464,1.518,2.5,4.623,1.284,48,0,0.395,0.361,0.1,0.061,0.055,0.015,35,0,0.132,,0.271
12:25:59:240,1.46851E+14,0.873,4,3900,6.378,6.161,1.711,5.452,5.219,1.45,49,0,0.545,0.421,0.117,0.091,0.065,0.018,35,850,0.371,,0.596
12:25:59:350,1.46852E+14,0.982,2,2500,4.817,6.688,1.858,3.811,5.636,1.566,48,0,0.49,0.474,0.132,0.061,0.072,0.02,35,0,0.535,,0.417
12:25:59:459,1.46852E+14,1.092,2,2900,4.29,7.156,1.988,3.543,6.023,1.673,49,0,0.422,0.52,0.145,0.083,0.081,0.023,35,0,0.187,,0.387
12:25:59:584,1.46852E+14,1.222,21,2800,3.438,7.604,2.112,2.768,6.384,1.773,50,0,0.42,0.575,0.16,0.035,0.086,0.024,35,0,0.901,,0.361
12:25:59:678,1.46852E+14,1.31,6,3000,7.7,8.287,2.302,6.502,6.96,1.933,49,0,0.609,0.629,0.175,0.183,0.102,0.028,35,0,3.742,,0.576
12:25:59:787,1.46853E+14,1.42,1,1800,2.731,8.585,2.385,1.902,7.168,1.991,48,0,0.405,0.673,0.187,0.065,0.109,0.03,35,0,0.298,,0.208
12:25:59:897,1.46853E+14,1.529,3,2200,5.34,9.169,2.547,4.348,7.643,2.123,49,0,0.469,0.724,0.201,0.087,0.118,0.033,35,0,0.419,,0.475
12:26:00:006,1.46853E+14,1.638,11,2100,12.096,10.491,2.914,10.583,8.8,2.444,54,0,0.548,0.784,0.218,0.361,0.158,0.044,35,0,1.568,,1.157
12:26:00:115,1.46853E+14,1.747,10,2800,13.356,11.95,3.32,11.943,10.105,2.807,54,0,0.691,0.86,0.239,0.187,0.178,0.05,35,0,1.283,,1.305
12:26:00:224,1.46854E+14,1.857,8,2800,13.202,13.398,3.722,11.722,11.39,3.164,55,0,0.532,0.918,0.255,0.23,0.203,0.057,35,0,1.172,,1.285
12:26:00:334,1.46854E+14,1.967,2,3500,4.564,13.897,3.86,3.628,11.787,3.274,49,0,0.443,0.967,0.269,0.069,0.211,0.059,35,0,0.346,,0.397
12:26:00:443,1.46854E+14,2.076,1,2200,3.181,14.245,3.957,2.281,12.037,3.343,49,0,0.413,1.012,0.281,0.11,0.223,0.062,35,0,0.505,,0.25
12:26:00:553,1.46854E+14,2.197,7,4000,7.294,15.128,4.202,6.385,12.81,3.558,60,0,0.549,1.078,0.3,0.096,0.235,0.065,35,0,0.925,,0.773
12:26:00:662,1.46855E+14,2.294,0,2100,2.686,15.39,4.275,1.772,12.982,3.606,48,0,0.412,1.118,0.311,0.085,0.243,0.067,35,0,0.568,,0.172
12:26:00:771,1.46855E+14,2.404,4,2200,6.251,16.075,4.465,5.193,13.551,3.764,48,0,0.513,1.175,0.326,0.05,0.248,0.069,35,0,0.268,,0.569
12:26:00:880,1.46855E+14,2.513,0,1800,1.523,16.241,4.511,0.797,13.638,3.788,47,0,0.365,1.214,0.337,0.042,0.253,0.07,35,0,0.195,,0.087
12:26:00:990,1.46855E+14,2.623,6,2600,8.664,17.191,4.775,7.738,14.487,4.024,53,0,0.464,1.265,0.351,0.028,0.256,0.071,35,0,0.252,,0.849
12:26:01:099,1.46856E+14,2.731,6,2400,13.566,18.669,5.186,12.401,15.838,4.399,56,0,0.376,1.306,0.363,0.008,0.257,0.071,35,0,0,,1.351
12:26:01:209,1.46856E+14,2.841,4,2300,7.895,19.534,5.426,6.895,16.593,4.609,49,0,0.449,1.355,0.377,0.072,0.265,0.074,35,0,0.161,,0.755
12:26:01:318,1.46856E+14,2.95,0,1600,1.231,19.668,5.463,0.652,16.665,4.629,47,0,0.333,1.392,0.387,0.022,0.267,0.074,35,0,0.811,,0.072
12:26:01:427,1.46856E+14,3.06,2,4000,2.942,19.991,5.553,2.271,16.914,4.698,48,0,0.397,1.435,0.399,0.066,0.274,0.076,35,0,0.147,,0.249
12:26:01:537,1.46857E+14,3.169,0,1200,1.133,20.115,5.587,0.648,16.984,4.718,47,0,0.326,1.471,0.409,0.02,0.277,0.077,35,0,0.016,,0.07
12:26:01:646,1.46857E+14,3.279,6,3600,6.496,20.827,5.785,5.396,17.576,4.882,51,0,0.498,1.525,0.424,0.099,0.287,0.08,35,0,0.996,,0.592
12:26:01:755,1.46857E+14,3.388,1,2100,1.824,21.026,5.841,1.088,17.695,4.915,48,0,0.357,1.565,0.435,0.039,0.292,0.081,35,0,0.367,,0.119
12:26:01:865,1.46857E+14,3.497,3,2900,3.535,21.413,5.948,2.821,18.004,5.001,48,0,0.427,1.611,0.448,0.059,0.298,0.083,35,0,0.229,,0.309
12:26:01:974,1.46858E+14,3.607,2,2000,4.182,21.869,6.075,3.175,18.35,5.097,48,0,0.416,1.657,0.46,0.086,0.308,0.085,35,0,0.56,,0.346
12:26:02:084,1.46858E+14,3.716,6,3900,5.978,22.525,6.257,5.098,18.909,5.253,48,0,0.571,1.719,0.478,0.077,0.316,0.088,35,0,0.391,,0.559
12:26:02:193,1.46858E+14,3.825,1,2700,2.007,22.744,6.318,1.171,19.037,5.288,47,0,0.385,1.761,0.489,0.066,0.323,0.09,35,0,0.288,,0.128
12:26:02:302,1.46858E+14,3.935,3,2200,3.771,23.156,6.432,2.887,19.353,5.376,47,0,0.447,1.81,0.503,0.063,0.33,0.092,35,0,0.23,,0.316
12:26:02:412,1.46858E+14,4.044,0,3100,2.916,23.475,6.521,2.144,19.587,5.441,47,0,0.371,1.851,0.514,0.016,0.332,0.092,35,0,0,,0.234
12:26:02:521,1.46859E+14,4.153,2,2600,4.685,23.987,6.663,3.821,20.005,5.557,47,0,0.417,1.896,0.527,0.052,0.338,0.094,35,0,0.183,,0.418
12:26:02:630,1.46859E+14,4.262,8,2300,12.378,25.336,7.038,11.297,21.235,5.899,54,0,0.474,1.948,0.541,0.035,0.341,0.095,35,0,0.772,,1.23
12:26:02:739,1.46859E+14,4.372,9,2100,13.385,26.8,7.444,12.068,22.555,6.265,55,0,0.533,2.006,0.557,0.046,0.346,0.096,35,0,0.464,,1.32
12:26:02:849,1.46859E+14,4.482,6,2800,11.814,28.098,7.805,10.696,23.73,6.592,50,0,0.464,2.057,0.572,0.03,0.35,0.097,35,0,0.266,,1.175
12:26:02:958,1.4686E+14,4.591,2,2300,4.635,28.603,7.945,3.719,24.136,6.705,49,0,0.428,2.104,0.584,0.056,0.356,0.099,35,0,0.148,,0.406
12:26:03:067,1.4686E+14,4.7,1,2000,2.264,28.851,8.014,1.336,24.282,6.745,48,0,0.366,2.144,0.596,0.032,0.359,0.1,35,0,0.071,,0.146
