System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:23:28:160,1.48638E+14,0.11,4,4000,7.003,0.772,0.214,5.883,0.648,0.18,44,0,0.519,0.057,0.016,0.058,0.006,0.002,35,0,0.389,,0.648
14:23:28:268,1.48638E+14,0.218,8,2100,13.147,2.192,0.609,11.925,1.937,0.538,48,0,0.558,0.117,0.033,0.037,0.01,0.003,35,0,0.298,,1.289
14:23:28:380,1.48638E+14,0.33,13,2800,13.048,3.645,1.012,11.817,3.252,0.903,50,0,0.61,0.185,0.051,0.066,0.018,0.005,35,0,0.887,,1.315
14:23:28:487,1.48638E+14,0.437,5,3500,10.203,4.743,1.317,9.027,4.224,1.173,45,0,0.446,0.233,0.065,0.021,0.02,0.006,35,0,0.324,,0.972
14:23:28:600,1.48638E+14,0.55,2,2000,4.134,5.209,1.447,3.165,4.58,1.272,44,0,0.436,0.283,0.078,0.047,0.025,0.007,35,0,0.322,,0.356
14:23:28:705,1.48639E+14,0.655,8,2400,5.848,5.824,1.618,4.875,5.093,1.415,47,0,0.379,0.322,0.09,0.01,0.026,0.007,35,0,0,,0.513
14:23:28:813,1.48639E+14,0.763,18,2500,9.879,6.888,1.913,8.798,6.041,1.678,49,0,0.4,0.366,0.102,0.022,0.029,0.008,35,0,0.166,,0.948
14:23:28:926,1.48639E+14,0.876,7,2300,4.813,7.431,2.064,3.952,6.486,1.802,46,0,0.417,0.413,0.115,0.007,0.03,0.008,35,0,0.021,,0.445
14:23:29:033,1.48639E+14,0.983,22,2300,11.28,8.644,2.401,9.932,7.555,2.099,48,0,0.589,0.476,0.132,0.095,0.04,0.011,35,0,2.881,,1.069
14:23:29:144,1.4864E+14,1.094,10,3900,8.42,9.578,2.66,7.251,8.359,2.322,45,0,0.438,0.524,0.146,0.064,0.047,0.013,35,0,0.325,,0.804
