System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:33:43:415,1.49996E+14,0.11,8,2200,4.97,0.546,0.152,3.87,0.425,0.118,50,0,0.39,0.043,0.012,0.052,0.006,0.002,35,0,0.421,,0.425
14:33:43:524,1.49996E+14,0.219,6,2100,6.95,1.307,0.363,5.822,1.062,0.295,47,0,0.643,0.113,0.031,0.078,0.014,0.004,35,0,0.781,,0.637
14:33:43:634,1.49996E+14,0.329,2,2100,2.717,1.604,0.445,2.014,1.282,0.356,47,0,0.384,0.155,0.043,0.022,0.017,0.005,35,0,0.237,,0.22
14:33:43:743,1.49997E+14,0.438,5,2600,6.894,2.359,0.655,5.897,1.929,0.536,46,0,0.496,0.21,0.058,0.066,0.024,0.007,35,0,0.229,,0.647
14:33:43:852,1.49997E+14,0.547,1,2000,2.017,2.579,0.716,1.22,2.062,0.573,46,0,0.348,0.247,0.069,0.022,0.026,0.007,35,0,0.488,,0.133
14:33:43:961,1.49997E+14,0.657,5,2400,6.618,3.305,0.918,5.69,2.686,0.746,50,0,0.484,0.301,0.083,0.066,0.033,0.009,35,0,0.163,,0.624
14:33:44:071,1.49997E+14,0.766,7,2200,13.988,4.828,1.341,12.786,4.078,1.133,53,0,0.432,0.348,0.097,0.028,0.036,0.01,35,0,0.27,,1.392
14:33:44:180,1.49998E+14,0.875,10,2100,13.881,6.346,1.763,12.695,5.466,1.518,52,0,0.563,0.409,0.114,0.04,0.041,0.011,35,0,0.161,,1.388
14:33:44:290,1.49998E+14,0.985,4,2500,8.898,7.324,2.034,7.901,6.335,1.76,48,0,0.373,0.45,0.125,0.01,0.042,0.012,35,0,0,,0.869
14:33:44:399,1.49998E+14,1.106,8,4000,5.19,7.951,2.209,4.276,6.851,1.903,60,0,0.408,0.5,0.139,0.053,0.048,0.013,35,0,0.255,,0.516
14:33:44:508,1.49998E+14,1.203,1,1800,2.247,8.17,2.269,1.485,6.996,1.943,46,0,0.358,0.534,0.148,0.038,0.052,0.014,35,0,1.256,,0.145
14:33:44:618,1.49999E+14,1.313,2,2000,3.403,8.543,2.373,2.605,7.281,2.023,46,0,0.402,0.578,0.161,0.054,0.058,0.016,35,0,0.328,,0.285
14:33:44:727,1.49999E+14,1.422,0,1400,0.839,8.634,2.398,0.484,7.334,2.037,46,0,0.319,0.613,0.17,0.01,0.059,0.016,35,0,0,,0.053
