System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
12:20:53:156,1.46176E+14,0.125,7,2300,13.392,1.677,0.466,12.198,1.528,0.424,49,0,0.452,0.057,0.016,0.035,0.004,0.001,35,0,0.81,,1.528
12:20:53:266,1.46176E+14,0.235,10,2100,13.166,3.12,0.867,12.021,2.845,0.79,50,0,0.533,0.115,0.032,0.043,0.009,0.003,35,0,0.364,,1.317
12:20:53:360,1.46176E+14,0.329,5,2100,10.215,4.079,1.133,8.963,3.686,1.024,45,0,0.47,0.159,0.044,0.023,0.011,0.003,35,0,0.455,,0.841
12:20:53:485,1.46176E+14,0.454,5,2400,7.237,4.983,1.384,6.156,4.456,1.238,45,0,0.562,0.229,0.064,0.057,0.018,0.005,35,0,0.191,,0.77
12:20:53:594,1.46177E+14,0.563,3,3100,5.433,5.578,1.549,4.365,4.933,1.37,45,0,0.457,0.279,0.078,0.085,0.028,0.008,35,0,0.844,,0.477
12:20:53:719,1.46177E+14,0.688,2,2300,4.305,6.116,1.699,3.403,5.358,1.488,44,0,0.422,0.332,0.092,0.054,0.034,0.01,35,0,0.198,,0.425
12:20:53:828,1.46177E+14,0.798,0,2700,2.888,6.432,1.787,2.183,5.598,1.555,44,0,0.368,0.372,0.103,0.008,0.035,0.01,35,0,0,,0.24
12:20:53:953,1.46177E+14,0.922,4,3100,5.608,7.133,1.981,4.627,6.176,1.715,44,0,0.438,0.427,0.119,0.055,0.042,0.012,35,0,0.084,,0.578
12:20:54:063,1.46178E+14,1.032,1,2100,4.229,7.595,2.11,3.314,6.538,1.816,44,0,0.394,0.47,0.131,0.068,0.05,0.014,35,0,0,,0.362
12:20:54:172,1.46178E+14,1.142,3,2600,4.606,8.101,2.25,3.641,6.938,1.927,44,0,0.462,0.521,0.145,0.073,0.058,0.016,35,0,0.172,,0.4
12:20:54:297,1.46178E+14,1.266,1,1800,2.295,8.387,2.33,1.657,7.144,1.984,43,0,0.355,0.565,0.157,0.007,0.059,0.016,35,0,0,,0.206
12:20:54:391,1.46178E+14,1.36,2,3100,3.478,8.713,2.42,2.566,7.385,2.051,43,0,0.412,0.604,0.168,0.075,0.066,0.018,35,0,0.106,,0.241
12:20:54:516,1.46179E+14,1.485,1,1200,1.037,8.843,2.456,0.607,7.461,2.072,43,0,0.338,0.646,0.179,0.007,0.066,0.018,35,0,0,,0.076
12:20:54:625,1.46179E+14,1.595,14,3500,8.822,9.813,2.726,7.683,8.306,2.307,45,0,0.562,0.708,0.197,0.181,0.086,0.024,35,0,1.761,,0.845
12:20:54:734,1.46179E+14,1.703,3,2200,4.974,10.352,2.876,3.863,8.724,2.423,49,0,0.475,0.759,0.211,0.098,0.097,0.027,35,0,0.328,,0.418
12:20:54:844,1.46179E+14,1.812,9,2200,14.212,11.904,3.307,13.005,10.145,2.818,50,0,0.543,0.819,0.227,0.039,0.101,0.028,35,0,0.544,,1.421
12:20:54:953,1.4618E+14,1.922,8,2600,13.253,13.356,3.71,12.116,11.472,3.187,48,0,0.478,0.871,0.242,0.047,0.106,0.03,35,0,0.19,,1.327
12:20:55:063,1.4618E+14,2.032,9,2900,12.114,14.69,4.081,10.815,12.663,3.518,45,0,0.595,0.936,0.26,0.076,0.115,0.032,35,0,0.849,,1.191
12:20:55:172,1.4618E+14,2.141,2,3900,3.718,15.095,4.193,2.835,12.972,3.603,44,0,0.458,0.986,0.274,0.113,0.127,0.035,35,0,0.377,,0.309
12:20:55:281,1.4618E+14,2.25,2,2500,3.978,15.531,4.314,3.162,13.318,3.699,44,0,0.44,1.034,0.287,0.099,0.138,0.038,35,0,0.402,,0.346
12:20:55:390,1.46181E+14,2.359,2,2300,2.573,15.811,4.392,1.682,13.501,3.75,44,0,0.414,1.08,0.3,0.059,0.144,0.04,35,0,0.373,,0.183
12:20:55:500,1.46181E+14,2.468,1,2000,3.348,16.176,4.493,2.589,13.784,3.829,44,0,0.417,1.125,0.312,0.069,0.152,0.042,35,1100,0.331,,0.283
12:20:55:609,1.46181E+14,2.579,5,3100,3.811,16.596,4.61,2.955,14.109,3.919,43,0,0.424,1.172,0.325,0.073,0.16,0.044,35,0,0.582,,0.325
12:20:55:719,1.46181E+14,2.687,1,2300,4.257,17.059,4.739,3.281,14.466,4.018,43,0,0.424,1.218,0.338,0.088,0.169,0.047,35,0,0.492,,0.357
12:20:55:828,1.46182E+14,2.797,6,2300,9.064,18.048,5.013,8.027,15.342,4.262,49,0,0.463,1.268,0.352,0.043,0.174,0.048,35,0,0.147,,0.876
12:20:55:937,1.46182E+14,2.906,9,3000,13.38,19.516,5.421,12.093,16.668,4.63,48,0,0.539,1.327,0.369,0.044,0.179,0.05,35,0,0.281,,1.326
12:20:56:046,1.46182E+14,3.015,8,2100,13.343,20.971,5.825,12.139,17.992,4.998,50,0,0.462,1.378,0.383,0.045,0.184,0.051,35,0,0.44,,1.324
12:20:56:156,1.46182E+14,3.125,2,2100,4.213,21.432,5.953,3.304,18.354,5.098,44,0,0.46,1.428,0.397,0.067,0.191,0.053,35,0,0.355,,0.362
12:20:56:265,1.46183E+14,3.234,2,2400,1.24,21.568,5.991,0.72,18.433,5.12,43,0,0.359,1.467,0.408,0.009,0.192,0.053,35,0,0,,0.079
12:20:56:375,1.46183E+14,3.343,3,1800,5.15,22.132,6.148,4.208,18.894,5.248,44,0,0.489,1.521,0.422,0.057,0.198,0.055,35,0,0.11,,0.461
12:20:56:484,1.46183E+14,3.453,2,2300,0.788,22.218,6.172,0.403,18.938,5.26,43,0,0.326,1.557,0.432,0.009,0.199,0.055,35,0,0,,0.044
12:20:56:593,1.46183E+14,3.563,5,2900,6.188,22.896,6.36,5.307,19.519,5.422,44,0,0.471,1.608,0.447,0.11,0.211,0.059,35,0,0.677,,0.581
12:20:56:703,1.46183E+14,3.671,2,2700,1.689,23.08,6.411,0.962,19.624,5.451,43,0,0.379,1.65,0.458,0.031,0.215,0.06,35,0,0.127,,0.105
12:20:56:812,1.46184E+14,3.781,2,2100,4.339,23.556,6.543,3.483,20.006,5.557,43,0,0.419,1.696,0.471,0.074,0.223,0.062,35,0,0.739,,0.382
12:20:56:921,1.46184E+14,3.89,1,4100,0.928,23.658,6.572,0.478,20.058,5.572,43,0,0.345,1.733,0.481,0.016,0.225,0.062,35,0,0.025,,0.052
12:20:57:031,1.46184E+14,4,1,1600,2.747,23.957,6.655,2.136,20.292,5.637,43,0,0.372,1.774,0.493,0.046,0.23,0.064,35,0,0.628,,0.234
12:20:57:140,1.46184E+14,4.109,1,3700,1.373,24.108,6.697,0.913,20.392,5.664,44,0,0.351,1.812,0.503,0.008,0.231,0.064,35,0,0,,0.1
12:20:57:249,1.46185E+14,4.218,2,2000,3.899,24.533,6.815,3.085,20.728,5.758,43,0,0.419,1.858,0.516,0.059,0.237,0.066,35,0,0.198,,0.336
12:20:57:359,1.46185E+14,4.328,1,3100,2.025,24.755,6.876,1.368,20.878,5.8,43,0,0.358,1.897,0.527,0.032,0.241,0.067,35,0,0,,0.15
12:20:57:468,1.46185E+14,4.437,5,2300,7.705,25.594,7.109,6.528,21.589,5.997,47,0,0.529,1.955,0.543,0.058,0.247,0.069,35,0,0.13,,0.711
12:20:57:577,1.46185E+14,4.553,26,2200,13.616,27.174,7.548,12.361,23.023,6.395,47,0,0.581,2.022,0.562,0.048,0.253,0.07,35,0,0.433,,1.434
12:20:57:687,1.46186E+14,4.656,12,2300,14.339,28.651,7.959,13.025,24.365,6.768,50,0,0.748,2.099,0.583,0.069,0.26,0.072,35,0,1.083,,1.342
12:20:57:796,1.46186E+14,4.766,5,2800,9.225,29.665,8.24,8.28,25.275,7.021,45,0,0.419,2.146,0.596,0.032,0.263,0.073,35,0,0.107,,0.91
12:20:57:906,1.46186E+14,4.875,2,2800,4.667,30.173,8.381,3.592,25.666,7.129,44,0,0.458,2.195,0.61,0.074,0.271,0.075,35,0,0.256,,0.391
