System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:43:48:397,1.51332E+14,0.101,9,2300,12.356,1.244,0.345,11.129,1.12,0.311,50,0,0.55,0.055,0.015,0.071,0.007,0.002,35,0,0.455,,1.12
14:43:48:506,1.51332E+14,0.21,9,2100,13.493,2.718,0.755,12.289,2.463,0.684,50,0,0.514,0.112,0.031,0.052,0.013,0.004,35,0,0.795,,1.343
14:43:48:616,1.51332E+14,0.32,7,3000,9.69,3.782,1.051,8.439,3.39,0.942,45,0,0.572,0.174,0.048,0.057,0.019,0.005,35,0,0.686,,0.927
14:43:48:725,1.51333E+14,0.429,3,2900,6.956,4.545,1.262,5.427,3.984,1.107,45,0,0.468,0.226,0.063,0.49,0.073,0.02,35,0,1.009,,0.594
14:43:48:834,1.51333E+14,0.538,3,2400,5.901,5.188,1.441,4.872,4.516,1.254,44,0,0.452,0.275,0.076,0.06,0.079,0.022,35,0,0.398,,0.532
14:43:48:944,1.51333E+14,0.648,1,2400,3.963,5.622,1.562,3.236,4.87,1.353,44,0,0.402,0.319,0.089,0.021,0.082,0.023,35,0,0.022,,0.354
14:43:49:053,1.51333E+14,0.757,3,3300,6.828,6.368,1.769,5.315,5.45,1.514,44,0,0.476,0.371,0.103,0.515,0.138,0.038,35,700,1.383,,0.58
14:43:49:162,1.51333E+14,0.867,1,2900,3.704,6.775,1.882,2.802,5.758,1.6,44,0,0.415,0.417,0.116,0.076,0.146,0.041,35,0,0.34,,0.308
14:43:49:272,1.51334E+14,0.976,3,2400,5.358,7.358,2.044,4.273,6.224,1.729,44,0,0.476,0.468,0.13,0.08,0.155,0.043,35,0,0.327,,0.466
14:43:49:381,1.51334E+14,1.085,0,2700,3.332,7.722,2.145,2.438,6.49,1.803,44,0,0.394,0.511,0.142,0.047,0.16,0.044,35,0,0.137,,0.266
