System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:54:28:815,1.52746E+14,0.1,7,2500,13.923,1.388,0.385,12.707,1.266,0.352,57,0,0.477,0.048,0.013,0.026,0.003,0.001,35,0,0.477,,1.266
14:54:28:925,1.52746E+14,0.209,16,2200,13.742,2.889,0.802,12.419,2.623,0.729,54,0,0.828,0.138,0.038,0.046,0.008,0.002,35,0,0.438,,1.357
14:54:29:034,1.52746E+14,0.318,12,2100,12.817,4.291,1.192,11.454,3.876,1.077,55,0,0.56,0.199,0.055,0.018,0.01,0.003,35,0,0.171,,1.253
14:54:29:143,1.52747E+14,0.428,11,2500,12.914,5.704,1.585,11.674,5.154,1.432,55,0,0.619,0.267,0.074,0.052,0.015,0.004,35,0,0.33,,1.278
14:54:29:253,1.52747E+14,0.537,9,2300,12.914,7.118,1.977,11.559,6.42,1.783,55,0,0.551,0.327,0.091,0.074,0.023,0.007,35,0,0.409,,1.266
14:54:29:362,1.52747E+14,0.646,11,2600,12.769,8.512,2.364,11.473,7.672,2.131,55,0,0.638,0.397,0.11,0.081,0.032,0.009,35,0,1.074,,1.252
14:54:29:471,1.52747E+14,0.756,11,2100,13.026,9.936,2.76,11.715,8.952,2.487,55,0,0.604,0.463,0.129,0.111,0.044,0.012,35,0,2.376,,1.28
14:54:29:581,1.52748E+14,0.866,10,2300,12.747,11.341,3.15,11.434,10.213,2.837,55,0,0.621,0.531,0.148,0.09,0.054,0.015,35,0,1.352,,1.261
14:54:29:690,1.52748E+14,0.974,8,2500,12.937,12.744,3.54,11.623,11.473,3.187,56,0,0.501,0.586,0.163,0.078,0.063,0.017,35,0,0.858,,1.26
14:54:29:799,1.52748E+14,1.084,10,2100,12.446,14.104,3.918,11.168,12.694,3.526,55,0,0.601,0.651,0.181,0.095,0.073,0.02,35,0,1.081,,1.221
14:54:29:909,1.52748E+14,1.196,11,2100,12.625,15.518,4.311,11.347,13.964,3.879,52,0,0.539,0.712,0.198,0.069,0.081,0.022,35,0,0.695,,1.27
14:54:30:018,1.52748E+14,1.303,13,2600,12.701,16.877,4.688,11.319,15.175,4.215,55,0,0.684,0.785,0.218,0.139,0.096,0.027,35,0,3.308,,1.211
14:54:30:127,1.52749E+14,1.412,8,2500,12.846,18.285,5.079,11.538,16.44,4.567,56,0,0.486,0.838,0.233,0.057,0.102,0.028,35,0,0.517,,1.265
14:54:30:237,1.52749E+14,1.521,9,2800,12.972,19.702,5.473,11.784,17.727,4.924,55,0,0.51,0.894,0.248,0.033,0.105,0.029,35,0,0.237,,1.287
14:54:30:346,1.52749E+14,1.63,7,2100,13.003,21.119,5.866,11.847,19.018,5.283,56,0,0.371,0.934,0.26,0.006,0.106,0.029,35,0,0,,1.291
14:54:30:455,1.52749E+14,1.74,11,2500,13.682,22.615,6.282,12.422,20.376,5.66,56,0,0.7,1.011,0.281,0.05,0.112,0.031,35,0,0.413,,1.358
14:54:30:565,1.5275E+14,1.85,8,2800,13.207,24.065,6.685,11.984,21.692,6.026,55,0,0.395,1.054,0.293,0.006,0.112,0.031,35,0,0,,1.316
14:54:30:674,1.5275E+14,1.959,10,2500,12.741,25.453,7.07,11.477,22.942,6.373,56,0,0.556,1.115,0.31,0.048,0.117,0.033,35,0,0.274,,1.25
14:54:30:783,1.5275E+14,2.068,8,2300,13.034,26.877,7.466,11.888,24.241,6.734,55,0,0.42,1.161,0.322,0.016,0.119,0.033,35,0,0.031,,1.299
14:54:30:893,1.5275E+14,2.177,10,2300,13.024,28.301,7.861,11.697,25.52,7.089,55,0,0.557,1.221,0.339,0.04,0.124,0.034,35,0,0.416,,1.279
14:54:31:002,1.52751E+14,2.287,7,2300,13.119,29.739,8.261,12.02,26.837,7.455,55,0,0.366,1.262,0.35,0.006,0.124,0.035,35,0,0,,1.317
14:54:31:111,1.52751E+14,2.396,9,2300,12.768,31.135,8.649,11.498,28.094,7.804,57,0,0.492,1.315,0.365,0.028,0.127,0.035,35,0,0.17,,1.257
14:54:31:221,1.52751E+14,2.505,9,2300,13.327,32.59,9.053,12.135,29.419,8.172,55,0,0.504,1.37,0.381,0.007,0.128,0.036,35,0,0,,1.325
14:54:31:330,1.52751E+14,2.615,9,2300,12.818,33.991,9.442,11.635,30.691,8.525,56,0,0.495,1.424,0.396,0.04,0.132,0.037,35,0,0.122,,1.272
14:54:31:440,1.52752E+14,2.725,14,2500,12.985,35.42,9.839,11.775,31.987,8.885,56,0,0.421,1.471,0.409,0.018,0.134,0.037,35,0,0.594,,1.296
14:54:31:549,1.52752E+14,2.833,9,2300,13.376,36.874,10.243,12.099,33.302,9.251,55,0,0.54,1.529,0.425,0.048,0.139,0.039,35,0,0.813,,1.315
14:54:31:658,1.52752E+14,2.943,7,2300,12.988,38.293,10.637,11.871,34.6,9.611,56,0,0.375,1.57,0.436,0.006,0.14,0.039,35,0,0,,1.298
14:54:31:768,1.52752E+14,3.052,12,2300,13.027,39.721,11.034,11.679,35.879,9.966,55,0,0.638,1.64,0.456,0.033,0.144,0.04,35,0,0.178,,1.279
14:54:31:877,1.52753E+14,3.162,9,2500,13.17,41.161,11.434,11.982,37.19,10.33,56,0,0.413,1.686,0.468,0.021,0.146,0.041,35,0,0.253,,1.311
14:54:31:986,1.52753E+14,3.271,12,2600,12.916,42.571,11.825,11.663,38.463,10.684,55,0,0.656,1.757,0.488,0.034,0.15,0.042,35,0,0.138,,1.273
14:54:32:096,1.52753E+14,3.38,8,2500,13.019,43.997,12.221,11.696,39.744,11.04,56,0,0.515,1.814,0.504,0.064,0.157,0.044,35,0,0.583,,1.281
14:54:32:205,1.52753E+14,3.489,11,2100,12.743,45.388,12.608,11.456,40.994,11.387,55,0,0.641,1.883,0.523,0.072,0.165,0.046,35,0,0.844,,1.25
14:54:32:314,1.52754E+14,3.599,8,2300,12.77,46.787,12.996,11.567,42.261,11.739,56,0,0.494,1.938,0.538,0.069,0.172,0.048,35,0,0.521,,1.267
14:54:32:439,1.52754E+14,3.725,15,2800,12.863,48.408,13.447,11.56,43.718,12.144,56,0,0.623,2.016,0.56,0.076,0.182,0.05,35,0,1.114,,1.457
14:54:32:533,1.52754E+14,3.818,9,2200,13.115,49.622,13.784,11.761,44.807,12.446,55,0,0.534,2.066,0.574,0.08,0.189,0.053,35,0,0.762,,1.089
14:54:32:642,1.52754E+14,3.927,11,2300,12.624,51.002,14.167,11.376,46.05,12.792,55,0,0.609,2.132,0.592,0.06,0.196,0.054,35,0,0.597,,1.243
14:54:32:752,1.52755E+14,4.037,9,2300,12.769,52.403,14.556,11.455,47.308,13.141,54,0,0.519,2.189,0.608,0.08,0.204,0.057,35,0,0.537,,1.258
14:54:32:861,1.52755E+14,4.146,10,2300,12.8,53.8,14.944,11.53,48.566,13.49,54,0,0.607,2.255,0.626,0.065,0.211,0.059,35,0,0.79,,1.258
14:54:32:970,1.52755E+14,4.255,9,2100,12.733,55.19,15.33,11.52,49.823,13.84,55,0,0.527,2.313,0.642,0.043,0.216,0.06,35,0,0.272,,1.257
14:54:33:080,1.52755E+14,4.364,10,2500,12.884,56.599,15.722,11.556,51.087,14.191,55,0,0.544,2.372,0.659,0.03,0.219,0.061,35,0,0.163,,1.264
14:54:33:189,1.52755E+14,4.474,8,2100,12.903,58.01,16.114,11.79,52.376,14.549,56,0,0.394,2.416,0.671,0.007,0.22,0.061,35,0,0,,1.289
14:54:33:298,1.52756E+14,4.583,12,2300,12.984,59.429,16.508,11.73,53.658,14.905,55,0,0.666,2.488,0.691,0.035,0.224,0.062,35,0,0.176,,1.282
14:54:33:408,1.52756E+14,4.692,8,2500,12.858,60.836,16.899,11.592,54.927,15.258,54,0,0.461,2.539,0.705,0.016,0.226,0.063,35,0,0,,1.269
14:54:33:517,1.52756E+14,4.802,14,2500,12.781,62.234,17.287,11.435,56.178,15.605,56,0,0.733,2.619,0.728,0.116,0.238,0.066,35,0,1.058,,1.251
14:54:33:627,1.52756E+14,4.911,8,2300,12.838,63.639,17.678,11.6,57.447,15.958,55,0,0.444,2.668,0.741,0.009,0.239,0.066,35,0,0,,1.269
14:54:33:736,1.52757E+14,5.02,10,2600,12.526,65.008,18.058,11.327,58.686,16.302,55,0,0.556,2.728,0.758,0.03,0.243,0.067,35,0,0.143,,1.239
14:54:33:845,1.52757E+14,5.13,11,2100,13.025,66.432,18.453,11.826,59.978,16.66,54,0,0.513,2.784,0.773,0.027,0.246,0.068,35,0,0.096,,1.292
14:54:33:955,1.52757E+14,5.239,11,2100,12.614,67.81,18.836,11.368,61.219,17.005,54,0,0.591,2.849,0.791,0.041,0.25,0.069,35,0,0.248,,1.241
14:54:34:064,1.52757E+14,5.348,8,2100,12.865,69.216,19.227,11.586,62.486,17.357,56,0,0.429,2.896,0.804,0.021,0.252,0.07,35,0,0.946,,1.267
14:54:34:174,1.52758E+14,5.458,6,2300,8.052,70.099,19.472,6.862,63.239,17.566,49,0,0.476,2.948,0.819,0.053,0.258,0.072,35,0,0.174,,0.753
14:54:34:283,1.52758E+14,5.567,1,2200,3.524,70.485,19.579,2.681,63.532,17.648,49,0,0.381,2.99,0.83,0.019,0.26,0.072,35,0,0.021,,0.293
14:54:34:392,1.52758E+14,5.677,5,3100,6.64,71.212,19.781,5.721,64.159,17.822,49,0,0.519,3.047,0.846,0.081,0.269,0.075,35,0,1.107,,0.627
14:54:34:502,1.52758E+14,5.786,2,2400,4.922,71.751,19.931,3.9,64.586,17.94,48,0,0.442,3.095,0.86,0.122,0.282,0.078,35,0,0.801,,0.427
14:54:34:611,1.52759E+14,5.895,4,2200,5.995,72.405,20.112,4.909,65.121,18.089,47,0,0.48,3.147,0.874,0.075,0.291,0.081,35,0,0.619,,0.535
14:54:34:720,1.52759E+14,6.005,0,1800,1.748,72.595,20.165,1.031,65.234,18.12,47,0,0.347,3.185,0.885,0.046,0.296,0.082,35,0,0.162,,0.113
14:54:34:829,1.52759E+14,6.114,6,2100,5.432,73.188,20.33,4.486,65.723,18.257,49,0,0.553,3.245,0.902,0.093,0.306,0.085,35,0,0.356,,0.489
14:54:34:939,1.52759E+14,6.223,8,2500,13.437,74.663,20.74,12.183,67.061,18.628,51,0,0.475,3.298,0.916,0.063,0.313,0.087,35,0,0.268,,1.338
14:54:35:048,1.5276E+14,6.333,11,2800,13.912,76.184,21.162,12.623,68.441,19.011,55,0,0.689,3.373,0.937,0.075,0.321,0.089,35,0,0.557,,1.38
14:54:35:158,1.5276E+14,6.442,4,2100,8.534,77.118,21.422,7.489,69.26,19.239,49,0,0.421,3.419,0.95,0.06,0.327,0.091,35,0,0.309,,0.819
14:54:35:267,1.5276E+14,6.552,2,2100,3.201,77.468,21.519,2.392,69.521,19.311,48,0,0.397,3.462,0.962,0.059,0.334,0.093,35,0,0.143,,0.261
14:54:35:376,1.5276E+14,6.661,0,1100,0.668,77.541,21.539,0.29,69.553,19.32,47,0,0.312,3.497,0.971,0.009,0.335,0.093,35,0,0,,0.032
14:54:35:486,1.52761E+14,6.771,2,3100,4.718,78.059,21.683,3.867,69.977,19.438,48,0,0.439,3.545,0.985,0.087,0.344,0.096,35,0,0.306,,0.424
14:54:35:595,1.52761E+14,6.879,0,1600,1.204,78.189,21.719,0.661,70.049,19.458,47,0,0.336,3.581,0.995,0.007,0.345,0.096,35,0,0,,0.072
14:54:35:704,1.52761E+14,6.99,2,4000,3.961,78.627,21.841,3.141,70.396,19.554,48,0,0.416,3.627,1.008,0.055,0.351,0.098,35,0,0.146,,0.347
14:54:35:814,1.52761E+14,7.098,0,1400,1.078,78.743,21.873,0.614,70.463,19.573,47,0,0.328,3.663,1.017,0.008,0.352,0.098,35,1050,0.021,,0.067
14:54:35:923,1.52762E+14,7.207,10,2300,12.13,80.069,22.242,10.927,71.657,19.905,53,0,0.574,3.725,1.035,0.088,0.362,0.1,35,0,0.734,,1.194
14:54:36:032,1.52762E+14,7.317,8,2100,14.019,81.602,22.667,12.73,73.049,20.291,54,0,0.469,3.777,1.049,0.027,0.365,0.101,35,0,0.102,,1.392
14:54:36:142,1.52762E+14,7.427,7,3700,10.386,82.745,22.985,9.232,74.064,20.573,49,0,0.513,3.833,1.065,0.039,0.369,0.102,35,0,0.401,,1.015
