System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
01:04:38:138,1.76231E+14,0.107,0,1600,1.937,0.207,0.057,1.226,0.131,0.036,41,0,0.356,0.038,0.011,0.031,0.003,0.001,35,0,0.185,,0.131
01:04:38:248,1.76232E+14,0.216,2,2200,3.669,0.609,0.169,2.892,0.448,0.124,42,0,0.418,0.084,0.023,0.066,0.01,0.003,35,0,0.251,,0.317
01:04:38:357,1.76232E+14,0.325,3,2500,4.278,1.076,0.299,3.459,0.825,0.229,42,0,0.444,0.132,0.037,0.067,0.018,0.005,35,0,0.398,,0.377
01:04:38:466,1.76232E+14,0.435,8,2500,13.245,2.525,0.701,12.089,2.148,0.597,49,0,0.546,0.192,0.053,0.049,0.023,0.006,35,0,0.526,,1.323
01:04:38:576,1.76232E+14,0.544,6,2500,12.918,3.936,1.093,11.788,3.435,0.954,48,0,0.428,0.239,0.066,0.013,0.025,0.007,35,0,0.682,,1.287
01:04:38:685,1.76233E+14,0.654,6,3500,10.112,5.046,1.402,8.962,4.419,1.228,43,0,0.57,0.301,0.084,0.043,0.029,0.008,35,0,0.164,,0.984
01:04:38:794,1.76233E+14,0.763,0,1400,1.169,5.173,1.437,0.647,4.49,1.247,42,0,0.349,0.339,0.094,0.008,0.03,0.008,35,0,0,,0.071
01:04:38:904,1.76233E+14,0.873,3,3400,3.073,5.511,1.531,2.399,4.754,1.321,42,0,0.413,0.385,0.107,0.042,0.035,0.01,35,0,0.104,,0.264
01:04:39:013,1.76233E+14,0.982,3,1800,5.88,6.15,1.708,4.956,5.292,1.47,41,0,0.429,0.432,0.12,0.056,0.041,0.011,35,0,0.113,,0.538
01:04:39:122,1.76234E+14,1.091,9,2200,12.504,7.516,2.088,11.401,6.537,1.816,56,0,0.583,0.495,0.138,0.055,0.047,0.013,35,0,0.302,,1.245
01:04:39:232,1.76234E+14,1.2,1,2100,4.128,7.968,2.213,3.12,6.879,1.911,42,0,0.437,0.543,0.151,0.094,0.057,0.016,35,0,0.403,,0.342
01:04:39:341,1.76234E+14,1.31,4,2700,6.788,8.712,2.42,5.701,7.504,2.084,42,0,0.526,0.601,0.167,0.111,0.069,0.019,35,0,0.715,,0.625
01:04:39:451,1.76234E+14,1.419,1,4000,3.133,9.055,2.515,2.349,7.761,2.156,42,0,0.433,0.648,0.18,0.106,0.081,0.022,35,0,0.449,,0.257
01:04:39:560,1.76235E+14,1.529,12,2300,8.892,10.029,2.786,7.856,8.622,2.395,42,0,0.689,0.724,0.201,0.12,0.094,0.026,35,0,1.636,,0.861
01:04:39:669,1.76235E+14,1.638,2,3500,2.68,10.322,2.867,1.763,8.815,2.448,42,0,0.444,0.772,0.214,0.096,0.105,0.029,35,0,0.619,,0.193
01:04:39:778,1.76235E+14,1.748,2,2100,5.797,10.958,3.044,4.957,9.359,2.6,42,0,0.478,0.824,0.229,0.102,0.116,0.032,35,0,0.599,,0.544
01:04:39:888,1.76235E+14,1.856,0,1200,1.098,11.078,3.077,0.465,9.409,2.614,42,0,0.342,0.862,0.239,0.023,0.118,0.033,35,0,0.068,,0.05
01:04:39:997,1.76235E+14,1.966,7,2700,7.663,11.92,3.311,6.798,10.156,2.821,53,0,0.519,0.919,0.255,0.053,0.124,0.034,35,0,0.275,,0.747
01:04:40:106,1.76236E+14,2.075,9,2800,14.477,13.494,3.748,13.157,11.587,3.219,47,0,0.564,0.98,0.272,0.049,0.129,0.036,35,0,0.188,,1.431
01:04:40:216,1.76236E+14,2.184,12,2500,13.967,15.02,4.172,12.719,12.977,3.605,47,0,0.662,1.052,0.292,0.074,0.138,0.038,35,0,0.494,,1.39
01:04:40:325,1.76236E+14,2.307,14,4000,14.431,16.783,4.662,13.231,14.594,4.054,54,0,0.555,1.12,0.311,0.04,0.142,0.04,35,0,0.321,,1.617
01:04:40:435,1.76236E+14,2.403,6,2500,8.374,17.594,4.887,7.129,15.284,4.246,43,0,0.682,1.186,0.329,0.121,0.154,0.043,35,0,0.97,,0.69
01:04:40:544,1.76237E+14,2.512,4,2800,4.091,18.04,5.011,3.189,15.632,4.342,43,0,0.447,1.235,0.343,0.083,0.163,0.045,35,0,0.336,,0.348
01:04:40:653,1.76237E+14,2.623,7,2800,10.105,19.153,5.32,9.1,16.634,4.62,42,0,0.576,1.298,0.361,0.079,0.172,0.048,35,0,0.481,,1.002
01:04:40:763,1.76237E+14,2.732,1,3100,3.475,19.532,5.426,2.472,16.903,4.695,42,0,0.419,1.344,0.373,0.125,0.186,0.052,35,0,0.442,,0.269
01:04:40:872,1.76237E+14,2.841,2,2600,4.508,20.025,5.562,3.563,17.293,4.804,42,0,0.455,1.394,0.387,0.069,0.193,0.054,35,0,0.467,,0.39
01:04:40:981,1.76238E+14,2.95,0,1800,1.708,20.211,5.614,1.046,17.407,4.835,41,0,0.342,1.431,0.398,0.01,0.194,0.054,35,0,0,,0.114
01:04:41:091,1.76238E+14,3.059,7,2500,10.394,21.349,5.93,9.38,18.434,5.121,46,0,0.488,1.485,0.412,0.04,0.199,0.055,35,0,0.246,,1.027
01:04:41:200,1.76238E+14,3.168,7,2100,13.348,22.805,6.335,12.208,19.766,5.49,48,0,0.397,1.528,0.424,0.006,0.199,0.055,35,0,0,,1.332
01:04:41:310,1.76238E+14,3.289,7,3900,9.562,23.96,6.656,8.511,20.794,5.776,56,0,0.49,1.587,0.441,0.059,0.206,0.057,35,0,0.253,,1.028
01:04:41:419,1.76239E+14,3.388,2,2100,3.497,24.304,6.751,2.59,21.048,5.847,43,0,0.392,1.626,0.452,0.042,0.211,0.058,35,0,0.446,,0.254
01:04:41:528,1.76239E+14,3.497,4,2900,6.467,25.015,6.948,5.448,21.647,6.013,42,0,0.522,1.683,0.467,0.099,0.221,0.061,35,0,0.595,,0.599
