System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
01:20:42:909,1.78362E+14,0.11,9,3100,8.509,0.936,0.26,7.499,0.825,0.229,44,0,0.605,0.067,0.018,0.049,0.005,0.002,35,0,0.396,,0.825
01:20:43:019,1.78362E+14,0.22,1,4000,1.957,1.15,0.32,1.244,0.961,0.267,42,0,0.406,0.111,0.031,0.038,0.01,0.003,35,0,0.149,,0.136
01:20:43:128,1.78362E+14,0.329,9,2700,12.828,2.556,0.71,11.698,2.243,0.623,52,0,0.585,0.175,0.049,0.053,0.015,0.004,35,0,0.351,,1.282
01:20:43:237,1.78362E+14,0.438,1,2100,2.308,2.808,0.78,1.344,2.39,0.664,43,0,0.404,0.219,0.061,0.072,0.023,0.006,35,0,0.34,,0.147
01:20:43:347,1.78363E+14,0.548,2,2100,4.443,3.295,0.915,3.493,2.773,0.77,43,0,0.451,0.268,0.075,0.107,0.035,0.01,35,0,0.421,,0.383
01:20:43:456,1.78363E+14,0.657,1,1800,1.709,3.482,0.967,0.825,2.863,0.795,42,0,0.389,0.311,0.086,0.057,0.041,0.011,35,0,0.122,,0.09
01:20:43:565,1.78363E+14,0.766,5,2700,7.982,4.355,1.21,7.126,3.643,1.012,53,0,0.503,0.366,0.102,0.086,0.051,0.014,35,0,1.159,,0.78
01:20:43:675,1.78363E+14,0.876,3,2100,6.402,5.055,1.404,5.32,4.225,1.174,43,0,0.449,0.415,0.115,0.074,0.059,0.016,35,0,0.159,,0.582
01:20:43:784,1.78364E+14,0.986,2,2100,3.547,5.446,1.513,2.674,4.519,1.255,43,0,0.461,0.466,0.129,0.102,0.07,0.019,35,0,0.417,,0.294
01:20:43:893,1.78364E+14,1.094,1,2000,1.981,5.661,1.573,1.004,4.628,1.286,43,0,0.405,0.51,0.142,0.067,0.077,0.021,35,0,0.212,,0.109
01:20:44:003,1.78364E+14,1.204,7,3600,10.289,6.789,1.886,9.197,5.637,1.566,47,0,0.565,0.572,0.159,0.058,0.084,0.023,35,0,0.354,,1.009
01:20:44:112,1.78364E+14,1.313,1,1800,2.096,7.018,1.949,1.304,5.779,1.605,43,0,0.393,0.615,0.171,0.084,0.093,0.026,35,0,0.2,,0.142
01:20:44:222,1.78364E+14,1.423,4,2700,5.881,7.666,2.129,4.968,6.326,1.757,43,0,0.491,0.669,0.186,0.103,0.104,0.029,35,0,0.696,,0.547
01:20:44:331,1.78365E+14,1.531,7,2100,13.738,9.153,2.543,12.534,7.684,2.134,49,0,0.449,0.717,0.199,0.065,0.111,0.031,35,0,0.316,,1.358
01:20:44:440,1.78365E+14,1.642,20,2600,14.39,10.738,2.983,13.012,9.117,2.532,48,0,0.922,0.819,0.228,0.098,0.122,0.034,35,0,2.853,,1.433
01:20:44:549,1.78365E+14,1.75,14,2100,14.439,12.308,3.419,13.118,10.543,2.929,53,0,0.637,0.888,0.247,0.067,0.129,0.036,35,0,1.108,,1.426
01:20:44:659,1.78365E+14,1.859,10,2500,14.551,13.897,3.86,13.331,11.998,3.333,50,0,0.592,0.953,0.265,0.04,0.134,0.037,35,0,0.469,,1.455
01:20:44:768,1.78366E+14,1.969,3,2500,7.714,14.745,4.096,6.657,12.73,3.536,44,0,0.519,1.01,0.281,0.128,0.148,0.041,35,0,1.114,,0.732
01:20:44:878,1.78366E+14,2.079,3,2700,5.246,15.319,4.255,4.43,13.215,3.671,44,0,0.506,1.065,0.296,0.092,0.158,0.044,35,0,0.604,,0.485
01:20:44:987,1.78366E+14,2.188,2,2100,3.939,15.749,4.375,3.09,13.552,3.764,43,0,0.463,1.116,0.31,0.063,0.165,0.046,35,0,0.51,,0.337
01:20:45:096,1.78366E+14,2.297,3,3900,5.013,16.298,4.527,4.012,13.992,3.887,43,0,0.462,1.166,0.324,0.065,0.172,0.048,35,0,0.312,,0.44
01:20:45:206,1.78367E+14,2.406,0,1400,0.83,16.388,4.552,0.483,14.044,3.901,42,0,0.32,1.201,0.334,0.009,0.173,0.048,35,0,0,,0.052
01:20:45:315,1.78367E+14,2.516,8,2800,12.459,17.753,4.932,11.304,15.283,4.245,49,0,0.5,1.256,0.349,0.043,0.178,0.049,35,0,0.179,,1.239
01:20:45:424,1.78367E+14,2.625,7,2300,13.362,19.212,5.337,12.191,16.614,4.615,49,0,0.434,1.304,0.362,0.04,0.182,0.051,35,0,0.16,,1.331
01:20:45:534,1.78367E+14,2.735,6,3000,10.531,20.368,5.658,9.381,17.643,4.901,44,0,0.588,1.368,0.38,0.094,0.192,0.053,35,0,1.121,,1.029
01:20:45:643,1.78368E+14,2.845,1,2400,2.972,20.693,5.748,2.126,17.876,4.966,43,0,0.371,1.409,0.391,0.039,0.197,0.055,35,0,0.223,,0.233
01:20:45:752,1.78368E+14,2.953,3,2200,4.858,21.22,5.895,3.949,18.304,5.084,44,0,0.442,1.457,0.405,0.065,0.204,0.057,35,0,0.283,,0.428
01:20:45:862,1.78368E+14,3.063,4,2200,6.077,21.887,6.08,4.957,18.848,5.236,43,0,0.509,1.512,0.42,0.153,0.22,0.061,35,600,1.442,,0.544
01:20:45:971,1.78368E+14,3.172,7,3000,8.831,22.857,6.349,7.663,19.69,5.469,43,0,0.678,1.587,0.441,0.068,0.228,0.063,35,0,0.781,,0.842
01:20:46:080,1.78369E+14,3.281,1,2100,2.691,23.149,6.43,1.978,19.905,5.529,42,0,0.358,1.626,0.452,0.013,0.229,0.064,35,0,0,,0.215
