System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:21:50:580,1.72555E+14,0.112,3,3000,6.704,0.751,0.209,5.617,0.629,0.175,44,0,0.43,0.048,0.013,0.065,0.007,0.002,35,0,0.959,,0.629
00:21:50:691,1.72555E+14,0.224,2,3100,4.576,1.263,0.351,3.61,1.033,0.287,44,0,0.42,0.095,0.026,0.056,0.014,0.004,35,0,0.218,,0.404
00:21:50:802,1.72555E+14,0.334,1,2100,3.687,1.669,0.464,2.692,1.329,0.369,43,0,0.436,0.143,0.04,0.043,0.018,0.005,35,0,0.336,,0.296
00:21:50:908,1.72556E+14,0.44,10,2300,10.579,2.796,0.777,9.441,2.335,0.649,49,0,0.583,0.205,0.057,0.057,0.024,0.007,35,0,0.881,,1.006
00:21:51:017,1.72556E+14,0.55,7,2800,13.239,4.24,1.178,12.054,3.65,1.014,50,0,0.462,0.256,0.071,0.02,0.027,0.007,35,0,0.802,,1.315
00:21:51:127,1.72556E+14,0.66,8,3500,11.099,5.467,1.519,9.832,4.737,1.316,44,0,0.533,0.314,0.087,0.034,0.03,0.008,35,0,0.265,,1.087
00:21:51:236,1.72556E+14,0.768,0,2900,3.068,5.797,1.61,2.208,4.975,1.382,43,0,0.373,0.355,0.099,0.007,0.031,0.009,35,0,0,,0.238
00:21:51:345,1.72557E+14,0.878,5,3100,8.222,6.7,1.861,7.024,5.746,1.596,44,0,0.601,0.421,0.117,0.082,0.04,0.011,35,0,0.244,,0.771
00:21:51:454,1.72557E+14,0.986,1,1800,2.103,6.928,1.925,1.471,5.906,1.64,43,0,0.379,0.462,0.128,0.008,0.041,0.011,35,0,0,,0.16
00:21:51:566,1.72557E+14,1.099,1,2100,3.737,7.349,2.041,2.705,6.21,1.725,43,0,0.408,0.508,0.141,0.062,0.048,0.013,35,0,0.157,,0.304
00:21:51:674,1.72557E+14,1.207,6,2900,5.365,7.931,2.203,4.365,6.684,1.857,44,0,0.464,0.558,0.155,0.052,0.054,0.015,35,550,0.762,,0.474
00:21:51:785,1.72558E+14,1.318,5,3100,9.519,8.985,2.496,8.33,7.606,2.113,52,0,0.506,0.614,0.171,0.097,0.064,0.018,35,0,0.919,,0.922
00:21:51:896,1.72558E+14,1.429,37,2600,13.82,10.517,2.921,12.452,8.986,2.496,46,0,0.77,0.7,0.194,0.091,0.074,0.021,35,0,2.297,,1.38
00:21:52:003,1.72558E+14,1.535,13,2300,12.913,11.892,3.303,11.29,10.188,2.83,51,0,0.881,0.793,0.22,0.371,0.114,0.032,35,0,8.35,,1.202
00:21:52:111,1.72558E+14,1.644,16,2600,15.319,13.558,3.766,13.739,11.683,3.245,49,0,0.977,0.9,0.25,0.205,0.136,0.038,35,0,4.761,,1.495
00:21:52:221,1.72558E+14,1.753,9,2300,13.623,15.048,4.18,12.347,13.033,3.62,53,0,0.655,0.971,0.27,0.121,0.15,0.042,35,0,2.202,,1.35
00:21:52:333,1.72559E+14,1.866,11,2600,13.195,16.534,4.593,11.742,14.356,3.988,47,0,0.677,1.047,0.291,0.107,0.162,0.045,35,0,1.32,,1.323
00:21:52:441,1.72559E+14,1.973,1,2800,4.757,17.046,4.735,3.571,14.74,4.094,43,0,0.433,1.094,0.304,0.09,0.171,0.048,35,0,0.384,,0.384
00:21:52:551,1.72559E+14,2.084,7,3600,8.32,17.963,4.99,7.097,15.522,4.312,46,0,0.634,1.164,0.323,0.085,0.181,0.05,35,0,0.591,,0.782
00:21:52:661,1.72559E+14,2.193,4,3600,9.81,19.038,5.288,8.509,16.455,4.571,44,0,0.535,1.222,0.34,0.094,0.191,0.053,35,0,0.362,,0.933
00:21:52:769,1.7256E+14,2.302,4,4000,6.48,19.74,5.483,5.28,17.026,4.73,43,0,0.526,1.279,0.355,0.09,0.201,0.056,35,0,0.928,,0.571
00:21:52:879,1.7256E+14,2.411,12,2600,9.135,20.743,5.762,7.916,17.895,4.971,47,0,0.547,1.339,0.372,0.112,0.213,0.059,35,0,0.846,,0.869
00:21:52:988,1.7256E+14,2.52,11,2300,11.933,22.044,6.123,10.605,19.052,5.292,47,0,0.7,1.416,0.393,0.072,0.221,0.061,35,0,1.202,,1.157
00:21:53:099,1.7256E+14,2.631,9,2500,12.165,23.391,6.498,10.849,20.254,5.626,48,0,0.663,1.489,0.414,0.052,0.227,0.063,35,0,0.5,,1.202
00:21:53:204,1.72561E+14,2.736,5,3100,8.466,24.281,6.745,7.173,21.007,5.835,44,0,0.564,1.548,0.43,0.055,0.232,0.065,35,0,0.466,,0.753
00:21:53:314,1.72561E+14,2.847,5,3100,9.881,25.371,7.048,8.682,21.965,6.101,45,0,0.526,1.606,0.446,0.071,0.24,0.067,35,0,0.174,,0.958
00:21:53:424,1.72561E+14,2.956,6,3600,10.434,26.512,7.365,9.145,22.965,6.379,54,0,0.548,1.666,0.463,0.1,0.251,0.07,35,0,0.513,,1
00:21:53:532,1.72561E+14,3.065,2,4000,6.353,27.206,7.557,5.195,23.532,6.537,44,0,0.488,1.72,0.478,0.087,0.261,0.072,35,0,0.29,,0.567
00:21:53:646,1.72562E+14,3.178,2,2100,4.454,27.711,7.697,3.277,23.904,6.64,43,0,0.437,1.769,0.491,0.086,0.27,0.075,35,0,0.295,,0.372
00:21:53:752,1.72562E+14,3.285,2,3700,2.97,28.027,7.785,2.057,24.123,6.701,43,0,0.403,1.812,0.503,0.048,0.275,0.076,35,0,0.13,,0.219
00:21:53:863,1.72562E+14,3.395,11,2900,6.4,28.735,7.982,5.381,24.718,6.866,46,0,0.429,1.86,0.517,0.056,0.282,0.078,35,0,0.385,,0.595
00:21:53:974,1.72562E+14,3.506,10,2300,13.954,30.284,8.412,12.72,26.13,7.258,47,0,0.575,1.923,0.534,0.012,0.283,0.079,35,500,0.036,,1.412
00:21:54:083,1.72563E+14,3.616,9,2800,13.553,31.766,8.824,12.404,27.487,7.635,49,0,0.546,1.983,0.551,0.022,0.285,0.079,35,0,2.721,,1.357
00:21:54:191,1.72563E+14,3.724,4,2100,7.747,32.601,9.056,6.67,28.205,7.835,44,0,0.468,2.034,0.565,0.039,0.289,0.08,35,0,0.163,,0.718
00:21:54:302,1.72563E+14,3.835,0,1800,1.415,32.758,9.099,0.784,28.292,7.859,42,0,0.356,2.073,0.576,0.009,0.29,0.081,35,0,20.13,,0.087
00:21:54:411,1.72563E+14,3.944,3,2400,3.917,33.185,9.218,3.049,28.625,7.951,43,0,0.43,2.12,0.589,0.048,0.296,0.082,35,0,0.136,,0.333
00:21:54:520,1.72564E+14,4.052,0,1800,1.491,33.347,9.263,0.891,28.722,7.978,43,0,0.352,2.158,0.6,0.018,0.298,0.083,35,0,0.027,,0.097
00:21:54:628,1.72564E+14,4.161,2,3000,3.998,33.781,9.384,3.027,29.051,8.07,43,0,0.432,2.205,0.613,0.057,0.304,0.084,35,0,0.301,,0.329
00:21:54:737,1.72564E+14,4.269,0,2000,1.772,33.973,9.437,1.027,29.162,8.101,43,0,0.373,2.245,0.624,0.029,0.307,0.085,35,0,0.124,,0.111
00:21:54:856,1.72564E+14,4.389,14,3400,7.017,34.814,9.671,6.013,29.883,8.301,46,0,0.436,2.298,0.638,0.044,0.312,0.087,35,0,0.17,,0.721
00:21:54:955,1.72565E+14,4.488,7,2800,13.564,36.154,10.043,12.485,31.116,8.643,48,0,0.434,2.341,0.65,0.025,0.315,0.087,35,0,0.75,,1.233
00:21:55:065,1.72565E+14,4.598,10,2500,12.668,37.546,10.43,11.253,32.353,8.987,47,0,0.589,2.405,0.668,0.207,0.337,0.094,35,0,0.929,,1.237
00:21:55:174,1.72565E+14,4.706,12,2300,15.115,39.189,10.886,13.743,33.846,9.402,52,0,0.702,2.482,0.689,0.069,0.345,0.096,35,800,0.902,,1.493
