System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:39:00:535, 48822038937057,    0.120,    4.000, 2100,   6.147,   0.737,   0.205,   5.083,   0.609,   0.169, 46,  0,   0.370,   0.044,   0.012,   0.043,   0.005,   0.001,  35.000,    0,   0.998
21:39:00:644, 48822279455635,    0.229,    9.000, 2600,  12.752,   2.126,   0.591,  11.510,   1.863,   0.518, 52,  0,   0.521,   0.101,   0.028,   0.078,   0.014,   0.004,  35.000,    0,   0.430
21:39:00:753, 48822521438550,    0.338,    8.000, 2300,  13.910,   3.650,   1.014,  12.677,   3.252,   0.903, 52,  0,   0.459,   0.151,   0.042,   0.007,   0.014,   0.004,  35.000,    0,   0.000
21:39:00:863, 48822763096638,    0.448,    5.000, 2600,   7.375,   4.458,   1.238,   6.342,   3.947,   1.096, 47,  0,   0.543,   0.211,   0.059,   0.060,   0.021,   0.006,  35.000,    0,   0.211
21:39:00:972, 48823004018776,    0.557,    2.000, 2500,   2.325,   4.711,   1.309,   1.604,   4.122,   1.145, 46,  0,   0.381,   0.253,   0.070,   0.011,   0.022,   0.006,  35.000,    0,   0.000
21:39:01:081, 48823245416460,    0.666,    1.000, 1600,   2.301,   4.963,   1.379,   1.575,   4.294,   1.193, 46,  0,   0.378,   0.294,   0.082,   0.052,   0.028,   0.008,  35.000,    0,   0.108
21:39:01:191, 48823488096570,    0.776,    1.000, 3400,   1.874,   5.169,   1.436,   1.374,   4.445,   1.235, 47,  0,   0.355,   0.333,   0.092,   0.019,   0.030,   0.008,  35.000,    0,   0.026
21:39:01:301, 48823731263846,    0.886,    1.000, 2100,   2.187,   5.410,   1.503,   1.332,   4.592,   1.275, 46,  0,   0.379,   0.375,   0.104,   0.042,   0.035,   0.010,  35.000,    0,   0.196
21:39:01:411, 48823972884702,    0.996,    3.000, 3100,   3.703,   5.815,   1.615,   3.041,   4.924,   1.368, 47,  0,   0.376,   0.416,   0.115,   0.040,   0.039,   0.011,  35.000,    0,   0.250
21:39:01:520, 48824214236059,    1.105,    0.000, 1600,   1.876,   6.020,   1.672,   1.201,   5.056,   1.404, 46,  0,   0.347,   0.454,   0.126,   0.015,   0.041,   0.011,  35.000,    0,  30.496
21:39:01:630, 48824455953418,    1.215,    2.000, 2100,   3.192,   6.369,   1.769,   2.433,   5.322,   1.478, 46,  0,   0.393,   0.497,   0.138,   0.055,   0.047,   0.013,  35.000,    0,   0.114
21:39:01:739, 48824696902300,    1.324,    1.000, 1400,   1.392,   6.521,   1.811,   0.709,   5.399,   1.500, 46,  0,   0.345,   0.534,   0.148,   0.011,   0.048,   0.013,  35.000,    0,   0.000
21:39:01:848, 48824938692925,    1.433,    3.000, 2500,   4.128,   6.973,   1.937,   3.100,   5.739,   1.594, 46,  0,   0.455,   0.584,   0.162,   0.061,   0.055,   0.015,  35.000,    0,   0.141
21:39:01:958, 48825180568429,    1.543,    1.000, 3000,   4.431,   7.459,   2.072,   3.467,   6.118,   1.700, 46,  0,   0.409,   0.629,   0.175,   0.031,   0.058,   0.016,  35.000,    0,   0.137
21:39:02:067, 48825421343526,    1.652,    2.000, 2100,   4.609,   7.961,   2.211,   3.580,   6.509,   1.808, 47,  0,   0.442,   0.677,   0.188,   0.059,   0.064,   0.018,  35.000,    0,   0.303
21:39:02:176, 48825662954248,    1.761,    1.000, 2100,   1.343,   8.108,   2.252,   0.813,   6.598,   1.833, 47,  0,   0.363,   0.717,   0.199,   0.009,   0.065,   0.018,  35.000,    0,   0.000
21:39:02:287, 48825907685504,    1.872,   10.000, 2800,  11.952,   9.433,   2.620,  10.746,   7.789,   2.164, 50,  0,   0.661,   0.790,   0.219,   0.063,   0.072,   0.020,  35.000,    0,   0.101
21:39:02:396, 48826171314927,    1.991,   17.000, 3500,  13.242,  11.014,   3.059,  12.031,   9.225,   2.563, 52,  0,   0.556,   0.856,   0.238,   0.064,   0.080,   0.022,  35.000,    0,   0.772
21:39:02:506, 48826391545727,    2.091,    6.000, 2600,  11.805,  12.191,   3.387,  10.402,  10.263,   2.851, 48,  0,   0.538,   0.910,   0.253,   0.108,   0.091,   0.025,  35.000,    0,   1.435
21:39:02:615, 48826632514465,    2.200,    2.000, 2600,   4.669,  12.701,   3.528,   3.631,  10.659,   2.961, 49,  0,   0.456,   0.960,   0.267,   0.108,   0.103,   0.029,  35.000,    0,   0.445
21:39:02:724, 48826872688006,    2.309,    7.000, 2300,   8.044,  13.576,   3.771,   7.095,  11.431,   3.175, 54,  0,   0.523,   1.017,   0.282,   0.093,   0.113,   0.031,  35.000,    0,   1.411
21:39:02:834, 48827114892643,    2.419,    3.000, 2400,   4.584,  14.079,   3.911,   3.648,  11.831,   3.286, 48,  0,   0.489,   1.070,   0.297,   0.120,   0.126,   0.035,  35.000,    0,   1.121
21:39:02:943, 48827356115791,    2.528,    1.000, 3000,   2.749,  14.379,   3.994,   2.080,  12.058,   3.350, 47,  0,   0.425,   1.117,   0.310,   0.105,   0.137,   0.038,  35.000,    0,   1.094
