System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:44:03:300, 49490545766722,    0.113,    0.000, 1800,   1.888,   0.214,   0.060,   1.167,   0.132,   0.037, 44,  0,   0.351,   0.040,   0.011,   0.037,   0.004,   0.001,  35.000,    0,   0.281
21:44:03:410, 49490786986604,    0.223,    2.000, 3100,   2.419,   0.479,   0.133,   1.694,   0.318,   0.088, 43,  0,   0.391,   0.082,   0.023,   0.060,   0.011,   0.003,  35.000,    0,   0.168
21:44:03:519, 49491028628182,    0.332,    0.000, 1800,   1.678,   0.662,   0.184,   1.021,   0.429,   0.119, 43,  0,   0.375,   0.124,   0.034,   0.045,   0.016,   0.004,  35.000,    0,   0.187
21:44:03:629, 49491294467578,    0.453,    7.000, 4000,   4.277,   1.177,   0.327,   3.472,   0.847,   0.235, 52,  0,   0.430,   0.175,   0.049,   0.055,   0.022,   0.006,  35.000,    0,   0.465
21:44:03:738, 49491512210858,    0.551,    0.000, 4000,   2.734,   1.447,   0.402,   1.840,   1.029,   0.286, 44,  0,   0.409,   0.216,   0.060,   0.120,   0.034,   0.009,  35.000,    0,   0.470
21:44:03:847, 49491754077506,    0.661,    1.000, 3700,   3.586,   1.839,   0.511,   2.717,   1.326,   0.368, 44,  0,   0.417,   0.261,   0.073,   0.094,   0.044,   0.012,  35.000,    0,   0.491
21:44:03:957, 49491995093031,    0.770,    1.000, 2500,   2.961,   2.163,   0.601,   2.064,   1.552,   0.431, 43,  0,   0.407,   0.306,   0.085,   0.102,   0.056,   0.015,  35.000,    0,   0.257
21:44:04:071, 49492247708952,    0.884,    4.000, 2600,   6.270,   2.880,   0.800,   5.310,   2.159,   0.600, 46,  0,   0.461,   0.359,   0.100,   0.089,   0.066,   0.018,  35.000,    0,   0.407
21:44:04:181, 49492489062109,    0.994,    8.000, 2300,  13.478,   4.353,   1.209,  12.286,   3.502,   0.973, 46,  0,   0.502,   0.413,   0.115,   0.066,   0.073,   0.020,  35.000,    0,   0.522
21:44:04:279, 49492706482698,    1.092,   11.000, 3000,  14.474,   5.778,   1.605,  13.082,   4.790,   1.331, 48,  0,   0.726,   0.485,   0.135,   0.059,   0.079,   0.022,  35.000,    0,   0.550
21:44:04:393, 49492959240001,    1.207,    4.000, 2500,   8.055,   6.701,   1.861,   6.964,   5.587,   1.552, 45,  0,   0.408,   0.532,   0.148,   0.071,   0.087,   0.024,  35.000,    0,   0.159
21:44:04:502, 49493199746789,    1.315,    1.000, 1900,   2.546,   6.978,   1.938,   1.720,   5.775,   1.604, 44,  0,   0.401,   0.575,   0.160,   0.075,   0.095,   0.026,  35.000, 1100,   0.292
21:44:04:612, 49493442514831,    1.425,    2.000, 2900,   2.007,   7.199,   2.000,   1.220,   5.909,   1.641, 44,  0,   0.415,   0.621,   0.172,   0.063,   0.102,   0.028,  35.000,    0,   0.142
21:44:04:722, 49493684569982,    1.535,    1.000, 3400,   3.946,   7.631,   2.120,   3.072,   6.246,   1.735, 44,  0,   0.419,   0.667,   0.185,   0.165,   0.120,   0.033,  35.000,    0,   1.792
21:44:04:831, 49493925470590,    1.644,    2.000, 4000,   2.441,   7.897,   2.194,   1.595,   6.420,   1.783, 44,  0,   0.410,   0.712,   0.198,   0.078,   0.129,   0.036,  35.000,    0,   0.209
21:44:04:940, 49494166239377,    1.753,    1.000, 2100,   2.395,   8.159,   2.266,   1.496,   6.583,   1.829, 44,  0,   0.400,   0.755,   0.210,   0.093,   0.139,   0.039,  35.000,    0,   0.303
21:44:05:049, 49494407587440,    1.863,    3.000, 2400,   4.630,   8.665,   2.407,   3.665,   6.984,   1.940, 46,  0,   0.434,   0.803,   0.223,   0.086,   0.148,   0.041,  35.000,    0,   0.386
21:44:05:159, 49494648811184,    1.972,   10.000, 2200,  13.136,  10.100,   2.806,  11.912,   8.285,   2.301, 46,  0,   0.505,   0.858,   0.238,   0.075,   0.156,   0.043,  35.000,    0,   0.604
