System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:16:08:869, 8001152007548,    0.105,    8.000, 4000,   3.563,   0.376,   0.104,   2.584,   0.273,   0.076, 49,  0,   0.397,   0.042,   0.012,   0.100,   0.010,   0.003,  35.000,    0,   0.929
11:16:08:978, 8001393245836,    0.215,    3.000, 2500,   2.728,   0.674,   0.187,   1.811,   0.470,   0.131, 46,  0,   0.425,   0.088,   0.025,   0.075,   0.019,   0.005,  35.000,    0,   0.732
11:16:09:087, 8001634127454,    0.324,    2.000, 3400,   4.283,   1.141,   0.317,   3.306,   0.831,   0.231, 49,  0,   0.388,   0.131,   0.036,   0.042,   0.023,   0.006,  35.000,    0,   0.783
11:16:09:197, 8001874804924,    0.433,    9.000, 2100,  13.790,   2.644,   0.735,  12.585,   2.203,   0.612, 50,  0,   0.483,   0.183,   0.051,   0.026,   0.026,   0.007,  35.000,    0,   0.133
11:16:09:306, 8002116333579,    0.542,    6.000, 2800,  13.759,   4.149,   1.153,  12.611,   3.582,   0.995, 51,  0,   0.404,   0.228,   0.063,   0.032,   0.030,   0.008,  35.000,    0,   0.858
11:16:09:416, 8002358614561,    0.652,    5.000, 2400,   9.147,   5.153,   1.431,   7.984,   4.459,   1.238, 48,  0,   0.486,   0.281,   0.078,   0.058,   0.036,   0.010,  35.000,    0,   0.164
11:16:09:525, 8002599612749,    0.761,    1.000, 3100,   3.563,   5.542,   1.539,   2.612,   4.744,   1.318, 48,  0,   0.403,   0.325,   0.090,   0.050,   0.042,   0.012,  35.000,    0,   0.201
11:16:09:634, 8002841442101,    0.871,    8.000, 2700,  10.322,   6.673,   1.853,   9.139,   5.745,   1.596, 48,  0,   0.592,   0.390,   0.108,   0.055,   0.047,   0.013,  35.000,    0,   0.336
11:16:09:744, 8003082848213,    0.980,    3.000, 2400,   6.002,   7.329,   2.036,   5.164,   6.309,   1.753, 47,  0,   0.413,   0.435,   0.121,   0.034,   0.051,   0.014,  35.000,    0,   0.017
11:16:09:853, 8003352858240,    1.102,    7.000, 3900,   5.477,   7.999,   2.222,   4.441,   6.852,   1.903, 53,  0,   0.454,   0.490,   0.136,   0.110,   0.065,   0.018,  35.000,    0,   0.563
11:16:09:962, 8003566230480,    1.199,    2.000, 2300,   3.598,   8.346,   2.318,   2.734,   7.116,   1.977, 47,  0,   0.426,   0.531,   0.148,   0.090,   0.073,   0.020,  35.000,    0,   0.612
11:16:10:072, 8003807912339,    1.308,    1.000, 2800,   4.094,   8.794,   2.443,   3.003,   7.445,   2.068, 47,  0,   0.444,   0.580,   0.161,   0.097,   0.084,   0.023,  35.000,    0,   0.426
11:16:10:181, 8004049292549,    1.418,    1.000, 3000,   4.596,   9.297,   2.582,   3.491,   7.827,   2.174, 47,  0,   0.417,   0.626,   0.174,   0.110,   0.096,   0.027,  35.000,    0,   0.183
11:16:10:291, 8004290289804,    1.527,    0.000, 2100,   2.689,   9.590,   2.664,   1.777,   8.021,   2.228, 46,  0,   0.383,   0.667,   0.185,   0.070,   0.104,   0.029,  35.000,    0,   0.366
11:16:10:400, 8004532675232,    1.637,    2.000, 2600,   2.195,   9.831,   2.731,   1.297,   8.163,   2.267, 46,  0,   0.395,   0.711,   0.197,   0.029,   0.107,   0.030,  35.000,    0,   0.054
11:16:10:509, 8004773797763,    1.746,    0.000, 2100,   3.220,  10.183,   2.829,   2.310,   8.415,   2.338, 46,  0,   0.378,   0.752,   0.209,   0.060,   0.113,   0.032,  35.000,    0,   0.278
11:16:10:619, 8005015227288,    1.855,    2.000, 3600,   2.201,  10.424,   2.895,   1.508,   8.580,   2.383, 46,  0,   0.371,   0.793,   0.220,   0.030,   0.117,   0.032,  35.000,    0,   0.101
11:16:10:728, 8005256263314,    1.964,    0.000, 1400,   1.731,  10.613,   2.948,   0.992,   8.688,   2.413, 46,  0,   0.352,   0.831,   0.231,   0.024,   0.119,   0.033,  35.000,    0,   0.247
11:16:10:837, 8005497685058,    2.074,    7.000, 2900,   8.698,  11.564,   3.212,   7.682,   9.528,   2.647, 50,  0,   0.454,   0.881,   0.245,   0.046,   0.124,   0.035,  35.000,    0,   0.083
11:16:10:947, 8005738771522,    2.183,    8.000, 2200,  13.947,  13.086,   3.635,  12.766,  10.922,   3.034, 51,  0,   0.450,   0.930,   0.258,   0.044,   0.129,   0.036,  35.000,    0,   1.036
11:16:11:056, 8005980094854,    2.292,   11.000, 2200,  14.324,  14.652,   4.070,  13.117,  12.356,   3.432, 52,  0,   0.609,   0.996,   0.277,   0.036,   0.133,   0.037,  35.000,    0,   0.142
11:16:11:165, 8006221973130,    2.402,    0.000, 1400,   1.909,  14.861,   4.128,   1.143,  12.481,   3.467, 46,  0,   0.342,   1.034,   0.287,   0.027,   0.136,   0.038,  35.000,    0,   0.467
11:16:11:275, 8006464118774,    2.511,    1.000, 2100,   3.272,  15.220,   4.228,   2.573,  12.763,   3.545, 46,  0,   0.385,   1.076,   0.299,   0.043,   0.141,   0.039,  35.000,    0,   0.120
11:16:11:384, 8006704960208,    2.620,    0.000, 1200,   1.092,  15.339,   4.261,   0.552,  12.823,   3.562, 47,  0,   0.322,   1.111,   0.309,   0.009,   0.142,   0.039,  35.000,    0,   0.000
