System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:16:08:853, 61690976649851,    0.108,    1.000, 1600,   2.014,   0.217,   0.060,   1.327,   0.143,   0.040, 46,  0,   0.367,   0.040,   0.011,   0.058,   0.006,   0.002,  35.000,    0,   0.290
23:16:08:963, 61691218965158,    0.218,    2.000, 3700,   3.425,   0.593,   0.165,   2.499,   0.418,   0.116, 46,  0,   0.454,   0.089,   0.025,   0.059,   0.013,   0.004,  35.000,    0,   0.275
23:16:09:060, 61691434250240,    0.315,    1.000, 2000,   2.979,   0.884,   0.246,   2.172,   0.629,   0.175, 46,  0,   0.387,   0.127,   0.035,   0.031,   0.016,   0.004,  35.000,    0,   0.104
23:16:09:170, 61691675689832,    0.425,    2.000, 2100,   2.545,   1.162,   0.323,   1.681,   0.813,   0.226, 46,  0,   0.422,   0.173,   0.048,   0.081,   0.025,   0.007,  35.000,    0,   0.379
23:16:09:281, 61691923022852,    0.537,    1.000, 1600,   1.320,   1.310,   0.364,   0.738,   0.896,   0.249, 46,  0,   0.357,   0.213,   0.059,   0.007,   0.025,   0.007,  35.000,    0,   0.000
23:16:09:393, 61692169410165,    0.648,    1.000, 2100,   2.724,   1.614,   0.448,   2.007,   1.120,   0.311, 46,  0,   0.391,   0.257,   0.071,   0.050,   0.031,   0.009,  35.000,    0,   0.158
23:16:09:503, 61692435150536,    0.769,    8.000, 4000,   3.009,   1.976,   0.549,   2.515,   1.423,   0.395, 56,  0,   0.366,   0.301,   0.084,   0.019,   0.033,   0.009,  35.000,    0,   0.011
23:16:09:612, 61692652352721,    0.867,    2.000, 2000,   4.429,   2.412,   0.670,   3.517,   1.768,   0.491, 46,  0,   0.378,   0.338,   0.094,   0.069,   0.040,   0.011,  35.000,    0,   0.509
23:16:09:722, 61692894180823,    0.976,    1.000, 4000,   2.381,   2.673,   0.742,   1.587,   1.942,   0.540, 46,  0,   0.386,   0.380,   0.106,   0.052,   0.046,   0.013,  35.000,    0,   0.141
23:16:09:831, 61693136359624,    1.086,    5.000, 3100,   5.534,   3.280,   0.911,   4.541,   2.440,   0.678, 46,  0,   0.496,   0.435,   0.121,   0.082,   0.055,   0.015,  35.000,    0,   1.036
