System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:34:00:348, 48159225480129,    0.104,   19.000,  800,   2.842,   0.294,   0.082,   1.669,   0.173,   0.048, 41,  1,   0.468,   0.049,   0.013,   0.022,   0.002,   0.001,  35.000,    0,   0.807
21:34:00:457, 48159468676328,    0.214,   17.000,  800,   3.120,   0.638,   0.177,   1.943,   0.387,   0.107, 41,  1,   0.556,   0.110,   0.030,   0.021,   0.005,   0.001,  35.000,    0,   0.434
21:34:00:567, 48159708629592,    0.322,   13.000,  800,   2.567,   0.917,   0.255,   1.389,   0.538,   0.149, 41,  1,   0.412,   0.155,   0.043,   0.010,   0.006,   0.002,  35.000,    0,   0.350
21:34:00:676, 48159949826052,    0.432,   12.000,  800,   2.616,   1.203,   0.334,   1.456,   0.697,   0.194, 41,  1,   0.472,   0.206,   0.057,   0.016,   0.007,   0.002,  35.000,    0,   0.385
21:34:00:785, 48160191336811,    0.541,    8.000, 2100,   9.978,   2.294,   0.637,   8.896,   1.670,   0.464, 46,  0,   0.395,   0.249,   0.069,   0.004,   0.008,   0.002,  35.000,    0,   0.000
21:34:00:895, 48160432503005,    0.650,    8.000, 2100,  13.382,   3.756,   1.043,  12.197,   3.002,   0.834, 47,  0,   0.515,   0.305,   0.085,   0.040,   0.012,   0.003,  35.000,    0,   0.226
21:34:01:004, 48160674102928,    0.760,    7.000, 2100,  13.576,   5.241,   1.456,  12.342,   4.353,   1.209, 47,  0,   0.441,   0.354,   0.098,   0.009,   0.013,   0.004,  35.000,    0,   0.000
21:34:01:113, 48160915664285,    0.869,    9.000, 2500,  13.914,   6.764,   1.879,  12.741,   5.747,   1.596, 47,  0,   0.579,   0.417,   0.116,   0.032,   0.017,   0.005,  35.000,    0,   0.144
21:34:01:223, 48161157067975,    0.978,   11.000, 2100,  13.575,   8.248,   2.291,  12.417,   7.104,   1.973, 47,  0,   0.519,   0.474,   0.132,   0.034,   0.020,   0.006,  35.000,    0,   0.266
21:34:01:333, 48161400984747,    1.089,    7.000, 2100,  13.455,   9.734,   2.704,  12.157,   8.447,   2.346, 46,  0,   0.466,   0.525,   0.146,   0.054,   0.026,   0.007,  35.000,    0,   0.437
21:34:01:443, 48161643495369,    1.199,    8.000, 2500,  13.317,  11.197,   3.110,  12.076,   9.773,   2.715, 47,  0,   0.498,   0.580,   0.161,   0.043,   0.031,   0.009,  35.000,    0,   0.163
21:34:01:552, 48161884050657,    1.308,   11.000, 2100,  12.836,  12.595,   3.499,  11.581,  11.035,   3.065, 47,  0,   0.554,   0.640,   0.178,   0.069,   0.039,   0.011,  35.000,    0,   0.969
21:34:01:661, 48162125928156,    1.417,    8.000, 2100,  12.787,  13.996,   3.888,  11.565,  12.302,   3.417, 46,  0,   0.552,   0.701,   0.195,   0.089,   0.048,   0.013,  35.000,    0,   1.177
21:34:01:771, 48162368231334,    1.527,    7.000, 2400,  12.956,  15.418,   4.283,  11.707,  13.587,   3.774, 47,  0,   0.437,   0.749,   0.208,   0.040,   0.053,   0.015,  35.000,    0,   0.412
21:34:01:880, 48162608365996,    1.636,    8.000, 2800,  13.383,  16.873,   4.687,  12.155,  14.909,   4.141, 48,  0,   0.498,   0.803,   0.223,   0.039,   0.057,   0.016,  35.000,    0,   0.095
21:34:01:989, 48162849694703,    1.745,    7.000, 2300,  13.329,  18.330,   5.092,  12.189,  16.241,   4.511, 48,  0,   0.414,   0.848,   0.236,   0.018,   0.059,   0.016,  35.000,    0,   0.276
21:34:02:099, 48163091131049,    1.854,    8.000, 2500,  13.403,  19.796,   5.499,  12.263,  17.582,   4.884, 47,  0,   0.469,   0.900,   0.250,   0.036,   0.063,   0.017,  35.000,    0,   0.132
21:34:02:208, 48163332483932,    1.964,    8.000, 2100,  13.699,  21.293,   5.915,  12.431,  18.941,   5.261, 48,  0,   0.419,   0.945,   0.263,   0.025,   0.066,   0.018,  35.000,    0,   0.436
21:34:02:319, 48163576630005,    2.074,    7.000, 2100,  13.333,  22.767,   6.324,  12.177,  20.287,   5.635, 48,  0,   0.479,   0.998,   0.277,   0.041,   0.070,   0.019,  35.000,    0,   0.354
21:34:02:428, 48163817955080,    2.183,    8.000, 2200,  13.404,  24.232,   6.731,  12.146,  21.615,   6.004, 47,  0,   0.465,   1.049,   0.291,   0.037,   0.074,   0.021,  35.000,    0,   0.345
21:34:02:537, 48164059551650,    2.293,   10.000, 2200,  14.093,  25.774,   7.160,  12.866,  23.023,   6.395, 47,  0,   0.595,   1.114,   0.310,   0.047,   0.079,   0.022,  35.000,    0,   0.187
21:34:02:647, 48164301771335,    2.403,    8.000, 2300,  13.852,  27.294,   7.582,  12.643,  24.409,   6.780, 48,  0,   0.488,   1.168,   0.324,   0.011,   0.081,   0.022,  35.000,    0,   0.000
21:34:02:756, 48164542239550,    2.512,    7.000, 2100,  13.422,  28.756,   7.988,  12.227,  25.741,   7.150, 48,  0,   0.445,   1.216,   0.338,   0.035,   0.084,   0.023,  35.000,    0,   0.177
21:34:02:865, 48164784014504,    2.621,    8.000, 2100,  13.458,  30.229,   8.397,  12.340,  27.092,   7.526, 48,  0,   0.468,   1.268,   0.352,   0.023,   0.087,   0.024,  35.000,    0,   0.083
21:34:02:975, 48165025152865,    2.730,    7.000, 2500,  13.478,  31.701,   8.806,  12.277,  28.433,   7.898, 48,  0,   0.463,   1.318,   0.366,   0.049,   0.092,   0.026,  35.000,    0,   0.313
21:34:03:084, 48165267166424,    2.840,    8.000, 2500,  13.545,  33.186,   9.218,  12.250,  29.776,   8.271, 48,  0,   0.509,   1.374,   0.382,   0.068,   0.100,   0.028,  35.000,    0,   0.280
21:34:03:193, 48165508001408,    2.949,    8.000, 2100,  13.383,  34.646,   9.624,  12.143,  31.100,   8.639, 48,  0,   0.509,   1.429,   0.397,   0.079,   0.108,   0.030,  35.000,    0,   0.592
21:34:03:304, 48165752116367,    3.059,   11.000, 2100,  13.263,  36.112,  10.031,  12.018,  32.429,   9.008, 46,  0,   0.598,   1.496,   0.415,   0.067,   0.116,   0.032,  35.000,    0,   0.570
21:34:03:413, 48165993764626,    3.169,   11.000, 2300,  14.090,  37.654,  10.459,  12.700,  33.819,   9.394, 47,  0,   0.691,   1.571,   0.436,   0.061,   0.122,   0.034,  35.000,    0,   0.484
21:34:03:523, 48166235909621,    3.279,    8.000, 2500,  12.870,  39.065,  10.851,  11.536,  35.084,   9.746, 46,  0,   0.559,   1.632,   0.453,   0.091,   0.132,   0.037,  35.000,    0,   0.725
21:34:03:632, 48166476729619,    3.388,    8.000, 2100,  13.304,  40.516,  11.255,  12.050,  36.398,  10.111, 47,  0,   0.500,   1.687,   0.469,   0.077,   0.141,   0.039,  35.000,    0,   0.849
21:34:03:741, 48166717747421,    3.497,    9.000, 2100,  12.934,  41.928,  11.647,  11.649,  37.670,  10.464, 47,  0,   0.580,   1.750,   0.486,   0.098,   0.151,   0.042,  35.000,    0,   1.262
21:34:03:851, 48166959442695,    3.606,    8.000, 2300,  13.027,  43.354,  12.043,  11.857,  38.968,  10.824, 47,  0,   0.463,   1.801,   0.500,   0.057,   0.158,   0.044,  35.000,    0,   0.385
21:34:03:960, 48167201198248,    3.716,   10.000, 2900,  14.107,  44.899,  12.472,  12.728,  40.361,  11.211, 47,  0,   0.654,   1.873,   0.520,   0.076,   0.166,   0.046,  35.000,    0,   0.707
21:34:04:059, 48167419075687,    3.814,    8.000, 2500,  13.468,  46.228,  12.841,  12.338,  41.579,  11.550, 47,  0,   0.469,   1.919,   0.533,   0.058,   0.172,   0.048,  35.000,    0,   0.230
21:34:04:168, 48167660464091,    3.924,   10.000, 2100,  13.786,  47.735,  13.260,  12.491,  42.944,  11.929, 48,  0,   0.445,   1.968,   0.547,   0.030,   0.175,   0.049,  35.000,    0,   0.413
21:34:04:277, 48167901290706,    4.033,    8.000, 2100,  13.436,  49.200,  13.667,  12.214,  44.277,  12.299, 47,  0,   0.489,   2.021,   0.561,   0.043,   0.180,   0.050,  35.000,    0,   0.291
21:34:04:394, 48168158703044,    4.149,    7.000, 2300,  13.336,  50.755,  14.099,  12.203,  45.699,  12.694, 48,  0,   0.413,   2.069,   0.575,   0.027,   0.183,   0.051,  35.000,    0,   0.737
21:34:04:503, 48168400410522,    4.259,    7.000, 2100,  13.428,  52.225,  14.507,  12.171,  47.032,  13.064, 48,  0,   0.413,   2.114,   0.587,   0.018,   0.185,   0.051,  35.000,  700,   0.070
21:34:04:612, 48168641486996,    4.368,    7.000, 2500,  13.665,  53.717,  14.921,  12.455,  48.392,  13.442, 49,  0,   0.483,   2.167,   0.602,   0.055,   0.191,   0.053,  35.000,    0,   0.742
21:34:04:722, 48168882991842,    4.477,    8.000, 2500,  13.458,  55.189,  15.330,  12.293,  49.736,  13.816, 46,  0,   0.485,   2.220,   0.617,   0.050,   0.197,   0.055,  35.000,    0,   0.220
21:34:04:831, 48169124847172,    4.587,    7.000, 2900,  13.718,  56.692,  15.748,  12.429,  51.098,  14.194, 48,  0,   0.460,   2.271,   0.631,   0.051,   0.202,   0.056,  35.000,    0,   0.362
21:34:04:941, 48169366448110,    4.696,    9.000, 2900,  12.882,  58.101,  16.139,  11.683,  52.376,  14.549, 47,  0,   0.498,   2.325,   0.646,   0.067,   0.209,   0.058,  35.000,    0,   0.487
21:34:05:050, 48169607246224,    4.805,    7.000, 2300,  13.535,  59.577,  16.549,  12.318,  53.719,  14.922, 48,  0,   0.454,   2.375,   0.660,   0.064,   0.216,   0.060,  35.000,    0,   0.487
21:34:05:159, 48169860219778,    4.920,   13.000, 3100,  14.478,  61.236,  17.010,  13.151,  55.226,  15.341, 48,  0,   0.549,   2.438,   0.677,   0.064,   0.224,   0.062,  35.000,    0,   0.489
21:34:05:270, 48170093251578,    5.026,    7.000, 2100,  14.107,  62.725,  17.424,  12.826,  56.580,  15.717, 48,  0,   0.412,   2.481,   0.689,   0.039,   0.228,   0.063,  35.000,  500,   0.436
21:34:05:379, 48170334445812,    5.135,   11.000, 2600,  14.224,  64.279,  17.855,  12.987,  57.998,  16.111, 48,  0,   0.650,   2.552,   0.709,   0.040,   0.232,   0.065,  35.000,    0,   0.344
21:34:05:489, 48170575896248,    5.244,    8.000, 2500,  13.547,  65.760,  18.267,  12.366,  59.351,  16.486, 47,  0,   0.488,   2.605,   0.724,   0.027,   0.235,   0.065,  35.000,    0,   0.291
21:34:05:598, 48170817706904,    5.354,    8.000, 2900,  13.568,  67.246,  18.679,  12.266,  60.694,  16.859, 48,  0,   0.453,   2.655,   0.738,   0.034,   0.239,   0.066,  35.000,    0,   0.238
21:34:05:707, 48171059113754,    5.463,    8.000, 2500,  13.441,  68.715,  19.088,  12.314,  62.040,  17.233, 47,  0,   0.433,   2.702,   0.751,   0.016,   0.241,   0.067,  35.000,    0,   0.025
21:34:05:817, 48171300363156,    5.572,    7.000, 2800,  13.799,  70.223,  19.506,  12.629,  63.420,  17.617, 49,  0,   0.425,   2.749,   0.764,   0.031,   0.244,   0.068,  35.000,    0,   0.523
21:34:05:926, 48171541687793,    5.682,    8.000, 2300,  13.533,  71.702,  19.917,  12.220,  64.756,  17.988, 49,  0,   0.492,   2.803,   0.778,   0.039,   0.248,   0.069,  35.000,    0,   0.147
21:34:06:035, 48171784540359,    5.792,    8.000, 2200,  13.442,  73.181,  20.328,  12.229,  66.101,  18.361, 47,  0,   0.471,   2.854,   0.793,   0.034,   0.252,   0.070,  35.000,    0,   0.167
21:34:06:145, 48172024753052,    5.900,    8.000, 2500,  12.872,  74.581,  20.717,  11.709,  67.375,  18.715, 47,  0,   0.512,   2.910,   0.808,   0.067,   0.259,   0.072,  35.000,    0,   0.301
21:34:06:255, 48172268757162,    6.011,    7.000, 2100,  13.480,  76.071,  21.131,  12.159,  68.718,  19.088, 48,  0,   0.492,   2.964,   0.823,   0.068,   0.267,   0.074,  35.000,    0,   0.765
21:34:06:365, 48172510294371,    6.120,    9.000, 2300,  13.307,  77.526,  21.535,  12.067,  70.038,  19.455, 49,  0,   0.546,   3.024,   0.840,   0.074,   0.275,   0.076,  35.000,    0,   0.870
21:34:06:474, 48172751522472,    6.229,    7.000, 2300,  13.301,  78.980,  21.939,  11.985,  71.348,  19.819, 48,  0,   0.502,   3.079,   0.855,   0.051,   0.281,   0.078,  35.000,    0,   0.268
21:34:06:583, 48172993544788,    6.339,    8.000, 2500,  13.231,  80.430,  22.342,  12.036,  72.667,  20.185, 48,  0,   0.545,   3.139,   0.872,   0.074,   0.289,   0.080,  35.000,    0,   0.677
21:34:06:693, 48173234478799,    6.448,    7.000, 2300,  13.060,  81.855,  22.737,  11.845,  73.960,  20.544, 47,  0,   0.462,   3.189,   0.886,   0.040,   0.293,   0.081,  35.000,    0,   0.155
21:34:06:802, 48173476094542,    6.558,   10.000, 2100,  13.857,  83.371,  23.159,  12.490,  75.326,  20.924, 48,  0,   0.636,   3.259,   0.905,   0.064,   0.300,   0.083,  35.000,    0,   0.411
21:34:06:911, 48173717832278,    6.667,    8.000, 2300,  13.353,  84.833,  23.565,  12.153,  76.657,  21.294, 48,  0,   0.530,   3.317,   0.921,   0.058,   0.306,   0.085,  35.000,    0,   0.459
21:34:07:021, 48173959253797,    6.776,    5.000, 2300,   8.624,  85.776,  23.827,   7.476,  77.474,  21.521, 45,  0,   0.496,   3.371,   0.936,   0.103,   0.318,   0.088,  35.000,    0,   0.768
21:34:07:130, 48174201158172,    6.886,    3.000, 2900,   4.396,  86.258,  23.961,   3.437,  77.851,  21.625, 44,  0,   0.474,   3.423,   0.951,   0.103,   0.329,   0.091,  35.000,    0,   1.354
21:34:07:240, 48174441789889,    6.995,    1.000, 2600,   4.297,  86.726,  24.091,   3.319,  78.213,  21.726, 43,  0,   0.437,   3.470,   0.964,   0.123,   0.342,   0.095,  35.000,    0,   0.968
21:34:07:350, 48174686929256,    7.106,    1.000, 2400,   3.505,  87.115,  24.199,   2.723,  78.515,  21.810, 43,  0,   0.381,   3.513,   0.976,   0.031,   0.346,   0.096,  35.000,    0,   0.057
21:34:07:460, 48174928649304,    7.216,    0.000, 3100,   3.378,  87.485,  24.301,   2.530,  78.792,  21.887, 43,  0,   0.392,   3.556,   0.988,   0.037,   0.350,   0.097,  35.000,    0,   0.536
21:34:07:569, 48175169335394,    7.325,    2.000, 2300,   4.384,  87.963,  24.434,   3.447,  79.168,  21.991, 43,  0,   0.413,   3.601,   1.000,   0.060,   0.356,   0.099,  35.000,    0,   0.176
21:34:07:678, 48175410290633,    7.434,    1.000, 2500,   3.997,  88.399,  24.555,   3.335,  79.532,  22.092, 46,  0,   0.367,   3.641,   1.011,   0.015,   0.358,   0.099,  35.000,    0,  12.035
21:34:07:787, 48175651924652,    7.543,    9.000, 2500,  13.581,  89.885,  24.968,  12.272,  80.875,  22.465, 47,  0,   0.538,   3.700,   1.028,   0.048,   0.363,   0.101,  35.000,    0,   0.162
21:34:07:897, 48175893199924,    7.652,    6.000, 2800,  13.315,  91.340,  25.372,  12.204,  82.208,  22.836, 48,  0,   0.384,   3.742,   1.039,   0.016,   0.365,   0.101,  35.000,    0,   1.212
21:34:08:006, 48176135754550,    7.762,    5.000, 3000,   8.831,  92.311,  25.642,   7.737,  83.058,  23.072, 44,  0,   0.461,   3.792,   1.053,   0.061,   0.372,   0.103,  35.000,    0,   0.180
21:34:08:116, 48176376708632,    7.871,    0.000, 2300,   1.535,  92.478,  25.688,   0.870,  83.153,  23.098, 43,  0,   0.330,   3.828,   1.063,   0.034,   0.375,   0.104,  35.000,    0,   0.194
21:34:08:225, 48176618137908,    7.981,    1.000, 2600,   5.698,  93.101,  25.861,   4.881,  83.687,  23.246, 44,  0,   0.471,   3.880,   1.078,   0.097,   0.386,   0.107,  35.000,    0,   0.429
21:34:08:336, 48176863518150,    8.092,    2.000, 4100,   3.880,  93.532,  25.981,   3.072,  84.028,  23.341, 45,  0,   0.455,   3.930,   1.092,   0.068,   0.394,   0.109,  35.000,    0,   0.235
21:34:08:446, 48177105094461,    8.201,    2.000, 2500,   4.829,  94.060,  26.128,   4.008,  84.467,  23.463, 43,  0,   0.474,   3.982,   1.106,   0.068,   0.401,   0.111,  35.000,    0,   0.204
21:34:08:555, 48177345796177,    8.310,    1.000, 2300,   3.454,  94.437,  26.233,   2.634,  84.754,  23.543, 44,  0,   0.396,   4.025,   1.118,   0.063,   0.408,   0.113,  35.000,    0,   0.178
21:34:08:664, 48177587917742,    8.420,    0.000, 2300,   1.395,  94.590,  26.275,   0.832,  84.845,  23.568, 43,  0,   0.338,   4.062,   1.128,   0.031,   0.411,   0.114,  35.000,    0,   0.382
21:34:08:773, 48177828575718,    8.529,    7.000, 2100,  13.962,  96.112,  26.698,  12.786,  86.239,  23.955, 47,  0,   0.422,   4.108,   1.141,   0.035,   0.415,   0.115,  35.000,    0,   0.076
21:34:08:883, 48178070163429,    8.638,    7.000, 2100,  13.625,  97.603,  27.112,  12.521,  87.609,  24.336, 48,  0,   0.423,   4.155,   1.154,   0.026,   0.418,   0.116,  35.000,    0,   0.275
21:34:08:981, 48178297665686,    8.741,    7.000, 2900,  11.286,  98.765,  27.435,  10.048,  88.644,  24.623, 45,  0,   0.552,   4.212,   1.170,   0.082,   0.426,   0.118,  35.000,    0,   0.750
21:34:09:091, 48178531577361,    8.847,    1.000, 2400,   3.490,  99.135,  27.538,   2.659,  88.926,  24.702, 43,  0,   0.418,   4.256,   1.182,   0.092,   0.436,   0.121,  35.000,    0,   0.955
21:34:09:200, 48178771827116,    8.956,    3.000, 4000,   4.065,  99.577,  27.660,   3.206,  89.275,  24.799, 44,  0,   0.429,   4.302,   1.195,   0.107,   0.448,   0.124,  35.000,    0,   0.787
21:34:09:317, 48179029952632,    9.073,    0.000, 3100,   2.439,  99.863,  27.740,   1.630,  89.465,  24.851, 44,  0,   0.380,   4.347,   1.207,   0.046,   0.453,   0.126,  35.000,    0,   0.249
21:34:09:426, 48179270220389,    9.182,    1.000, 2700,   3.347, 100.227,  27.841,   2.581,  89.746,  24.930, 43,  0,   0.385,   4.389,   1.219,   0.060,   0.460,   0.128,  35.000,    0,   0.157
21:34:09:536, 48179511635282,    9.291,    0.000, 2700,   1.272, 100.366,  27.879,   0.778,  89.831,  24.953, 43,  0,   0.323,   4.424,   1.229,   0.020,   0.462,   0.128,  35.000,    0,   0.237
21:34:09:645, 48179753436149,    9.401,    6.000, 3900,   7.853, 101.226,  28.118,   6.827,  90.579,  25.161, 43,  0,   0.545,   4.484,   1.245,   0.052,   0.468,   0.130,  35.000,    0,   0.147
21:34:09:754, 48179993931429,    9.510,    5.000, 2200,  10.018, 102.317,  28.421,   9.072,  91.567,  25.435, 47,  0,   0.346,   4.521,   1.256,   0.008,   0.469,   0.130,  35.000,    0,   0.000
21:34:09:863, 48180235440890,    9.619,    8.000, 2400,  13.169, 103.757,  28.821,  11.950,  92.874,  25.798, 48,  0,   0.555,   4.582,   1.273,   0.062,   0.475,   0.132,  35.000,    0,   0.218
21:34:09:973, 48180477631859,    9.729,    6.000, 2300,  12.281, 105.104,  29.196,  11.049,  94.086,  26.135, 44,  0,   0.440,   4.630,   1.286,   0.044,   0.480,   0.133,  35.000,    0,   0.120
21:34:10:082, 48180719566689,    9.838,    1.000, 2500,   2.776, 105.409,  29.280,   2.052,  94.311,  26.197, 44,  0,   0.406,   4.675,   1.299,   0.089,   0.490,   0.136,  35.000,    0,   0.427
21:34:10:192, 48180961669894,    9.948,    6.000, 3700,   3.887, 105.835,  29.399,   2.936,  94.633,  26.287, 43,  0,   0.413,   4.720,   1.311,   0.081,   0.499,   0.139,  35.000,    0,   0.585
21:34:10:303, 48181208759561,   10.060,    0.000, 4100,   1.770, 106.033,  29.454,   1.149,  94.761,  26.323, 44,  0,   0.354,   4.760,   1.322,   0.050,   0.504,   0.140,  35.000,    0,   1.138
21:34:10:413, 48181448556631,   10.168,    1.000, 4000,   2.678, 106.324,  29.534,   2.118,  94.991,  26.387, 43,  0,   0.373,   4.800,   1.333,   0.040,   0.509,   0.141,  35.000,    0,   0.179
21:34:10:522, 48181689119487,   10.277,    2.000, 2500,   4.971, 106.865,  29.685,   4.046,  95.432,  26.509, 47,  0,   0.408,   4.845,   1.346,   0.064,   0.516,   0.143,  35.000,    0,   0.193
21:34:10:631, 48181931562619,   10.387,    1.000, 3400,   3.609, 107.262,  29.795,   2.769,  95.736,  26.593, 43,  0,   0.375,   4.886,   1.357,   0.049,   0.521,   0.145,  35.000,    0,   0.215
21:34:10:740, 48182172103242,   10.496,    5.000, 2300,  10.596, 108.416,  30.116,   9.393,  96.760,  26.878, 46,  0,   0.452,   4.935,   1.371,   0.068,   0.528,   0.147,  35.000,    0,   0.290
21:34:10:850, 48182413839145,   10.606,    8.000, 2800,  13.349, 109.877,  30.522,  12.179,  98.093,  27.248, 47,  0,   0.510,   4.991,   1.386,   0.049,   0.534,   0.148,  35.000,    0,   0.333
21:34:10:959, 48182654973279,   10.715,    7.000, 2300,  13.609, 111.364,  30.934,  12.473,  99.455,  27.626, 48,  0,   0.398,   5.034,   1.398,   0.009,   0.535,   0.149,  35.000,    0,   0.000
21:34:11:071, 48182901263376,   10.826,    3.000, 2500,   5.667, 111.996,  31.110,   4.720,  99.982,  27.773, 44,  0,   0.495,   5.089,   1.414,   0.074,   0.543,   0.151,  35.000,    0,   0.133
21:34:11:180, 48183142473535,   10.936,    7.000, 2200,   3.834, 112.415,  31.226,   2.886, 100.297,  27.860, 44,  0,   0.433,   5.137,   1.427,   0.091,   0.553,   0.154,  35.000,    0,   0.525
