System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:07:07:849, 6806577405852,    0.111,    0.000, 1800,   2.403,   0.268,   0.074,   1.607,   0.179,   0.050, 48,  0,   0.362,   0.040,   0.011,   0.070,   0.008,   0.002,  35.000,    0,   0.491
11:07:07:958, 6806818810322,    0.221,    1.000, 2100,   1.661,   0.449,   0.125,   1.022,   0.291,   0.081, 47,  0,   0.370,   0.081,   0.022,   0.042,   0.012,   0.003,  35.000,    0,   0.121
11:07:08:067, 6807059947727,    0.330,    6.000, 2200,   9.173,   1.451,   0.403,   8.135,   1.179,   0.328, 52,  0,   0.464,   0.131,   0.037,   0.039,   0.017,   0.005,  35.000,    0,   1.067
11:07:08:177, 6807301493484,    0.439,    9.000, 2200,  13.860,   2.967,   0.824,  12.672,   2.565,   0.713, 53,  0,   0.527,   0.189,   0.053,   0.055,   0.023,   0.006,  35.000,  550,   0.447
11:07:08:286, 6807542875783,    0.549,    6.000, 2800,  12.343,   4.317,   1.199,  11.068,   3.775,   1.049, 50,  0,   0.459,   0.239,   0.066,   0.070,   0.030,   0.008,  35.000,    0,   0.252
11:07:08:396, 6807785153172,    0.658,    1.000, 2800,   3.966,   4.752,   1.320,   3.020,   4.107,   1.141, 49,  0,   0.426,   0.286,   0.079,   0.086,   0.040,   0.011,  35.000,    0,   0.404
11:07:08:520, 6808070377446,    0.787,   13.000, 3600,   3.700,   5.230,   1.453,   2.748,   4.462,   1.239, 51,  0,   0.401,   0.338,   0.094,   0.061,   0.048,   0.013,  35.000,    0,   0.229
11:07:08:614, 6808268281776,    0.877,    0.000, 3900,   3.156,   5.513,   1.531,   2.093,   4.649,   1.291, 48,  0,   0.421,   0.376,   0.104,   0.120,   0.058,   0.016,  35.000,    0,   0.993
11:07:08:723, 6808509953928,    0.987,    1.000, 1800,   1.715,   5.700,   1.583,   1.012,   4.760,   1.322, 48,  0,   0.371,   0.416,   0.116,   0.068,   0.066,   0.018,  35.000,    0,   0.145
11:07:08:833, 6808751043786,    1.096,    1.000, 2100,   1.984,   5.917,   1.644,   1.335,   4.906,   1.363, 47,  0,   0.406,   0.461,   0.128,   0.099,   0.077,   0.021,  35.000,    0,   0.372
11:07:08:942, 6808992271694,    1.205,   12.000, 2600,  12.071,   7.236,   2.010,  10.734,   6.079,   1.689, 56,  0,   0.683,   0.535,   0.149,   0.107,   0.088,   0.025,  35.000,  700,   1.180
11:07:09:052, 6809233748639,    1.314,    1.000, 2500,   3.876,   7.660,   2.128,   3.110,   6.419,   1.783, 49,  0,   0.439,   0.583,   0.162,   0.136,   0.103,   0.029,  35.000,    0,   2.070
11:07:09:161, 6809475100328,    1.424,    2.000, 3100,   4.686,   8.172,   2.270,   3.775,   6.831,   1.898, 48,  0,   0.462,   0.634,   0.176,   0.092,   0.113,   0.031,  35.000,    0,   0.408
11:07:09:270, 6809716131892,    1.533,    0.000, 1600,   1.405,   8.325,   2.313,   0.840,   6.923,   1.923, 49,  0,   0.348,   0.672,   0.187,   0.018,   0.115,   0.032,  35.000,    0,   1.087
11:07:09:380, 6809957974628,    1.642,    1.000, 2300,   2.443,   8.593,   2.387,   1.838,   7.124,   1.979, 49,  0,   0.354,   0.711,   0.197,   0.047,   0.120,   0.033,  35.000,    0,   0.108
11:07:09:489, 6810198973978,    1.752,    0.000, 1800,   2.057,   8.817,   2.449,   1.196,   7.255,   2.015, 48,  0,   0.371,   0.751,   0.209,   0.034,   0.124,   0.034,  35.000,    0,   0.087
11:07:09:598, 6810440919994,    1.861,    4.000, 2400,   4.676,   9.330,   2.592,   3.689,   7.659,   2.128, 48,  0,   0.451,   0.800,   0.222,   0.087,   0.133,   0.037,  35.000,    0,   0.712
11:07:09:707, 6810681626016,    1.970,    3.000, 2100,   6.795,  10.070,   2.797,   5.834,   8.295,   2.304, 53,  0,   0.406,   0.845,   0.235,   0.010,   0.135,   0.037,  35.000,    0,   0.000
11:07:09:817, 6810923343000,    2.080,    8.000, 2500,  13.724,  11.573,   3.215,  12.568,   9.671,   2.686, 54,  0,   0.507,   0.900,   0.250,   0.037,   0.139,   0.039,  35.000,    0,   0.106
11:07:09:926, 6811165037623,    2.189,    7.000, 2300,  13.863,  13.090,   3.636,  12.613,  11.052,   3.070, 53,  0,   0.403,   0.944,   0.262,   0.012,   0.140,   0.039,  35.000,    0,   0.000
11:07:10:036, 6811407299238,    2.299,    4.000, 3500,   7.592,  13.923,   3.868,   6.609,  11.777,   3.271, 50,  0,   0.457,   0.995,   0.276,   0.040,   0.144,   0.040,  35.000,    0,   0.130
