System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
10:16:24:032,2.38886E+14,0.1,1,3700,2.758,0.276,0.077,1.875,0.188,0.052,47,0,0.424,0.042,0.012,0.03,0.003,0.001,35,0,0.293,,0.188
10:16:24:143,2.38886E+14,0.212,4,2500,7.75,1.144,0.318,6.569,0.923,0.256,52,0,0.537,0.103,0.028,0.068,0.011,0.003,35,0,0.466,,0.735
10:16:24:256,2.38886E+14,0.324,3,4000,8.994,2.149,0.597,7.682,1.782,0.495,48,0,0.536,0.162,0.045,0.042,0.015,0.004,35,0,0.119,,0.859
10:16:24:365,2.38886E+14,0.433,7,3900,10.857,3.334,0.926,9.585,2.828,0.786,51,0,0.585,0.226,0.063,0.084,0.025,0.007,35,0,1.127,,1.046
10:16:24:470,2.38887E+14,0.538,3,3100,9.166,4.298,1.194,7.929,3.662,1.017,54,0,0.564,0.286,0.079,0.026,0.027,0.008,35,0,2.261,,0.834
10:16:24:581,2.38887E+14,0.649,6,2900,11.368,5.561,1.545,10.014,4.775,1.326,52,0,0.515,0.343,0.095,0.059,0.034,0.009,35,0,0.247,,1.113
10:16:24:689,2.38887E+14,0.758,9,2500,13.491,7.026,1.952,12.323,6.112,1.698,52,0,0.509,0.398,0.111,0.031,0.037,0.01,35,750,0.311,,1.337
10:16:24:802,2.38887E+14,0.87,7,3100,13.328,8.518,2.366,12.147,7.472,2.076,54,0,0.46,0.45,0.125,0.033,0.041,0.011,35,0,0.877,,1.36
10:16:24:908,2.38888E+14,0.976,3,2300,5.279,9.076,2.521,4.359,7.933,2.204,48,0,0.403,0.492,0.137,0.021,0.043,0.012,35,700,0.118,,0.461
10:16:25:020,2.38888E+14,1.088,1,1600,2.117,9.313,2.587,1.29,8.077,2.244,47,0,0.368,0.533,0.148,0.038,0.047,0.013,35,0,0.343,,0.144
10:16:25:126,2.38888E+14,1.194,8,2300,5.896,9.938,2.761,5.045,8.612,2.392,51,0,0.478,0.584,0.162,0.034,0.051,0.014,35,0,0.266,,0.535
10:16:25:239,2.38888E+14,1.307,1,2100,4.385,10.437,2.899,3.353,8.994,2.498,47,0,0.437,0.634,0.176,0.083,0.06,0.017,35,0,0.631,,0.382
10:16:25:378,2.38889E+14,1.447,15,4000,7.936,11.545,3.207,6.836,9.948,2.763,53,0,0.506,0.704,0.196,0.048,0.067,0.019,35,0,0.629,,0.954
10:16:25:458,2.38889E+14,1.527,24,2300,12.424,12.534,3.482,11.29,10.847,3.013,50,0,0.612,0.753,0.209,0.025,0.069,0.019,35,0,0.935,,0.899
10:16:25:565,2.38889E+14,1.633,34,2100,14.014,14.026,3.896,12.353,12.162,3.378,50,0,1.021,0.862,0.239,0.206,0.091,0.025,35,0,4.516,,1.315
10:16:25:673,2.38889E+14,1.741,16,2600,12.81,15.411,4.281,11.241,13.377,3.716,52,0,0.835,0.952,0.264,0.294,0.123,0.034,35,0,7.544,,1.215
10:16:25:782,2.3889E+14,1.85,15,3000,12.871,16.816,4.671,11.394,14.622,4.062,51,0,0.915,1.052,0.292,0.188,0.143,0.04,35,0,5.339,,1.245
10:16:25:892,2.3889E+14,1.96,2,2900,5.951,17.466,4.852,4.695,15.134,4.204,48,0,0.426,1.098,0.305,0.055,0.149,0.041,35,0,0.489,,0.512
10:16:26:006,2.3889E+14,2.074,2,2600,4.879,18.023,5.006,3.873,15.576,4.327,47,0,0.447,1.149,0.319,0.083,0.159,0.044,35,0,0.404,,0.442
10:16:26:110,2.3889E+14,2.178,2,2700,4.817,18.527,5.146,3.849,15.979,4.438,48,0,0.458,1.197,0.333,0.1,0.169,0.047,35,0,0.705,,0.403
10:16:26:223,2.3889E+14,2.291,2,2200,5.295,19.123,5.312,4.199,16.451,4.57,47,0,0.448,1.248,0.347,0.055,0.175,0.049,35,0,0.263,,0.472
10:16:26:333,2.38891E+14,2.401,1,4000,2.879,19.439,5.4,1.977,16.669,4.63,47,0,0.41,1.293,0.359,0.048,0.181,0.05,35,0,0.429,,0.218
10:16:26:441,2.38891E+14,2.509,1,2100,4.655,19.941,5.539,3.808,17.079,4.744,47,0,0.394,1.335,0.371,0.06,0.187,0.052,35,0,0.755,,0.41
10:16:26:554,2.38891E+14,2.622,11,3400,9,20.965,5.824,7.8,17.967,4.991,49,0,0.59,1.402,0.389,0.114,0.2,0.056,35,0,2.782,,0.888
10:16:26:657,2.38891E+14,2.725,3,2100,5.718,21.554,5.987,4.53,18.434,5.12,47,0,0.513,1.455,0.404,0.16,0.217,0.06,35,0,5.171,,0.467
10:16:26:768,2.38892E+14,2.836,2,4000,4.929,22.101,6.139,3.914,18.868,5.241,47,0,0.44,1.504,0.418,0.074,0.225,0.062,35,0,0.138,,0.434
10:16:26:881,2.38892E+14,2.949,1,2800,3.981,22.551,6.264,2.908,19.197,5.332,46,0,0.414,1.551,0.431,0.071,0.233,0.065,35,0,0.225,,0.329
10:16:26:985,2.38892E+14,3.053,7,4000,9.114,23.492,6.526,7.81,20.003,5.556,49,0,0.615,1.614,0.448,0.084,0.241,0.067,35,0,0.344,,0.806
10:16:27:097,2.38892E+14,3.165,1,2700,3.979,23.939,6.65,2.935,20.333,5.648,47,0,0.449,1.665,0.462,0.109,0.254,0.07,35,0,0.509,,0.33
10:16:27:206,2.38893E+14,3.274,2,3000,5.603,24.553,6.82,4.411,20.816,5.782,47,0,0.456,1.715,0.476,0.087,0.263,0.073,35,650,0.461,,0.483
10:16:27:314,2.38893E+14,3.382,6,2600,11.666,25.809,7.169,10.428,21.939,6.094,53,0,0.502,1.769,0.491,0.075,0.271,0.075,35,0,0.527,,1.123
10:16:27:427,2.38893E+14,3.495,10,3000,13.182,27.303,7.584,11.908,23.288,6.469,53,0,0.575,1.834,0.509,0.094,0.282,0.078,35,0,1.177,,1.349
10:16:27:536,2.38893E+14,3.604,6,3400,10.997,28.492,7.915,9.753,24.343,6.762,49,0,0.462,1.884,0.523,0.076,0.29,0.081,35,0,0.348,,1.055
10:16:27:643,2.38894E+14,3.711,9,2700,8.44,29.399,8.167,7.184,25.115,6.976,49,0,0.533,1.941,0.539,0.128,0.304,0.084,35,0,2.941,,0.772
10:16:27:751,2.38894E+14,3.819,12,2100,10.535,30.537,8.483,8.797,26.065,7.24,50,0,0.684,2.015,0.56,0.568,0.365,0.101,35,700,8.624,,0.95
10:16:27:863,2.38894E+14,3.932,6,3300,9.651,31.624,8.784,7.12,26.867,7.463,49,0,0.561,2.078,0.577,1.279,0.509,0.141,35,550,7.399,,0.802
10:16:27:972,2.38894E+14,4.04,7,2000,9.513,32.651,9.07,6.929,27.615,7.671,48,0,0.481,2.13,0.592,1.378,0.658,0.183,35,450,5.359,,0.748
10:16:28:083,2.38895E+14,4.151,7,2100,10.057,33.768,9.38,6.946,28.387,7.885,48,0,0.552,2.191,0.609,1.911,0.87,0.242,35,700,8.639,,0.772
10:16:28:189,2.38895E+14,4.257,9,2100,9.775,34.811,9.67,6.551,29.085,8.079,48,0,0.511,2.246,0.624,1.979,1.081,0.3,35,700,8.434,,0.698
10:16:28:300,2.38895E+14,4.368,11,2200,10.361,35.958,9.988,7.484,29.914,8.31,49,0,0.639,2.317,0.643,1.607,1.259,0.35,35,700,8.228,,0.829
10:16:28:407,2.38895E+14,4.474,22,2000,10.749,37.101,10.306,8.098,30.775,8.549,49,0,0.744,2.396,0.665,1.411,1.409,0.392,35,450,8.376,,0.861
10:16:28:517,2.38896E+14,4.585,9,2400,10.522,38.262,10.628,7.683,31.623,8.784,49,0,0.666,2.469,0.686,1.606,1.587,0.441,35,850,7.781,,0.848
10:16:28:627,2.38896E+14,4.695,13,2300,10.319,39.403,10.945,7.359,32.437,9.01,49,0,0.601,2.536,0.704,1.684,1.773,0.492,35,550,8.565,,0.814
