System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:46:23:908,2.34317E+14,0.113,1,1400,2.288,0.259,0.072,1.437,0.162,0.045,49,0,0.37,0.042,0.012,0.039,0.004,0.001,35,0,0.291,,0.162
23:46:24:017,2.34317E+14,0.222,3,2700,4.621,0.763,0.212,3.672,0.564,0.157,49,0,0.435,0.089,0.025,0.04,0.009,0.002,35,0,0.237,,0.402
23:46:24:126,2.34317E+14,0.331,2,3100,5.079,1.316,0.365,4.057,1.005,0.279,49,0,0.421,0.135,0.038,0.072,0.017,0.005,35,0,0.49,,0.441
23:46:24:236,2.34317E+14,0.441,5,3600,7.417,2.13,0.592,6.172,1.682,0.467,50,0,0.606,0.202,0.056,0.085,0.026,0.007,35,0,0.467,,0.677
23:46:24:348,2.34318E+14,0.553,1,2100,3.625,2.537,0.705,2.681,1.984,0.551,49,0,0.424,0.249,0.069,0.065,0.033,0.009,35,0,0.428,,0.302
23:46:24:458,2.34318E+14,0.663,9,2900,13.289,3.992,1.109,12.064,3.304,0.918,56,0,0.511,0.305,0.085,0.04,0.038,0.01,35,0,0.21,,1.32
23:46:24:568,2.34318E+14,0.774,7,2100,12.31,5.359,1.489,11.178,4.545,1.263,51,0,0.4,0.35,0.097,0.007,0.039,0.011,35,0,0,,1.241
23:46:24:676,2.34318E+14,0.881,6,2600,8.622,6.284,1.746,7.442,5.344,1.484,50,0,0.561,0.41,0.114,0.081,0.047,0.013,35,0,0.346,,0.799
23:46:24:788,2.34319E+14,0.993,7,2100,10.025,7.404,2.057,8.803,6.327,1.758,52,0,0.479,0.463,0.129,0.045,0.052,0.015,35,0,0.998,,0.983
23:46:24:892,2.34319E+14,1.097,21,3000,12.383,8.694,2.415,11.096,7.483,2.079,52,0,0.74,0.54,0.15,0.04,0.056,0.016,35,0,0.431,,1.156
23:46:25:000,2.34319E+14,1.205,29,2300,13.809,10.19,2.831,12.221,8.807,2.446,53,0,0.961,0.644,0.179,0.296,0.088,0.025,35,0,9.748,,1.324
23:46:25:110,2.34319E+14,1.315,4,2400,8.003,11.066,3.074,6.403,9.508,2.641,50,0,0.599,0.71,0.197,0.422,0.135,0.037,35,0,7.106,,0.701
23:46:25:220,2.3432E+14,1.426,2,3600,4.705,11.588,3.219,3.552,9.902,2.751,50,0,0.48,0.763,0.212,0.159,0.152,0.042,35,0,3.343,,0.394
