System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:56:41:721,2.35681E+14,0.109,0,4000,3.438,0.375,0.104,2.397,0.261,0.073,44,0,0.393,0.043,0.012,0.071,0.008,0.002,35,0,0.583,,0.261
23:56:41:831,2.35681E+14,0.219,5,3600,7.368,1.188,0.33,6.405,0.968,0.269,49,0,0.556,0.104,0.029,0.039,0.012,0.003,35,0,0.144,,0.707
23:56:41:940,2.35681E+14,0.329,0,2100,3.378,1.557,0.432,2.388,1.229,0.341,44,0,0.433,0.152,0.042,0.045,0.017,0.005,35,0,0.461,,0.261
23:56:42:051,2.35682E+14,0.44,3,3400,4.901,2.103,0.584,3.935,1.668,0.463,44,0,0.457,0.202,0.056,0.054,0.023,0.006,35,0,0.22,,0.439
23:56:42:157,2.35682E+14,0.546,1,2000,3.665,2.49,0.692,2.811,1.964,0.546,44,0,0.419,0.247,0.069,0.05,0.028,0.008,35,0,1.033,,0.296
23:56:42:269,2.35682E+14,0.658,2,3000,3.954,2.933,0.815,3.118,2.314,0.643,44,0,0.435,0.295,0.082,0.035,0.032,0.009,35,0,0.161,,0.35
23:56:42:376,2.35682E+14,0.765,0,1800,1.574,3.101,0.861,0.952,2.416,0.671,44,0,0.348,0.333,0.092,0.023,0.035,0.01,35,0,0.725,,0.102
23:56:42:492,2.35683E+14,0.88,2,3600,4.619,3.637,1.01,3.74,2.849,0.791,44,0,0.411,0.38,0.106,0.031,0.038,0.011,35,0,0.096,,0.433
23:56:42:600,2.35683E+14,0.989,2,2500,4.417,4.116,1.143,3.712,3.252,0.903,48,0,0.375,0.421,0.117,0.009,0.039,0.011,35,0,0,,0.403
23:56:42:708,2.35683E+14,1.097,9,2900,13.419,5.569,1.547,12.12,4.564,1.268,47,0,0.549,0.48,0.133,0.04,0.044,0.012,35,0,0.196,,1.312
23:56:42:817,2.35683E+14,1.205,7,2500,13.631,7.042,1.956,12.448,5.909,1.641,50,0,0.454,0.529,0.147,0.024,0.046,0.013,35,0,0.115,,1.345
23:56:42:924,2.35684E+14,1.313,4,3100,6.782,7.773,2.159,5.786,6.533,1.815,45,0,0.467,0.58,0.161,0.041,0.051,0.014,35,0,0.274,,0.624
23:56:43:032,2.35684E+14,1.421,2,3100,2.484,8.041,2.234,1.821,6.73,1.869,44,0,0.387,0.622,0.173,0.021,0.053,0.015,35,0,0.013,,0.197
23:56:43:142,2.35684E+14,1.531,2,3100,6.874,8.797,2.443,5.781,7.365,2.046,44,0,0.587,0.686,0.191,0.126,0.067,0.019,35,0,1.496,,0.635
23:56:43:256,2.35684E+14,1.645,3,2600,7.87,9.694,2.693,6.697,8.129,2.258,49,0,0.53,0.746,0.207,0.029,0.07,0.019,35,800,0.112,,0.764
23:56:43:361,2.35684E+14,1.75,7,2200,9.556,10.694,2.971,8.369,9.005,2.501,45,0,0.605,0.81,0.225,0.045,0.075,0.021,35,0,0.335,,0.876
23:56:43:470,2.35685E+14,1.859,9,3100,11.282,11.924,3.312,9.861,10.079,2.8,46,0,0.68,0.884,0.246,0.151,0.091,0.025,35,0,2.106,,1.074
23:56:43:579,2.35685E+14,1.968,2,2800,7.813,12.777,3.549,6.4,10.778,2.994,46,0,0.518,0.94,0.261,0.118,0.104,0.029,35,0,3.951,,0.699
23:56:43:689,2.35685E+14,2.077,9,2800,13.006,14.201,3.945,11.863,12.076,3.355,49,0,0.519,0.997,0.277,0.017,0.106,0.029,35,0,0.033,,1.298
23:56:43:800,2.35685E+14,2.189,4,3700,8.731,15.173,4.215,7.693,12.933,3.593,45,0,0.421,1.044,0.29,0.024,0.109,0.03,35,0,2.504,,0.857
23:56:43:909,2.35686E+14,2.297,2,3700,4.969,15.713,4.365,3.98,13.366,3.713,45,0,0.413,1.089,0.303,0.122,0.122,0.034,35,0,0.416,,0.433
23:56:44:016,2.35686E+14,2.405,2,2100,4.73,16.22,4.506,3.182,13.707,3.807,45,0,0.415,1.134,0.315,0.541,0.18,0.05,35,0,3.388,,0.341
23:56:44:126,2.35686E+14,2.515,5,3700,5.817,16.863,4.684,4.849,14.243,3.956,45,0,0.442,1.182,0.328,0.081,0.189,0.053,35,0,0.657,,0.536
23:56:44:240,2.35686E+14,2.628,0,2600,3.177,17.222,4.784,2.204,14.492,4.026,44,0,0.401,1.228,0.341,0.086,0.199,0.055,35,0,0.295,,0.249
23:56:44:350,2.35687E+14,2.738,2,4000,3.944,17.656,4.904,3.033,14.826,4.118,44,0,0.43,1.275,0.354,0.052,0.204,0.057,35,0,0.207,,0.334
23:56:44:459,2.35687E+14,2.847,0,2000,2.36,17.913,4.976,1.611,15.002,4.167,44,0,0.358,1.314,0.365,0.011,0.206,0.057,35,0,0,,0.176
23:56:44:570,2.35687E+14,2.958,3,3900,3.686,18.322,5.09,2.87,15.32,4.256,44,0,0.409,1.359,0.378,0.047,0.211,0.059,35,0,0.131,,0.318
23:56:44:676,2.35687E+14,3.065,5,3100,6.715,19.037,5.288,5.669,15.923,4.423,46,0,0.423,1.404,0.39,0.039,0.215,0.06,35,0,0.242,,0.603
23:56:44:787,2.35688E+14,3.175,13,2300,12.594,20.429,5.675,11.383,17.182,4.773,47,0,0.712,1.483,0.412,0.034,0.219,0.061,35,0,0.185,,1.259
23:56:44:894,2.35688E+14,3.283,120,2300,13.797,21.921,6.089,12.3,18.511,5.142,48,0,0.892,1.58,0.439,0.19,0.239,0.066,35,0,6.12,,1.329
23:56:45:002,2.35688E+14,3.391,10,3100,9.705,22.963,6.379,8.01,19.372,5.381,45,0,0.744,1.66,0.461,0.357,0.278,0.077,35,0,8.705,,0.861
23:56:45:116,2.35688E+14,3.505,3,2100,5.55,23.598,6.555,4.212,19.853,5.515,44,0,0.517,1.719,0.477,0.393,0.323,0.09,35,0,4.758,,0.481
23:56:45:219,2.35689E+14,3.608,6,2800,10.939,24.72,6.867,9.644,20.843,5.79,50,0,0.529,1.773,0.492,0.099,0.333,0.092,35,0,1.165,,0.99
23:56:45:330,2.35689E+14,3.718,7,2800,13.349,26.196,7.277,12.229,22.195,6.165,49,0,0.443,1.822,0.506,0.025,0.336,0.093,35,0,0.288,,1.352
23:56:45:438,2.35689E+14,3.827,10,2100,13.061,27.615,7.671,11.75,23.471,6.52,50,0,0.596,1.887,0.524,0.078,0.344,0.096,35,0,0.549,,1.276
23:56:45:548,2.35689E+14,3.936,2,1800,3.914,28.043,7.79,2.94,23.793,6.609,45,0,0.429,1.934,0.537,0.048,0.349,0.097,35,0,0.485,,0.322
23:56:45:663,2.3569E+14,4.051,6,2800,6.997,28.848,8.013,5.983,24.481,6.8,46,0,0.522,1.994,0.554,0.077,0.358,0.099,35,0,0.61,,0.688
23:56:45:766,2.3569E+14,4.155,10,2800,8.544,29.734,8.259,7.071,25.215,7.004,45,0,0.656,2.062,0.573,0.285,0.388,0.108,35,0,6.716,,0.734
23:56:45:880,2.3569E+14,4.269,1,4000,4.258,30.221,8.395,3.281,25.59,7.108,44,0,0.464,2.115,0.587,0.099,0.399,0.111,35,0,1.689,,0.375
23:56:45:989,2.3569E+14,4.378,2,4000,3.844,30.641,8.511,2.905,25.907,7.196,44,0,0.409,2.159,0.6,0.034,0.403,0.112,35,950,0.146,,0.317
23:56:46:099,2.35691E+14,4.488,3,3900,5.528,31.244,8.679,4.489,26.397,7.332,44,0,0.436,2.207,0.613,0.078,0.411,0.114,35,0,0.677,,0.49
23:56:46:206,2.35691E+14,4.595,8,2500,7.902,32.092,8.914,6.731,27.119,7.533,47,0,0.648,2.277,0.632,0.068,0.418,0.116,35,500,0.38,,0.722
23:56:46:319,2.35691E+14,4.708,10,2600,13.302,33.591,9.331,11.994,28.471,7.909,49,0,0.54,2.337,0.649,0.068,0.426,0.118,35,0,1.082,,1.352
23:56:46:424,2.35691E+14,4.812,12,2100,14.366,35.091,9.748,13.073,29.836,8.288,47,0,0.64,2.404,0.668,0.049,0.431,0.12,35,550,0.329,,1.365
23:56:46:537,2.35692E+14,4.925,2,3900,5.883,35.759,9.933,4.706,30.37,8.436,45,0,0.45,2.455,0.682,0.073,0.439,0.122,35,0,0.345,,0.534
23:56:46:643,2.35692E+14,5.032,5,3700,6.505,36.451,10.125,5.451,30.95,8.597,45,0,0.498,2.508,0.697,0.093,0.449,0.125,35,0,0.756,,0.58
23:56:46:752,2.35692E+14,5.141,7,3000,7.273,37.245,10.346,6.123,31.619,8.783,47,0,0.535,2.567,0.713,0.172,0.468,0.13,35,0,4.676,,0.669
23:56:46:860,2.35692E+14,5.249,22,3100,12.549,38.6,10.722,11,32.806,9.113,50,0,0.836,2.657,0.738,0.272,0.497,0.138,35,0,9.294,,1.187
23:56:46:975,2.35692E+14,5.364,8,2300,10,39.751,11.042,7.666,33.689,9.358,45,0,0.583,2.724,0.757,1.013,0.614,0.171,35,0,6.626,,0.883
23:56:47:115,2.35693E+14,5.504,9,2400,10.12,41.162,11.434,7.547,34.741,9.65,46,0,0.539,2.799,0.778,1.396,0.809,0.225,35,700,7.172,,1.052
23:56:47:188,2.35693E+14,5.577,10,2400,9.909,41.888,11.636,6.977,35.253,9.792,45,0,0.55,2.839,0.789,1.748,0.937,0.26,35,700,7.888,,0.512
23:56:47:301,2.35693E+14,5.69,14,2000,10.435,43.064,11.962,7.697,36.119,10.033,46,0,0.701,2.918,0.811,1.446,1.1,0.305,35,500,8.432,,0.866
23:56:47:408,2.35693E+14,5.797,7,2100,9.745,44.112,12.253,6.758,36.846,10.235,46,0,0.554,2.978,0.827,1.805,1.294,0.359,35,700,8.559,,0.727
