System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:41:16:815,2.33639E+14,0.112,9,2500,13.642,1.534,0.426,12.358,1.39,0.386,47,0,0.539,0.061,0.017,0.047,0.005,0.001,35,0,0.455,,1.39
23:41:16:929,2.33639E+14,0.226,7,2100,13.42,3.06,0.85,12.323,2.79,0.775,49,0,0.432,0.11,0.03,0.026,0.008,0.002,35,0,0.172,,1.4
23:41:17:039,2.33639E+14,0.336,5,3900,7.37,3.866,1.074,6.248,3.474,0.965,46,0,0.513,0.166,0.046,0.047,0.013,0.004,35,0,0.419,,0.684
23:41:17:142,2.33639E+14,0.44,3,3700,4.021,4.284,1.19,2.987,3.785,1.051,45,0,0.417,0.209,0.058,0.04,0.018,0.005,35,0,0.458,,0.311
23:41:17:252,2.3364E+14,0.55,2,3600,4.768,4.81,1.336,3.73,4.196,1.166,44,0,0.428,0.256,0.071,0.056,0.024,0.007,35,0,0.332,,0.411
23:41:17:361,2.3364E+14,0.659,4,2700,4.472,5.296,1.471,3.496,4.576,1.271,49,0,0.489,0.31,0.086,0.035,0.028,0.008,35,0,0.11,,0.38
23:41:17:474,2.3364E+14,0.771,1,2000,3.129,5.647,1.569,2.294,4.834,1.343,44,0,0.399,0.354,0.098,0.045,0.033,0.009,35,0,0.26,,0.258
23:41:17:579,2.3364E+14,0.876,5,2100,4.77,6.151,1.709,4.036,5.26,1.461,45,0,0.498,0.407,0.113,0.009,0.034,0.009,35,0,0,,0.426
23:41:17:690,2.33641E+14,0.987,6,2100,7.345,6.967,1.935,6.166,5.945,1.651,44,0,0.543,0.467,0.13,0.079,0.042,0.012,35,0,0.375,,0.685
23:41:17:799,2.33641E+14,1.096,14,2500,10.929,8.157,2.266,9.696,7.001,1.945,45,0,0.664,0.54,0.15,0.03,0.046,0.013,35,0,0.51,,1.056
23:41:17:913,2.33641E+14,1.21,22,2100,12.376,9.565,2.657,11.071,8.26,2.295,47,0,0.76,0.626,0.174,0.037,0.05,0.014,35,0,0.252,,1.259
23:41:18:017,2.33641E+14,1.314,26,2300,13.433,10.964,3.045,11.895,9.499,2.638,48,0,0.901,0.72,0.2,0.227,0.073,0.02,35,0,5.477,,1.239
23:41:18:129,2.33642E+14,1.426,3,3800,8.687,11.934,3.315,7.179,10.301,2.861,45,0,0.661,0.794,0.22,0.424,0.121,0.034,35,0,9.358,,0.802
23:41:18:236,2.33642E+14,1.534,6,3000,9.572,12.968,3.602,8.225,11.189,3.108,45,0,0.643,0.863,0.24,0.183,0.141,0.039,35,0,2.218,,0.888
