System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
10:11:17:767,2.38209E+14,0.113,2,2300,8.059,0.907,0.252,3.924,0.442,0.123,41,0,0.424,0.048,0.013,2.934,0.33,0.092,35,850,0.964,,0.442
10:11:17:878,2.3821E+14,0.224,8,2100,9.067,1.919,0.533,5.551,1.061,0.295,42,0,0.455,0.099,0.027,2.418,0.6,0.167,35,550,0.679,,0.619
10:11:17:991,2.3821E+14,0.336,25,2100,10.575,3.103,0.862,8.196,1.979,0.55,43,0,0.471,0.151,0.042,1.251,0.74,0.206,35,550,1.597,,0.918
10:11:18:099,2.3821E+14,0.445,7,2600,8.343,4.01,1.114,4.803,2.501,0.695,41,0,0.469,0.202,0.056,2.323,0.993,0.276,35,850,0.857,,0.522
10:11:18:210,2.3821E+14,0.555,14,2100,9.821,5.093,1.415,6.943,3.266,0.907,41,0,0.336,0.239,0.066,1.8,1.191,0.331,35,550,0,,0.765
10:11:18:320,2.38211E+14,0.666,26,2300,10.98,6.31,1.753,8.631,4.223,1.173,42,0,0.649,0.311,0.086,1.132,1.317,0.366,35,550,0.913,,0.957
10:11:18:424,2.38211E+14,0.77,13,2500,10.759,7.43,2.064,8.094,5.066,1.407,42,0,0.632,0.377,0.105,1.473,1.47,0.408,35,750,1.781,,0.843
10:11:18:532,2.38211E+14,0.878,17,2000,9.825,8.49,2.358,7.288,5.852,1.626,41,0,0.478,0.429,0.119,1.363,1.617,0.449,35,450,0.499,,0.786
10:11:18:643,2.38211E+14,0.988,11,2100,8.874,9.471,2.631,6.051,6.521,1.811,41,0,0.355,0.468,0.13,1.671,1.802,0.501,35,750,0.022,,0.669
10:11:18:756,2.38212E+14,1.101,6,2200,8.04,10.375,2.882,4.867,7.068,1.963,45,0,0.333,0.505,0.14,2.105,2.039,0.566,35,650,0.218,,0.547
