System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
09:46:33:110,1.84415E+14,0.101,1,3600,2.462,0.249,0.069,1.84,0.186,0.052,39,0,0.357,0.036,0.01,0.054,0.005,0.002,35,0,0.241,,0.186
09:46:33:219,1.84415E+14,0.211,2,3100,3.86,0.672,0.187,2.998,0.514,0.143,38,0,0.433,0.083,0.023,0.067,0.013,0.004,35,0,0.375,,0.328
09:46:33:328,1.84415E+14,0.32,0,2600,2.237,0.917,0.255,1.494,0.678,0.188,38,0,0.373,0.124,0.035,0.014,0.014,0.004,35,0,0.083,,0.164
09:46:33:438,1.84416E+14,0.429,3,2900,5.248,1.49,0.414,4.287,1.146,0.318,39,0,0.485,0.177,0.049,0.054,0.02,0.006,35,0,0.399,,0.468
09:46:33:547,1.84416E+14,0.539,1,2200,3.129,1.831,0.509,2.356,1.403,0.39,39,0,0.386,0.219,0.061,0.032,0.024,0.007,35,0,0.131,,0.257
09:46:33:672,1.84416E+14,0.663,9,2400,11.228,3.232,0.898,10.162,2.671,0.742,48,0,0.542,0.287,0.08,0.029,0.027,0.008,35,0,0.275,,1.268
09:46:33:781,1.84416E+14,0.773,11,2100,15.283,4.902,1.362,14.145,4.217,1.171,43,0,0.477,0.339,0.094,0.027,0.03,0.008,35,0,0.293,,1.546
09:46:33:891,1.84417E+14,0.882,8,2100,13.288,6.356,1.765,12.103,5.541,1.539,44,0,0.527,0.397,0.11,0.071,0.038,0.011,35,0,1.047,,1.324
09:46:34:000,1.84417E+14,0.992,1,2800,3.761,6.768,1.88,3.027,5.872,1.631,38,0,0.384,0.439,0.122,0.006,0.039,0.011,35,0,0,,0.331
09:46:34:109,1.84417E+14,1.101,2,2200,3.671,7.168,1.991,2.938,6.193,1.72,39,0,0.414,0.484,0.134,0.039,0.043,0.012,35,0,0.21,,0.321
09:46:34:219,1.84417E+14,1.21,1,2900,2.88,7.484,2.079,2.202,6.434,1.787,39,0,0.363,0.524,0.145,0.012,0.044,0.012,35,0,0,,0.241
09:46:34:328,1.84418E+14,1.328,3,2400,4.86,8.058,2.238,3.869,6.891,1.914,39,0,0.431,0.575,0.16,0.052,0.051,0.014,35,0,0.224,,0.457
09:46:34:438,1.84418E+14,1.43,5,2800,7.929,8.861,2.461,6.765,7.576,2.104,39,0,0.529,0.628,0.174,0.12,0.063,0.017,35,0,0.847,,0.685
09:46:34:547,1.84418E+14,1.538,10,2500,14.792,10.463,2.906,13.627,9.052,2.514,54,0,0.669,0.701,0.195,0.042,0.067,0.019,35,0,0.501,,1.476
