System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
05:11:10:739,1.83447E+14,0.112,3,3100,4.982,0.557,0.155,3.894,0.436,0.121,47,0,0.448,0.05,0.014,0.071,0.008,0.002,35,0,0.328,,0.436
05:11:10:848,1.83448E+14,0.221,3,3100,5.397,1.147,0.319,4.41,0.917,0.255,47,0,0.452,0.099,0.028,0.087,0.018,0.005,35,0,0.944,,0.481
05:11:10:957,1.83448E+14,0.33,3,2200,5.452,1.742,0.484,4.434,1.401,0.389,48,0,0.473,0.151,0.042,0.06,0.024,0.007,35,0,0.384,,0.484
05:11:11:067,1.83448E+14,0.44,1,3100,3.374,2.112,0.587,2.488,1.674,0.465,47,0,0.406,0.196,0.054,0.037,0.028,0.008,35,0,0.217,,0.273
05:11:11:176,1.83448E+14,0.549,8,2200,10.871,3.294,0.915,9.73,2.732,0.759,51,0,0.514,0.252,0.07,0.032,0.032,0.009,35,0,0.195,,1.058
05:11:11:285,1.83449E+14,0.658,7,3100,13.465,4.769,1.325,12.219,4.071,1.131,53,0,0.444,0.3,0.083,0.021,0.034,0.009,35,0,0.568,,1.339
05:11:11:394,1.83449E+14,0.768,7,2300,10.959,5.967,1.657,9.943,5.157,1.433,57,0,0.465,0.351,0.098,0.03,0.037,0.01,35,0,0.078,,1.086
05:11:11:504,1.83449E+14,0.877,8,2200,7.985,6.84,1.9,6.839,5.905,1.64,53,0,0.534,0.409,0.114,0.088,0.047,0.013,35,0,1.146,,0.748
05:11:11:613,1.83449E+14,0.987,8,2600,10.728,8.016,2.227,9.401,6.936,1.927,48,0,0.636,0.479,0.133,0.078,0.055,0.015,35,0,1.325,,1.031
05:11:11:723,1.8345E+14,1.096,1,2100,3.585,8.408,2.336,2.611,7.221,2.006,47,0,0.417,0.525,0.146,0.098,0.066,0.018,35,0,0.606,,0.285
05:11:11:832,1.8345E+14,1.206,4,3100,6.204,9.091,2.525,5.217,7.796,2.165,47,0,0.507,0.581,0.161,0.059,0.073,0.02,35,0,0.46,,0.575
05:11:11:941,1.8345E+14,1.314,0,1600,1.961,9.304,2.584,1.313,7.938,2.205,47,0,0.358,0.619,0.172,0.02,0.075,0.021,35,0,1.49,,0.142
05:11:12:051,1.8345E+14,1.424,4,1800,3.261,9.66,2.683,2.581,8.22,2.283,47,0,0.472,0.671,0.186,0.035,0.079,0.022,35,0,0.084,,0.282
05:11:12:160,1.83451E+14,1.533,2,2100,2.14,9.895,2.749,1.507,8.385,2.329,47,0,0.387,0.713,0.198,0.009,0.08,0.022,35,0,0,,0.165
05:11:12:269,1.83451E+14,1.642,2,2000,1.975,10.11,2.808,1.249,8.522,2.367,47,0,0.373,0.754,0.209,0.042,0.084,0.023,35,0,0.068,,0.137
05:11:12:379,1.83451E+14,1.752,0,900,0.75,10.192,2.831,0.273,8.552,2.375,46,0,0.316,0.789,0.219,0.025,0.087,0.024,35,0,0.118,,0.03
05:11:12:488,1.83451E+14,1.861,4,2400,3.217,10.544,2.929,2.379,8.812,2.448,49,0,0.419,0.834,0.232,0.058,0.093,0.026,35,0,0.229,,0.26
05:11:12:597,1.83451E+14,1.97,7,2300,13.24,11.99,3.331,12.144,10.138,2.816,59,0,0.509,0.89,0.247,0.061,0.1,0.028,35,0,0.158,,1.326
05:11:12:707,1.83452E+14,2.08,6,3900,10.69,13.166,3.657,9.55,11.189,3.108,47,0,0.555,0.951,0.264,0.104,0.112,0.031,35,0,0.584,,1.051
05:11:12:816,1.83452E+14,2.189,15,2200,10.988,14.361,3.989,10.055,12.282,3.412,57,0,0.583,1.014,0.282,0.073,0.12,0.033,35,0,0.482,,1.093
