System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
09:56:43:495,1.85763E+14,0.097,1,2000,2.529,0.244,0.068,1.648,0.159,0.044,45,0,0.4,0.039,0.011,0.063,0.006,0.002,35,0,0.525,,0.159
09:56:43:604,1.85763E+14,0.206,1,2700,1.15,0.371,0.103,0.567,0.221,0.062,45,0,0.372,0.079,0.022,0.036,0.01,0.003,35,0,0.093,,0.062
09:56:43:713,1.85763E+14,0.315,5,2600,10.473,1.513,0.42,9.44,1.251,0.348,50,0,0.483,0.132,0.037,0.044,0.015,0.004,35,0,0.442,,1.03
09:56:43:823,1.85763E+14,0.425,10,2300,14.345,3.081,0.856,13.113,2.684,0.746,50,0,0.57,0.194,0.054,0.036,0.019,0.005,35,0,0.193,,1.433
09:56:43:932,1.85764E+14,0.534,9,2200,14.171,4.629,1.286,12.837,4.087,1.135,56,0,0.566,0.256,0.071,0.047,0.024,0.007,35,0,0.543,,1.403
09:56:44:042,1.85764E+14,0.644,5,3100,6.361,5.328,1.48,5.428,4.684,1.301,47,0,0.475,0.309,0.086,0.046,0.029,0.008,35,0,0.161,,0.597
09:56:44:151,1.85764E+14,0.753,2,3500,4.749,5.847,1.624,3.718,5.09,1.414,47,0,0.455,0.358,0.1,0.079,0.037,0.01,35,0,1.399,,0.406
09:56:44:260,1.85764E+14,0.862,3,2000,3.391,6.216,1.727,2.453,5.357,1.488,46,0,0.419,0.404,0.112,0.067,0.045,0.012,35,0,0.685,,0.267
09:56:44:370,1.85765E+14,0.972,2,2100,3.726,6.625,1.84,2.742,5.658,1.572,46,0,0.426,0.451,0.125,0.073,0.053,0.015,35,0,0.367,,0.301
09:56:44:479,1.85765E+14,1.081,4,3100,5.347,7.208,2.002,4.389,6.136,1.705,49,0,0.501,0.505,0.14,0.054,0.059,0.016,35,0,0.112,,0.478
09:56:44:588,1.85765E+14,1.19,1,2000,3.125,7.55,2.097,2.202,6.377,1.771,45,0,0.401,0.549,0.153,0.079,0.067,0.019,35,0,0.267,,0.241
09:56:44:698,1.85765E+14,1.3,7,2100,5.799,8.184,2.273,4.86,6.908,1.919,50,0,0.548,0.609,0.169,0.038,0.071,0.02,35,0,0.099,,0.531
09:56:44:807,1.85766E+14,1.421,11,2100,13.378,9.812,2.725,12.11,8.382,2.328,48,0,0.59,0.681,0.189,0.031,0.075,0.021,35,0,0.35,,1.474
09:56:44:916,1.85766E+14,1.519,10,2600,10.637,10.85,3.014,9.244,9.284,2.579,52,0,0.697,0.749,0.208,0.121,0.087,0.024,35,0,0.776,,0.902
09:56:45:026,1.85766E+14,1.627,10,2400,14.256,12.399,3.444,13.095,10.707,2.974,61,0,0.623,0.817,0.227,0.07,0.095,0.026,35,0,0.997,,1.423
09:56:45:135,1.85766E+14,1.737,7,2200,11.584,13.67,3.797,10.21,11.827,3.285,51,0,0.56,0.878,0.244,0.104,0.106,0.029,35,0,1.225,,1.12
09:56:45:244,1.85767E+14,1.846,2,2000,5.971,14.322,3.978,4.966,12.37,3.436,46,0,0.477,0.93,0.258,0.135,0.121,0.034,35,0,1.367,,0.543
09:56:45:354,1.85767E+14,1.956,2,3400,3.741,14.733,4.092,2.94,12.692,3.526,47,0,0.444,0.979,0.272,0.087,0.13,0.036,35,0,0.511,,0.322
09:56:45:463,1.85767E+14,2.065,1,2000,4.368,15.208,4.224,3.277,13.049,3.625,46,0,0.435,1.026,0.285,0.057,0.137,0.038,35,0,0.412,,0.357
09:56:45:573,1.85767E+14,2.175,2,2500,2.503,15.482,4.301,1.87,13.254,3.682,46,0,0.358,1.065,0.296,0.013,0.138,0.038,35,0,0,,0.205
09:56:45:682,1.85768E+14,2.284,1,1800,3.167,15.828,4.397,2.291,13.504,3.751,45,0,0.385,1.107,0.308,0.048,0.143,0.04,35,0,0.151,,0.25
09:56:45:791,1.85768E+14,2.393,2,2300,1.878,16.034,4.454,1.276,13.644,3.79,46,0,0.36,1.147,0.319,0.012,0.145,0.04,35,0,0,,0.14
09:56:45:900,1.85768E+14,2.502,1,2000,3.442,16.409,4.558,2.529,13.92,3.867,45,0,0.39,1.189,0.33,0.044,0.149,0.042,35,0,4.879,,0.276
09:56:46:010,1.85768E+14,2.612,4,2400,4.364,16.886,4.691,3.621,14.315,3.977,54,0,0.456,1.239,0.344,0.011,0.151,0.042,35,550,0.038,,0.395
09:56:46:119,1.85768E+14,2.721,0,1800,2.265,17.134,4.76,1.566,14.487,4.024,45,0,0.358,1.278,0.355,0.045,0.156,0.043,35,0,0.58,,0.172
09:56:46:229,1.85769E+14,2.831,11,3600,5.056,17.69,4.914,4.287,14.958,4.155,48,0,0.484,1.332,0.37,0.053,0.161,0.045,35,0,0.282,,0.471
09:56:46:338,1.85769E+14,2.94,10,2100,13.463,19.152,5.32,12.224,16.286,4.524,51,0,0.437,1.379,0.383,0.035,0.165,0.046,35,0,1.341,,1.328
09:56:46:447,1.85769E+14,3.049,21,2100,11.889,20.453,5.681,10.767,17.464,4.851,51,0,0.466,1.43,0.397,0.012,0.167,0.046,35,0,0.015,,1.178
09:56:46:557,1.85769E+14,3.159,9,2200,10.006,21.55,5.986,8.85,18.434,5.121,46,0,0.455,1.48,0.411,0.028,0.17,0.047,35,0,0.678,,0.97
09:56:46:666,1.8577E+14,3.268,14,2200,8.918,22.525,6.257,7.859,19.293,5.359,51,0,0.346,1.518,0.422,0.017,0.172,0.048,35,0,0.016,,0.859
09:56:46:775,1.8577E+14,3.377,10,2100,7.501,23.343,6.484,6.34,19.985,5.551,47,0,0.346,1.555,0.432,0.031,0.175,0.049,35,0,0.462,,0.692
09:56:46:885,1.8577E+14,3.487,3,3900,3.13,23.687,6.58,2.273,20.235,5.621,46,0,0.345,1.593,0.443,0.017,0.177,0.049,35,0,0.013,,0.25
09:56:46:994,1.8577E+14,3.596,12,2200,7.348,24.486,6.802,6.267,20.916,5.81,50,0,0.351,1.632,0.453,0.042,0.181,0.05,35,0,0.366,,0.681
09:56:47:103,1.85771E+14,3.705,13,2300,10.051,25.588,7.108,8.922,21.894,6.082,49,0,0.33,1.668,0.463,0.008,0.182,0.051,35,0,0,,0.978
09:56:47:213,1.85771E+14,3.814,21,2400,4.533,26.082,7.245,3.492,22.275,6.188,47,0,0.373,1.708,0.475,0.075,0.19,0.053,35,0,0.306,,0.381
09:56:47:322,1.85771E+14,3.924,20,2500,11.411,27.331,7.592,10.281,23.4,6.5,50,0,0.483,1.761,0.489,0.01,0.191,0.053,35,0,0,,1.125
09:56:47:432,1.85771E+14,4.034,10,2100,11.427,28.586,7.941,10.288,24.53,6.814,46,0,0.451,1.811,0.503,0.041,0.196,0.054,35,0,0.235,,1.13
09:56:47:541,1.85772E+14,4.143,12,2100,11.828,29.874,8.298,10.808,25.707,7.141,52,0,0.46,1.861,0.517,0.007,0.197,0.055,35,0,0,,1.177
09:56:47:650,1.85772E+14,4.252,23,2100,12.391,31.229,8.675,11.112,26.922,7.478,53,0,0.463,1.912,0.531,0.025,0.199,0.055,35,0,0.226,,1.215
09:56:47:759,1.85772E+14,4.362,15,2100,13.782,32.745,9.096,12.634,28.312,7.864,57,0,0.364,1.952,0.542,0.012,0.201,0.056,35,550,0.076,,1.39
09:56:47:869,1.85772E+14,4.471,17,2200,12.912,34.148,9.485,11.831,29.597,8.221,54,0,0.348,1.99,0.553,0.022,0.203,0.056,35,0,0.814,,1.285
09:56:47:978,1.85773E+14,4.58,17,2600,10.429,35.293,9.804,9.181,30.605,8.501,48,0,0.404,2.034,0.565,0.028,0.206,0.057,35,0,0.082,,1.008
09:56:48:087,1.85773E+14,4.689,5,3400,4.241,35.756,9.932,3.466,30.983,8.606,50,0,0.334,2.07,0.575,0.016,0.208,0.058,35,0,0.647,,0.378
09:56:48:197,1.85773E+14,4.814,22,3700,10.492,37.062,10.295,9.362,32.149,8.93,51,0,0.403,2.12,0.589,0.036,0.212,0.059,35,0,0.38,,1.166
09:56:48:306,1.85773E+14,4.908,2,1400,2.512,37.299,10.361,1.765,32.316,8.977,47,0,0.339,2.152,0.598,0.023,0.215,0.06,35,0,1.855,,0.167
09:56:48:415,1.85774E+14,5.017,5,3100,3.414,37.671,10.464,2.835,32.625,9.062,47,0,0.367,2.192,0.609,0.034,0.218,0.061,35,0,0.146,,0.309
09:56:48:525,1.85774E+14,5.127,15,2300,10.038,38.77,10.77,8.824,33.591,9.331,48,0,0.33,2.229,0.619,0.025,0.221,0.061,35,0,0.667,,0.966
09:56:48:634,1.85774E+14,5.237,8,3900,6.218,39.453,10.959,5.298,34.172,9.492,47,0,0.359,2.268,0.63,0.029,0.224,0.062,35,0,0.058,,0.581
