System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
04:55:50:431,1.81415E+14,0.109,2,2100,3.964,0.431,0.12,2.944,0.32,0.089,45,0,0.406,0.044,0.012,0.068,0.007,0.002,35,0,0.521,,0.32
04:55:50:541,1.81416E+14,0.219,2,2100,3.621,0.829,0.23,2.623,0.608,0.169,45,0,0.427,0.091,0.025,0.051,0.013,0.004,35,0,0.283,,0.288
04:55:50:650,1.81416E+14,0.328,2,2500,5.269,1.405,0.39,4.33,1.081,0.3,47,0,0.436,0.139,0.039,0.047,0.018,0.005,35,0,0.122,,0.473
04:55:50:760,1.81416E+14,0.437,1,2100,4.341,1.879,0.522,3.308,1.443,0.401,45,0,0.453,0.188,0.052,0.041,0.023,0.006,35,0,0.668,,0.362
04:55:50:869,1.81416E+14,0.547,2,2100,5.041,2.431,0.675,4.05,1.886,0.524,48,0,0.435,0.236,0.065,0.042,0.027,0.008,35,0,0.089,,0.443
04:55:50:978,1.81417E+14,0.656,0,2100,2.611,2.715,0.754,1.759,2.078,0.577,45,0,0.376,0.277,0.077,0.041,0.032,0.009,35,0,0.728,,0.192
04:55:51:088,1.81417E+14,0.765,3,2100,2.742,3.016,0.838,2.047,2.303,0.64,45,0,0.407,0.322,0.089,0.019,0.034,0.009,35,0,0.013,,0.225
04:55:51:197,1.81417E+14,0.875,1,2100,3.795,3.431,0.953,2.797,2.608,0.724,44,0,0.424,0.368,0.102,0.046,0.039,0.011,35,0,0.496,,0.305
04:55:51:306,1.81417E+14,0.997,14,3700,6.231,4.196,1.166,5.367,3.268,0.908,53,0,0.534,0.433,0.12,0.049,0.045,0.013,35,0,0.34,,0.66
04:55:51:416,1.81417E+14,1.093,4,2300,3.12,4.494,1.248,2.284,3.486,0.968,45,0,0.423,0.474,0.132,0.042,0.049,0.014,35,500,0.215,,0.218
04:55:51:525,1.81418E+14,1.202,12,2100,13.289,5.947,1.652,11.904,4.787,1.33,49,0,0.723,0.553,0.154,0.079,0.058,0.016,35,0,2.264,,1.301
04:55:51:634,1.81418E+14,1.312,10,2300,14.12,7.491,2.081,12.857,6.192,1.72,50,0,0.701,0.63,0.175,0.071,0.066,0.018,35,0,0.669,,1.405
04:55:51:744,1.81418E+14,1.421,9,2600,13.355,8.951,2.487,12.171,7.524,2.09,50,0,0.549,0.69,0.192,0.039,0.07,0.019,35,0,0.189,,1.332
04:55:51:853,1.81418E+14,1.531,3,2100,6.034,9.615,2.671,5.13,8.088,2.247,45,0,0.402,0.734,0.204,0.028,0.073,0.02,35,0,0.307,,0.564
04:55:51:963,1.81419E+14,1.64,3,2100,2.976,9.939,2.761,2.299,8.338,2.316,45,0,0.394,0.777,0.216,0.035,0.077,0.021,35,0,0.139,,0.25
04:55:52:072,1.81419E+14,1.749,1,2200,4.171,10.396,2.888,3.3,8.699,2.417,45,0,0.405,0.821,0.228,0.046,0.082,0.023,35,0,0.206,,0.361
04:55:52:181,1.81419E+14,1.858,5,2400,5.618,11.008,3.058,4.821,9.225,2.562,45,0,0.466,0.872,0.242,0.036,0.086,0.024,35,0,0.153,,0.526
04:55:52:290,1.81419E+14,1.968,0,1200,1.359,11.157,3.099,0.622,9.293,2.581,44,0,0.353,0.911,0.253,0.038,0.09,0.025,35,0,0.178,,0.068
04:55:52:400,1.8142E+14,2.078,5,2300,6.593,11.88,3.3,5.555,9.902,2.751,46,0,0.436,0.958,0.266,0.091,0.1,0.028,35,0,0.763,,0.609
04:55:52:509,1.8142E+14,2.186,2,2800,4.399,12.359,3.433,3.501,10.284,2.857,48,0,0.366,0.998,0.277,0.026,0.103,0.029,35,0,0.183,,0.382
04:55:52:618,1.8142E+14,2.296,8,2800,13.206,13.802,3.834,12.016,11.597,3.221,49,0,0.473,1.05,0.292,0.034,0.106,0.03,35,0,0.239,,1.313
04:55:52:728,1.8142E+14,2.405,6,2100,13.06,15.23,4.231,11.986,12.907,3.585,50,0,0.35,1.088,0.302,0.006,0.107,0.03,35,0,0,,1.31
04:55:52:837,1.81421E+14,2.515,5,2100,7.67,16.072,4.465,6.638,13.636,3.788,45,0,0.51,1.144,0.318,0.044,0.112,0.031,35,0,0.13,,0.729
04:55:52:947,1.81421E+14,2.624,0,1100,0.742,16.153,4.487,0.327,13.672,3.798,45,0,0.322,1.179,0.328,0.008,0.113,0.031,35,0,0,,0.036
04:55:53:056,1.81421E+14,2.733,3,2000,3.746,16.563,4.601,2.962,13.996,3.888,44,0,0.455,1.229,0.341,0.054,0.119,0.033,35,0,0.084,,0.324
