System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
10:48:57:791, 4399727133862,    0.101,    1.000, 1800,   3.335,   0.338,   0.094,   2.532,   0.256,   0.071, 47,  0,   0.405,   0.041,   0.011,   0.063,   0.006,   0.002,  35.000,    0,   0.397
10:48:57:900, 4399968509467,    0.211,    1.000, 1600,   1.155,   0.464,   0.129,   0.598,   0.322,   0.089, 47,  0,   0.353,   0.080,   0.022,   0.031,   0.010,   0.003,  35.000,    0,   0.058
10:48:58:009, 4400210447412,    0.320,    2.000, 2100,   4.859,   0.996,   0.277,   3.894,   0.748,   0.208, 47,  0,   0.485,   0.133,   0.037,   0.056,   0.016,   0.004,  35.000,    0,   0.347
10:48:58:118, 4400451048259,    0.429,    1.000, 2100,   1.995,   1.214,   0.337,   1.331,   0.893,   0.248, 47,  0,   0.381,   0.174,   0.048,   0.031,   0.019,   0.005,  35.000,  600,   0.105
10:48:58:228, 4400692545740,    0.538,    1.000, 1600,   2.997,   1.542,   0.428,   2.228,   1.137,   0.316, 47,  0,   0.362,   0.214,   0.059,   0.052,   0.025,   0.007,  35.000,    0,   1.324
10:48:58:337, 4400934760434,    0.648,    1.000, 2400,   1.917,   1.752,   0.487,   1.372,   1.288,   0.358, 47,  0,   0.354,   0.253,   0.070,   0.047,   0.030,   0.008,  35.000,    0,   0.108
10:48:58:447, 4401175623664,    0.757,    4.000, 2100,   5.930,   2.399,   0.666,   5.041,   1.838,   0.510, 51,  0,   0.406,   0.297,   0.082,   0.053,   0.036,   0.010,  35.000,    0,   0.170
10:48:58:556, 4401440835468,    0.877,   13.000, 2200,  13.984,   4.078,   1.133,  12.657,   3.358,   0.933, 49,  0,   0.586,   0.367,   0.102,   0.046,   0.041,   0.011,  35.000,    0,   0.326
10:48:58:665, 4401658894140,    0.976,   12.000, 3000,  14.229,   5.484,   1.523,  12.899,   4.632,   1.287, 52,  0,   0.654,   0.432,   0.120,   0.072,   0.049,   0.013,  35.000,    0,   1.777
10:48:58:775, 4401900453379,    1.086,    6.000, 2700,   7.900,   6.348,   1.763,   6.879,   5.384,   1.496, 47,  0,   0.556,   0.493,   0.137,   0.126,   0.062,   0.017,  35.000,    0,   1.768
10:48:58:884, 4402141745738,    1.195,    1.000, 1800,   2.847,   6.659,   1.850,   2.151,   5.619,   1.561, 48,  0,   0.389,   0.535,   0.149,   0.065,   0.069,   0.019,  35.000,    0,   0.354
10:48:58:993, 4402383005465,    1.304,    1.000, 2000,   3.040,   6.991,   1.942,   2.238,   5.864,   1.629, 47,  0,   0.396,   0.578,   0.161,   0.067,   0.077,   0.021,  35.000,    0,   0.323
10:48:59:103, 4402624637269,    1.414,    0.000,  900,   0.557,   7.052,   1.959,   0.231,   5.889,   1.636, 47,  0,   0.301,   0.611,   0.170,   0.008,   0.078,   0.022,  35.000,    0,   0.000
10:48:59:212, 4402865880980,    1.523,    1.000, 2000,   3.495,   7.434,   2.065,   2.750,   6.190,   1.719, 46,  0,   0.368,   0.652,   0.181,   0.059,   0.084,   0.023,  35.000,    0,   0.251
10:48:59:321, 4403107396475,    1.632,    1.000, 1600,   1.221,   7.568,   2.102,   0.607,   6.256,   1.738, 46,  0,   0.343,   0.689,   0.191,   0.023,   0.086,   0.024,  35.000,    0,   0.135
10:48:59:431, 4403348690054,    1.741,    4.000, 2500,   4.568,   8.067,   2.241,   3.701,   6.660,   1.850, 51,  0,   0.409,   0.734,   0.204,   0.045,   0.091,   0.025,  35.000,    0,   0.195
10:48:59:540, 4403590271990,    1.851,    7.000, 2500,  13.818,   9.579,   2.661,  12.709,   8.051,   2.236, 53,  0,   0.401,   0.778,   0.216,   0.008,   0.092,   0.026,  35.000,    0,   0.000
10:48:59:650, 4403832350060,    1.960,    5.000, 2600,  10.561,  10.737,   2.982,   9.431,   9.085,   2.524, 47,  0,   0.446,   0.826,   0.230,   0.038,   0.096,   0.027,  35.000,    0,   0.161
10:48:59:759, 4404074102728,    2.070,    2.000, 2500,   3.900,  11.164,   3.101,   3.040,   9.418,   2.616, 47,  0,   0.416,   0.872,   0.242,   0.059,   0.103,   0.029,  35.000,    0,   0.177
10:48:59:868, 4404315546277,    2.179,    1.000, 2400,   3.465,  11.543,   3.206,   2.550,   9.697,   2.694, 47,  0,   0.414,   0.917,   0.255,   0.046,   0.108,   0.030,  35.000,    0,   0.502
10:48:59:978, 4404556357812,    2.288,    3.000, 2200,   5.921,  12.188,   3.386,   5.028,  10.245,   2.846, 51,  0,   0.488,   0.971,   0.270,   0.054,   0.114,   0.032,  35.000,    0,   0.157
10:49:00:087, 4404798059162,    2.398,    2.000, 2600,   4.348,  12.664,   3.518,   3.324,  10.609,   2.947, 47,  0,   0.453,   1.020,   0.283,   0.071,   0.122,   0.034,  35.000,    0,   0.232
10:49:00:196, 4405039561903,    2.507,    5.000, 3000,   5.155,  13.228,   3.674,   4.312,  11.081,   3.078, 48,  0,   0.461,   1.071,   0.297,   0.092,   0.132,   0.037,  35.000,    0,   0.799
10:49:00:306, 4405280547709,    2.616,    1.000, 2100,   3.182,  13.575,   3.771,   2.174,  11.318,   3.144, 47,  0,   0.397,   1.114,   0.309,   0.075,   0.140,   0.039,  35.000,    0,   0.222
10:49:00:415, 4405522253908,    2.726,    4.000, 2700,   4.841,  14.105,   3.918,   3.905,  11.745,   3.263, 47,  0,   0.462,   1.164,   0.323,   0.070,   0.147,   0.041,  35.000,    0,   0.823
10:49:00:524, 4405763212824,    2.835,    2.000, 2100,   3.803,  14.520,   4.033,   2.864,  12.058,   3.349, 47,  0,   0.446,   1.213,   0.337,   0.093,   0.158,   0.044,  35.000,    0,   0.807
10:49:00:634, 4406005250848,    2.945,    3.000, 2200,   4.877,  15.055,   4.182,   3.995,  12.496,   3.471, 47,  0,   0.498,   1.268,   0.352,   0.119,   0.171,   0.047,  35.000,    0,   1.353
10:49:00:743, 4406246788978,    3.054,    1.000, 2100,   3.435,  15.431,   4.286,   2.594,  12.780,   3.550, 47,  0,   0.425,   1.314,   0.365,   0.091,   0.181,   0.050,  35.000,    0,   1.230
10:49:00:853, 4406488179261,    3.163,    1.000, 2300,   4.156,  15.885,   4.413,   3.299,  13.140,   3.650, 47,  0,   0.406,   1.359,   0.377,   0.061,   0.187,   0.052,  35.000,    0,   0.136
10:49:00:962, 4406729374482,    3.273,    0.000, 2400,   2.734,  16.184,   4.496,   1.860,  13.344,   3.707, 47,  0,   0.377,   1.400,   0.389,   0.078,   0.196,   0.054,  35.000,    0,   0.308
10:49:01:071, 4406971757906,    3.382,    5.000, 2300,   7.493,  17.006,   4.724,   6.419,  14.048,   3.902, 52,  0,   0.460,   1.450,   0.403,   0.065,   0.203,   0.056,  35.000,    0,   0.358
10:49:01:180, 4407211788044,    3.491,   11.000, 2100,  14.020,  18.530,   5.147,  12.735,  15.433,   4.287, 52,  0,   0.507,   1.505,   0.418,   0.084,   0.212,   0.059,  35.000,    0,   0.637
10:49:01:290, 4407452914350,    3.600,    7.000, 2100,  13.302,  19.983,   5.551,  12.081,  16.752,   4.653, 52,  0,   0.509,   1.561,   0.434,   0.056,   0.218,   0.061,  35.000,    0,   0.662
10:49:01:399, 4407695357377,    3.710,    5.000, 2200,   6.983,  20.750,   5.764,   5.909,  17.401,   4.834, 50,  0,   0.462,   1.612,   0.448,   0.060,   0.225,   0.062,  35.000,    0,   0.160
10:49:01:508, 4407936259985,    3.819,    1.000, 1800,   3.044,  21.082,   5.856,   2.246,  17.646,   4.902, 48,  0,   0.434,   1.659,   0.461,   0.068,   0.232,   0.065,  35.000,    0,   1.795
10:49:01:618, 4408177879254,    3.929,    1.000, 2100,   1.618,  21.259,   5.905,   1.150,  17.772,   4.937, 47,  0,   0.339,   1.696,   0.471,   0.018,   0.234,   0.065,  35.000, 1100,   0.059
10:49:01:727, 4408419198932,    4.038,    0.000, 1200,   0.792,  21.346,   5.929,   0.283,  17.802,   4.945, 47,  0,   0.325,   1.732,   0.481,   0.028,   0.237,   0.066,  35.000,    0,   0.527
10:49:01:837, 4408661168172,    4.147,    2.000, 4000,   2.318,  21.600,   6.000,   1.607,  17.979,   4.994, 47,  0,   0.378,   1.773,   0.493,   0.075,   0.245,   0.068,  35.000,    0,   0.126
10:49:01:946, 4408901972903,    4.257,    0.000, 1200,   1.355,  21.747,   6.041,   0.675,  18.052,   5.015, 46,  0,   0.355,   1.812,   0.503,   0.031,   0.249,   0.069,  35.000,    0,   0.074
10:49:02:055, 4409143061518,    4.366,    4.000, 2600,   5.313,  22.328,   6.202,   4.429,  18.536,   5.149, 50,  0,   0.418,   1.857,   0.516,   0.060,   0.255,   0.071,  35.000,    0,   0.217
10:49:02:164, 4409384545642,    4.475,   10.000, 2500,  14.348,  23.897,   6.638,  13.191,  19.979,   5.550, 52,  0,   0.432,   1.905,   0.529,   0.044,   0.260,   0.072,  35.000,    0,   0.552
10:49:02:274, 4409625975743,    4.584,    8.000, 2300,  13.904,  25.417,   7.060,  12.542,  21.350,   5.931, 52,  0,   0.482,   1.957,   0.544,   0.076,   0.268,   0.075,  35.000,    0,   0.567
10:49:02:383, 4409867968210,    4.694,    2.000, 3600,   4.867,  25.951,   7.208,   4.142,  21.804,   6.057, 48,  0,   0.355,   1.996,   0.555,   0.014,   0.270,   0.075,  35.000,    0,   0.038
10:49:02:493, 4410109905033,    4.804,    2.000, 2800,   4.017,  26.391,   7.331,   3.229,  22.158,   6.155, 47,  0,   0.431,   2.044,   0.568,   0.106,   0.282,   0.078,  35.000,    0,   0.957
10:49:02:602, 4410351417256,    4.913,    1.000, 2100,   3.512,  26.775,   7.437,   2.831,  22.467,   6.241, 47,  0,   0.411,   2.089,   0.580,   0.127,   0.296,   0.082,  35.000,    0,   0.650
10:49:02:711, 4410592002470,    5.022,    3.000, 1800,   3.633,  27.171,   7.547,   2.768,  22.769,   6.325, 47,  0,   0.458,   2.138,   0.594,   0.048,   0.301,   0.084,  35.000,    0,   0.341
10:49:02:821, 4410834333782,    5.132,    2.000, 4100,   2.435,  27.438,   7.622,   1.890,  22.976,   6.382, 49,  0,   0.379,   2.180,   0.606,   0.043,   0.305,   0.085,  35.000,    0,   0.141
10:49:02:930, 4411074930736,    5.241,    0.000, 1600,   2.027,  27.659,   7.683,   1.373,  23.126,   6.424, 47,  0,   0.393,   2.223,   0.617,   0.071,   0.313,   0.087,  35.000,    0,   0.377
10:49:03:039, 4411316952380,    5.350,    3.000, 3000,   3.129,  28.002,   7.778,   2.227,  23.370,   6.492, 47,  0,   0.443,   2.271,   0.631,   0.057,   0.319,   0.089,  35.000,    0,   0.078
10:49:03:149, 4411566437146,    5.463,    8.000, 3500,   2.417,  28.275,   7.854,   1.748,  23.568,   6.547, 51,  0,   0.365,   2.313,   0.642,   0.054,   0.326,   0.090,  35.000,    0,   0.178
10:49:03:258, 4411800112362,    5.569,    1.000, 2800,   2.383,  28.527,   7.924,   1.566,  23.733,   6.593, 48,  0,   0.398,   2.355,   0.654,   0.073,   0.333,   0.093,  35.000,    0,   0.460
10:49:03:367, 4412040760320,    5.678,    1.000, 1800,   1.596,  28.701,   7.973,   0.877,  23.829,   6.619, 47,  0,   0.360,   2.394,   0.665,   0.054,   0.339,   0.094,  35.000,    0,   0.196
10:49:03:477, 4412283373206,    5.788,    4.000, 2700,   4.168,  29.159,   8.100,   3.151,  24.175,   6.715, 48,  0,   0.448,   2.443,   0.679,   0.068,   0.347,   0.096,  35.000,    0,   0.233
10:49:03:586, 4412523923810,    5.897,    1.000, 1800,   3.014,  29.487,   8.191,   2.133,  24.407,   6.780, 47,  0,   0.374,   2.484,   0.690,   0.060,   0.353,   0.098,  35.000,    0,   0.233
10:49:03:696, 4412765774942,    6.006,    1.000, 2300,   2.870,  29.802,   8.278,   2.063,  24.633,   6.843, 47,  0,   0.402,   2.528,   0.702,   0.068,   0.361,   0.100,  35.000,    0,   0.274
10:49:03:805, 4413006569876,    6.115,    6.000, 2500,  12.607,  31.177,   8.660,  11.494,  25.887,   7.191, 51,  0,   0.428,   2.575,   0.715,   0.067,   0.368,   0.102,  35.000,    0,   0.229
10:49:03:914, 4413247962510,    6.225,    9.000, 2500,  13.629,  32.667,   9.074,  12.365,  27.239,   7.566, 52,  0,   0.562,   2.636,   0.732,   0.084,   0.377,   0.105,  35.000,    0,   0.774
10:49:04:024, 4413490242554,    6.335,    6.000, 2100,  12.194,  34.005,   9.446,  10.890,  28.434,   7.898, 49,  0,   0.484,   2.689,   0.747,   0.085,   0.386,   0.107,  35.000,    0,   0.317
