System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:46:01:769, 2921554542517,    0.097,    2.000, 2700,   4.241,   0.410,   0.114,   3.218,   0.311,   0.086, 47,  0,   0.372,   0.036,   0.010,   0.042,   0.004,   0.001,  35.000,    0,   0.368
00:46:01:878, 2921796292096,    0.206,    1.000, 2000,   2.219,   0.653,   0.181,   1.442,   0.469,   0.130, 47,  0,   0.390,   0.079,   0.022,   0.061,   0.011,   0.003,  35.000,    0,   0.183
00:46:01:987, 2922037764530,    0.315,    0.000, 1000,   0.871,   0.748,   0.208,   0.313,   0.503,   0.140, 46,  0,   0.323,   0.114,   0.032,   0.022,   0.013,   0.004,  35.000,    0,   0.040
00:46:02:097, 2922278957979,    0.425,    3.000, 2100,   6.812,   1.492,   0.414,   5.911,   1.149,   0.319, 51,  0,   0.426,   0.160,   0.045,   0.080,   0.022,   0.006,  35.000,    0,   0.234
00:46:02:206, 2922520306377,    0.534,    7.000, 2200,  14.191,   3.043,   0.845,  13.044,   2.574,   0.715, 50,  0,   0.450,   0.209,   0.058,   0.023,   0.025,   0.007,  35.000,    0,   0.168
00:46:02:315, 2922761869115,    0.643,   11.000, 3000,  14.299,   4.607,   1.280,  13.047,   4.002,   1.112, 52,  0,   0.683,   0.284,   0.079,   0.052,   0.030,   0.008,  35.000,    0,   0.435
00:46:02:425, 2923003121854,    0.753,    4.000, 2100,   7.486,   5.425,   1.507,   6.501,   4.712,   1.309, 47,  0,   0.385,   0.326,   0.091,   0.005,   0.031,   0.009,  35.000,    0,   0.000
00:46:02:534, 2923244890973,    0.862,    1.000, 1600,   1.747,   5.617,   1.560,   1.106,   4.833,   1.343, 47,  0,   0.369,   0.367,   0.102,   0.048,   0.036,   0.010,  35.000,    0,   0.088
00:46:02:644, 2923486441276,    0.972,   10.000, 2300,   2.969,   5.942,   1.650,   2.415,   5.097,   1.416, 53,  0,   0.367,   0.407,   0.113,   0.021,   0.038,   0.011,  35.000,    0,   0.021
00:46:02:753, 2923727847083,    1.081,    0.000, 1400,   1.347,   6.089,   1.691,   0.757,   5.180,   1.439, 46,  0,   0.358,   0.446,   0.124,   0.041,   0.043,   0.012,  35.000,    0,   0.278
00:46:02:862, 2923970090983,    1.191,    1.000, 3600,   3.674,   6.492,   1.803,   2.872,   5.495,   1.526, 46,  0,   0.396,   0.490,   0.136,   0.071,   0.051,   0.014,  35.000,    0,   0.207
00:46:02:971, 2924210434063,    1.299,    2.000, 2600,   2.259,   6.738,   1.872,   1.479,   5.656,   1.571, 46,  0,   0.380,   0.531,   0.147,   0.007,   0.051,   0.014,  35.000,    0,   0.000
00:46:03:081, 2924451903210,    1.409,   16.000, 2200,  14.323,   8.304,   2.307,  13.128,   7.092,   1.970, 50,  0,   0.726,   0.610,   0.170,   0.064,   0.058,   0.016,  35.000,    0,   0.313
00:46:03:190, 2924693354706,    1.518,   14.000, 2100,  14.394,   9.878,   2.744,  12.990,   8.512,   2.365, 51,  0,   0.709,   0.688,   0.191,   0.057,   0.065,   0.018,  35.000,    0,   0.855
00:46:03:299, 2924934727043,    1.627,    8.000, 2300,  13.288,  11.331,   3.147,  12.058,   9.831,   2.731, 52,  0,   0.526,   0.745,   0.207,   0.080,   0.073,   0.020,  35.000,    0,   0.907
00:46:03:409, 2925176464040,    1.737,    4.000, 2100,   8.688,  12.282,   3.412,   7.708,  10.674,   2.965, 47,  0,   0.378,   0.787,   0.219,   0.014,   0.075,   0.021,  35.000,    0,   0.000
00:46:03:518, 2925419780855,    1.847,    4.000, 2200,   4.385,  12.765,   3.546,   3.570,  11.068,   3.074, 47,  0,   0.487,   0.840,   0.233,   0.052,   0.081,   0.022,  35.000,    0,   0.153
00:46:03:628, 2925687905896,    1.969,   17.000, 3100,   5.677,  13.455,   3.737,   4.800,  11.651,   3.236, 54,  0,   0.374,   0.886,   0.246,   0.016,   0.083,   0.023,  35.000,    0,   0.000
00:46:03:737, 2925900655116,    2.065,   11.000, 2400,  11.699,  14.582,   4.051,  10.461,  12.659,   3.516, 52,  0,   0.588,   0.942,   0.262,   0.062,   0.089,   0.025,  35.000,    0,   0.571
00:46:03:846, 2926141927936,    2.174,   10.000, 2500,  12.353,  15.932,   4.425,  11.173,  13.880,   3.855, 54,  0,   0.541,   1.002,   0.278,   0.025,   0.091,   0.025,  35.000,    0,   0.190
00:46:03:956, 2926383344728,    2.284,   13.000, 2700,  15.418,  17.617,   4.894,  14.099,  15.421,   4.284, 57,  0,   0.506,   1.057,   0.294,   0.038,   0.095,   0.026,  35.000,    0,   0.308
00:46:04:065, 2926624810452,    2.393,   12.000, 2500,  16.368,  19.407,   5.391,  15.243,  17.088,   4.747, 60,  0,   0.416,   1.102,   0.306,   0.010,   0.096,   0.027,  35.000,    0,   0.000
00:46:04:174, 2926866482071,    2.502,   19.000, 2300,  11.876,  20.707,   5.752,  10.635,  18.252,   5.070, 50,  0,   0.673,   1.176,   0.327,   0.029,   0.100,   0.028,  35.000,    0,   0.267
00:46:04:284, 2927107841567,    2.612,   18.000, 2200,  12.100,  22.030,   6.119,  10.814,  19.434,   5.398, 51,  0,   0.592,   1.241,   0.345,   0.007,   0.100,   0.028,  35.000,    0,   0.000
00:46:04:393, 2927349153610,    2.721,   16.000, 2100,  12.406,  23.386,   6.496,  11.173,  20.655,   5.738, 54,  0,   0.637,   1.310,   0.364,   0.036,   0.104,   0.029,  35.000,    0,   0.363
00:46:04:502, 2927590654590,    2.830,   13.000, 2200,  12.469,  24.750,   6.875,  11.304,  21.892,   6.081, 53,  0,   0.491,   1.364,   0.379,   0.006,   0.105,   0.029,  35.000,    0,   0.000
00:46:04:612, 2927832341391,    2.940,   14.000, 2200,  14.537,  26.341,   7.317,  13.302,  23.348,   6.485, 54,  0,   0.482,   1.417,   0.394,   0.027,   0.108,   0.030,  35.000,    0,   1.454
00:46:04:721, 2928073564116,    3.049,   16.000, 2200,  14.657,  27.942,   7.762,  13.429,  24.815,   6.893, 54,  0,   0.543,   1.476,   0.410,   0.043,   0.113,   0.031,  35.000,    0,   0.544
00:46:04:830, 2928314928672,    3.158,   11.000, 2500,  15.308,  29.616,   8.227,  14.202,  26.367,   7.324, 58,  0,   0.460,   1.526,   0.424,   0.030,   0.116,   0.032,  35.000,    0,   0.130
00:46:04:940, 2928556493396,    3.268,   15.000, 3100,  15.626,  31.325,   8.701,  14.274,  27.929,   7.758, 58,  0,   0.600,   1.592,   0.442,   0.032,   0.120,   0.033,  35.000,    0,   0.233
00:46:05:049, 2928797767896,    3.377,    5.000, 2000,   7.748,  32.172,   8.937,   6.602,  28.650,   7.958, 47,  0,   0.392,   1.635,   0.454,   0.037,   0.124,   0.034,  35.000,    0,   0.182
00:46:05:159, 2929039632926,    3.487,    2.000, 2000,   3.584,  32.564,   9.046,   2.713,  28.947,   8.041, 48,  0,   0.447,   1.684,   0.468,   0.059,   0.130,   0.036,  35.000,    0,   0.196
00:46:05:268, 2929281258193,    3.596,    1.000,  900,   0.489,  32.618,   9.061,   0.192,  28.968,   8.047, 46,  0,   0.302,   1.717,   0.477,   0.012,   0.131,   0.036,  35.000,    0,   0.000
00:46:05:377, 2929522453866,    3.705,    1.000, 2000,   3.887,  33.042,   9.178,   2.662,  29.259,   8.128, 46,  0,   0.370,   1.757,   0.488,   0.439,   0.179,   0.050,  35.000,    0,   0.135
00:46:05:486, 2929763582781,    3.814,    0.000, 2000,   3.998,  33.479,   9.300,   1.526,  29.426,   8.174, 47,  0,   0.290,   1.789,   0.497,   1.337,   0.325,   0.090,  35.000, 1100,   0.000
00:46:05:596, 2930005483978,    3.924,    2.000, 2300,   3.061,  33.815,   9.393,   1.742,  29.617,   8.227, 46,  0,   0.400,   1.833,   0.509,   0.380,   0.367,   0.102,  35.000,    0,   0.080
00:46:05:705, 2930246834205,    4.033,    3.000, 2000,   3.860,  34.236,   9.510,   2.947,  29.939,   8.316, 46,  0,   0.419,   1.879,   0.522,   0.034,   0.371,   0.103,  35.000,    0,   0.358
00:46:05:815, 2930488225215,    4.143,    0.000, 1400,   1.296,  34.378,   9.549,   0.730,  30.019,   8.339, 46,  0,   0.342,   1.916,   0.532,   0.037,   0.375,   0.104,  35.000,    0,   0.121
00:46:05:924, 2930730220718,    4.252,    1.000, 3100,   1.482,  34.541,   9.595,   1.011,  30.130,   8.369, 47,  0,   0.328,   1.952,   0.542,   0.016,   0.376,   0.105,  35.000,    0,   0.000
00:46:06:033, 2930971370465,    4.361,    0.000, 1400,   1.213,  34.673,   9.631,   0.678,  30.204,   8.390, 46,  0,   0.336,   1.989,   0.552,   0.040,   0.381,   0.106,  35.000,    0,   0.164
00:46:06:143, 2931213399029,    4.471,    2.000, 2900,   1.675,  34.857,   9.682,   1.211,  30.336,   8.427, 48,  0,   0.341,   2.026,   0.563,   0.055,   0.387,   0.107,  35.000,  800,   0.157
00:46:06:252, 2931454019154,    4.580,    0.000, 1100,   0.872,  34.952,   9.709,   0.397,  30.380,   8.439, 46,  0,   0.325,   2.061,   0.573,   0.022,   0.389,   0.108,  35.000,    0,   0.038
00:46:06:361, 2931695274302,    4.689,    3.000, 2400,   1.813,  35.150,   9.764,   1.112,  30.501,   8.473, 47,  0,   0.394,   2.104,   0.585,   0.047,   0.394,   0.110,  35.000,    0,   0.123
00:46:06:471, 2931936992660,    4.799,    1.000, 1200,   2.321,  35.404,   9.834,   1.763,  30.694,   8.526, 45,  0,   0.360,   2.144,   0.596,   0.013,   0.396,   0.110,  35.000,    0,   0.070
00:46:06:580, 2932178135580,    4.908,    9.000, 2200,  12.976,  36.821,  10.228,  11.800,  31.983,   8.884, 50,  0,   0.488,   2.197,   0.610,   0.037,   0.400,   0.111,  35.000,    0,   0.138
00:46:06:689, 2932419600432,    5.017,   10.000, 2400,  14.033,  38.356,  10.654,  12.853,  33.388,   9.275, 50,  0,   0.410,   2.242,   0.623,   0.025,   0.403,   0.112,  35.000,    0,   0.534
00:46:06:799, 2932661719056,    5.127,    6.000, 2100,  10.462,  39.503,  10.973,   9.281,  34.406,   9.557, 47,  0,   0.430,   2.289,   0.636,   0.050,   0.408,   0.113,  35.000,    0,   0.187
00:46:06:908, 2932902644376,    5.236,    0.000, 1600,   1.370,  39.652,  11.015,   0.747,  34.488,   9.580, 46,  0,   0.376,   2.330,   0.647,   0.028,   0.411,   0.114,  35.000,    0,   0.133
00:46:07:018, 2933144726405,    5.346,    2.000, 4000,   2.413,  39.917,  11.088,   1.612,  34.664,   9.629, 46,  0,   0.402,   2.374,   0.660,   0.049,   0.417,   0.116,  35.000,    0,   0.196
00:46:07:127, 2933385459407,    5.455,    0.000, 1400,   0.982,  40.024,  11.118,   0.574,  34.727,   9.646, 45,  0,   0.330,   2.410,   0.670,   0.005,   0.417,   0.116,  35.000,    0,   0.000
00:46:07:236, 2933626531386,    5.564,   13.000, 2300,   8.274,  40.927,  11.369,   7.206,  35.514,   9.865, 49,  0,   0.444,   2.459,   0.683,   0.065,   0.424,   0.118,  35.000,    0,   0.477
00:46:07:345, 2933868226774,    5.673,   15.000, 2400,  10.014,  42.023,  11.673,   8.917,  36.490,  10.136, 53,  0,   0.300,   2.492,   0.692,   0.008,   0.425,   0.118,  35.000,    0,   0.000
00:46:07:455, 2934109535736,    5.783,    5.000, 2300,   5.661,  42.642,  11.845,   4.645,  36.997,  10.277, 49,  0,   0.431,   2.539,   0.705,   0.102,   0.436,   0.121,  35.000,    0,   0.353
00:46:07:564, 2934351042373,    5.892,   21.000, 2100,  11.472,  43.897,  12.194,  10.155,  38.108,  10.586, 49,  0,   0.514,   2.595,   0.721,   0.073,   0.444,   0.123,  35.000,    0,   0.374
00:46:07:674, 2934592798269,    6.002,    2.000, 2100,   7.345,  44.701,  12.417,   6.175,  38.784,  10.773, 47,  0,   0.491,   2.649,   0.736,   0.101,   0.455,   0.126,  35.000,    0,   0.684
00:46:07:783, 2934836432712,    6.112,    3.000, 2200,   4.136,  45.158,  12.544,   3.222,  39.140,  10.872, 52,  0,   0.464,   2.700,   0.750,   0.067,   0.463,   0.129,  35.000,  500,   0.361
00:46:07:892, 2935075740302,    6.220,   18.000, 2200,  10.562,  46.302,  12.862,   9.322,  40.150,  11.153, 51,  0,   0.510,   2.755,   0.765,   0.090,   0.473,   0.131,  35.000,    0,   0.722
00:46:08:001, 2935317591488,    6.330,   10.000, 2400,   7.755,  47.152,  13.098,   6.445,  40.856,  11.349, 47,  0,   0.416,   2.801,   0.778,   0.094,   0.483,   0.134,  35.000,    0,   0.526
00:46:08:111, 2935558560044,    6.439,    1.000, 2100,   2.258,  47.398,  13.166,   1.391,  41.008,  11.391, 47,  0,   0.417,   2.846,   0.791,   0.074,   0.491,   0.136,  35.000,    0,   0.341
00:46:08:220, 2935799632318,    6.548,   15.000, 2200,   8.842,  48.364,  13.434,   7.721,  41.851,  11.625, 48,  0,   0.402,   2.890,   0.803,   0.060,   0.498,   0.138,  35.000,    0,   0.219
00:46:08:329, 2936041539043,    6.658,   12.000, 2500,   8.944,  49.343,  13.707,   7.722,  42.697,  11.860, 47,  0,   0.380,   2.932,   0.814,   0.062,   0.504,   0.140,  35.000,    0,   0.420
00:46:08:439, 2936283413548,    6.767,    1.000, 2400,   3.347,  49.710,  13.808,   2.517,  42.973,  11.937, 47,  0,   0.386,   2.974,   0.826,   0.051,   0.510,   0.142,  35.000,    0,   0.100
00:46:08:548, 2936524341152,    6.876,    1.000, 1800,   2.165,  49.946,  13.874,   1.346,  43.120,  11.978, 45,  0,   0.370,   3.015,   0.837,   0.040,   0.514,   0.143,  35.000,    0,   0.283
00:46:08:658, 2936765395340,    6.986,   21.000, 2300,  10.385,  51.080,  14.189,   9.170,  44.121,  12.256, 50,  0,   0.408,   3.059,   0.850,   0.073,   0.522,   0.145,  35.000,    0,   0.649
00:46:08:767, 2937006932706,    7.095,    8.000, 2100,   6.825,  51.827,  14.396,   5.634,  44.737,  12.427, 46,  0,   0.355,   3.098,   0.861,   0.035,   0.526,   0.146,  35.000,    0,   0.647
00:46:08:877, 2937249185534,    7.205,    2.000, 2100,   2.470,  52.098,  14.472,   1.637,  44.917,  12.477, 46,  0,   0.383,   3.140,   0.872,   0.052,   0.532,   0.148,  35.000,    0,   0.206
00:46:08:986, 2937490150131,    7.314,    0.000, 1400,   1.555,  52.267,  14.519,   0.874,  45.012,  12.503, 46,  0,   0.339,   3.177,   0.882,   0.023,   0.534,   0.148,  35.000,    0,   0.000
00:46:09:095, 2937731167482,    7.423,   14.000, 2100,  11.143,  53.484,  14.857,   9.893,  46.092,  12.803, 51,  0,   0.503,   3.232,   0.898,   0.075,   0.543,   0.151,  35.000,    0,   0.516
00:46:09:204, 2937972612619,    7.532,   20.000, 2100,  11.363,  54.726,  15.202,  10.217,  47.209,  13.114, 51,  0,   0.422,   3.278,   0.911,   0.009,   0.544,   0.151,  35.000,    0,   0.000
00:46:09:314, 2938215076909,    7.642,   10.000, 2100,  10.386,  55.867,  15.519,   9.159,  48.215,  13.393, 47,  0,   0.573,   3.341,   0.928,   0.054,   0.549,   0.153,  35.000,    0,   0.310
00:46:09:423, 2938455820690,    7.751,    0.000, 1600,   1.250,  56.003,  15.556,   0.650,  48.286,  13.413, 46,  0,   0.331,   3.377,   0.938,   0.019,   0.552,   0.153,  35.000,    0,   0.030
00:46:09:532, 2938697316774,    7.861,    3.000, 2000,   3.325,  56.367,  15.657,   2.396,  48.548,  13.486, 45,  0,   0.453,   3.426,   0.952,   0.062,   0.558,   0.155,  35.000,    0,   0.207
00:46:09:642, 2938956583180,    7.978,   22.000, 2100,   8.428,  57.356,  15.932,   7.400,  49.417,  13.727, 50,  0,   0.353,   3.468,   0.963,   0.048,   0.564,   0.157,  35.000,    0,   0.994
00:46:09:751, 2939180354377,    8.079,   12.000, 2200,   7.915,  58.159,  16.155,   6.593,  50.085,  13.913, 47,  0,   0.410,   3.509,   0.975,   0.080,   0.572,   0.159,  35.000,    0,   1.212
00:46:09:860, 2939421796832,    8.189,    1.000, 2300,   1.633,  58.337,  16.205,   1.102,  50.206,  13.946, 46,  0,   0.334,   3.546,   0.985,   0.015,   0.574,   0.159,  35.000,    0,   0.050
00:46:09:970, 2939663035024,    8.298,    1.000, 1600,   1.961,  58.551,  16.264,   1.330,  50.351,  13.986, 46,  0,   0.363,   3.586,   0.996,   0.045,   0.579,   0.161,  35.000,    0,   0.142
00:46:10:079, 2939904370673,    8.407,    7.000, 2100,  10.662,  59.717,  16.588,   9.649,  51.406,  14.279, 49,  0,   0.427,   3.632,   1.009,   0.029,   0.582,   0.162,  35.000,    0,   0.214
00:46:10:188, 2940145674870,    8.516,   13.000, 2500,  13.045,  61.142,  16.984,  11.877,  52.704,  14.640, 51,  0,   0.404,   3.676,   1.021,   0.013,   0.583,   0.162,  35.000,    0,   0.745
00:46:10:298, 2940387264399,    8.626,   17.000, 2800,   9.841,  62.219,  17.283,   8.598,  53.645,  14.901, 50,  0,   0.347,   3.714,   1.032,   0.047,   0.588,   0.163,  35.000,    0,   0.131
00:46:10:407, 2940629179979,    8.735,    1.000, 1200,   1.877,  62.425,  17.340,   1.394,  53.797,  14.944, 47,  0,   0.313,   3.749,   1.041,   0.006,   0.589,   0.164,  35.000,    0,   0.000
00:46:10:517, 2940871014161,    8.845,    2.000, 2100,   2.077,  62.652,  17.403,   1.316,  53.941,  14.984, 47,  0,   0.370,   3.789,   1.053,   0.062,   0.596,   0.166,  35.000,    0,   0.142
00:46:10:626, 2941131769405,    8.963,    7.000, 4100,   3.924,  63.116,  17.532,   3.181,  54.317,  15.088, 57,  0,   0.402,   3.837,   1.066,   0.018,   0.598,   0.166,  35.000,    0,   0.543
00:46:10:735, 2941353562821,    9.064,    4.000, 3600,   4.614,  63.579,  17.661,   3.651,  54.684,  15.190, 47,  0,   0.498,   3.887,   1.080,   0.067,   0.605,   0.168,  35.000,    0,   0.262
00:46:10:845, 2941594322490,    9.173,   15.000, 2600,  10.635,  64.739,  17.983,   9.504,  55.720,  15.478, 50,  0,   0.306,   3.920,   1.089,   0.015,   0.606,   0.168,  35.000,    0,   0.000
00:46:10:954, 2941836066384,    9.282,    9.000, 2000,   6.794,  65.483,  18.190,   5.739,  56.348,  15.652, 46,  0,   0.364,   3.960,   1.100,   0.040,   0.611,   0.170,  35.000,    0,   0.084
00:46:11:063, 2942077525373,    9.391,    0.000, 1000,   0.969,  65.589,  18.219,   0.330,  56.384,  15.662, 46,  0,   0.325,   3.995,   1.110,   0.028,   0.614,   0.170,  35.000,    0,   0.050
00:46:11:173, 2942318939783,    9.501,    2.000, 1800,   2.012,  65.809,  18.280,   1.336,  56.531,  15.703, 46,  0,   0.365,   4.035,   1.121,   0.056,   0.620,   0.172,  35.000,    0,   0.177
00:46:11:282, 2942560658038,    9.610,    1.000,  900,   0.421,  65.855,  18.293,   0.153,  56.547,  15.708, 46,  0,   0.294,   4.068,   1.130,   0.014,   0.621,   0.173,  35.000,    0,   0.000
00:46:11:391, 2942801633937,    9.719,    0.000, 1600,   5.097,  66.411,  18.447,   2.837,  56.857,  15.794, 47,  0,   0.350,   4.106,   1.140,   1.212,   0.754,   0.209,  35.000, 1100,   0.133
00:46:11:501, 2943042944247,    9.829,   13.000, 2500,   9.429,  67.441,  18.734,   7.215,  57.645,  16.013, 51,  0,   0.288,   4.137,   1.149,   1.136,   0.878,   0.244,  35.000,  650,   0.000
00:46:11:610, 2943284387755,    9.938,   13.000, 2200,  10.035,  68.539,  19.039,   7.645,  58.481,  16.245, 47,  0,   0.390,   4.180,   1.161,   1.164,   1.005,   0.279,  35.000,  900,   0.565
00:46:11:719, 2943526394832,   10.048,    9.000, 2600,  14.143,  70.089,  19.469,  11.913,  59.787,  16.608, 51,  0,   0.407,   4.224,   1.173,   1.139,   1.130,   0.314,  35.000,  750,   0.346
00:46:11:829, 2943767268387,   10.157,    7.000, 2500,  14.893,  71.714,  19.920,  12.527,  61.154,  16.987, 52,  0,   0.426,   4.271,   1.186,   1.201,   1.261,   0.350,  35.000,  700,   0.322
00:46:11:938, 2944008925584,   10.266,    4.000, 2500,  11.129,  72.932,  20.259,   8.610,  62.096,  17.249, 47,  0,   0.351,   4.309,   1.197,   1.249,   1.398,   0.388,  35.000,  950,   0.000
00:46:12:047, 2944250231613,   10.375,    0.000, 1600,   4.525,  73.426,  20.396,   2.033,  62.318,  17.311, 47,  0,   0.337,   4.346,   1.207,   1.356,   1.546,   0.429,  35.000, 1100,   0.108
00:46:12:157, 2944492214254,   10.485,    4.000, 2300,   6.944,  74.187,  20.608,   4.408,  62.801,  17.445, 47,  0,   0.449,   4.395,   1.221,   1.339,   1.693,   0.470,  35.000,  750,   0.185
00:46:12:266, 2944734081357,   10.595,    9.000, 3900,  13.569,  75.674,  21.020,  11.149,  64.023,  17.784, 47,  0,   0.405,   4.440,   1.233,   1.270,   1.832,   0.509,  35.000, 1100,   0.765
00:46:12:376, 2944975079234,   10.704,    2.000, 2400,   5.347,  76.257,  21.183,   2.718,  64.319,  17.866, 47,  0,   0.420,   4.486,   1.246,   1.420,   1.987,   0.552,  35.000,  800,   0.590
00:46:12:485, 2945216086253,   10.813,    0.000, 2300,   4.794,  76.780,  21.328,   2.274,  64.568,  17.935, 47,  0,   0.347,   4.523,   1.257,   1.360,   2.135,   0.593,  35.000,  900,   0.295
00:46:12:594, 2945457787666,   10.922,    2.000, 2300,   4.216,  77.242,  21.456,   2.681,  64.861,  18.017, 46,  0,   0.404,   4.568,   1.269,   0.603,   2.201,   0.611,  35.000,    0,   0.263
00:46:12:703, 2945698800998,   11.031,    8.000, 2300,  14.272,  78.800,  21.889,  13.133,  66.295,  18.415, 50,  0,   0.463,   4.618,   1.283,   0.069,   2.209,   0.614,  35.000,    0,   0.505
00:46:12:813, 2945940498053,   11.141,   10.000, 2300,  14.392,  80.375,  22.326,  13.046,  67.723,  18.812, 52,  0,   0.533,   4.677,   1.299,   0.062,   2.216,   0.615,  35.000,    0,   0.320
00:46:12:922, 2946182563878,   11.251,    3.000, 2200,   6.204,  81.055,  22.515,   5.013,  68.272,  18.965, 47,  0,   0.436,   4.724,   1.312,   0.084,   2.225,   0.618,  35.000,    0,   0.374
00:46:13:032, 2946424866147,   11.360,    2.000, 2600,   3.818,  81.474,  22.632,   2.805,  68.580,  19.050, 46,  0,   0.452,   4.774,   1.326,   0.076,   2.233,   0.620,  35.000,  800,   0.308
00:46:13:141, 2946665958389,   11.470,    1.000, 2500,   2.975,  81.799,  22.722,   2.127,  68.812,  19.115, 46,  0,   0.392,   4.817,   1.338,   0.042,   2.238,   0.622,  35.000,    0,   0.229
00:46:13:251, 2946906902368,   11.579,    1.000, 2900,   3.829,  82.217,  22.838,   2.996,  69.139,  19.205, 46,  0,   0.408,   4.861,   1.350,   0.057,   2.244,   0.623,  35.000,    0,   0.165
00:46:13:360, 2947148014632,   11.688,    1.000, 2000,   2.449,  82.484,  22.912,   1.655,  69.320,  19.256, 46,  0,   0.351,   4.900,   1.361,   0.048,   2.249,   0.625,  35.000,    0,   0.082
00:46:13:469, 2947390592355,   11.798,    3.000, 3100,   5.207,  83.056,  23.071,   4.326,  69.795,  19.388, 47,  0,   0.459,   4.950,   1.375,   0.092,   2.259,   0.628,  35.000,    0,   0.672
00:46:13:578, 2947631150535,   11.907,    4.000, 2600,   5.090,  83.611,  23.225,   4.211,  70.254,  19.515, 52,  0,   0.510,   5.006,   1.390,   0.141,   2.275,   0.632,  35.000,  700,   0.601
00:46:13:688, 2947873159601,   12.016,    2.000, 3000,   8.429,  84.535,  23.482,   7.171,  71.040,  19.733, 47,  0,   0.596,   5.071,   1.409,   0.110,   2.287,   0.635,  35.000,    0,   2.103
00:46:13:797, 2948114088820,   12.125,    1.000, 2200,   4.153,  84.988,  23.608,   3.240,  71.393,  19.832, 47,  0,   0.395,   5.114,   1.421,   0.064,   2.294,   0.637,  35.000,    0,   0.232
00:46:13:906, 2948355301738,   12.235,    0.000, 2000,   2.436,  85.254,  23.682,   1.619,  71.570,  19.881, 45,  0,   0.354,   5.153,   1.431,   0.022,   2.296,   0.638,  35.000,    0,   0.084
00:46:14:016, 2948597757876,   12.344,    2.000, 2900,   2.230,  85.499,  23.750,   1.610,  71.747,  19.930, 47,  0,   0.370,   5.193,   1.443,   0.038,   2.300,   0.639,  35.000,    0,   0.164
00:46:14:125, 2948838021659,   12.453,    0.000, 1800,   2.171,  85.735,  23.815,   1.362,  71.895,  19.971, 45,  0,   0.354,   5.232,   1.453,   0.030,   2.303,   0.640,  35.000,    0,   0.031
00:46:14:235, 2949080107216,   12.563,    2.000, 2400,   3.349,  86.102,  23.917,   2.610,  72.182,  20.050, 46,  0,   0.396,   5.275,   1.465,   0.096,   2.314,   0.643,  35.000,    0,   0.426
00:46:14:344, 2949320873680,   12.672,    6.000, 3000,  12.121,  87.424,  24.284,  11.064,  73.388,  20.386, 50,  0,   0.461,   5.326,   1.479,   0.061,   2.321,   0.645,  35.000,    0,   0.310
00:46:14:453, 2949562365797,   12.781,    8.000, 2100,  13.695,  88.922,  24.701,  12.341,  74.738,  20.760, 50,  0,   0.496,   5.380,   1.494,   0.048,   2.326,   0.646,  35.000,    0,   0.253
00:46:14:563, 2949804189931,   12.891,    6.000, 2400,  11.870,  90.222,  25.062,  10.748,  75.915,  21.087, 46,  0,   0.457,   5.430,   1.508,   0.029,   2.329,   0.647,  35.000,    0,   0.231
00:46:14:672, 2950045279892,   13.000,    6.000, 2300,   7.186,  91.007,  25.280,   6.183,  76.590,  21.275, 49,  0,   0.408,   5.474,   1.521,   0.063,   2.336,   0.649,  35.000,    0,   1.053
00:46:14:781, 2950286704926,   13.109,    0.000, 2000,   2.680,  91.300,  25.361,   1.797,  76.787,  21.330, 46,  0,   0.377,   5.516,   1.532,   0.066,   2.343,   0.651,  35.000,    0,   0.384
00:46:14:890, 2950527732609,   13.219,    3.000, 2100,   5.297,  91.878,  25.522,   4.450,  77.272,  21.465, 46,  0,   0.477,   5.568,   1.547,   0.094,   2.353,   0.654,  35.000,    0,   0.333
00:46:15:000, 2950769643144,   13.328,    1.000, 1600,   1.554,  92.048,  25.569,   0.724,  77.352,  21.487, 45,  0,   0.381,   5.609,   1.558,   0.028,   2.357,   0.655,  35.000,    0,   0.091
