System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
10:43:52:383, 3725386844049,    0.098,    7.000, 2300,  14.359,   1.402,   0.389,  13.127,   1.282,   0.356, 48,  0,   0.418,   0.041,   0.011,   0.027,   0.003,   0.001,  35.000,    0,   0.194
10:43:52:493, 3725629599306,    0.208,    4.000, 4000,   8.516,   2.338,   0.650,   7.502,   2.107,   0.585, 43,  0,   0.437,   0.089,   0.025,   0.053,   0.008,   0.002,  35.000,    0,   0.361
10:43:52:602, 3725870563242,    0.317,    1.000, 2300,   2.087,   2.566,   0.713,   1.389,   2.258,   0.627, 43,  0,   0.348,   0.127,   0.035,   0.020,   0.011,   0.003,  35.000,    0,   0.088
10:43:52:711, 3726112389579,    0.426,    2.000, 3100,   4.711,   3.082,   0.856,   3.909,   2.686,   0.746, 43,  0,   0.454,   0.177,   0.049,   0.056,   0.017,   0.005,  35.000,    0,   0.243
10:43:52:821, 3726353236392,    0.535,    2.000, 3600,   4.121,   3.532,   0.981,   3.341,   3.051,   0.847, 44,  0,   0.428,   0.223,   0.062,   0.031,   0.020,   0.006,  35.000,    0,   0.066
10:43:52:930, 3726594685215,    0.645,    2.000, 2500,   4.604,   4.035,   1.121,   3.770,   3.463,   0.962, 43,  0,   0.409,   0.268,   0.074,   0.100,   0.031,   0.009,  35.000,    0,   0.593
10:43:53:039, 3726836619922,    0.754,    1.000, 4000,   3.505,   4.419,   1.228,   2.743,   3.763,   1.045, 43,  0,   0.432,   0.315,   0.088,   0.076,   0.039,   0.011,  35.000,    0,   0.459
10:43:53:149, 3727077898182,    0.864,    1.000, 4000,   2.835,   4.729,   1.314,   1.939,   3.975,   1.104, 42,  0,   0.400,   0.359,   0.100,   0.093,   0.050,   0.014,  35.000,    0,   0.284
10:43:53:258, 3727318514714,    0.972,    8.000, 2100,  13.355,   6.184,   1.718,  12.206,   5.305,   1.474, 47,  0,   0.504,   0.414,   0.115,   0.068,   0.057,   0.016,  35.000,    0,   0.389
10:43:53:367, 3727559836685,    1.082,    9.000, 2100,  13.233,   7.630,   2.120,  11.844,   6.600,   1.833, 46,  0,   0.490,   0.467,   0.130,   0.076,   0.065,   0.018,  35.000,    0,   0.350
10:43:53:477, 3727802124150,    1.192,    7.000, 2300,   9.987,   8.726,   2.424,   8.914,   7.578,   2.105, 44,  0,   0.570,   0.530,   0.147,   0.072,   0.073,   0.020,  35.000,    0,   0.357
10:43:53:586, 3728043379932,    1.301,    0.000, 2200,   2.365,   8.985,   2.496,   1.570,   7.750,   2.153, 43,  0,   0.383,   0.572,   0.159,   0.076,   0.082,   0.023,  35.000,    0,   0.291
10:43:53:696, 3728285216319,    1.410,    1.000, 2800,   3.026,   9.316,   2.588,   2.244,   7.995,   2.221, 42,  0,   0.396,   0.615,   0.171,   0.067,   0.089,   0.025,  35.000,    0,   0.217
10:43:53:805, 3728526415107,    1.520,    0.000, 2400,   1.553,   9.486,   2.635,   0.868,   8.090,   2.247, 43,  0,   0.333,   0.651,   0.181,   0.047,   0.094,   0.026,  35.000,    0,   0.154
