System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
10:56:57:820, 5459632691768,    0.105,    0.000, 1600,   1.841,   0.193,   0.054,   1.086,   0.114,   0.032, 47,  0,   0.344,   0.036,   0.010,   0.037,   0.004,   0.001,  35.000,    0,   0.173
10:56:57:929, 5459874234306,    0.214,    1.000, 1800,   2.219,   0.436,   0.121,   1.520,   0.280,   0.078, 47,  0,   0.383,   0.078,   0.022,   0.065,   0.011,   0.003,  35.000,    0,   0.278
10:56:58:039, 5460115530684,    0.323,    2.000, 2100,   3.204,   0.786,   0.218,   2.419,   0.544,   0.151, 46,  0,   0.367,   0.118,   0.033,   0.028,   0.014,   0.004,  35.000,    0,   0.076
10:56:58:148, 5460357852994,    0.433,    1.000, 2100,   2.941,   1.109,   0.308,   2.090,   0.774,   0.215, 46,  0,   0.417,   0.164,   0.046,   0.066,   0.021,   0.006,  35.000,    0,   0.281
10:56:58:257, 5460630831206,    0.557,    8.000, 4000,   4.280,   1.638,   0.455,   3.468,   1.203,   0.334, 57,  0,   0.398,   0.213,   0.059,   0.030,   0.025,   0.007,  35.000,    0,   0.086
10:56:58:367, 5460839917896,    0.652,    1.000, 2100,   3.174,   1.938,   0.538,   2.320,   1.422,   0.395, 47,  0,   0.402,   0.251,   0.070,   0.068,   0.031,   0.009,  35.000,    0,   0.788
10:56:58:476, 5461081690936,    0.761,    3.000, 2200,   5.014,   2.487,   0.691,   4.247,   1.887,   0.524, 46,  0,   0.380,   0.293,   0.081,   0.017,   0.033,   0.009,  35.000,    0,   0.019
10:56:58:585, 5461322784898,    0.870,    0.000, 1800,   1.726,   2.676,   0.743,   1.050,   2.002,   0.556, 46,  0,   0.374,   0.333,   0.093,   0.040,   0.038,   0.010,  35.000,    0,   0.340
10:56:58:695, 5461564611952,    0.980,    2.000, 2300,   2.265,   2.924,   0.812,   1.640,   2.182,   0.606, 46,  0,   0.378,   0.375,   0.104,   0.035,   0.042,   0.012,  35.000,  500,   0.179
10:56:58:804, 5461805987606,    1.089,    0.000, 1600,   1.124,   3.047,   0.846,   0.577,   2.245,   0.624, 46,  0,   0.352,   0.413,   0.115,   0.023,   0.044,   0.012,  35.000,    0,   0.056
