System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
10:56:57:820,5.45963E+12,0.105,0,1600,1.841,0.193,0.054,1.086,0.114,0.032,47,0,0.344,0.036,0.01,0.037,0.004,0.001,35,0,0.173
10:56:57:929,5.45987E+12,0.214,1,1800,2.219,0.436,0.121,1.52,0.28,0.078,47,0,0.383,0.078,0.022,0.065,0.011,0.003,35,0,0.278
10:56:58:039,5.46012E+12,0.323,2,2100,3.204,0.786,0.218,2.419,0.544,0.151,46,0,0.367,0.118,0.033,0.028,0.014,0.004,35,0,0.076
10:56:58:148,5.46036E+12,0.433,1,2100,2.941,1.109,0.308,2.09,0.774,0.215,46,0,0.417,0.164,0.046,0.066,0.021,0.006,35,0,0.281
10:56:58:257,5.46063E+12,0.557,8,4000,4.28,1.638,0.455,3.468,1.203,0.334,57,0,0.398,0.213,0.059,0.03,0.025,0.007,35,0,0.086
10:56:58:367,5.46084E+12,0.652,1,2100,3.174,1.938,0.538,2.32,1.422,0.395,47,0,0.402,0.251,0.07,0.068,0.031,0.009,35,0,0.788
10:56:58:476,5.46108E+12,0.761,3,2200,5.014,2.487,0.691,4.247,1.887,0.524,46,0,0.38,0.293,0.081,0.017,0.033,0.009,35,0,0.019
10:56:58:585,5.46132E+12,0.87,0,1800,1.726,2.676,0.743,1.05,2.002,0.556,46,0,0.374,0.333,0.093,0.04,0.038,0.01,35,0,0.34
10:56:58:695,5.46156E+12,0.98,2,2300,2.265,2.924,0.812,1.64,2.182,0.606,46,0,0.378,0.375,0.104,0.035,0.042,0.012,35,500,0.179
10:56:58:804,5.46181E+12,1.089,0,1600,1.124,3.047,0.846,0.577,2.245,0.624,46,0,0.352,0.413,0.115,0.023,0.044,0.012,35,0,0.056
10:56:58:914,5.46205E+12,1.199,3,2100,4.625,3.554,0.987,3.703,2.651,0.736,46,0,0.473,0.465,0.129,0.06,0.051,0.014,35,0,0.23
10:56:59:023,5.46229E+12,1.308,0,1600,1.312,3.697,1.027,0.563,2.713,0.753,47,0,0.366,0.505,0.14,0.042,0.055,0.015,35,0,0.143
10:56:59:132,5.46253E+12,1.417,8,3000,10.491,4.842,1.345,9.38,3.736,1.038,49,0,0.52,0.562,0.156,0.069,0.063,0.017,35,0,0.265
10:56:59:241,5.46277E+12,1.526,7,2800,13.975,6.372,1.77,12.713,5.128,1.424,51,0,0.426,0.609,0.169,0.033,0.066,0.018,35,0,0.169
10:56:59:351,5.46301E+12,1.637,20,3000,13.639,7.874,2.187,12.231,6.475,1.799,50,0,0.805,0.697,0.194,0.126,0.08,0.022,35,0,3.265
10:56:59:460,5.46326E+12,1.746,2,2600,4.411,8.354,2.321,3.511,6.857,1.905,47,0,0.463,0.748,0.208,0.141,0.096,0.027,35,0,1.423
10:56:59:570,5.4635E+12,1.856,2,3500,3.969,8.793,2.443,3.158,7.206,2.002,47,0,0.446,0.797,0.221,0.109,0.108,0.03,35,0,1.057
10:56:59:679,5.46374E+12,1.964,2,2100,3.275,9.147,2.541,2.268,7.451,2.07,46,0,0.4,0.84,0.233,0.054,0.113,0.032,35,0,0.068
10:56:59:788,5.46398E+12,2.073,0,1600,1.622,9.324,2.59,0.974,7.557,2.099,46,0,0.356,0.879,0.244,0.03,0.117,0.032,35,0,0.486
10:56:59:898,5.46422E+12,2.183,2,2500,2.262,9.572,2.659,1.64,7.737,2.149,46,0,0.364,0.919,0.255,0.041,0.121,0.034,35,0,0.075
10:57:00:007,5.46446E+12,2.292,1,1400,1.737,9.761,2.712,1.028,7.849,2.18,46,0,0.353,0.958,0.266,0.026,0.124,0.034,35,0,0.205
10:57:00:116,5.4647E+12,2.401,7,2100,9.134,10.759,2.989,8.074,8.731,2.425,50,0,0.515,1.014,0.282,0.064,0.131,0.036,35,0,0.156
10:57:00:226,5.46494E+12,2.51,7,2100,13.616,12.247,3.402,12.486,10.096,2.804,51,0,0.413,1.059,0.294,0.024,0.134,0.037,35,0,0.172
10:57:00:335,5.46519E+12,2.62,14,2200,14.124,13.791,3.831,12.676,11.482,3.189,51,0,0.678,1.133,0.315,0.085,0.143,0.04,35,0,1.07
10:57:00:444,5.46543E+12,2.729,1,2200,5.128,14.352,3.987,4.132,11.934,3.315,47,0,0.424,1.18,0.328,0.079,0.152,0.042,35,650,0.322
10:57:00:554,5.46567E+12,2.839,3,2400,4.941,14.894,4.137,4.063,12.379,3.439,47,0,0.496,1.234,0.343,0.086,0.161,0.045,35,0,0.423
