System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:07:25:029,4.07582E+13,0.104,1,2000,2.988,0.311,0.086,2.147,0.224,0.062,46,0,0.396,0.041,0.011,0.067,0.007,0.002,35,0,0.337,,0.224
00:07:25:139,4.07584E+13,0.213,1,1200,1.104,0.432,0.12,0.477,0.276,0.077,45,0,0.34,0.078,0.022,0.026,0.01,0.003,35,0,0.12,,0.052
00:07:25:248,4.07587E+13,0.323,2,2700,3.81,0.849,0.236,2.877,0.591,0.164,45,0,0.438,0.126,0.035,0.056,0.016,0.004,35,0,0.386,,0.315
00:07:25:373,4.0759E+13,0.448,12,2900,4.895,1.462,0.406,4.095,1.104,0.307,51,0,0.423,0.179,0.05,0.044,0.021,0.006,35,0,0.465,,0.513
00:07:25:467,4.07592E+13,0.542,5,2900,10.036,2.399,0.667,9.092,1.953,0.542,50,0,0.462,0.223,0.062,0.042,0.025,0.007,35,0,1.47,,0.849
00:07:25:576,4.07594E+13,0.651,8,2200,13.409,3.863,1.073,12.22,3.286,0.913,51,0,0.475,0.274,0.076,0.014,0.027,0.007,35,0,0.022,,1.333
00:07:25:685,4.07596E+13,0.76,3,2000,7.08,4.639,1.289,6.173,3.963,1.101,46,0,0.414,0.32,0.089,0.031,0.03,0.008,35,0,0.787,,0.677
00:07:25:795,4.07599E+13,0.87,1,2100,2.655,4.929,1.369,1.78,4.158,1.155,46,0,0.402,0.364,0.101,0.069,0.038,0.011,35,0,0.134,,0.195
00:07:25:904,4.07601E+13,0.979,0,2000,1.982,5.145,1.429,1.177,4.286,1.191,46,0,0.38,0.405,0.113,0.078,0.046,0.013,35,0,0.189,,0.128
00:07:26:014,4.07604E+13,1.088,4,2600,4.618,5.652,1.57,3.653,4.687,1.302,46,0,0.528,0.463,0.129,0.067,0.054,0.015,35,0,0.276,,0.401
00:07:26:123,4.07606E+13,1.198,1,2400,3.384,6.022,1.673,2.512,4.961,1.378,46,0,0.438,0.511,0.142,0.116,0.067,0.018,35,0,0.406,,0.274
00:07:26:232,4.07609E+13,1.307,2,2700,4.163,6.477,1.799,3.279,5.32,1.478,47,0,0.442,0.559,0.155,0.076,0.075,0.021,35,0,0.408,,0.359
00:07:26:341,4.07611E+13,1.416,1,2100,3.123,6.818,1.894,2.142,5.554,1.543,46,0,0.402,0.603,0.168,0.101,0.086,0.024,35,0,0.218,,0.234
00:07:26:451,4.07613E+13,1.526,8,2200,7.046,7.588,2.108,5.856,6.194,1.72,48,0,0.522,0.66,0.183,0.099,0.097,0.027,35,0,1.046,,0.64
00:07:26:560,4.07616E+13,1.635,4,2200,6.751,8.328,2.313,5.749,6.824,1.896,47,0,0.533,0.719,0.2,0.121,0.11,0.031,35,0,1.615,,0.63
00:07:26:670,4.07618E+13,1.745,3,2600,4.72,8.845,2.457,3.899,7.251,2.014,46,0,0.468,0.77,0.214,0.113,0.122,0.034,35,0,1.188,,0.427
00:07:26:779,4.07621E+13,1.854,0,2000,2.957,9.167,2.546,2.08,7.477,2.077,45,0,0.378,0.811,0.225,0.049,0.128,0.035,35,0,0.114,,0.226
00:07:26:888,4.07623E+13,1.963,2,2100,3.384,9.537,2.649,2.384,7.738,2.149,46,0,0.429,0.858,0.238,0.075,0.136,0.038,35,0,0.298,,0.261
00:07:26:997,4.07625E+13,2.072,2,2400,1.722,9.726,2.702,1.046,7.852,2.181,45,0,0.354,0.897,0.249,0.01,0.137,0.038,35,0,0,,0.114
00:07:27:107,4.07628E+13,2.182,5,2300,11.065,10.934,3.037,9.961,8.94,2.483,51,0,0.439,0.945,0.262,0.049,0.142,0.04,35,0,0.119,,1.088
00:07:27:216,4.0763E+13,2.291,8,2100,13.167,12.375,3.437,12.034,10.257,2.849,51,0,0.442,0.993,0.276,0.031,0.146,0.041,35,0,0.139,,1.317
00:07:27:325,4.07633E+13,2.4,8,2100,13.576,13.859,3.85,12.356,11.607,3.224,51,0,0.516,1.049,0.291,0.037,0.15,0.042,35,0,0.561,,1.35
00:07:27:435,4.07635E+13,2.511,6,2600,6.846,14.614,4.059,5.802,12.247,3.402,47,0,0.53,1.108,0.308,0.04,0.154,0.043,35,0,0.5,,0.64
00:07:27:545,4.07638E+13,2.62,1,1800,3.791,15.027,4.174,3.004,12.575,3.493,46,0,0.427,1.154,0.321,0.037,0.158,0.044,35,0,1.088,,0.328
00:07:27:654,4.0764E+13,2.729,2,2100,2.64,15.316,4.254,1.965,12.79,3.553,45,0,0.371,1.195,0.332,0.037,0.162,0.045,35,0,0.11,,0.215
00:07:27:763,4.07642E+13,2.838,1,1800,2.047,15.539,4.317,1.23,12.924,3.59,46,0,0.378,1.236,0.343,0.029,0.166,0.046,35,0,0.065,,0.134
00:07:27:873,4.07645E+13,2.948,2,2100,3.093,15.878,4.411,2.314,13.178,3.66,47,0,0.39,1.279,0.355,0.06,0.172,0.048,35,0,0.163,,0.254
00:07:27:982,4.07647E+13,3.057,1,1600,1.461,16.038,4.455,0.711,13.256,3.682,46,0,0.346,1.317,0.366,0.025,0.175,0.049,35,0,0.068,,0.078
00:07:28:092,4.0765E+13,3.167,5,2500,9.481,17.074,4.743,8.484,14.183,3.94,51,0,0.446,1.366,0.379,0.04,0.179,0.05,35,0,0.222,,0.927
00:07:28:201,4.07652E+13,3.276,7,2300,13.922,18.595,5.165,12.797,15.581,4.328,52,0,0.369,1.406,0.391,0.011,0.18,0.05,35,0,0,,1.398
00:07:28:311,4.07654E+13,3.386,7,2100,11.93,19.905,5.529,10.64,16.749,4.652,47,0,0.505,1.461,0.406,0.047,0.186,0.052,35,0,0.198,,1.168
00:07:28:420,4.07657E+13,3.495,4,2000,2.204,20.145,5.596,1.546,16.917,4.699,47,0,0.356,1.5,0.417,0.036,0.19,0.053,35,0,0.421,,0.168
00:07:28:529,4.07659E+13,3.604,3,2100,3.911,20.573,5.715,2.974,17.242,4.789,46,0,0.405,1.544,0.429,0.047,0.195,0.054,35,0,0.313,,0.325
