System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:40:27:350,1.24482E+14,0.111,5,2100,7.647,0.851,0.236,6.491,0.722,0.201,48,0,0.431,0.048,0.013,0.056,0.006,0.002,35,0,0.716,,0.722
00:40:27:459,1.24483E+14,0.221,14,2500,12.674,2.238,0.622,11.333,1.963,0.545,49,0,0.622,0.116,0.032,0.055,0.012,0.003,35,0,0.43,,1.241
00:40:27:568,1.24483E+14,0.33,21,2100,11.246,3.465,0.963,10.082,3.063,0.851,49,0,0.493,0.17,0.047,0.018,0.014,0.004,35,0,0.262,,1.1
00:40:27:678,1.24483E+14,0.441,9,3000,7.445,4.289,1.191,6.261,3.756,1.043,44,0,0.51,0.226,0.063,0.054,0.02,0.006,35,0,0.256,,0.693
00:40:27:787,1.24483E+14,0.549,4,2200,4.827,4.813,1.337,3.863,4.175,1.16,44,0,0.43,0.273,0.076,0.075,0.028,0.008,35,0,0.418,,0.419
00:40:27:896,1.24484E+14,0.658,9,2400,7.815,5.664,1.573,6.731,4.908,1.363,48,0,0.476,0.325,0.09,0.07,0.036,0.01,35,0,0.657,,0.733
00:40:28:006,1.24484E+14,0.767,16,2300,9.762,6.731,1.87,8.591,5.847,1.624,49,0,0.391,0.368,0.102,0.06,0.042,0.012,35,0,0.384,,0.939
00:40:28:115,1.24484E+14,0.878,4,3500,5.307,7.317,2.032,4.241,6.315,1.754,44,0,0.471,0.42,0.117,0.097,0.053,0.015,35,0,0.663,,0.468
00:40:28:225,1.24484E+14,0.986,1,2200,3.501,7.698,2.138,2.583,6.596,1.832,44,0,0.41,0.464,0.129,0.071,0.061,0.017,35,0,0.224,,0.281
00:40:28:334,1.24485E+14,1.096,12,2400,8.515,8.631,2.397,7.389,7.406,2.057,48,0,0.448,0.513,0.143,0.052,0.067,0.018,35,0,0.237,,0.81
00:40:28:443,1.24485E+14,1.205,21,2300,11.296,9.86,2.739,10.166,8.512,2.365,48,0,0.536,0.572,0.159,0.027,0.07,0.019,35,0,0.27,,1.106
00:40:28:553,1.24485E+14,1.314,12,2500,14.094,11.4,3.167,12.754,9.906,2.752,47,0,0.718,0.65,0.181,0.046,0.075,0.021,35,0,0.36,,1.394
00:40:28:662,1.24485E+14,1.424,5,2100,8.251,12.303,3.418,7.349,10.711,2.975,44,0,0.438,0.698,0.194,0.028,0.078,0.022,35,0,0.122,,0.805
00:40:28:772,1.24486E+14,1.534,5,2200,5.314,12.888,3.58,4.291,11.183,3.106,44,0,0.481,0.751,0.209,0.094,0.088,0.024,35,0,0.301,,0.472
00:40:28:881,1.24486E+14,1.642,16,2600,9.985,13.971,3.881,8.822,12.14,3.372,46,0,0.362,0.79,0.22,0.052,0.094,0.026,35,0,0.416,,0.957
00:40:28:990,1.24486E+14,1.752,11,2900,7.378,14.784,4.107,6.211,12.824,3.562,44,0,0.469,0.842,0.234,0.089,0.103,0.029,35,0,0.46,,0.684
00:40:29:100,1.24486E+14,1.861,1,2700,3.645,15.182,4.217,2.698,13.119,3.644,44,0,0.395,0.885,0.246,0.068,0.111,0.031,35,0,0.127,,0.295
00:40:29:209,1.24487E+14,1.971,2,3500,4.339,15.657,4.349,3.365,13.487,3.746,44,0,0.447,0.934,0.259,0.068,0.118,0.033,35,0,0.301,,0.368
