System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:46:07:235,1.25233E+14,0.115,12,2000,10.706,1.233,0.343,7.955,0.916,0.255,46,0,0.592,0.068,0.019,1.54,0.177,0.049,35,500,0.675,,0.916
00:46:07:344,1.25233E+14,0.224,10,2100,10.33,2.362,0.656,7.438,1.729,0.48,47,0,0.494,0.122,0.034,1.679,0.361,0.1,35,550,0.441,,0.813
00:46:07:453,1.25233E+14,0.334,12,2000,10.612,3.523,0.979,7.853,2.588,0.719,46,0,0.599,0.188,0.052,1.571,0.533,0.148,35,600,0.337,,0.859
00:46:07:563,1.25234E+14,0.443,9,2100,10.162,4.635,1.288,7.267,3.384,0.94,46,0,0.56,0.249,0.069,1.636,0.712,0.198,35,500,1.75,,0.796
00:46:07:672,1.25234E+14,0.553,14,2000,10.714,5.806,1.613,7.982,4.256,1.182,45,0,0.619,0.317,0.088,1.539,0.88,0.244,35,450,0.491,,0.872
00:46:07:781,1.25234E+14,0.662,10,2100,10.402,6.943,1.928,7.566,5.083,1.412,45,0,0.597,0.382,0.106,1.62,1.057,0.294,35,550,1.029,,0.827
00:46:07:891,1.25234E+14,0.771,17,2100,11.333,8.184,2.273,8.612,6.026,1.674,45,0,0.774,0.467,0.13,1.429,1.213,0.337,35,550,2.636,,0.943
00:46:08:000,1.25235E+14,0.881,9,2000,11.05,9.391,2.609,8.114,6.912,1.92,46,0,0.525,0.524,0.146,1.76,1.406,0.39,35,450,1.092,,0.886
00:46:08:109,1.25235E+14,0.99,13,2100,11.634,10.663,2.962,8.681,7.861,2.184,46,0,0.646,0.595,0.165,1.651,1.586,0.441,35,550,0.243,,0.949
00:46:08:219,1.25235E+14,1.102,11,2000,10.607,11.849,3.291,7.777,8.731,2.425,45,0,0.468,0.647,0.18,1.753,1.782,0.495,35,500,0.086,,0.87
00:46:08:328,1.25235E+14,1.209,11,2000,10.957,13.02,3.617,7.752,9.56,2.655,44,0,0.751,0.727,0.202,1.878,1.983,0.551,35,850,2.747,,0.829
00:46:08:437,1.25236E+14,1.318,1,1900,6.984,13.784,3.829,2.648,9.849,2.736,44,0,0.38,0.769,0.214,3.14,2.326,0.646,35,1050,0.431,,0.289
00:46:08:547,1.25236E+14,1.427,2,2500,7.424,14.596,4.055,3.254,10.205,2.835,44,0,0.377,0.81,0.225,3.049,2.66,0.739,35,550,0.104,,0.356
00:46:08:656,1.25236E+14,1.537,1,1500,6.35,15.29,4.247,1.92,10.415,2.893,44,0,0.348,0.848,0.236,3.294,3.02,0.839,35,1050,0.272,,0.21
00:46:08:766,1.25236E+14,1.646,5,2400,8.589,16.231,4.509,4.709,10.931,3.036,43,0,0.486,0.901,0.25,2.68,3.313,0.92,35,850,0.196,,0.516
00:46:08:875,1.25237E+14,1.761,10,3300,7.123,17.051,4.736,2.749,11.247,3.124,50,0,0.347,0.941,0.261,3.275,3.69,1.025,35,850,0.337,,0.316
00:46:08:984,1.25237E+14,1.866,3,3200,7.541,17.837,4.955,3.181,11.579,3.216,44,0,0.383,0.981,0.273,3.189,4.022,1.117,35,800,0.52,,0.332
00:46:09:094,1.25237E+14,1.974,14,2000,12.075,19.147,5.319,9.226,12.58,3.494,47,0,0.593,1.045,0.29,1.579,4.194,1.165,35,500,0.731,,1.001
