System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
01:12:29:876,1.28727E+14,0.104,11,3100,14.006,1.456,0.405,12.719,1.322,0.367,53,0,0.67,0.07,0.019,0.043,0.004,0.001,35,0,0.433,,1.322
01:12:29:985,1.28728E+14,0.213,0,2000,2.158,1.692,0.47,1.412,1.477,0.41,48,0,0.397,0.113,0.031,0.046,0.009,0.003,35,0,0.262,,0.155
01:12:30:110,1.28728E+14,0.338,8,3900,4.933,2.309,0.641,4.135,1.994,0.554,53,0,0.448,0.169,0.047,0.053,0.016,0.004,35,0,0.391,,0.517
01:12:30:204,1.28728E+14,0.432,1,2100,3.037,2.594,0.72,2.206,2.201,0.611,48,0,0.405,0.207,0.058,0.058,0.022,0.006,35,0,1.069,,0.207
01:12:30:313,1.28728E+14,0.542,3,2300,3.388,2.964,0.823,2.786,2.505,0.696,49,0,0.401,0.251,0.07,0.03,0.025,0.007,35,0,0.157,,0.304
01:12:30:422,1.28729E+14,0.651,0,1600,1.563,3.135,0.871,0.87,2.6,0.722,47,0,0.348,0.289,0.08,0.041,0.029,0.008,35,0,0.343,,0.095
01:12:30:532,1.28729E+14,0.76,3,3600,2.127,3.368,0.936,1.563,2.772,0.77,47,0,0.363,0.329,0.091,0.03,0.033,0.009,35,0,0.076,,0.172
01:12:30:641,1.28729E+14,0.87,1,2700,4.203,3.827,1.063,3.297,3.132,0.87,47,0,0.399,0.372,0.103,0.069,0.04,0.011,35,0,0.257,,0.36
01:12:30:751,1.28729E+14,0.979,2,3700,4.975,4.372,1.214,4.005,3.57,0.992,47,0,0.448,0.421,0.117,0.084,0.049,0.014,35,0,0.273,,0.438
01:12:30:860,1.2873E+14,1.088,1,2400,2.722,4.669,1.297,1.872,3.775,1.049,48,0,0.407,0.466,0.129,0.088,0.059,0.016,35,0,0.288,,0.205
01:12:30:969,1.2873E+14,1.198,7,2500,6.908,5.424,1.507,5.963,4.427,1.23,55,0,0.484,0.519,0.144,0.049,0.064,0.018,35,0,0.259,,0.652
01:12:31:079,1.2873E+14,1.307,5,2200,6.337,6.116,1.699,5.233,4.998,1.388,47,0,0.48,0.571,0.159,0.079,0.073,0.02,35,0,0.571,,0.571
01:12:31:188,1.2873E+14,1.416,7,2600,9.176,7.12,1.978,7.999,5.874,1.632,48,0,0.611,0.638,0.177,0.143,0.089,0.025,35,0,0.953,,0.876
01:12:31:297,1.28731E+14,1.525,2,2300,4.906,7.656,2.127,4.004,6.311,1.753,50,0,0.45,0.687,0.191,0.079,0.097,0.027,35,0,0.412,,0.437
01:12:31:422,1.28731E+14,1.65,10,2500,13.453,9.339,2.594,12.176,7.834,2.176,53,0,0.622,0.765,0.213,0.072,0.106,0.03,35,0,0.599,,1.523
01:12:31:531,1.28731E+14,1.76,8,2500,13.304,10.791,2.998,12.03,9.147,2.541,53,0,0.543,0.824,0.229,0.085,0.116,0.032,35,0,0.696,,1.313
01:12:31:626,1.28731E+14,1.854,8,2400,9.96,11.735,3.26,8.845,9.985,2.774,49,0,0.588,0.88,0.244,0.083,0.123,0.034,35,0,0.61,,0.838
01:12:31:735,1.28732E+14,1.963,1,2400,3.459,12.112,3.364,2.583,10.267,2.852,48,0,0.417,0.925,0.257,0.082,0.132,0.037,35,0,0.412,,0.282
01:12:31:844,1.28732E+14,2.073,3,3600,5.205,12.681,3.523,4.186,10.724,2.979,48,0,0.456,0.975,0.271,0.064,0.139,0.039,35,0,0.291,,0.457
01:12:31:969,1.28732E+14,2.197,5,2200,6.298,13.464,3.74,5.192,11.37,3.158,58,0,0.483,1.035,0.288,0.094,0.151,0.042,35,0,1.328,,0.646
01:12:32:063,1.28732E+14,2.291,5,2200,7.172,14.138,3.927,6.089,11.942,3.317,48,0,0.542,1.086,0.302,0.148,0.165,0.046,35,0,2.499,,0.572
01:12:32:172,1.28732E+14,2.401,3,2700,6.254,14.824,4.118,5.075,12.498,3.472,47,0,0.515,1.143,0.317,0.259,0.193,0.054,35,0,2.695,,0.556
01:12:32:282,1.28733E+14,2.51,3,2300,5.486,15.424,4.284,4.599,13.002,3.612,48,0,0.487,1.196,0.332,0.097,0.204,0.057,35,0,1.24,,0.504
01:12:32:406,1.28733E+14,2.634,7,2100,12.303,16.954,4.709,11.103,14.382,3.995,53,0,0.529,1.262,0.351,0.063,0.212,0.059,35,0,0.899,,1.38
01:12:32:516,1.28733E+14,2.744,9,3000,13.353,18.415,5.115,12.183,15.716,4.365,54,0,0.523,1.319,0.366,0.039,0.216,0.06,35,0,0.426,,1.334
01:12:32:625,1.28733E+14,2.853,2,2100,5.334,18.999,5.277,4.485,16.206,4.502,48,0,0.364,1.359,0.377,0.011,0.217,0.06,35,0,0,,0.49
